longest punt, name, punt yards, punts
55,David DeFatta,412,10
52,Jon Majalap Thoma,115,3
47,Anthony Santella,320,8
45,Quinn Sharp,79,2
35,Jackson Rice,105,4
46,Bryan Anger,245,7
42,Johnny Hekker,137,4
68,Keenyn Crier,225,5
57,Jeremy Boone,107,2
48,Ryan Donahue,178,5
53,Chris Summers,187,5
46,Eric Maust,151,4
62,Kyle Martens,423,9
54,Brett Upson,344,8
51,Philip Zavala,202,5
39,David Green,39,1
61,Will Mahan,151,3
47,Robert Long,128,3
36,Jeff Wathne,68,2
50,Peter Fardon,141,4
43,Chad Cunningham,181,5
44,Matt Schulte,178,5
39,John Gold,39,1
35,Justin Tucker,35,1
51,Greg Hiett,251,6
56,Kyle Peterson,90,2
46,Ross Thevenot,87,2
39,Michael Such,113,3
49,Ken Wood,92,2
51,Trey Ragland,331,8
51,Jacob Harfman,139,3
65,Reid Forrest,314,7
63,Sean Sellwood,314,7
57,Corey Goettsche,343,7
58,Peter Caldwell,238,5
50,Brent Bowden,201,5
53,Matt Bosher,249,6
43,Brad Nortman,185,5
46,Aaron Bates,161,4
48,Ben Armer,118,3
60,Austin McCoy,266,5
45,Kyle Watson,109,3
35,Cade Glasgow,128,4
50,Alex Dunnachie,137,3
56,Trey Ragland,299,7
40,Peter Boehme,186,6
56,Scott Kozlowski,192,4
36,Matt DiLallo,93,3
53,Riley Stephenson,111,3
54,Peter Caldwell,246,5
45,Corey Goettsche,203,5
47,Dan Hutchins,98,3
54,Dylan Breeding,174,4
43,Ken Wood,188,6
39,Jonathan Bulls,105,3
53,Ross Thevenot,176,4
63,Trevor Hankins,267,5
58,Johnny Hekker,222,5
45,Scott Kovanda,181,5
55,Bill Claus,156,4
55,Derek Epperson,296,6
53,Matt Rinehart,147,3
39,Spencer Keith,39,1
45,Ryan Quigley,157,4
41,Shawn Powell,115,3
48,Kyle Brotzman,95,2
46,Brad Elkin,46,1
55,Nick Iovinelli,131,3
48,Matt Schulte,181,5
46,Peter Fardon,140,4
57,Brett Hartmann,195,5
47,Bryan Anger,272,7
47,Jacob Harfman,120,3
45,Blake Clingan,143,4
56,Matt Reagan,246,5
48,Kevin Jones,162,4
49,Brent Bowden,86,2
52,Zach Johnson,244,6
53,Jeff Wathne,153,4
49,Mickey Groody,258,6
53,Austin McCoy,304,7
53,Drew Butler,344,7
42,Derek Helton,112,3
39,Josh Jasper,39,1
51,Bobby Cowan,231,5
45,Pete Kontodiakos,139,4
45,Anthony Santella,230,6
66,Jeremy Boone,198,4
50,Chris Hagerup,289,7
40,Jon Majalap Thoma,105,3
51,Ryan Donahue,152,4
53,Ryan Wilbourn,171,4
50,Mike Brandtner,216,5
51,Ryan Doerr,133,3
43,DJ Fulhage,68,2
44,Ryan Tydlacka,116,3
52,PJ Fitzgerald,199,5
57,Scott Love,166,4
49,Carlos Munera,282,7
61,Nick Ferrara,346,8
54,Dawson Zimmerman,274,7
52,Aaron Bates,129,3
56,Zoltan Mesko,215,5
58,Matt Bosher,229,5
71,Tress Way,252,5
52,Chris DiCesare,211,6
50,Jake Rogers,140,3
21,Tony Pike,21,1
48,Blake Haudan,127,3
52,Brad Nortman,101,2
42,Kase Whitehead,116,3
58,Matt Dodge,198,5
50,Chandler Anderson,111,3
52,Kyle Delahooke,209,5
56,Brandon Geyer,209,5
54,Grant Schallock,343,8
53,Jimmy Howell,367,9
59,Kyle Watson,263,6
56,Josh Wilber,127,3
30,Ryan Salerno,56,2
62,Ben Armer,274,6
40,Ben Turk,79,2
57,Will Mahan,162,4
49,Jackson Rice,123,3
56,Reid Forrest,388,9
43,Chris Summers,56,2
43,Stefan Demos,125,4
55,Kyle Martens,450,9
50,Michael Such,205,5
41,GJ Kinne,63,2
44,Spencer Lanning,154,4
50,Brian Stahovich,269,6
59,Kyle Hughes,224,5
38,David Green,76,2
55,Jeff Locke,191,4
28,Robert Long,53,2
46,Delbert Alvarado,146,4
34,Anson Kelton,155,5
45,Matt Szymanski,306,8
53,Chad Cunningham,334,8
52,Clinton Durst,218,5
37,Chris Todd,37,1
46,Ryan Erxleben,156,4
56,Adam Miller,312,6
57,Greg Hiett,139,3
53,Chase Turner,83,2
64,Brett Upson,276,6
57,Tyler Campbell,140,3
40,Shane Popham,71,2
46,Jeff Ruiz,196,5
62,Will Goggans,364,9
49,David DeFatta,417,11
57,Jake Harry,357,8
55,Alex Henery,315,8
70,Brad Langley,205,5
67,Cade Glasgow,227,5
51,Brandon Geyer,305,7
72,Anson Kelton,163,4
37,John Stec,62,2
47,Matt Schulte,158,5
44,Dylan Breeding,164,4
52,Clinton Durst,273,7
43,Jonathan Bulls,239,6
59,Brett Upson,283,6
47,Zach Johnson,207,5
53,Pete Kontodiakos,147,3
55,Sean Sellwood,92,2
46,Shawn Powell,46,1
55,Alex Dunnachie,145,3
52,Robert Malone,130,3
54,Anthony Santella,358,8
30,Matt Eller,30,1
59,Aaron Bates,267,7
49,Ryan Donahue,238,6
61,Zoltan Mesko,269,5
26,Tate Forcier,26,1
51,Alonso Rojas,137,4
61,Mike Brandtner,125,3
64,Matt Rinehart,305,7
50,Nick Iovinelli,209,5
47,Spencer Ortego,234,6
41,Will Atterberry,85,3
50,Corey Goettsche,213,5
52,Peter Boehme,176,5
51,Derek Helton,110,3
39,Josh Jasper,39,1
30,Chas Henry,30,1
52,Matt Reagan,221,5
48,Greg Hiett,205,5
59,Matt Bosher,95,2
48,Blake Haudan,189,5
45,Chris Summers,52,2
71,Tyler Campbell,228,5
44,PJ Fitzgerald,245,6
46,Heath Hutchins,60,2
46,Chase Turner,85,2
49,Grant Schallock,261,6
45,Jeff Ruiz,158,4
48,Kevin Jones,167,4
58,Kyle Hughes,455,10
58,Peter Caldwell,376,9
46,Stefan Demos,251,7
48,Chris DiCesare,301,8
48,Jon Majalap Thoma,237,6
61,Brad Nortman,195,4
40,Tress Way,120,3
56,Derek Epperson,377,8
51,Johnny Hekker,184,4
49,David Green,129,3
46,Daniel Zychlinski,109,3
50,Dan Hutchins,129,3
49,Desi Cullen,207,5
43,Ryan Breen,43,1
37,Jeremy Boone,37,1
48,Kyle Martens,209,5
50,Kyle Delahooke,95,2
45,Teddy Dellaganna,162,4
56,Spencer Lanning,209,5
59,Ryan Tydlacka,207,6
56,Philip Zavala,145,3
38,Bobby Cowan,38,1
53,Matt Szymanski,225,6
70,Matt Dodge,171,4
50,Robert Long,381,9
51,Scott Kozlowski,215,5
41,Jeff Wathne,151,4
41,Scott Kovanda,181,5
50,Chad Cunningham,179,4
61,Drew Butler,299,6
45,Justin Tucker,115,4
47,Matt DiLallo,311,8
42,Ross Thevenot,74,2
51,Kase Whitehead,172,4
47,Bill Claus,122,4
52,Ryan Casano,52,1
34,Ben Armer,34,1
55,Ken Wood,192,5
58,Quinn Sharp,222,5
35,Ryan Erxleben,35,1
40,Ryan Doerr,192,5
47,DJ Fulhage,83,2
77,Jeff Locke,353,7
57,Jackson Rice,286,7
54,Kyle Watson,220,5
39,Riley Stephenson,75,2
53,Jimmy Howell,151,3
53,Nathan Rathjen,53,1
49,Chris Hagerup,313,7
54,Brent Bowden,195,4
58,Ryan Quigley,350,9
46,Shane Popham,161,4
45,Nick Ferrara,155,4
47,Will Mahan,149,4
44,Keenyn Crier,44,1
0,Reid Forrest,370,9
54,Trevor Hankins,244,5
51,Jeremy Moore,306,7
51,Carlos Munera,124,3
40,Austin McCoy,113,3
52,Adam Miller,193,4
51,Scott Love,233,6
65,Ryan Wilbourn,232,5
51,Michael Such,231,7
49,GJ Kinne,49,1
54,Kyle Brotzman,182,4
31,Brad Elkin,58,2
52,Delbert Alvarado,369,9
53,Jake Rogers,316,7
53,Teddy Dellaganna,230,6
48,Dan Hutchins,79,2
56,Brandon Geyer,246,6
48,Austin McCoy,261,7
49,PJ Fitzgerald,136,3
49,Spencer Lanning,308,7
46,Keenyn Crier,124,3
40,David Green,40,1
54,Clinton Durst,250,7
52,Ryan Tydlacka,246,6
55,Trevor Hankins,175,4
59,Will Mahan,213,5
45,Scott Kovanda,167,5
49,Nick Iovinelli,193,6
45,Ryan Quigley,194,5
37,Jeff Ruiz,129,4
37,Peter Fardon,186,6
37,John Stec,197,6
49,Blake Clingan,248,7
41,Matt Bosher,133,4
42,Dawson Zimmerman,155,4
35,Richard Jackson,70,2
47,Shane Popham,332,9
41,Matt DiLallo,142,4
51,Alonso Rojas,177,4
56,Desi Cullen,94,2
37,Corey Goettsche,69,2
63,Matt Dodge,184,4
48,Kyle Martens,259,7
54,Zach Johnson,192,5
53,Matt Rinehart,208,5
51,Carlos Munera,297,7
53,Will Goggans,213,5
51,Chas Henry,129,3
46,Dylan Breeding,262,7
69,Robert Malone,216,4
51,Philip Zavala,267,6
37,Chandler Anderson,138,4
42,Brent Bowden,140,4
42,Bobby Cowan,83,2
44,Alex Dunnachie,64,2
42,Chris Hagerup,84,2
8,Mitchell Evans,8,1
52,Anthony Santella,212,5
45,Mike Brandtner,85,2
50,Derek Epperson,179,4
47,DJ Fulhage,117,3
42,Ryan Doerr,83,2
49,Ken Wood,300,8
45,Cade Glasgow,99,3
45,Adrian Linwood,45,1
47,Kyle Hughes,263,8
45,Nick Ferrara,112,3
52,Jimmy Howell,295,9
52,Aaron Bates,243,6
43,Stefan Demos,195,6
53,Tyler Campbell,138,3
53,Trey Ragland,242,6
53,David DeFatta,246,7
42,Heath Hutchins,257,7
46,Alex Henery,176,5
47,Ryan Erxleben,216,6
48,Ben Turk,189,5
59,Jacob Harfman,153,4
59,Will Atterberry,104,2
48,Mickey Groody,136,3
61,Paul Hershey,202,6
53,Chris DiCesare,255,6
52,Quinn Sharp,317,8
32,Jake Harry,120,4
39,Jeremy Boone,68,2
22,Collin Wagner,22,1
56,Blake Haudan,299,6
51,Carson Wiggs,127,3
21,Chris Summers,39,2
52,Jon Majalap Thoma,238,6
50,Brian Stahovich,189,4
37,Riley Stephenson,65,2
43,Peter Boehme,85,2
47,Matt Reagan,125,3
47,Matt Szymanski,237,7
48,Kyle Delahooke,192,5
34,Anson Kelton,56,2
49,Pete Kontodiakos,329,9
48,Jeff Wathne,180,5
48,Jonathan Bulls,154,4
60,Justin Tucker,363,8
64,Tress Way,243,6
51,Ross Thevenot,120,3
42,Chase Turner,80,2
40,Alex Steigerwald,79,2
37,Bill Claus,37,1
51,Josh Wilber,214,5
54,Jeff Locke,271,6
72,Bryan Anger,350,7
54,Kyle Watson,185,4
45,Sean Sellwood,166,5
61,Peter Caldwell,303,7
58,Brad Langley,278,6
54,Brett Upson,325,7
53,Drew Butler,235,5
52,Brad Nortman,223,5
58,Ryan Donahue,150,3
56,Jeremy Moore,209,5
49,Spencer Ortego,153,4
55,Ben Armer,136,4
49,Brett Hartmann,209,5
53,Scott Kozlowski,271,6
48,Kase Whitehead,234,6
61,Greg Hiett,223,5
64,Michael Such,290,6
36,GJ Kinne,36,1
51,Grant Schallock,227,5
55,Shawn Powell,220,5
44,Jonathan Bulls,226,6
47,Teddy Dellaganna,122,3
57,Ryan Wilbourn,240,5
46,Carlos Munera,325,8
49,PJ Fitzgerald,132,3
58,Chad Cunningham,185,5
48,Keenyn Crier,129,3
81,Jeff Locke,289,6
49,Derek Epperson,205,5
53,Quinn Sharp,136,3
44,Nick Iovinelli,179,5
50,Brett Hartmann,219,6
57,Riley Stephenson,282,6
50,Anson Kelton,245,6
47,Bryan Anger,157,4
53,Reid Forrest,300,7
43,Jake Rogers,82,2
62,Corey Goettsche,233,6
60,Pete Kontodiakos,177,4
54,Brian Stahovich,105,3
47,Kevin Jones,148,4
45,Travis Baltz,202,5
44,Patrick Treppa,142,4
41,Zach Johnson,119,3
43,Scott Kovanda,154,4
40,Alex Dunnachie,155,5
72,Kyle Brotzman,72,1
32,Brad Elkin,32,1
60,Chase Turner,246,6
54,Matt Szymanski,207,5
47,Alonso Rojas,282,7
29,Jacob Branstetter,29,1
57,Tress Way,242,6
48,Ryan Doerr,154,4
39,DJ Fulhage,80,3
50,Matt DiLallo,262,7
51,Ryan Tydlacka,171,4
42,Scott Love,141,4
51,Spencer Ortego,266,6
41,Mickey Groody,73,2
40,Josh Jasper,114,3
27,Derek Helton,27,1
58,Clinton Durst,278,7
52,Aaron Bates,257,6
50,Ryan Donahue,268,6
55,Matt Bosher,139,3
47,Dawson Zimmerman,136,3
54,Chris DiCesare,213,5
54,Josh Wilber,88,2
44,Mike Salerno,75,2
62,Zoltan Mesko,314,7
44,Jeremy Boone,215,6
35,Tyler Campbell,68,2
44,Dylan Breeding,239,7
48,Jake Harry,279,7
43,Justin Tucker,81,2
37,John Gold,37,1
54,Kase Whitehead,187,4
59,Trey Ragland,271,6
39,Heath Hutchins,148,4
45,Chas Henry,173,4
47,David DeFatta,159,4
56,Jeremy Moore,337,8
68,Kyle Delahooke,194,4
39,Shane Popham,203,6
49,Alex Henery,161,4
60,Mike Brandtner,360,9
35,Brad Langley,47,2
67,Bobby Cowan,179,4
55,Kyle Hughes,306,7
51,Robert Malone,130,3
47,Adam Miller,112,3
39,Kyle Watson,39,1
46,Stefan Demos,140,4
45,Chris Hagerup,166,4
38,Ben Turk,196,6
56,Ryan Quigley,210,5
39,Jon Majalap Thoma,129,4
54,Blake Haudan,294,7
44,Matt Schulte,150,4
42,Paul Hershey,78,2
56,Matt Rinehart,222,5
21,Spencer Keith,21,1
56,Delbert Alvarado,227,5
46,Chris Summers,185,5
51,Anthony Santella,224,5
63,Mark Brundage,232,5
58,Kyle Martens,133,4
45,Blake Clingan,175,5
55,Spencer Lanning,338,8
64,Brett Upson,384,8
41,Ross Thevenot,76,2
42,David Green,78,2
63,Trevor Hankins,258,6
52,Robert Long,161,4
0,Ryan Lichtenstein,31,1
76,Zack Campbell,205,4
45,John Stec,87,3
36,Alex Steigerwald,182,6
51,Jeff Wathne,171,4
50,Will Goggans,97,2
45,Will Atterberry,155,5
49,Ryan Erxleben,130,3
45,Ryan Epperson,153,4
47,Jacob Harfman,132,3
52,Johnny Hekker,147,3
54,Sean Sellwood,385,8
55,Brandon Geyer,292,7
51,Peter Caldwell,386,10
49,Adrian Linwood,398,9
43,Jimmy Howell,152,4
55,Chandler Anderson,84,2
48,Will Mahan,213,5
60,Jackson Rice,271,6
57,Ben Armer,269,6
71,John Rachuna,193,4
33,Peter Fardon,60,2
54,Scott Kozlowski,251,6
61,Desi Cullen,172,4
60,Matt Reagan,204,4
73,Matt Dodge,265,5
52,Brent Bowden,173,4
47,Grant Schallock,198,5
43,Delbert Alvarado,164,4
53,Scott Kozlowski,215,5
35,Briton Forester,35,1
64,Patrick Treppa,240,6
55,Clinton Durst,252,6
34,Chris Todd,34,1
53,Tyler Campbell,262,6
55,Trevor Hankins,330,7
58,Bryan Anger,265,5
62,Scott Kovanda,140,3
19,Paul Hershey,19,1
44,Derek Epperson,153,4
22,Nick Florence,22,1
57,Alex Henery,295,7
61,Ryan Quigley,236,5
33,Billy Flutie,33,1
47,Brett Hartmann,226,6
42,Dan LeFevour,42,1
67,Kyle Brotzman,138,3
40,Brad Elkin,79,2
53,Philip Zavala,327,9
49,Dawson Zimmerman,115,3
43,Matt DiLallo,146,4
50,Jake Harry,210,5
58,Desi Cullen,269,6
54,Teddy Dellaganna,421,10
