average punt return, average punt return yards, longest punt return, name, punt return touchdowns, punt returns
7.000,,11,Marcus Thigpen,0,2
0.000,,0,Reshad Jones,0,1
6.000,,7,TY Hilton,0,2
4.000,,9,Randall Cobb,0,4
2.000,,5,Javier Arenas,0,4
25.000,,25,Terrance Copper,0,1
10.000,,10,Jacoby Jones,0,1
0.000,,0,Lardarius Webb,0,0
0.000,,0,Marcus Sherels,0,2
12.000,,14,Darius Reynaud,0,2
7.000,,13,Brandon Banks,0,3
1.000,,2,Dominique Franks,0,2
8.000,,8,Rueben Randle,0,1
12.000,,12,Josh Cribbs,0,1
7.000,,7,Antonio Brown,0,1
13.000,,13,Damaris Johnson,0,1
13.000,,13,Captain Munnerlyn,0,1
7.000,,17,Leon Washington,0,5
0.000,,0,Aaron Ross,0,0
2.000,,4,Devin Hester,0,4
5.000,,5,Wes Welker,0,1
0.000,,0,Jim Leonhard,0,0
6.000,,11,Ted Ginn,0,3
28.000,,28,Leodis McKelvin,0,1
1.000,,2,Darren Sproles,0,2
8.000,,11,Eddie Royal,0,2
0.000,,0,Jeremy Kerley,0,0
3.000,,3,Trindon Holliday,0,1
9.000,,9,Darius Reynaud,0,1
3.000,,4,Antonio Brown,0,3
7.000,,7,Chris Rainey,0,1
0.000,,0,Dominique Franks,0,0
0.000,,0,Phillip Adams,0,1
0.000,,0,Denarius Moore,0,1
30.000,,60,Josh Cribbs,0,2
14.000,,32,Brandon Tate,0,4
0.000,,0,Davone Bess,0,0
3.000,,14,Janoris Jenkins,0,6
0.000,,0,Jeremy Kerley,0,0
0.000,,0,TY Hilton,0,0
7.000,,11,Mardy Gilyard,0,2
-3.000,,-3,DeSean Jackson,0,1
18.000,,48,Stefan Logan,0,4
0.000,,0,Ed Reed,0,0
10.000,,10,Dez Bryant,0,1
0.000,,0,Dwayne Harris,0,1
7.000,,9,Roscoe Parrish,0,3
5.000,,10,Javier Arenas,0,2
14.000,,25,Leon Washington,0,2
17.000,,27,Wes Welker,0,4
12.000,,20,Patrick Peterson,0,3
5.000,,10,Leodis McKelvin,0,2
11.000,,14,Ted Ginn,0,2
1.000,,2,Rueben Randle,0,2
1.000,,1,Brandon Banks,0,1
-2.000,,-2,Marcus Sherels,0,1
19.000,,19,Keshawn Martin,0,1
7.000,,16,Randall Cobb,0,3
4.000,,7,Eddie Royal,0,3
0.000,,0,Eric Weddle,0,1
6.000,,12,Trindon Holliday,0,2
23.000,,38,Ted Ginn,0,3
2.000,,5,Leon Washington,0,2
0.000,,0,Leodis McKelvin,0,0
8.000,,8,TY Hilton,0,1
6.000,,10,Josh Cribbs,0,2
0.000,,0,Rueben Randle,0,0
12.000,,12,Brandon Banks,0,1
1.000,,1,Josh Wilson,0,1
7.000,,9,Roscoe Parrish,0,2
15.000,,15,Darren Sproles,0,1
1.000,,4,Captain Munnerlyn,0,4
5.000,,10,Dez Bryant,0,3
0.000,,0,Dwayne Harris,0,0
2.000,,7,Keshawn Martin,0,4
1.000,,1,Ed Reed,0,1
0.000,,0,Jacoby Jones,0,0
0.000,,0,Austin Pettis,0,0
15.000,,15,Randall Cobb,0,1
0.000,,0,Marcus Sherels,0,1
1.000,,6,Patrick Peterson,0,4
10.000,,14,Wes Welker,0,2
7.000,,13,Jeremy Kerley,0,3
1.000,,5,Phillip Adams,0,4
0.000,,0,Denarius Moore,0,1
11.000,,28,Micheal Spurlock,0,4
0.000,,0,Aaron Ross,0,0
5.000,,5,Adam Jones,0,1
0.000,,0,Brandon Tate,0,0
3.000,,9,Antonio Brown,0,3
2.000,,2,Earl Bennett,0,1
5.000,,5,Devin Hester,0,1
0.000,,0,Eric Weems,0,0
1.000,,5,Stefan Logan,0,6
10.000,,16,Marcus Sherels,0,3
0.000,,1,Roscoe Parrish,0,3
5.000,,11,Devin Hester,0,2
0.000,,0,Captain Munnerlyn,0,0
3.000,,7,Josh Cribbs,0,2
9.000,,20,Eric Weddle,0,5
6.000,,6,Stefan Logan,0,1
9.000,,18,Leon Washington,0,3
0.000,,0,Randall Cobb,0,1
0.000,,0,Micheal Spurlock,0,1
19.000,,19,Darius Reynaud,0,1
13.000,,13,TY Hilton,0,1
0.000,,0,Austin Pettis,0,1
5.000,,14,Julian Edelman,0,3
0.000,,0,Jeremy Kerley,0,0
13.000,,14,Marcus Thigpen,0,2
0.000,,0,Davone Bess,0,0
7.000,,7,Brandon Boykin,0,1
11.000,,11,Dominique Franks,0,1
8.000,,18,Antonio Brown,0,3
17.000,,27,Brandon Banks,0,2
11.000,,27,Javier Arenas,0,5
12.000,,27,Phillip Adams,0,3
-6.000,,-6,Dez Bryant,0,1
14.000,,14,Dwayne Harris,0,1
1.000,,1,Rueben Randle,0,1
10.000,,22,Trindon Holliday,0,4
0.000,,0,Jim Leonhard,0,0
-1.000,,-1,Darren Sproles,0,1
3.000,,6,Patrick Peterson,0,4
11.000,,35,Ted Ginn,0,5
2.000,,2,Eric Weddle,0,1
0.000,,0,Dexter McCluster,0,1
0.000,,0,Adam Jones,0,2
0.000,,0,Brandon Tate,0,1
1.000,,2,Trindon Holliday,0,2
0.000,,0,Jim Leonhard,0,0
10.000,,13,Josh Cribbs,0,5
3.000,,7,Jacoby Jones,0,2
15.000,,28,Randall Cobb,0,3
4.000,,11,Patrick Peterson,0,4
13.000,,44,Devin Hester,0,5
7.000,,14,TY Hilton,0,4
12.000,,12,Marcus Thigpen,0,1
-2.000,,1,Brandon Banks,0,2
4.000,,8,Captain Munnerlyn,0,2
5.000,,5,Aaron Ross,0,1
7.000,,7,Micheal Spurlock,0,1
0.000,,0,Stefan Logan,0,0
17.000,,26,Keshawn Martin,0,2
9.000,,20,Leodis McKelvin,0,4
0.000,,2,Phillip Adams,0,2
15.000,,26,Roscoe Parrish,0,3
10.000,,24,Leon Washington,0,2
0.000,,0,Golden Tate,0,0
0.000,,2,Marcus Sherels,0,3
0.000,,0,Rueben Randle,0,0
25.000,,63,Emmanuel Sanders,0,3
3.000,,6,Dominique Franks,0,2
37.000,,37,Dwayne Harris,0,1
5.000,,5,Lance Moore,0,1
0.000,,0,Travaris Cadet,0,0
20.000,,20,Damaris Johnson,0,1
0.000,,0,Micheal Spurlock,0,0
12.000,,12,TY Hilton,0,1
38.000,,68,Adam Jones,0,2
7.000,,7,Brandon Tate,0,1
14.000,,14,Rueben Randle,0,2
8.000,,16,Marcus Thigpen,0,2
14.000,,27,Darius Reynaud,0,4
3.000,,5,Marcus Sherels,0,2
23.000,,31,Stefan Logan,0,2
2.000,,2,Alphonso Smith,0,1
5.000,,6,Julian Edelman,0,2
0.000,,0,Leodis McKelvin,0,0
2.000,,2,Travaris Cadet,0,1
0.000,,0,Lance Moore,0,0
4.000,,5,Dominique Franks,0,2
0.000,,0,Harry Douglas,0,1
5.000,,5,Roscoe Parrish,0,1
11.000,,11,Eddie Royal,0,1
3.000,,6,Captain Munnerlyn,0,3
15.000,,76,Trindon Holliday,1,8
12.000,,13,Jacoby Jones,0,3
0.000,,0,Tandon Doss,0,1
0.000,,0,Phillip Adams,0,3
13.000,,20,Leon Washington,0,3
3.000,,6,Jeremy Kerley,0,2
4.000,,4,Damaris Johnson,0,1
24.000,,78,Dwayne Harris,1,4
11.000,,12,Ted Ginn,0,2
4.000,,6,Danny Amendola,0,3
10.000,,24,Devin Hester,0,3
0.000,,0,Keshawn Martin,0,0
4.000,,5,David Gilreath,0,2
-4.000,,-4,Chris Rainey,0,1
5.000,,11,Javier Arenas,0,3
32.000,,79,Leodis McKelvin,1,3
15.000,,22,Marcus Thigpen,0,2
0.000,,0,Davone Bess,0,1
11.000,,28,Dominique Franks,0,4
7.000,,7,Patrick Peterson,0,1
10.000,,10,Andre Roberts,0,1
13.000,,20,Dwayne Harris,0,2
20.000,,21,Josh Cribbs,0,2
0.000,,0,Stefan Logan,0,1
0.000,,0,Randall Cobb,0,0
10.000,,18,Javier Arenas,0,3
4.000,,11,Brandon Tate,0,3
11.000,,11,Adam Jones,0,1
0.000,,0,Danny Amendola,0,0
9.000,,19,Kyle Wilson,0,3
58.000,,68,Julian Edelman,1,2
7.000,,7,TY Hilton,0,1
10.000,,13,Brandon Banks,0,3
9.000,,16,Damaris Johnson,0,3
13.000,,16,Joe Adams,0,2
14.000,,14,Captain Munnerlyn,0,1
7.000,,9,Roscoe Parrish,0,2
38.000,,71,Keshawn Martin,0,2
5.000,,6,Aaron Ross,0,2
0.000,,0,Phillip Adams,0,1
0.000,,0,Travaris Cadet,0,0
7.000,,9,Trindon Holliday,0,3
9.000,,9,Antoine Cason,0,1
1.000,,1,Eddie Royal,0,1
4.000,,7,Emmanuel Sanders,0,3
33.000,,63,Jacoby Jones,1,2
8.000,,8,Tandon Doss,0,1
4.000,,12,Ted Ginn,0,4
0.000,,4,Devin Hester,0,3
8.000,,16,Stefan Logan,0,4
5.000,,7,Keshawn Martin,0,2
5.000,,8,Dwayne Harris,0,3
6.000,,7,Brandon Banks,0,2
1.000,,1,Kyle Wilson,0,1
16.000,,30,Julian Edelman,0,2
0.000,,0,Wes Welker,0,1
6.000,,6,Devin Hester,0,1
0.000,,0,Earl Bennett,0,0
0.000,,0,Marcus Sherels,0,1
7.000,,18,Adam Jones,0,3
4.000,,5,Brandon Tate,0,2
8.000,,11,Phillip Adams,0,2
9.000,,14,Josh Cribbs,0,3
16.000,,16,Travis Benjamin,0,1
1.000,,8,Emmanuel Sanders,0,3
27.000,,75,TY Hilton,1,4
0.000,,0,Tom Zbikowski,0,0
12.000,,16,Leodis McKelvin,0,2
14.000,,26,Javier Arenas,0,2
0.000,,0,Trindon Holliday,0,0
0.000,,0,Jim Leonhard,0,0
0.000,,0,Davone Bess,0,0
15.000,,15,Leon Washington,0,2
0.000,,0,Roscoe Parrish,0,0
10.000,,10,Dominique Franks,0,1
5.000,,5,Jordan Shipley,0,1
0.000,,0,Darius Reynaud,0,1
5.000,,11,Chris Carr,0,2
8.000,,23,Jacoby Jones,0,7
5.000,,5,Tandon Doss,0,1
14.000,,26,Patrick Peterson,0,4
4.000,,10,Austin Pettis,0,4
3.000,,3,Darren Sproles,0,1
6.000,,13,Ted Ginn,0,2
0.000,,0,Kyle Williams,0,0
0.000,,0,Rueben Randle,0,1
10.000,,15,Randall Cobb,0,2
16.000,,18,Damaris Johnson,0,2
0.000,,0,Joe Adams,0,0
13.000,,13,Dominique Franks,0,1
15.000,,21,Darren Sproles,0,4
0.000,,0,Patrick Robinson,0,0
0.000,,0,Justin Rogers,0,2
12.000,,12,Leodis McKelvin,0,1
10.000,,15,Quan Cosby,0,2
0.000,,0,Eric Weems,0,1
0.000,,1,Leon Washington,0,2
9.000,,12,Stefan Logan,0,4
3.000,,4,TY Hilton,0,2
3.000,,9,Randall Cobb,0,3
0.000,,1,Marcus Sherels,0,2
10.000,,16,Darius Reynaud,0,6
16.000,,42,Keshawn Martin,0,4
6.000,,6,Dexter McCluster,0,1
12.000,,12,Joe Adams,0,1
9.000,,15,Austin Pettis,0,4
3.000,,6,Ted Ginn,0,2
3.000,,6,Marcus Thigpen,0,2
12.000,,15,Julian Edelman,0,2
8.000,,14,Jeremy Kerley,0,2
9.000,,9,Patrick Peterson,0,1
23.000,,45,Trindon Holliday,0,4
0.000,,0,Jim Leonhard,0,0
15.000,,15,Roscoe Parrish,0,1
0.000,,0,Chris Carr,0,0
19.000,,24,Adam Jones,0,2
16.000,,16,Brandon Tate,0,1
0.000,,0,Denarius Moore,0,0
8.000,,9,Josh Cribbs,0,2
0.000,,0,Tandon Doss,0,0
0.000,,0,Jacoby Jones,0,0
1.000,,6,Antonio Brown,0,5
0.000,,0,Dwayne Harris,0,0
52.000,,98,Damaris Johnson,1,2
7.000,,10,Brandon Banks,0,3
5.000,,8,Rueben Randle,0,2
8.000,,8,Denarius Moore,0,1
0.000,,0,Trindon Holliday,0,1
0.000,,0,Jim Leonhard,0,0
11.000,,19,Leodis McKelvin,0,4
11.000,,23,Austin Pettis,0,2
-3.000,,-3,Adam Jones,0,1
2.000,,4,Dwayne Harris,0,2
17.000,,38,Josh Cribbs,0,3
93.000,,93,Travis Benjamin,1,1
1.000,,5,Javier Arenas,0,3
15.000,,30,Roscoe Parrish,0,4
7.000,,18,Damaris Johnson,0,5
33.000,,64,Richard Crawford,0,3
8.000,,11,Jacoby Jones,0,3
0.000,,0,Tandon Doss,0,0
0.000,,0,Joe Adams,0,0
0.000,,0,Dominique Franks,0,0
8.000,,14,Quan Cosby,0,3
9.000,,11,Jeremy Kerley,0,2
12.000,,17,TY Hilton,0,2
14.000,,14,Darius Reynaud,0,1
0.000,,0,Marcus Sherels,0,0
11.000,,21,Devin Hester,0,5
0.000,,0,Antonio Brown,0,1
11.000,,21,Micheal Spurlock,0,3
12.000,,12,Ted Ginn,0,1
5.000,,10,Marcus Thigpen,0,2
7.000,,26,Leon Washington,0,5
5.000,,11,Patrick Peterson,0,2
9.000,,10,Domenik Hixon,0,2
2.000,,5,Darren Sproles,0,2
13.000,,13,Randall Cobb,0,1
0.000,,0,Stefan Logan,0,0
12.000,,31,Wes Welker,0,4
0.000,,1,Keshawn Martin,0,2
6.000,,6,Damaris Johnson,0,1
12.000,,17,Adam Jones,0,2
8.000,,9,Brandon Tate,0,2
5.000,,6,Dominique Franks,0,2
0.000,,0,Domenik Hixon,0,0
14.000,,24,Devin Hester,0,3
0.000,,5,Randall Cobb,0,3
7.000,,10,Josh Cribbs,0,2
9.000,,13,Richard Crawford,0,2
4.000,,17,Danny Amendola,0,3
0.000,,3,Janoris Jenkins,0,0
15.000,,15,Marcus Sherels,0,1
0.000,,0,Marcus Thigpen,0,0
9.000,,9,Jordan Shipley,0,1
12.000,,37,Darren Sproles,0,3
39.000,,39,Roscoe Parrish,0,1
3.000,,10,Jacoby Jones,0,4
40.000,,40,Tandon Doss,0,1
6.000,,27,Trindon Holliday,0,5
6.000,,12,Keshawn Martin,0,2
9.000,,15,TY Hilton,0,2
10.000,,16,Patrick Peterson,0,5
0.000,,0,Andre Roberts,0,1
0.000,,0,Stefan Logan,0,2
23.000,,23,Micheal Spurlock,0,1
16.000,,16,Joe Adams,0,2
0.000,,0,Justin Rogers,0,0
6.000,,13,Leon Washington,0,3
19.000,,39,Dwayne Harris,0,2
17.000,,29,Antonio Brown,0,3
0.000,,0,Denarius Moore,0,0
5.000,,10,Javier Arenas,0,2
13.000,,13,Devon Wylie,0,1
2.000,,11,Wes Welker,0,5
5.000,,8,Ted Ginn,0,3
1.000,,4,Darius Reynaud,0,2
7.000,,7,Jeremy Kerley,0,1
0.000,,0,Stefan Logan,0,0
9.000,,9,Dominique Franks,0,1
19.000,,28,Dwayne Harris,0,2
5.000,,8,Darren Sproles,0,2
13.000,,17,Randall Cobb,0,3
31.000,,58,Jeremy Ross,0,2
12.000,,12,Darius Reynaud,0,1
0.000,,10,Devon Wylie,0,3
0.000,,0,TY Hilton,0,0
13.000,,20,Marcus Thigpen,0,2
14.000,,14,Justin Rogers,0,1
0.000,,0,Jairus Byrd,0,0
10.000,,10,Damaris Johnson,0,1
20.000,,20,Richard Crawford,0,1
3.000,,11,Antonio Brown,0,2
0.000,,0,Adam Jones,0,3
0.000,,0,Brandon Tate,0,0
2.000,,4,Roscoe Parrish,0,3
0.000,,0,Danny Amendola,0,0
14.000,,14,Joe Adams,0,1
0.000,,0,Armanti Edwards,0,0
0.000,,3,Phillip Adams,0,2
0.000,,0,Denarius Moore,0,2
0.000,,2,Mike Mitchell,0,0
9.000,,15,Jordan Shipley,0,4
14.000,,16,Wes Welker,0,3
8.000,,13,Jacoby Jones,0,7
6.000,,10,Domenik Hixon,0,2
8.000,,11,Keshawn Martin,0,2
8.000,,19,Marcus Sherels,0,6
1.000,,2,Trindon Holliday,0,2
0.000,,0,Jim Leonhard,0,1
5.000,,11,Josh Cribbs,0,2
8.000,,15,Leon Washington,0,2
0.000,,0,Ted Ginn,0,0
5.000,,13,Patrick Peterson,0,2
6.000,,9,Devin Hester,0,3
0.000,,0,Zack Bowman,0,1
0.000,,0,DJ Moore,0,1
9.000,,20,Jeremy Kerley,0,2
26.000,,63,Micheal Spurlock,1,4
10.000,,11,Harry Douglas,0,4
11.000,,14,Roscoe Parrish,0,3
0.000,,0,Jairus Byrd,0,0
0.000,,0,Justin Rogers,0,0
0.000,,0,Jeremy Kerley,0,0
3.000,,5,Adam Jones,0,2
0.000,,0,Brandon Tate,0,0
6.000,,6,Jacoby Jones,0,1
0.000,,0,Mike Thomas,0,1
2.000,,5,Devin Hester,0,3
53.000,,81,Darius Reynaud,2,3
6.000,,10,Jordan Shipley,0,4
19.000,,19,TY Hilton,0,1
23.000,,23,Keshawn Martin,0,1
18.000,,25,Marcus Sherels,0,2
20.000,,32,Jeremy Ross,0,2
7.000,,13,Wes Welker,0,4
14.000,,14,Marcus Thigpen,0,1
0.000,,0,Rishard Matthews,0,0
-1.000,,-1,Darren Sproles,0,1
38.000,,69,Armanti Edwards,0,2
0.000,,0,Domenik Hixon,0,0
2.000,,5,Damaris Johnson,0,2
10.000,,10,Antonio Brown,0,1
7.000,,7,Josh Cribbs,0,1
9.000,,15,Richard Crawford,0,2
0.000,,0,DeAngelo Hall,0,1
26.000,,39,Dwayne Harris,0,3
7.000,,10,Micheal Spurlock,0,2
6.000,,19,Denarius Moore,0,4
0.000,,0,Matt Giordano,0,0
28.000,,28,Ted Ginn,0,1
6.000,,7,Patrick Peterson,0,2
5.000,,5,Andre Roberts,0,1
11.000,,13,Leon Washington,0,2
4.000,,8,Danny Amendola,0,2
3.000,,7,Jim Leonhard,0,2
11.000,,11,Devon Wylie,0,1
7.000,,11,Keshawn Martin,0,2
6.000,,12,Brandon Tate,0,2
0.000,,0,Adam Jones,0,1
4.000,,6,Randall Cobb,0,4
8.000,,17,Marcus Sherels,0,3
14.000,,34,Jacoby Jones,0,4
6.000,,12,Richard Crawford,0,2
9.000,,13,Leon Washington,0,2
30.000,,90,Trindon Holliday,1,3
0.000,,0,Jim Leonhard,0,0
8.000,,8,Tandon Doss,0,1
14.000,,14,Jacoby Jones,0,1
0.000,,0,Ed Reed,0,1
0.000,,0,Ted Ginn,0,1
0.000,,0,Randall Cobb,0,1
0.000,,0,Jeremy Ross,0,1
12.000,,15,Leon Washington,0,2
0.000,,0,Wes Welker,0,1
5.000,,12,Keshawn Martin,0,3
2.000,,6,Harry Douglas,0,3
20.000,,20,Ted Ginn,0,1
14.000,,28,Wes Welker,0,4
11.000,,11,Jacoby Jones,0,1
0.000,,0,Ed Reed,0,0
32.000,,32,Ted Ginn,0,1
14.000,,17,Jacoby Jones,0,2
