average punt yards, longest punt, name, punts, punts inside the twenty
26.800,51,Chris Gardocki,5,0
35.800,58,Donnie Jones,6,3
25.500,49,Scott Player,4,0
36.300,47,Andy Lee,4,3
40.000,58,Jason Baker,6,2
38.500,51,Michael Koenen,4,1
37.200,56,Dave Zastudil,6,0
31.300,49,Steve Weatherford,3,0
32.500,55,Nick Harris,6,1
42.600,63,Ryan Plackemeier,5,2
24.300,53,Jon Ryan,6,1
36.300,50,Brad Maynard,4,2
37.000,53,Chris Hanson,6,1
43.200,62,Mat McBriar,5,0
40.800,47,Dustin Colquitt,4,1
33.600,45,Kyle Larson,5,0
40.800,56,Josh Miller,4,1
37.400,54,Brian Moorman,5,1
48.000,49,Jeff Feagles,1,0
45.000,52,Hunter Smith,2,1
42.300,59,Matt Turk,3,1
37.500,46,Paul Ernster,4,0
36.900,59,Josh Bidwell,8,3
35.800,56,Sam Koch,6,0
34.700,51,Craig Hentrich,6,3
44.000,58,Ben Graham,4,0
39.600,55,Chad Stanley,5,2
35.300,42,Dirk Johnson,3,1
40.700,58,Shane Lechler,9,4
43.600,56,Mike Scifres,5,2
37.600,50,Derrick Frost,5,1
28.400,44,Chris Kluwe,5,0
37.500,55,Michael Koenen,2,2
38.800,53,Josh Bidwell,4,1
37.700,60,Sam Koch,7,3
39.500,61,Shane Lechler,4,1
42.700,48,Brad Maynard,3,2
37.700,47,Nick Harris,6,2
41.000,57,Kyle Larson,4,1
39.000,53,Dave Zastudil,5,3
31.000,31,Phil Dawson,1,1
39.400,61,Mat McBriar,7,2
39.800,59,Derrick Frost,8,1
37.600,61,Paul Ernster,5,0
39.000,53,Dustin Colquitt,6,3
37.000,57,Jon Ryan,6,0
39.000,52,Steve Weatherford,4,0
25.000,45,Hunter Smith,1,0
36.800,46,Chad Stanley,4,0
30.100,60,Donnie Jones,6,1
40.200,52,Brian Moorman,6,5
40.900,53,Chris Kluwe,7,3
38.200,57,Jason Baker,9,3
30.600,42,Ben Graham,5,4
44.000,61,Josh Miller,3,0
39.000,56,Dirk Johnson,5,2
38.300,54,Jeff Feagles,8,3
38.500,39,Mike Scifres,2,2
36.100,52,Craig Hentrich,7,1
32.800,53,Ryan Plackemeier,5,0
35.200,50,Scott Player,6,1
37.500,54,Andy Lee,4,2
41.800,53,Matt Turk,5,2
34.700,48,Chris Hanson,6,3
41.400,54,Chris Gardocki,8,5
37.700,57,Scott Player,3,1
31.300,44,Matt Turk,3,1
40.000,58,Brian Moorman,2,0
44.300,59,Ben Graham,7,4
38.600,53,Dave Zastudil,8,0
36.800,53,Sam Koch,6,3
30.000,53,Nick Harris,5,0
40.400,66,Jon Ryan,5,1
35.000,56,Hunter Smith,7,2
26.000,53,Chris Hanson,4,2
40.800,61,Donnie Jones,6,2
45.500,62,Craig Hentrich,6,3
36.800,52,Chris Kluwe,4,1
45.300,52,Brad Maynard,3,1
44.300,53,Josh Miller,7,4
34.600,55,Paul Ernster,8,4
42.000,43,Chris Gardocki,2,0
46.600,67,Kyle Larson,5,2
35.000,57,Ryan Plackemeier,4,1
46.300,53,Jeff Feagles,4,1
38.100,57,Andy Lee,7,2
40.500,47,Dirk Johnson,4,0
40.500,52,Josh Bidwell,6,0
37.500,38,Jason Baker,2,1
17.000,25,John Kasay,1,0
38.500,49,Chad Stanley,4,2
48.000,60,Derrick Frost,2,0
37.200,53,Steve Weatherford,6,3
30.600,56,Michael Koenen,6,1
35.500,59,Michael Koenen,2,1
32.400,51,Scott Player,5,2
41.000,56,Sam Koch,7,2
46.400,71,Mike Scifres,5,2
35.400,65,Brian Moorman,7,2
32.500,42,Chris Kluwe,6,4
47.000,57,Jason Baker,6,4
45.400,54,Steve Weatherford,5,1
41.000,58,Brad Maynard,5,1
32.500,57,Ryan Plackemeier,8,0
35.300,54,Kyle Larson,6,4
32.700,53,Josh Miller,3,1
45.000,59,Dustin Colquitt,3,1
33.000,33,Lawrence Tynes,1,1
30.600,54,Andy Lee,7,2
40.700,59,Ben Graham,3,0
38.500,54,Hunter Smith,4,1
36.500,58,Shane Lechler,6,3
36.000,40,Dave Zastudil,2,1
43.300,51,Matt Turk,4,2
40.300,45,Nick Harris,3,1
29.000,53,Craig Hentrich,4,1
40.000,40,Mat McBriar,1,1
38.800,51,Chad Stanley,4,1
35.200,55,Donnie Jones,5,1
30.600,40,Derrick Frost,5,3
42.400,58,Chris Hanson,5,1
34.800,54,Dirk Johnson,5,1
38.200,60,Jon Ryan,5,2
30.900,54,Scott Player,7,2
40.500,62,Dustin Colquitt,6,1
37.100,52,Jason Baker,9,0
44.600,54,Dave Zastudil,7,3
34.700,55,Brad Maynard,3,2
47.500,66,Brian Moorman,6,1
34.500,66,Jon Ryan,4,0
36.000,55,Matt Turk,5,1
38.300,61,Hunter Smith,6,1
33.500,47,Craig Hentrich,6,2
38.500,50,Chris Hanson,4,1
32.000,67,Ben Graham,5,1
33.300,50,Chris Kluwe,3,1
27.000,27,Ryan Longwell,1,1
39.500,53,Nick Harris,6,0
32.800,46,Josh Miller,5,2
31.000,49,Donnie Jones,3,1
37.300,54,Steve Weatherford,8,2
25.800,55,Josh Bidwell,6,4
26.000,38,Jeff Feagles,2,1
38.400,48,Derrick Frost,5,1
38.500,45,Dirk Johnson,8,2
41.000,61,Mat McBriar,6,2
40.700,55,Mike Scifres,3,2
39.000,51,Chris Gardocki,3,0
30.000,30,Andy Lee,1,1
24.000,65,Shane Lechler,1,0
38.800,54,Paul Ernster,4,3
31.300,55,Sam Koch,6,1
37.200,54,Michael Koenen,6,3
35.500,44,Jeff Feagles,4,2
41.600,58,Sam Koch,5,2
37.000,41,Jason Baker,3,1
46.000,75,Mat McBriar,4,2
34.800,46,Chad Stanley,6,0
38.000,43,Paul Ernster,4,2
42.300,67,Shane Lechler,4,0
33.200,50,Nick Harris,5,1
39.000,50,Brian Moorman,7,3
37.000,51,Steve Weatherford,5,1
31.700,56,Dirk Johnson,6,1
36.300,53,Ben Graham,7,1
38.300,44,Donnie Jones,3,1
41.700,50,Chris Gardocki,3,0
40.900,59,Dustin Colquitt,7,2
38.800,54,Andy Lee,4,0
47.000,53,Mike Scifres,1,0
35.000,55,Matt Turk,5,3
34.800,57,Ryan Plackemeier,4,1
35.100,57,Josh Bidwell,7,1
36.300,49,Kyle Larson,7,1
29.700,53,Derrick Frost,6,1
39.600,53,Craig Hentrich,7,3
28.400,53,Scott Player,8,2
43.800,54,Brad Maynard,6,1
46.000,59,Michael Koenen,5,1
34.700,44,Chris Gardocki,3,0
37.800,53,Brian Moorman,5,0
37.700,62,Josh Miller,6,1
35.800,54,Kyle Larson,8,4
35.500,51,Jason Baker,8,4
38.800,61,Dave Zastudil,6,3
34.700,57,Paul Ernster,6,2
-8.500,53,Hunter Smith,2,0
37.000,53,Derrick Frost,4,3
37.000,58,Dustin Colquitt,5,2
40.300,47,Mike Scifres,3,1
33.500,45,Donnie Jones,4,2
36.500,56,Jon Ryan,6,1
34.000,38,Ben Graham,2,2
43.500,55,Nick Harris,2,1
31.700,57,Shane Lechler,3,0
32.800,47,Scott Player,4,0
36.800,59,Ryan Plackemeier,6,1
40.200,52,Chris Kluwe,5,3
33.200,52,Josh Bidwell,6,1
36.300,52,Dirk Johnson,3,1
42.400,49,Chad Stanley,5,1
37.900,54,Chris Hanson,7,2
36.700,49,Mat McBriar,3,1
46.300,54,Jeff Feagles,3,1
37.800,53,Jason Baker,6,3
37.800,54,Mat McBriar,4,2
34.300,55,Brad Maynard,3,1
28.500,50,Andy Lee,4,1
45.800,49,Kyle Larson,4,2
44.000,65,Michael Koenen,3,1
37.400,59,Dave Zastudil,5,1
51.000,69,Ben Graham,3,3
30.500,55,Paul Ernster,2,0
33.000,33,Hunter Smith,1,1
42.000,55,Jon Ryan,2,0
38.200,53,Scott Player,6,3
39.000,50,Dustin Colquitt,1,0
