field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
1,1,3,3,21,Nick Folk
2,2,2,2,41,Nick Novak
1,2,2,2,33,Ryan Succop
2,2,1,1,52,Steven Hauschka
1,3,1,1,44,Jay Feely
3,3,1,1,49,Connor Barth
2,2,1,1,33,Matt Bryant
1,1,2,2,25,Robbie Gould
2,2,3,3,37,Mason Crosby
2,2,2,2,25,Adam Vinatieri
3,4,2,2,48,Shaun Suisham
6,6,0,0,41,Dan Bailey
3,4,1,1,50,Graham Gano
3,3,3,3,41,Dan Bailey
2,2,4,4,51,Jason Hanson
2,2,4,4,24,Robbie Gould
3,5,2,2,39,Olindo Mare
3,3,2,2,43,Mike Nugent
2,2,2,2,43,Rian Lindell
2,2,1,1,51,Phil Dawson
1,1,4,4,39,Rob Bironas
5,5,1,1,54,Ryan Succop
1,1,2,2,33,Ryan Longwell
1,1,1,1,32,Josh Brown
1,1,2,2,38,Graham Gano
1,1,1,1,31,Josh Scobee
3,5,2,2,39,John Kasay
1,1,2,2,25,Neil Rackers
1,2,1,1,26,Shaun Suisham
3,5,2,2,33,Alex Henery
1,3,3,3,37,David Akers
2,2,3,3,27,Jay Feely
1,1,4,4,30,Lawrence Tynes
0,1,4,4,0,Steven Hauschka
3,3,3,3,50,Matt Bryant
4,4,2,2,48,Nick Novak
3,3,1,1,51,Dan Carpenter
2,2,1,1,28,Sebastian Janikowski
1,1,4,4,44,Stephen Gostkowski
0,0,7,7,0,Mason Crosby
1,1,2,2,27,Matt Prater
2,2,4,4,38,Billy Cundiff
1,1,2,2,40,Nick Folk
1,2,3,3,46,Connor Barth
1,2,2,2,45,Adam Vinatieri
1,1,5,5,19,Shaun Suisham
1,1,2,2,29,Rob Bironas
1,1,2,2,26,Lawrence Tynes
2,2,4,4,51,Steven Hauschka
2,2,2,2,20,Josh Scobee
1,1,3,4,47,Mike Nugent
0,0,3,4,0,Olindo Mare
3,3,3,3,46,John Kasay
2,3,2,2,54,Neil Rackers
4,4,1,1,55,Sebastian Janikowski
1,1,4,4,25,Rian Lindell
1,1,3,3,35,Alex Henery
1,1,3,3,53,Adam Vinatieri
0,0,4,4,0,Ryan Succop
2,3,4,4,53,Ryan Longwell
1,1,1,1,51,Jay Feely
2,2,6,6,37,David Akers
1,1,0,0,24,Connor Barth
3,3,3,3,44,Stephen Gostkowski
0,0,3,3,0,Nick Folk
1,1,1,1,35,Matt Prater
5,5,2,2,51,Nick Novak
0,0,2,2,0,Matt Bryant
4,4,1,1,56,Mason Crosby
1,1,3,3,31,Jason Hanson
2,2,1,1,49,Robbie Gould
2,3,1,1,25,Jason Hanson
3,3,2,2,55,David Akers
1,1,3,3,32,Mason Crosby
1,2,0,0,36,Josh Brown
1,1,4,4,24,Matt Bryant
1,1,2,2,42,Olindo Mare
2,3,3,3,43,Mike Nugent
1,2,2,2,46,Adam Vinatieri
2,3,3,3,26,Lawrence Tynes
1,1,3,3,49,Rian Lindell
1,2,2,2,21,Shaun Suisham
2,2,1,1,46,Josh Scobee
2,2,1,1,50,Graham Gano
2,2,2,2,28,Alex Henery
5,5,2,2,48,Billy Cundiff
0,0,2,2,0,Neil Rackers
1,1,3,3,48,Sebastian Janikowski
1,1,2,2,47,Phil Dawson
2,2,2,2,31,Stephen Gostkowski
3,3,1,1,48,Dan Bailey
4,5,2,2,48,Connor Barth
2,2,2,2,33,John Kasay
3,3,4,4,51,Robbie Gould
1,2,1,1,37,Ryan Longwell
1,1,3,3,28,Nick Folk
2,2,0,0,23,Dan Carpenter
2,2,3,3,35,Nick Folk
0,0,3,3,0,Nick Novak
1,1,1,1,33,Connor Barth
1,2,3,3,25,Robbie Gould
4,4,3,3,45,Olindo Mare
2,2,2,2,49,Graham Gano
3,3,1,1,43,Jason Hanson
3,3,2,2,47,Matt Bryant
2,4,0,0,53,Phil Dawson
1,1,0,0,20,Steven Hauschka
3,3,0,0,43,Dan Carpenter
1,3,1,1,52,Matt Prater
0,0,1,1,0,Rob Bironas
2,2,5,5,32,Neil Rackers
0,0,4,4,0,Ryan Succop
0,0,2,2,0,Jay Feely
3,3,3,3,42,Shaun Suisham
2,2,3,3,52,Ryan Longwell
4,4,3,3,58,Mason Crosby
2,2,4,4,51,Dan Bailey
0,0,1,1,0,Josh Brown
2,2,8,8,47,John Kasay
0,0,1,1,0,Adam Vinatieri
4,4,0,0,54,Josh Scobee
0,1,1,1,0,Billy Cundiff
3,3,3,3,47,Billy Cundiff
2,2,3,3,45,Jay Feely
0,1,3,3,0,Olindo Mare
1,2,3,3,31,Ryan Longwell
1,2,3,3,39,Neil Rackers
0,0,2,2,0,Josh Scobee
2,2,2,2,29,Lawrence Tynes
1,1,2,2,40,Dan Carpenter
1,1,4,4,38,Josh Brown
0,1,3,3,0,John Kasay
2,2,3,3,51,Rob Bironas
1,1,1,1,22,Adam Vinatieri
1,1,1,1,39,Matt Prater
1,1,6,6,50,Jason Hanson
3,4,2,2,44,Rian Lindell
0,1,0,0,0,Graham Gano
2,2,0,0,47,Steven Hauschka
2,2,4,4,48,Mike Nugent
2,2,2,2,29,David Akers
1,1,1,1,52,Phil Dawson
3,4,2,2,33,Shaun Suisham
1,2,2,2,46,Stephen Gostkowski
2,2,4,4,26,Alex Henery
0,0,1,1,0,Dan Bailey
3,3,2,2,47,Ryan Succop
4,5,0,0,44,Nick Novak
1,1,0,0,43,Ryan Succop
1,1,4,4,42,Dan Carpenter
0,0,1,1,0,Adam Vinatieri
1,1,4,4,20,Matt Bryant
2,3,3,3,34,John Kasay
3,3,1,1,48,Connor Barth
1,1,0,0,24,Rian Lindell
2,3,3,3,50,Nick Folk
3,3,2,2,42,Dan Bailey
2,3,1,1,45,Steven Hauschka
3,3,3,3,50,Neil Rackers
2,2,0,0,51,Phil Dawson
1,1,0,0,59,Graham Gano
4,4,1,1,52,David Akers
1,1,2,2,43,Rob Bironas
1,1,3,3,36,Mike Nugent
1,1,3,3,48,Sebastian Janikowski
1,2,5,5,43,Matt Prater
2,3,2,2,45,Stephen Gostkowski
1,1,3,3,22,Lawrence Tynes
2,2,1,1,38,Jay Feely
3,4,0,0,48,Josh Brown
1,1,5,5,52,Nick Novak
1,1,6,6,47,Mason Crosby
2,2,2,2,36,Shaun Suisham
3,4,2,2,51,Billy Cundiff
1,1,3,3,47,Alex Henery
3,3,3,3,51,Robbie Gould
1,2,2,2,20,Nick Novak
1,1,3,3,23,Sebastian Janikowski
1,1,2,2,36,Alex Henery
0,2,3,3,0,Jay Feely
1,2,0,0,29,Olindo Mare
3,3,3,3,49,Rob Bironas
1,1,0,0,55,Connor Barth
1,2,4,5,22,Neil Rackers
2,3,2,2,28,Dan Carpenter
3,5,0,0,47,Graham Gano
1,1,0,0,42,Adam Vinatieri
1,2,2,2,44,Josh Scobee
1,1,1,1,32,Ryan Succop
1,2,2,2,38,Matt Prater
3,3,5,5,45,Dan Bailey
0,1,1,1,0,Dave Rayner
3,4,4,4,50,Robbie Gould
2,2,1,1,35,Jason Hanson
3,4,2,2,36,Matt Bryant
4,5,2,2,52,John Kasay
4,5,0,0,44,Phil Dawson
2,2,1,1,34,Josh Brown
1,1,2,2,43,Mike Nugent
1,1,3,3,39,Shaun Suisham
5,5,1,1,39,Steven Hauschka
1,3,2,2,35,Billy Cundiff
4,4,1,1,52,David Akers
2,2,2,2,25,Lawrence Tynes
0,1,2,2,0,Nick Folk
3,3,4,4,50,Stephen Gostkowski
1,1,6,6,25,Mason Crosby
0,1,1,1,0,Ryan Longwell
1,1,2,2,37,Matt Prater
2,4,1,1,45,Nick Folk
0,1,5,5,0,Mason Crosby
2,2,2,2,32,Connor Barth
0,0,7,7,0,Jason Hanson
2,2,3,3,31,Olindo Mare
0,1,2,2,0,Phil Dawson
1,1,1,1,42,Josh Scobee
3,3,2,2,33,Matt Bryant
1,1,2,2,46,Rob Bironas
0,0,3,3,0,Ryan Longwell
2,3,3,3,29,Sebastian Janikowski
0,0,5,5,0,Shayne Graham
2,2,0,0,56,Dave Rayner
1,3,3,3,40,Graham Gano
2,2,3,3,39,Dan Bailey
1,1,4,4,22,Billy Cundiff
1,1,3,3,27,Mike Nugent
3,6,2,2,43,David Akers
0,0,1,1,0,Jay Feely
0,0,1,1,0,Josh Brown
1,1,3,3,19,Steven Hauschka
1,1,4,4,42,Robbie Gould
2,3,2,2,48,Nick Novak
1,1,1,1,48,Lawrence Tynes
1,1,2,2,33,Alex Henery
2,2,4,4,21,Stephen Gostkowski
1,1,0,0,26,Ryan Succop
0,1,1,1,0,Jason Hanson
2,2,3,3,35,Mason Crosby
2,2,2,2,32,Dan Bailey
4,5,1,1,28,Shayne Graham
3,3,1,1,39,Billy Cundiff
2,2,0,0,52,David Akers
2,3,1,1,35,Josh Scobee
2,2,2,2,53,Neil Rackers
0,0,4,4,0,Nick Folk
1,1,3,3,53,Dave Rayner
3,3,2,2,40,Mike Nugent
2,3,2,2,54,Phil Dawson
1,1,3,3,37,Matt Bryant
0,0,2,2,0,Ryan Longwell
2,3,2,2,48,Josh Brown
3,3,2,2,37,Jay Feely
2,2,1,1,43,Adam Vinatieri
2,3,3,3,41,Olindo Mare
3,4,2,2,52,Rob Bironas
1,1,2,2,43,Connor Barth
6,6,1,1,47,Sebastian Janikowski
2,2,2,2,53,Robbie Gould
1,2,2,2,36,Steven Hauschka
1,2,2,3,25,Graham Gano
2,4,1,1,53,Nick Novak
3,3,1,1,41,Matt Prater
2,2,2,2,43,Alex Henery
1,2,5,5,45,Stephen Gostkowski
3,3,0,0,49,Ryan Succop
2,2,1,1,49,Shaun Suisham
0,0,7,7,0,John Kasay
1,2,3,3,42,Lawrence Tynes
1,1,4,4,49,Steven Hauschka
0,0,2,2,0,Alex Henery
4,4,1,1,50,Connor Barth
1,1,5,5,43,Olindo Mare
0,1,5,5,0,Shaun Suisham
0,1,1,1,0,Mike Nugent
1,2,2,2,43,Neil Rackers
1,1,1,1,19,Matt Bryant
4,4,1,1,46,Graham Gano
2,3,4,4,51,Nick Folk
1,1,4,4,39,John Kasay
1,3,2,2,31,Jason Hanson
2,2,4,4,48,Dan Carpenter
0,0,2,2,0,Sebastian Janikowski
1,1,2,2,27,Dave Rayner
3,3,2,2,48,Rob Bironas
1,2,0,0,32,Robbie Gould
1,1,1,1,21,Ryan Succop
1,1,1,1,21,Phil Dawson
1,3,3,3,21,Billy Cundiff
3,3,3,3,40,Ryan Longwell
2,2,3,3,46,Matt Prater
2,2,1,1,48,Jay Feely
2,4,1,1,50,Dan Bailey
2,2,3,3,50,Lawrence Tynes
1,2,5,5,31,Mason Crosby
4,4,2,2,36,David Akers
1,1,4,4,39,Stephen Gostkowski
1,1,3,3,31,Adam Vinatieri
0,0,2,2,0,Josh Scobee
1,1,5,5,29,Nick Novak
0,0,2,2,0,Shaun Suisham
1,1,0,0,20,Phil Dawson
0,0,5,5,0,Nick Folk
1,1,1,1,53,Ryan Succop
0,0,5,5,0,Josh Scobee
0,0,2,2,0,Connor Barth
2,2,3,3,25,Graham Gano
2,2,4,4,24,Stephen Gostkowski
0,1,3,3,0,Olindo Mare
1,2,4,4,30,Matt Bryant
1,1,3,3,36,Billy Cundiff
1,1,1,1,22,Adam Vinatieri
1,2,1,1,22,Dan Carpenter
1,1,3,3,40,Alex Henery
2,2,4,4,30,Jason Hanson
0,0,4,4,0,Ryan Longwell
1,1,2,2,43,Rob Bironas
3,3,1,1,29,John Kasay
4,4,4,5,49,Mason Crosby
0,0,2,2,0,Sebastian Janikowski
4,4,1,1,49,Mike Nugent
2,3,2,2,46,Neil Rackers
2,3,1,1,59,Matt Prater
1,1,1,1,57,Robbie Gould
0,0,3,3,0,Jay Feely
4,5,1,1,46,David Akers
1,1,4,5,47,Nick Novak
1,2,1,1,37,Dave Rayner
2,3,4,4,49,Dan Bailey
2,2,3,3,26,Lawrence Tynes
3,4,3,3,48,Steven Hauschka
2,2,1,1,46,Josh Brown
2,2,5,5,33,Matt Bryant
0,0,2,2,0,Josh Scobee
0,0,1,1,0,Connor Barth
1,1,4,4,30,Dan Bailey
2,3,1,1,34,Neil Rackers
0,0,4,4,0,Olindo Mare
1,2,1,1,40,Lawrence Tynes
3,3,2,2,43,Graham Gano
1,2,2,2,34,Dave Rayner
3,3,3,3,26,Dan Carpenter
0,0,2,2,0,Robbie Gould
1,1,5,5,33,Steven Hauschka
2,2,2,2,49,Ryan Longwell
0,1,6,6,0,John Kasay
2,3,1,1,43,Josh Brown
2,2,2,2,41,Mike Nugent
2,2,3,3,47,Adam Vinatieri
2,2,1,1,53,Rob Bironas
4,4,1,1,46,Ryan Succop
0,1,2,2,0,Mason Crosby
2,3,3,3,51,Sebastian Janikowski
0,0,4,4,0,Jason Hanson
1,1,2,2,26,Matt Prater
2,2,5,5,34,Stephen Gostkowski
1,1,6,6,28,Alex Henery
2,2,1,1,39,Nick Folk
2,2,2,2,33,Jay Feely
1,1,2,2,44,Phil Dawson
2,3,4,4,45,Nick Novak
0,1,2,2,0,Billy Cundiff
2,2,2,2,38,David Akers
1,2,0,0,51,Shaun Suisham
4,5,1,1,47,Adam Vinatieri
3,3,1,1,44,Neil Rackers
2,4,1,1,23,Ryan Succop
3,4,1,1,36,Sebastian Janikowski
3,3,2,2,51,Rob Bironas
1,1,2,2,39,Josh Scobee
2,3,3,3,45,Stephen Gostkowski
1,1,3,3,47,Dan Carpenter
3,5,2,2,41,Mike Nugent
1,1,1,1,29,Jay Feely
4,6,4,4,29,Dave Rayner
0,0,2,2,0,Matt Prater
2,2,3,3,49,Shaun Suisham
0,2,0,0,0,Josh Brown
0,1,2,2,0,Nick Folk
2,2,3,3,36,Lawrence Tynes
4,4,2,2,53,Graham Gano
2,3,3,4,36,Ryan Longwell
2,2,6,6,21,Olindo Mare
1,1,1,1,42,Connor Barth
2,2,2,2,48,Shayne Graham
0,0,2,2,0,Phil Dawson
1,1,5,5,50,Jason Hanson
1,1,1,1,22,Nick Novak
0,0,1,1,0,Dan Bailey
2,2,2,2,51,Alex Henery
1,1,2,2,19,Steven Hauschka
4,5,1,1,53,David Akers
0,0,5,5,0,Mason Crosby
2,3,1,1,35,Robbie Gould
1,1,6,6,29,John Kasay
3,3,1,1,51,Matt Bryant
1,1,6,6,43,John Kasay
1,1,2,2,41,Olindo Mare
2,2,5,5,47,Stephen Gostkowski
0,1,3,3,0,Brandon Coutu
2,3,1,1,26,Ryan Longwell
1,1,2,2,27,Robbie Gould
4,4,1,1,58,Dan Carpenter
1,1,2,2,31,Nick Folk
2,2,3,3,49,Josh Brown
2,3,4,4,42,David Akers
1,2,6,6,22,Mason Crosby
1,2,4,4,30,Jason Hanson
1,1,6,6,20,Matt Bryant
1,1,1,1,41,Connor Barth
3,4,1,1,46,Mike Nugent
1,1,3,3,42,Billy Cundiff
3,3,0,0,49,Phil Dawson
2,3,1,1,29,Shaun Suisham
1,2,4,4,28,Lawrence Tynes
0,1,2,2,0,Dan Bailey
2,2,4,4,35,Alex Henery
1,2,1,1,27,Graham Gano
4,4,1,1,47,Josh Scobee
2,2,1,1,48,Adam Vinatieri
3,3,1,1,52,Neil Rackers
3,3,2,2,43,Rob Bironas
3,3,2,2,43,Jay Feely
2,3,2,2,43,Steven Hauschka
1,1,0,0,38,Matt Prater
0,1,1,1,0,Ryan Succop
4,4,2,2,52,Sebastian Janikowski
1,2,5,5,51,Nick Novak
1,1,4,4,39,Neil Rackers
1,2,1,1,37,Mike Nugent
1,1,6,6,24,John Kasay
0,0,4,4,0,Jason Hanson
1,2,3,3,22,Lawrence Tynes
3,3,2,2,35,Matt Prater
3,3,2,2,45,Shaun Suisham
3,3,3,3,41,David Akers
1,1,3,3,48,John Kasay
1,1,6,6,20,Stephen Gostkowski
1,1,1,1,41,Matt Prater
2,2,2,2,48,Billy Cundiff
2,3,1,1,40,Neil Rackers
2,2,2,2,47,Mason Crosby
3,4,4,4,35,Lawrence Tynes
3,3,2,2,35,Stephen Gostkowski
2,3,2,2,39,Billy Cundiff
1,1,2,2,25,David Akers
2,2,2,2,31,Lawrence Tynes
1,1,2,2,29,Stephen Gostkowski
2,2,1,1,38,Lawrence Tynes
