ROT, abbreviation, attendance, city, conference, conference game, date, day, division, faceoffs won, full name, game number, goals, line, linesmen, losses, margin, matchup losses, matchup wins, month, opponents, ou margin, ou streak, over, overtime, p1 line, penalties, penalty minutes, period scores, playoffs, referees, regulation line, rest, season, shoot out, shots on goal, site, site streak, start time, streak, team, total, under, wins
,TOR,,Toronto,Eastern,,20181003,Wednesday,Atlantic,37,,1,3,-240,,0,1,0,0,10,[],-1.000,0,,1,,0,6,[1, 1, 0, 1],0,,,,2018,,26,home,0,,0,Maple Leafs,6.000,,0
,MON,,Montreal,Eastern,,20181003,Wednesday,Atlantic,26,,1,2,207,,0,-1,0,0,10,[],-1.000,0,,1,,0,6,[1, 1, 0, 0],0,,,,2018,,36,away,0,,0,Canadiens,6.000,,0
,WAS,,Washington,Eastern,,20181003,Wednesday,Metropolitan,,,1,7,-115,,0,7,0,0,10,[],1.500,0,,0,,0,,[2, 4, 1],0,,,,2018,,,home,0,,0,Capitals,5.500,,0
,BOS,,Boston,Eastern,,20181003,Wednesday,Atlantic,,,1,0,104,,0,-7,0,0,10,[],1.500,0,,0,,0,0,[0, 0, 0],0,,,,2018,,0,away,0,,0,Bruins,5.500,,0
,VAN,,Vancouver,Western,,20181003,Wednesday,Pacific,25,,1,5,115,,0,3,0,0,10,[],1.500,0,,0,,0,19,[1, 0, 4],0,,,,2018,,23,home,0,,0,Canucks,5.500,,0
,CAL,,Calgary,Western,,20181003,Wednesday,Pacific,34,,1,2,-127,,0,-3,0,0,10,[],1.500,0,,0,,0,7,[0, 0, 2],0,,,,2018,,35,away,0,,0,Flames,5.500,,0
,SJ,,San Jose,Western,,20181003,Wednesday,Pacific,31,,1,2,-185,,0,-3,0,0,10,[],1.500,0,,0,,0,6,[1, 1, 0],0,,,,2018,,33,home,0,,0,Sharks,5.500,,0
,ANA,,Anaheim,Western,,20181003,Wednesday,Pacific,29,,1,5,160,,0,3,0,0,10,[],1.500,0,,0,,0,6,[1, 1, 3],0,,,,2018,,15,away,0,,0,Ducks,5.500,,0
,BUF,,Buffalo,Eastern,,20181004,Thursday,Atlantic,38,,1,0,115,,0,-4,0,0,10,[],-2.000,0,,0,,0,4,[0, 0, 0],0,,,,2018,,32,home,0,,0,Sabres,6.000,,0
,BOS,,Boston,Eastern,,20181004,Thursday,Atlantic,29,,2,4,-135,,1,4,0,0,10,['Capitals'],-2.000,1,,0,,0,6,[2, 1, 1],0,,,0,2018,,26,away,-1,,-1,Bruins,6.000,,0
,NYR,,NY Rangers,Eastern,,20181004,Thursday,Metropolitan,29,,1,2,155,,0,-1,0,0,10,[],-1.000,0,,0,,0,4,[0, 1, 1],0,,,,2018,,36,home,0,,0,Rangers,6.000,,0
,NAS,,Nashville,Western,,20181004,Thursday,Central,32,,1,3,-165,,0,1,0,0,10,[],-1.000,0,,0,,0,6,[0, 1, 2],0,,,,2018,,33,away,0,,0,Predators,6.000,,0
