assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, rebounds, steals, three pointers attempted, three pointers made, turnovers
0,0,1,7,0,3,0,0,11.083,Diamond DeShields,0,-14,0,1,0,2,0,0
4,0,1,12,5,1,0,0,25.300,Gabby Williams,1,-5,11,2,1,3,1,2
1,0,6,3,2,3,2,2,15.083,Stefanie Dolson,1,-19,6,7,0,0,0,2
1,0,1,9,4,3,0,0,26.050,Allie Quigley,0,-23,10,1,1,5,2,0
8,0,2,10,3,1,0,0,29.717,Courtney Vandersloot,2,-20,6,4,3,3,0,4
0,0,5,8,4,3,3,3,18.400,Kahleah Copper,0,6,11,5,1,0,0,3
1,0,2,8,4,3,2,2,22.817,Jantel Lavender,1,-7,10,3,1,0,0,1
2,0,1,1,1,2,2,2,17.517,Katie Lou Samuelson,0,-5,4,1,1,0,0,1
0,3,3,6,2,1,4,3,18.717,Cheyenne Parker,1,-6,7,4,0,0,0,1
2,0,1,5,2,0,2,0,10.283,Chloe Jackson,0,2,4,1,3,0,0,1
0,0,0,1,1,2,0,0,5.033,Astou Ndour,0,1,2,0,0,0,0,0
1,0,6,15,9,2,0,0,28.700,Kayla McBride,1,8,20,7,1,3,2,3
1,1,8,16,8,1,8,5,31.317,Aja Wilson,3,11,21,11,0,0,0,0
0,1,2,4,1,4,2,2,13.933,Carolyn Swords,2,-8,4,4,0,0,0,1
6,0,0,10,4,2,2,2,21.233,Kelsey Plum,0,3,11,0,1,4,1,3
0,0,1,4,4,1,1,0,23.050,Jackie Young,0,-1,8,1,1,0,0,0
1,0,1,3,0,4,2,2,18.517,Tamera Young,2,13,2,3,1,0,0,1
3,3,13,12,3,1,7,6,27.217,Dearica Hamby,1,20,12,14,2,3,0,1
3,1,0,3,1,1,0,0,17.200,Sydney Colson,0,11,2,0,3,1,0,5
1,0,1,5,1,1,0,0,11.300,Sugar Rodgers,1,5,3,2,0,3,1,2
0,0,2,2,0,2,0,0,7.533,Ji Su Park,1,3,0,3,1,0,0,0
4,0,3,4,2,2,2,1,19.950,Alana Beard,0,-1,5,3,0,0,0,1
1,0,5,16,7,5,4,3,19.667,Nneka Ogwumike,6,-5,17,11,0,0,0,1
1,3,4,20,11,3,1,0,24.200,Maria Vadeeva,1,7,24,5,2,4,2,3
3,0,1,2,0,1,0,0,20.000,Tierra Ruffin Pratt,0,-4,0,1,1,0,0,1
4,2,1,9,3,0,2,2,24.133,Chelsea Gray,1,-2,8,2,1,2,0,3
0,0,6,10,1,4,0,0,20.117,Chiney Ogwumike,0,-19,2,6,2,0,0,0
0,2,5,4,1,1,2,2,16.000,Kalani Brown,0,-9,4,5,1,0,0,1
0,0,1,4,1,3,2,1,17.533,Riquna Williams,1,-19,4,2,0,2,1,2
4,1,2,4,0,2,0,0,15.650,Alexis Jones,0,-9,0,2,0,2,0,0
0,0,2,4,2,1,0,0,20.400,Marina Mabrey,1,-8,6,3,2,3,2,2
0,0,0,0,0,0,0,0,2.333,Sydney Wiese,0,4,0,0,0,0,0,0
3,0,1,7,2,2,0,0,24.583,Shekinna Stricklen,0,10,6,1,0,7,2,0
3,1,6,8,1,2,2,1,33.550,Alyssa Thomas,4,14,3,10,2,0,0,2
0,2,5,16,10,1,1,1,28.950,Jonquel Jones,3,16,25,8,0,7,4,2
4,1,6,12,6,1,2,1,27.500,Courtney Williams,0,13,13,6,1,0,0,1
7,0,1,8,4,1,8,5,29.400,Jasmine Thomas,0,11,15,1,0,3,2,3
1,0,3,6,3,0,2,2,17.133,Layshia Clarendon,1,0,8,4,0,0,0,1
0,0,1,2,1,3,2,1,11.050,Brionna Jones,1,-5,3,2,0,1,0,2
0,0,0,3,0,0,0,0,7.867,Morgan Tuck,2,-7,0,2,0,1,0,1
0,0,0,4,3,0,2,1,11.883,Bria Holmes,1,3,7,1,1,0,0,0
0,0,2,4,2,1,3,2,8.083,Rachel Banham,0,0,8,2,0,3,2,0
5,0,7,13,10,2,1,0,34.950,Candice Dupree,1,-10,20,8,0,0,0,1
2,0,4,10,3,1,0,0,26.067,Betnijah Laney,0,4,7,4,3,5,1,2
1,0,0,7,4,6,2,2,18.317,Natalie Achonwa,0,-7,10,0,0,0,0,2
1,0,1,9,1,1,0,0,20.800,Kelsey Mitchell,0,-13,2,1,0,3,0,0
9,1,2,15,11,5,0,0,35.450,Erica Wheeler,0,-2,26,2,1,6,4,1
2,0,3,8,4,4,0,0,27.033,Tiffany Mitchell,1,-12,8,4,0,1,0,3
0,1,3,2,0,2,0,0,9.417,Tearira McCowan,0,-8,0,3,0,0,0,2
0,0,1,5,1,0,0,0,10.633,Shenise Johnson,0,-10,2,1,1,1,0,0
1,0,0,3,1,3,0,0,17.300,Stephanie Mavunga,3,3,2,3,0,0,0,0
4,1,4,5,3,4,2,2,26.633,Napheesa Collier,0,13,9,4,0,1,1,2
3,1,4,6,5,4,0,0,25.600,Damiris Dantas,1,15,12,5,1,3,2,2
0,0,12,9,3,1,2,1,30.967,Sylvia Fowles,1,7,7,13,0,0,0,2
5,0,1,12,6,1,3,2,32.517,Odyssey Sims,3,13,15,4,0,3,1,5
4,1,1,10,3,3,2,2,25.183,Danielle Robinson,2,1,9,3,2,4,1,6
4,0,0,8,3,1,4,3,20.867,Lexie Brown,1,11,10,1,1,3,1,0
2,0,4,7,4,4,2,2,21.367,Jessica Shepard,0,4,10,4,0,2,0,2
0,0,2,1,0,1,0,0,13.983,Stephanie Talbot,1,-3,0,3,2,1,0,0
0,0,1,2,0,0,0,0,1.433,Shao Ting,1,-3,0,2,0,0,0,0
0,0,0,1,0,0,0,0,1.433,Alaina Coates,1,-3,0,1,0,0,0,0
0,0,1,5,2,0,0,0,19.133,Kaleena Mosqueda Lewis,1,-13,4,2,1,1,0,2
0,0,3,15,8,4,3,2,29.017,Natasha Howard,2,-18,18,5,1,2,0,2
1,1,1,4,2,0,4,3,24.217,Crystal Langhorne,0,-14,7,1,0,1,0,1
2,1,3,21,5,3,3,3,32.300,Jewell Loyd,2,-11,13,5,4,5,0,0
4,0,2,8,2,3,4,3,27.883,Jordin Canada,0,-4,7,2,2,1,0,1
3,0,0,3,0,3,0,0,13.150,Shavonte Zellous,0,-4,0,0,0,0,0,3
0,0,0,2,1,3,0,0,10.100,Anriel Howard,1,-2,3,1,1,1,1,2
0,0,3,3,2,4,0,0,19.917,Mercedes Russell,1,7,4,4,1,0,0,2
3,0,0,5,2,3,0,0,17.400,Sami Whitcomb,0,1,5,0,2,4,1,0
0,1,1,0,0,1,0,0,6.850,Courtney Paris,1,3,0,2,0,0,0,0
2,1,4,15,5,2,1,1,28.583,Brittney Sykes,0,-10,12,4,1,4,1,1
2,1,8,9,3,3,2,2,19.733,Jessica Breland,0,-5,8,8,2,2,0,0
1,2,6,6,1,1,4,2,22.917,Elizabeth Williams,1,-9,4,7,0,0,0,0
1,1,1,4,2,3,4,4,19.517,Tiffany Hayes,1,-2,9,2,1,3,1,3
2,0,1,6,1,3,0,0,24.350,Renee Montgomery,0,-15,3,1,0,4,1,2
0,0,5,7,4,2,1,1,19.650,Monique Billings,3,-10,9,8,0,0,0,3
4,0,0,8,2,1,0,0,23.367,Alex Bentley,0,-16,6,0,0,7,2,1
2,1,5,9,4,1,0,0,17.317,Nia Coffey,3,-5,8,8,0,2,0,2
0,2,1,4,1,1,0,0,9.483,Marie Glich,0,-7,2,1,0,0,0,0
1,0,0,3,0,0,2,2,10.000,Haley Peters,0,-2,2,0,0,0,0,1
0,0,0,2,1,1,0,0,5.083,Maite Cazorla,1,1,3,1,0,1,1,1
2,0,5,5,2,2,2,1,28.033,Crystal Langhorne,2,12,5,7,1,0,0,2
0,0,0,8,3,1,2,2,13.167,Kaleena Mosqueda Lewis,0,-2,8,0,0,3,0,1
4,3,11,15,6,4,7,7,26.667,Natasha Howard,3,14,19,14,2,1,0,2
4,0,7,11,4,1,1,1,29.717,Jewell Loyd,0,13,10,7,0,3,1,2
7,0,1,11,5,2,1,1,31.783,Jordin Canada,0,16,12,1,2,3,1,1
2,0,5,9,4,3,2,2,22.300,Mercedes Russell,2,9,10,7,1,0,0,0
3,2,5,5,3,2,4,3,27.067,Alysha Clark,0,18,11,5,0,4,2,1
1,0,0,5,3,1,2,1,15.733,Shavonte Zellous,0,6,7,0,0,0,0,0
0,0,0,0,0,0,0,0,2.767,Anriel Howard,0,-3,0,0,0,0,0,0
0,0,0,0,0,1,0,0,2.767,Courtney Paris,0,-3,0,0,0,0,0,1
1,1,4,14,7,2,3,3,33.350,Essence Carson,1,5,20,5,2,5,3,2
4,3,11,13,5,1,2,2,32.050,DeWanna Bonner,1,5,12,12,1,4,0,1
3,2,5,11,8,3,5,2,37.000,Brittney Griner,1,12,18,6,1,0,0,3
10,0,3,11,6,2,4,4,35.683,Yvonne Turner,0,10,18,3,2,6,2,2
3,0,0,6,5,4,2,1,34.667,Briann January,0,15,16,0,1,5,5,3
0,1,5,4,1,2,0,0,12.183,Sancho Lyttle,0,2,2,5,1,0,0,0
0,0,3,2,0,1,0,0,7.117,Sophie Cunningham,0,-19,0,3,0,2,0,0
0,0,0,0,0,2,0,0,2.250,Alanna Smith,0,-2,0,0,0,0,0,0
0,0,0,1,0,0,0,0,2.983,Brianna Turner,1,-10,0,1,0,0,0,0
0,0,0,1,0,2,0,0,2.683,Arica Carter,0,-8,0,0,0,1,0,1
2,0,5,10,5,0,5,4,29.900,Kayla McBride,1,1,15,6,1,3,1,2
4,2,5,19,4,2,3,3,33.383,Aja Wilson,4,-11,11,9,1,0,0,1
0,0,2,4,1,2,0,0,17.200,Carolyn Swords,1,-15,2,3,0,0,0,0
3,0,0,12,4,1,0,0,25.483,Kelsey Plum,1,-8,10,1,2,5,2,1
3,1,4,10,3,3,0,0,21.700,Jackie Young,3,-10,8,7,0,2,2,1
1,0,4,4,4,5,2,2,15.433,Dearica Hamby,2,21,10,6,1,0,0,2
0,0,2,8,4,1,4,4,13.967,Liz Cambage,0,1,13,2,0,2,1,2
0,0,0,1,0,3,2,0,9.600,Tamera Young,0,-1,0,0,1,0,0,0
3,0,3,5,2,1,2,1,18.800,Sugar Rodgers,0,6,7,3,0,4,2,1
3,0,0,3,3,2,2,2,14.517,Sydney Colson,1,6,8,1,2,0,0,1
0,1,4,5,1,0,0,0,29.733,Sydney Wiese,0,12,3,4,1,4,1,1
1,1,12,19,8,5,2,1,33.167,Nneka Ogwumike,3,4,19,15,0,5,2,1
2,1,3,11,7,5,6,6,32.183,Chiney Ogwumike,4,8,20,7,1,0,0,0
4,0,2,7,1,1,0,0,14.633,Alexis Jones,0,-2,2,2,0,3,0,0
4,0,3,15,5,1,7,6,33.717,Chelsea Gray,1,6,16,4,1,1,0,1
0,0,1,8,2,2,2,2,19.683,Riquna Williams,0,0,7,1,1,4,1,2
0,0,1,2,1,3,0,0,4.850,Marina Mabrey,0,0,3,1,0,1,1,1
3,1,2,4,2,3,0,0,22.283,Tierra Ruffin Pratt,1,6,5,3,1,2,1,3
1,0,2,1,1,2,0,0,9.733,Kalani Brown,0,1,2,2,1,0,0,1
0,0,2,7,1,3,1,0,18.500,Shekinna Stricklen,1,-12,2,3,0,5,0,1
2,0,4,4,1,4,5,2,23.150,Alyssa Thomas,0,-1,4,4,0,0,0,1
1,0,3,6,2,2,2,1,20.683,Brionna Jones,4,-3,5,7,1,0,0,2
1,2,1,13,5,3,4,3,27.517,Courtney Williams,2,-9,14,3,0,2,1,1
2,1,5,13,5,2,3,3,29.050,Jasmine Thomas,0,-7,14,5,1,5,1,2
1,0,0,3,0,2,2,0,12.567,Morgan Tuck,1,2,0,1,1,1,0,2
1,1,1,6,1,0,0,0,12.483,Rachel Banham,0,2,3,1,0,4,1,0
2,1,14,15,6,3,3,2,32.533,Jonquel Jones,8,-9,16,22,0,4,2,4
3,0,2,8,2,1,4,4,17.917,Layshia Clarendon,2,1,9,4,1,1,1,1
0,0,1,3,1,1,1,1,5.567,Bria Holmes,0,1,3,1,0,1,0,0
0,1,2,7,4,2,2,1,23.400,Betnijah Laney,1,17,9,3,3,2,0,0
2,0,2,5,3,2,2,2,20.383,Candice Dupree,0,20,8,2,2,0,0,2
2,1,4,3,3,3,1,1,19.933,Natalie Achonwa,1,22,7,5,0,0,0,1
2,0,1,14,8,2,2,2,25.283,Kelsey Mitchell,1,8,23,2,0,7,5,1
6,0,3,7,4,0,2,2,18.550,Erica Wheeler,0,24,10,3,1,1,0,4
2,1,2,11,4,3,5,3,22.067,Tiffany Mitchell,2,14,11,4,1,4,0,2
0,2,6,3,1,3,2,1,19.083,Tearira McCowan,0,5,3,6,1,0,0,1
0,0,0,1,1,2,4,4,16.600,Kennedy Burke,0,-2,7,0,0,1,1,1
3,1,1,6,4,0,2,1,14.083,Paris Kea,0,-16,10,1,0,1,1,3
1,0,1,4,1,0,0,0,12.833,Erica McCall,2,-8,2,3,0,0,0,0
1,0,2,4,1,2,0,0,7.733,Stephanie Mavunga,0,-9,2,2,1,0,0,0
1,2,0,12,4,2,3,3,27.133,Asia Durr,1,-9,12,1,0,3,1,1
2,0,3,17,6,3,4,3,22.550,Tina Charles,4,-22,15,7,0,0,0,7
0,0,4,9,4,4,3,1,19.217,Amanda Zahui B,1,-13,11,5,1,6,2,0
4,0,1,8,4,3,4,3,26.483,Kia Nurse,0,-3,14,1,0,7,3,1
6,0,2,3,0,4,0,0,19.717,Brittany Boyd,1,-2,0,3,3,1,0,0
3,0,2,6,0,2,4,3,20.100,Bria Hartley,4,-13,3,6,3,2,0,4
2,0,1,7,0,0,2,2,18.650,Rebecca Allen,0,-16,2,1,1,3,0,0
1,0,5,9,5,3,3,1,21.417,Reshanda Gray,4,2,11,9,2,0,0,1
0,0,1,0,0,1,0,0,5.817,Nayo Raincock Ekunwe,2,-8,0,3,0,0,0,0
0,0,1,0,0,0,0,0,1.933,Tanisha Wright,0,-6,0,1,0,0,0,2
0,0,1,3,3,0,0,0,11.000,Han Xu,0,11,7,1,1,1,1,0
0,0,1,1,0,0,2,2,5.967,Tiffany Bias,0,4,2,1,0,1,0,0
3,1,5,9,7,2,4,4,21.950,Elena Delle Donne,2,17,18,7,0,1,0,2
5,0,1,6,4,3,0,0,25.550,Kristi Toliver,0,21,10,1,1,3,2,1
3,3,1,2,1,1,0,0,15.583,LaToya Sanders,1,12,2,2,0,0,0,2
4,0,3,8,2,3,0,0,28.733,Natasha Cloud,0,14,4,3,2,4,0,0
3,0,3,11,8,2,1,1,26.117,Ariel Atkins,0,19,21,3,1,7,4,3
2,0,1,9,3,3,4,4,22.967,Shatori Walker Kimbrough,1,6,10,2,0,3,0,1
4,0,3,9,7,1,0,0,17.367,Emma Meesseman,0,16,14,3,1,1,0,0
2,2,4,5,2,2,4,2,16.633,Myisha Hines Allen,4,3,6,8,1,1,0,2
0,0,5,5,3,4,0,0,18.050,Tianna Hawkins,1,4,8,6,0,3,2,2
1,0,0,3,1,1,0,0,7.033,Kim Mestdagh,0,-7,3,0,0,2,1,1
0,0,2,8,4,1,1,1,26.350,Brittney Sykes,1,-27,9,3,0,3,0,1
0,0,6,7,2,3,0,0,17.517,Jessica Breland,1,-17,4,7,0,0,0,2
0,0,3,7,2,2,3,2,24.867,Elizabeth Williams,2,-5,6,5,0,0,0,1
2,0,1,7,3,3,2,1,16.667,Renee Montgomery,0,-12,8,1,1,5,1,3
1,0,1,7,5,1,1,0,20.183,Tiffany Hayes,1,-15,11,2,1,1,1,0
0,1,1,4,2,2,2,2,15.033,Monique Billings,2,-5,6,3,0,0,0,2
4,0,0,13,4,2,2,2,25.333,Alex Bentley,1,-13,11,1,0,6,1,2
0,0,0,4,3,2,2,0,15.533,Nia Coffey,0,-1,8,0,1,2,2,0
0,0,1,10,4,1,2,1,22.583,Marie Glich,4,-15,9,5,0,2,0,1
2,0,1,4,1,1,2,1,13.183,Maite Cazorla,0,6,3,1,2,2,0,0
0,0,0,0,0,1,0,0,2.750,Haley Peters,0,-1,0,0,0,0,0,1
3,1,5,14,9,1,1,1,35.167,Diamond DeShields,0,7,21,5,2,5,2,2
3,0,4,8,4,1,0,0,32.267,Jantel Lavender,3,3,8,7,2,1,0,4
2,1,4,8,3,2,0,0,26.800,Stefanie Dolson,2,0,6,6,0,2,0,4
4,1,1,17,11,1,0,0,30.133,Allie Quigley,0,2,25,1,1,6,3,2
11,0,8,6,3,2,4,3,34.183,Courtney Vandersloot,0,4,10,8,2,2,1,5
1,0,4,4,1,4,0,0,13.117,Cheyenne Parker,0,4,2,4,1,1,0,1
1,0,3,6,2,1,0,0,11.433,Kahleah Copper,0,-1,4,3,0,1,0,0
2,0,3,4,0,0,0,0,9.050,Gabby Williams,0,0,0,3,0,3,0,0
0,0,0,3,3,0,0,0,7.800,Astou Ndour,0,1,7,0,0,1,1,1
4,0,1,9,6,2,3,3,18.433,Kaleena Mosqueda Lewis,0,-1,16,1,2,3,1,1
2,1,5,16,9,1,4,3,33.400,Natasha Howard,4,-4,21,9,2,4,0,2
3,0,2,5,1,1,0,0,26.000,Crystal Langhorne,2,-11,2,4,0,1,0,0
3,0,5,20,7,1,0,0,34.817,Jewell Loyd,0,2,17,5,1,8,3,4
6,0,2,13,4,2,2,2,32.333,Jordin Canada,0,-2,11,2,7,4,1,6
0,0,3,8,1,0,0,0,19.033,Sami Whitcomb,1,-3,3,4,2,7,1,0
0,0,1,1,0,0,2,2,8.667,Shavonte Zellous,0,-6,2,1,0,0,0,0
0,2,3,4,2,0,2,1,20.583,Mercedes Russell,4,7,5,7,0,0,0,0
0,0,1,3,1,1,0,0,6.700,Anriel Howard,1,-2,2,2,0,1,0,0
0,0,0,11,3,4,1,1,16.200,Kaela Davis,1,2,7,1,0,1,0,2
0,2,5,3,2,1,0,0,22.917,Glory Johnson,1,0,5,6,2,2,1,0
1,0,3,2,0,0,0,0,14.650,Isabelle Harrison,0,-6,0,3,0,0,0,2
1,0,2,6,2,1,1,1,19.000,Tayler Hill,1,-3,5,3,0,2,0,0
2,0,2,13,5,2,0,0,19.750,Arike Ogunbowale,0,-3,11,2,1,3,1,2
3,0,1,10,4,1,4,3,25.267,Kayla Thornton,3,-2,12,4,1,5,1,0
2,0,0,5,2,2,1,0,20.250,Brooke McCarty,0,0,5,0,2,3,1,2
2,1,5,7,3,2,5,3,21.000,Allisha Gray,1,0,9,6,1,0,0,1
2,3,2,12,5,3,1,0,26.250,Azura Stevens,6,-9,10,8,0,2,0,1
1,1,1,3,1,2,0,0,12.933,Theresa Plaisance,0,5,3,1,0,3,1,1
0,0,0,0,0,0,0,0,1.783,Imani McGee Stafford,0,1,0,0,0,0,0,1
0,1,4,7,1,4,4,3,32.017,Napheesa Collier,1,0,5,5,1,3,0,1
4,0,3,13,7,2,5,3,34.183,Damiris Dantas,2,3,20,5,3,5,3,1
0,1,10,13,9,4,1,1,36.217,Sylvia Fowles,2,2,19,12,0,0,0,5
5,1,2,14,4,3,4,4,35.700,Odyssey Sims,2,4,12,4,1,3,0,3
4,1,4,10,3,2,3,2,30.400,Danielle Robinson,2,2,8,6,3,1,0,3
1,0,1,4,2,1,0,0,13.900,Lexie Brown,0,0,6,1,0,3,2,1
1,0,0,2,0,1,0,0,7.983,Stephanie Talbot,0,3,0,0,0,2,0,1
3,0,4,2,0,0,0,0,9.600,Jessica Shepard,1,1,0,5,0,2,0,1
1,0,4,14,5,3,2,2,27.250,Kayla McBride,0,-21,13,4,1,1,1,2
3,2,8,11,9,2,3,1,31.550,Aja Wilson,1,-14,19,9,0,0,0,6
2,0,2,3,1,0,0,0,9.733,Carolyn Swords,0,-9,2,2,0,0,0,1
2,0,1,3,0,2,0,0,20.283,Kelsey Plum,0,-15,0,1,0,2,0,1
1,0,3,2,0,1,0,0,12.967,Jackie Young,0,-14,0,3,0,0,0,2
2,1,2,5,2,5,0,0,12.750,Sugar Rodgers,0,15,6,2,1,4,2,1
