average punt return, average punt return yards, longest punt return, name, punt return touchdowns, punt returns
11.000,,39,Chris Davis,0,5
0.000,,0,Ryne Robinson,0,1
9.000,,13,Jim Leonhard,0,2
9.000,,10,Roscoe Parrish,0,2
0.000,,0,Antonio Chatman,0,0
0.000,,0,Troy Walters,0,1
4.000,,4,Glenn Martinez,0,1
7.000,,14,Eddie Drummond,0,2
9.000,,27,Charles Woodson,0,4
5.000,,7,Lance Moore,0,2
0.000,,0,Reggie Bush,0,1
0.000,,0,Matt Jones,0,1
0.000,,0,Dennis Northcutt,0,0
14.000,,42,Mewelde Moore,0,4
14.000,,19,Darren Sproles,0,2
11.000,,23,Adam Jennings,0,2
6.000,,15,Mike Lewis,0,4
3.000,,3,Leon Washington,0,1
7.000,,7,Antwaan Randle El,0,1
18.000,,18,Josh Cribbs,0,1
47.000,,94,Nate Burleson,1,2
3.000,,3,Johnnie Lee Higgins,0,1
11.000,,18,Jacoby Jones,0,2
11.000,,11,TJ Rushing,0,1
20.000,,35,Wes Welker,0,3
8.000,,8,Reno Mahe,0,1
0.000,,0,Patrick Crayton,0,0
9.000,,49,Allen Rossum,0,6
2.000,,7,Ed Reed,0,3
10.000,,33,Ryne Robinson,0,6
6.000,,23,Adam Jennings,0,5
8.000,,9,Ted Ginn,0,2
20.000,,40,Roscoe Parrish,0,4
8.000,,21,Allen Rossum,0,3
4.000,,7,Josh Cribbs,0,4
3.000,,7,Eddie Drummond,0,4
-5.000,,-5,Glenn Martinez,0,1
6.000,,13,Brandon Jones,0,4
14.000,,17,Matt Jones,0,2
17.000,,17,Dennis Northcutt,0,1
9.000,,14,Charles Woodson,0,4
6.000,,6,Antwaan Randle El,0,1
0.000,,0,Reno Mahe,0,1
8.000,,8,Lance Moore,0,1
0.000,,0,Brandon Williams,0,0
13.000,,15,Cory Ross,0,2
19.000,,19,Antonio Chatman,0,1
5.000,,13,Tim Dwight,0,5
0.000,,3,Johnnie Lee Higgins,0,3
2.000,,9,Devin Hester,0,6
10.000,,10,RW McQuarters,0,1
0.000,,0,Patrick Crayton,0,0
17.000,,46,Steve Breaston,0,4
9.000,,9,Troy Walters,0,1
45.000,,45,Darren Sproles,1,1
-2.000,,-2,Craphonso Thorpe,0,2
5.000,,10,Nate Burleson,0,5
11.000,,11,Mike Lewis,0,1
8.000,,11,Antonio Chatman,0,4
2.000,,5,Charles Woodson,0,3
94.000,,94,Tramon Williams,1,1
0.000,,0,Ryne Robinson,0,0
3.000,,7,Cory Ross,0,2
0.000,,0,Ed Reed,0,1
15.000,,26,Josh Cribbs,0,4
8.000,,9,TJ Rushing,0,2
6.000,,7,Eddie Kennison,0,2
8.000,,17,Reno Mahe,0,4
33.000,,87,Ted Ginn,1,3
4.000,,4,Wes Welker,0,1
0.000,,0,Kevin Faulk,0,0
10.000,,17,Jacoby Jones,0,3
9.000,,9,Lance Moore,0,1
2.000,,6,Mewelde Moore,0,2
10.000,,10,Tim Dwight,0,1
19.000,,33,Leon Washington,0,2
4.000,,8,Allen Rossum,0,3
19.000,,25,Dennis Northcutt,0,2
5.000,,7,Darren Sproles,0,3
4.000,,7,Adam Jennings,0,3
1.000,,1,Antoine Harris,0,1
1.000,,7,Phillip Buchanon,0,3
0.000,,0,Ike Hilliard,0,0
9.000,,9,Patrick Crayton,0,1
10.000,,20,Antwaan Randle El,0,2
4.000,,6,Troy Walters,0,2
7.000,,21,RW McQuarters,0,3
2.000,,9,Mike Lewis,0,7
0.000,,41,Nate Clements,0,0
10.000,,29,Dante Hall,0,5
7.000,,10,Nate Burleson,0,3
0.000,,0,Israel Idonije,0,1
0.000,,0,Devin Hester,0,0
40.000,,80,Glenn Martinez,1,2
11.000,,11,Chris Davis,0,1
7.000,,7,Brandon Jones,0,1
0.000,,0,Troy Walters,0,0
34.000,,34,Charles Woodson,0,1
8.000,,13,Terence Newman,0,3
4.000,,5,Leon Washington,0,2
0.000,,0,Adam Jennings,0,0
9.000,,12,TJ Rushing,0,3
0.000,,0,Chad Nkang,0,1
12.000,,12,Dennis Northcutt,0,1
12.000,,12,Roscoe Parrish,0,1
16.000,,75,Devin Hester,1,5
2.000,,3,Glenn Martinez,0,2
10.000,,13,Josh Cribbs,0,2
16.000,,16,Jacoby Jones,0,1
6.000,,12,RW McQuarters,0,2
0.000,,0,Mewelde Moore,0,0
6.000,,14,Ryne Robinson,0,2
6.000,,7,Lance Moore,0,2
0.000,,0,Eddie Kennison,0,0
0.000,,0,Tim Dwight,0,0
25.000,,37,Dante Hall,0,2
10.000,,18,Nate Burleson,0,6
2.000,,2,Antonio Chatman,0,1
0.000,,0,Brandon Jones,0,1
9.000,,9,Phillip Buchanon,0,1
0.000,,0,Ike Hilliard,0,1
4.000,,9,Keenan McCardell,0,4
7.000,,19,Steve Breaston,0,4
21.000,,51,Mike Lewis,0,4
5.000,,7,Darren Sproles,0,3
0.000,,0,Kassim Osgood,0,1
0.000,,0,Yamon Figurs,0,0
0.000,,0,Kevin Faulk,0,0
-2.000,,-2,Reno Mahe,0,1
-2.000,,-2,Brian Westbrook,0,1
19.000,,33,Allen Rossum,0,2
0.000,,0,Ted Ginn,0,0
10.000,,10,Patrick Crayton,0,1
7.000,,7,Tramon Williams,0,1
3.000,,6,Brandon Williams,0,2
7.000,,13,Adam Jennings,0,5
0.000,,0,Keenan McCardell,0,0
18.000,,22,Roscoe Parrish,0,2
10.000,,10,Mewelde Moore,0,1
5.000,,9,Cortland Finnegan,0,2
-1.000,,0,Jacoby Jones,0,3
7.000,,7,Dennis Northcutt,0,1
0.000,,0,Ted Ginn,0,0
13.000,,21,Eddie Kennison,0,3
1.000,,3,Darren Sproles,0,2
0.000,,0,Kassim Osgood,0,1
3.000,,6,Reno Mahe,0,2
64.000,,64,Brian Westbrook,0,1
18.000,,36,Nate Burleson,0,3
3.000,,10,Ryne Robinson,0,3
1.000,,2,Mike Lewis,0,4
41.000,,41,Nate Clements,0,1
0.000,,0,Lance Moore,0,0
6.000,,13,Ike Hilliard,0,2
-6.000,,-6,Phillip Buchanon,0,1
2.000,,2,Joey Galloway,0,1
7.000,,14,Steve Breaston,0,2
15.000,,31,Josh Cribbs,0,2
8.000,,16,Tim Dwight,0,2
10.000,,10,Dre Bly,0,1
5.000,,8,Devin Hester,0,3
6.000,,12,RW McQuarters,0,5
1.000,,5,Allen Rossum,0,3
6.000,,12,Antonio Chatman,0,3
17.000,,33,Yamon Figurs,0,2
1.000,,1,Wes Welker,0,1
0.000,,0,Kevin Faulk,0,0
3.000,,6,Antwaan Randle El,0,3
16.000,,16,Devin Hester,0,1
20.000,,37,Dennis Northcutt,0,3
0.000,,0,Ryne Robinson,0,0
2.000,,2,Troy Walters,0,1
3.000,,6,Roscoe Parrish,0,2
0.000,,6,Ted Ginn,0,4
8.000,,8,Brian Westbrook,0,1
0.000,,0,Reno Mahe,0,0
17.000,,27,RW McQuarters,0,3
21.000,,57,Will Blackmon,1,3
3.000,,3,Tim Dwight,0,1
3.000,,6,Chad Jackson,0,2
2.000,,2,Wes Welker,0,1
0.000,,0,William Gay,0,1
4.000,,4,Allen Rossum,0,1
11.000,,19,Chris Barclay,0,3
14.000,,24,Craig Davis,0,3
0.000,,4,Antonio Chatman,0,3
0.000,,0,Marques Hagans,0,1
2.000,,7,Jacoby Jones,0,2
3.000,,3,Micheal Spurlock,0,1
0.000,,0,Ike Hilliard,0,0
11.000,,26,Nate Burleson,0,3
0.000,,5,Steve Breaston,0,3
8.000,,16,Nate Clements,0,4
8.000,,8,Mike Lewis,0,1
6.000,,6,Bobby Wade,0,1
26.000,,33,Leon Washington,0,2
3.000,,7,Josh Cribbs,0,2
3.000,,9,Glenn Martinez,0,4
9.000,,13,Eddie Kennison,0,3
0.000,,0,Yamon Figurs,0,1
3.000,,3,Adam Jennings,0,2
0.000,,0,Lance Moore,0,1
0.000,,0,Jason David,0,0
2.000,,4,Jacoby Jones,0,2
10.000,,10,Dre Bly,0,1
9.000,,13,Mike Lewis,0,2
1.000,,1,Antonio Chatman,0,1
0.000,,0,Lance Moore,0,1
13.000,,29,Steve Breaston,0,2
6.000,,8,Ike Hilliard,0,5
0.000,,0,Adam Jennings,0,1
10.000,,13,Ted Ginn,0,3
7.000,,11,Yamon Figurs,0,2
2.000,,5,Josh Cribbs,0,2
9.000,,10,Jim Leonhard,0,2
10.000,,16,Will Blackmon,0,3
12.000,,12,Allen Rossum,0,1
3.000,,10,Dennis Northcutt,0,4
0.000,,0,Kevin Faulk,0,0
0.000,,0,Wes Welker,0,0
7.000,,14,Leon Washington,0,2
9.000,,18,Ryne Robinson,0,2
8.000,,13,Nate Burleson,0,5
3.000,,6,Eddie Drummond,0,2
6.000,,12,Chris Davis,0,3
6.000,,11,Johnnie Lee Higgins,0,2
47.000,,90,TJ Rushing,1,2
9.000,,9,Craig Davis,0,1
0.000,,0,Mike Furrey,0,0
6.000,,11,Patrick Crayton,0,3
8.000,,14,Reno Mahe,0,4
9.000,,9,Brian Westbrook,0,1
6.000,,8,RW McQuarters,0,3
0.000,,5,Antwaan Randle El,0,4
4.000,,6,Bobby Wade,0,3
7.000,,17,Devin Hester,0,4
10.000,,12,Brandon Williams,0,2
1.000,,11,Allen Rossum,0,2
21.000,,34,Ryne Robinson,0,2
5.000,,6,Patrick Crayton,0,4
3.000,,3,Antonio Chatman,0,1
13.000,,20,Josh Cribbs,0,2
0.000,,0,Devin Hester,0,0
8.000,,8,Will Blackmon,0,1
0.000,,0,TJ Rushing,0,0
12.000,,12,Jacoby Jones,0,1
10.000,,13,Mike Furrey,0,3
4.000,,4,Eddie Drummond,0,1
9.000,,28,Troy Brown,0,6
0.000,,0,Wes Welker,0,0
2.000,,2,Ted Ginn,0,1
20.000,,20,Roscoe Parrish,0,1
3.000,,9,RW McQuarters,0,4
1.000,,1,Ahmad Bradshaw,0,1
2.000,,9,Dennis Northcutt,0,4
0.000,,56,Scott Starks,0,0
1.000,,2,Johnnie Lee Higgins,0,2
8.000,,8,Lance Moore,0,1
0.000,,1,Reno Mahe,0,2
0.000,,0,Nick Graham,0,1
14.000,,17,Mewelde Moore,0,2
3.000,,6,Antwaan Randle El,0,2
0.000,,0,Steve Breaston,0,1
12.000,,16,DeAngelo Hall,0,3
0.000,,0,Adam Jennings,0,0
15.000,,32,Nate Burleson,0,3
16.000,,16,Yamon Figurs,0,1
6.000,,6,Chris Davis,0,1
15.000,,15,Leon Washington,0,1
9.000,,17,Mike Lewis,0,4
0.000,,5,Phillip Buchanon,0,4
6.000,,13,Micheal Spurlock,0,2
0.000,,0,Glenn Martinez,0,0
1.000,,2,RW McQuarters,0,2
5.000,,8,Wes Welker,0,2
11.000,,13,Reno Mahe,0,2
8.000,,23,Roscoe Parrish,0,4
15.000,,15,Micheal Spurlock,0,1
10.000,,19,Ryne Robinson,0,2
6.000,,6,Ted Ginn,0,1
3.000,,12,Antonio Chatman,0,4
9.000,,20,Antwaan Randle El,0,6
1.000,,3,Patrick Crayton,0,2
5.000,,8,Tramon Williams,0,3
5.000,,5,Will Blackmon,0,1
0.000,,0,Mike Furrey,0,0
12.000,,15,Jacoby Jones,0,4
0.000,,0,Chad Owens,0,1
64.000,,64,Devin Hester,1,1
8.000,,16,Lance Moore,0,2
-3.000,,-3,Yamon Figurs,0,1
0.000,,0,Ed Reed,0,0
3.000,,6,Cedrick Wilson,0,2
2.000,,3,DeAngelo Hall,0,2
4.000,,9,Nate Burleson,0,2
33.000,,76,Josh Cribbs,1,4
3.000,,5,Mike Lewis,0,3
0.000,,2,Nate Clements,0,2
9.000,,9,TJ Rushing,0,2
7.000,,14,Chris Davis,0,4
7.000,,12,Glenn Martinez,0,2
7.000,,13,Mewelde Moore,0,3
14.000,,54,Johnnie Lee Higgins,0,4
0.000,,0,Craig Davis,0,1
14.000,,14,Darren Sproles,0,1
3.000,,7,Steve Breaston,0,2
10.000,,10,Derek Stanley,0,1
-2.000,,0,Leon Washington,0,2
7.000,,22,Eddie Drummond,0,5
14.000,,20,Nate Burleson,0,6
0.000,,0,Antwaan Randle El,0,0
8.000,,8,Cedrick Wilson,0,1
10.000,,16,Dennis Northcutt,0,3
2.000,,4,Ike Hilliard,0,2
7.000,,14,RW McQuarters,0,2
6.000,,10,Darren Sproles,0,2
7.000,,8,Chris Davis,0,2
2.000,,2,Tramon Williams,0,1
14.000,,14,Wes Welker,0,1
15.000,,22,TJ Rushing,0,3
4.000,,8,Patrick Crayton,0,2
25.000,,25,RW McQuarters,0,1
0.000,,0,Kevin Faulk,0,0
0.000,,0,Wes Welker,0,0
5.000,,13,Darren Sproles,0,3
0.000,,1,Tramon Williams,0,2
6.000,,9,RW McQuarters,0,4
15.000,,15,Wes Welker,0,1
0.000,,0,Kevin Faulk,0,0
8.000,,16,RW McQuarters,0,3
