field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
1,1,1,1,26,Jake Elliott
2,2,0,1,52,Matt Bryant
2,2,3,3,53,Brandon McManus
1,2,3,3,35,Sebastian Janikowski
0,0,3,3,0,Zane Gonzalez
0,1,3,3,0,Chris Boswell
1,1,3,3,31,Dustin Hopkins
2,3,,,45,Caleb Sturgis
1,1,5,5,46,Harrison Butker
3,4,2,2,51,Adam Vinatieri
2,2,4,4,42,Randy Bullock
2,2,3,3,30,Jason Sanders
2,2,2,2,53,Ryan Succop
3,3,,,44,Aldrick Rosas
2,2,2,2,39,Josh Lambo
1,1,3,3,42,Mason Crosby
3,3,2,2,33,Cody Parkey
1,1,1,1,27,Graham Gano
0,1,,,0,Brett Maher
2,2,3,3,39,Stephen Gostkowski
2,2,2,2,42,Kaimi Fairbairn
2,2,5,5,41,Justin Tucker
1,2,,,35,Stephen Hauschka
1,1,3,3,36,Wil Lutz
2,3,6,6,36,Chandler Catanzaro
1,1,3,3,48,Daniel Carlson
3,3,1,1,42,Robbie Gould
1,3,2,2,21,Matt Prater
2,2,6,6,35,Jason Myers
2,2,1,1,48,Mike Nugent
4,5,3,3,55,Greg Zuerlein
2,2,4,4,40,Randy Bullock
1,1,2,2,55,Justin Tucker
2,2,2,2,43,Stephen Hauschka
1,1,4,4,24,Caleb Sturgis
2,2,2,2,39,Brandon McManus
2,2,1,1,46,Mike Nugent
,,3,4,,Chandler Catanzaro
0,1,3,3,0,Jake Elliott
2,2,2,2,37,Brett Maher
2,2,1,1,38,Aldrick Rosas
1,1,4,4,44,Matt Bryant
1,1,3,3,54,Graham Gano
3,3,3,3,45,Robbie Gould
2,2,3,3,43,Matt Prater
1,1,4,4,28,Josh Lambo
2,3,2,2,46,Stephen Gostkowski
2,2,0,1,55,Jason Myers
,,2,3,,Jason Sanders
5,6,2,2,48,Mason Crosby
0,3,3,3,0,Daniel Carlson
1,1,1,1,20,Johnny Hekker
3,4,,,49,Dustin Hopkins
,,3,3,,Adam Vinatieri
2,3,1,1,44,Wil Lutz
2,4,0,2,39,Zane Gonzalez
0,1,3,4,0,Chris Boswell
,,6,6,,Harrison Butker
2,2,2,2,42,Ryan Succop
1,2,2,2,34,Kaimi Fairbairn
1,1,3,3,25,Cody Parkey
1,1,2,2,56,Sebastian Janikowski
2,2,1,1,45,Greg Joseph
1,1,2,2,28,Jason Myers
,,2,2,,Phil Dawson
3,4,1,1,43,Cody Parkey
1,1,5,5,37,Harrison Butker
2,2,1,2,39,Robbie Gould
,,4,4,,Jason Sanders
2,2,2,2,52,Mike Nugent
2,3,2,2,33,Jake Elliott
3,3,1,1,35,Adam Vinatieri
,,3,3,,Matt Bryant
3,3,4,4,49,Wil Lutz
2,2,,,46,Josh Lambo
3,4,,,39,Ryan Succop
4,4,2,2,38,Matt Prater
1,1,1,1,36,Stephen Gostkowski
1,1,4,4,40,Graham Gano
0,1,3,3,0,Randy Bullock
0,1,5,5,0,Sam Ficken
1,1,2,3,26,Caleb Sturgis
2,2,3,3,52,Justin Tucker
,,2,2,,Brandon McManus
1,1,4,4,35,Dustin Hopkins
1,1,2,2,41,Mason Crosby
1,1,3,3,47,Sebastian Janikowski
2,2,1,1,50,Brett Maher
3,3,1,1,54,Kaimi Fairbairn
2,2,3,3,44,Aldrick Rosas
2,2,3,3,50,Stephen Hauschka
2,2,3,3,28,Chandler Catanzaro
1,2,3,4,38,Chris Boswell
