average punt return, average punt return yards, longest punt return, name, punt return touchdowns, punt returns
11.000,,27,Tim Dwight,0,4
0.000,,0,Troy Brown,0,0
5.000,,15,Chris Carr,0,3
17.000,,28,BJ Sams,0,3
0.000,,0,Troy Walters,0,1
9.000,,13,Nate Clements,0,2
6.000,,6,Phillip Buchanon,0,1
0.000,,0,Steve Smith,0,0
0.000,,0,Michael L Lewis,0,1
10.000,,13,Dennis Northcutt,0,2
9.000,,9,Keiwan Ratliff,0,2
2.000,,5,Eddie Drummond,0,6
6.000,,16,Antonio Chatman,0,3
8.000,,14,Alvin Pearman,0,3
5.000,,5,Peter Warrick,0,1
0.000,,0,Dante Hall,0,0
8.000,,8,Jerricho Cotchery,0,1
0.000,,0,Justin Miller,0,1
16.000,,20,Wes Welker,0,4
13.000,,13,DJ Williams,0,1
10.000,,19,Keenan Howry,0,5
9.000,,14,Mark Jones,0,3
14.000,,52,Chad Morton,1,6
-5.000,,-5,Reggie Swinton,0,1
0.000,,0,Antwaan Randle El,0,1
10.000,,10,Andrae Thurman,0,1
12.000,,14,Darren Sproles,0,2
2.000,,2,Patrick Crayton,0,1
75.000,,75,Otis Amey,1,1
7.000,,13,Shaun McDonald,0,2
2.000,,5,Antonio Brown,0,2
-1.000,,4,Bernard Berrian,0,2
0.000,,0,Allen Rossum,0,2
9.000,,17,Dexter Wynn,0,3
6.000,,10,Reggie Swinton,0,3
4.000,,14,Shaun McDonald,0,3
10.000,,21,Steve Smith,0,5
76.000,,76,Chris Gamble,0,1
0.000,,0,Tim Dwight,0,1
0.000,,0,Troy Brown,0,0
29.000,,73,Bobby Wade,1,3
10.000,,12,Eddie Drummond,0,2
7.000,,9,Keiwan Ratliff,0,2
5.000,,5,Keenan Howry,0,1
16.000,,37,Darrent Williams,0,4
0.000,,0,Darren Sproles,0,1
9.000,,9,Antonio Chatman,0,1
-11.000,,-11,Dennis Northcutt,0,1
6.000,,6,Troy Walters,0,2
2.000,,6,Chad Owens,0,3
20.000,,24,Alvin Pearman,0,2
6.000,,12,Justin Miller,0,2
0.000,,0,Justin McCareins,0,1
5.000,,23,Wes Welker,0,5
3.000,,9,Dexter Wynn,0,4
0.000,,0,Reno Mahe,0,0
0.000,,0,Otis Amey,0,1
17.000,,34,Chris Carr,0,2
8.000,,17,Dante Hall,0,4
5.000,,7,Peter Warrick,0,2
9.000,,9,Bobby Engram,0,1
2.000,,2,Brian Finneran,0,1
27.000,,27,DeAngelo Hall,0,1
16.000,,22,Mark Jones,0,3
6.000,,12,Nate Clements,0,3
4.000,,11,Andrae Thurman,0,5
1.000,,5,BJ Sams,0,3
6.000,,6,Phillip Buchanon,0,1
