kickoff return yards, kickoff returns, longest kickoff return, name
23,1,23,T Brown
9,1,9,J Terry
63,3,24,R Blackshear
15,2,11,D Shelley
11,1,11,I Harris
9,1,9,I Zuber
85,4,30,M Guidry
14,1,14,B Brady
9,1,9,L Bowden Jr
0,1,0,B Bates
22,1,22,D Dallas
19,1,19,H Hall
52,2,37,T Darden
36,2,22,G LaFrance
81,3,32,T Johnson
32,2,17,J Leake
31,1,31,I Wright
5,1,5,D Singleton
32,2,19,J Proche
6,1,6,B West
29,1,29,D Douglas
18,1,18,M Thomas
23,2,19,E Moore
101,2,74,J Jacobs
46,2,28,B Cole
54,3,19,R Calais
70,3,31,J Spielman
13,1,13,M Jones
29,2,18,C Flemings
16,1,16,J Embry
52,2,28,K Lewis
16,1,16,H Buczkowski
13,1,13,R Caldwell
7,1,7,J Huntley
0,1,0,B Roberts
101,4,28,K McGowan
3,1,3,M Wolfley
66,2,48,M Young
27,2,14,J Wakefield
32,1,32,C Hubbard
39,2,21,A Mattison
19,1,19,J Hightower
75,3,41,T Brooks James
15,1,15,R Bay
121,2,96,T Cottrell
52,1,52,K Hamler
46,3,19,J Rankin
56,2,32,R Moore
18,1,18,T Badie
115,4,46,T Minter
16,1,16,K Baker
61,3,22,T Watts
21,1,21,J Haydel
14,1,14,J Washington
29,2,18,R Newsome
18,1,18,B Aiyuk
-1,1,0,J Hoyt
3,1,3,T Fisk
19,1,19,D Strickland
31,2,17,A Grant
56,4,19,K Turpin
38,1,38,J Dixon
14,1,14,C Saunders
25,1,25,T Juniel
24,1,24,D Jamison
55,2,34,V Jones Jr
79,4,27,K Stokes
31,2,21,W Wand
9,1,9,K Merritt
40,1,40,D Johnson
47,2,30,J Thomas
19,1,19,K Etwi
16,1,16,M Green
58,3,28,D Bowman
17,1,17,A Wilson
16,1,16,D Felton
14,1,14,D Holmes
52,1,52,B Presley
12,1,12,X Campbell
20,2,16,D Tucker
16,1,16,B Goodwater
14,1,14,J Parker
70,3,30,J Ross
52,2,27,K Nelson
18,1,18,B Long Jr
125,3,100,T Harris
126,5,40,D Dorton
20,1,20,K Johnson
20,1,20,K Johnson
84,4,24,A Cruickshank
19,1,19,C Brown
81,5,21,K Kollie
24,2,16,K Davis
61,2,42,I Wright
14,1,14,F Johnson
26,1,26,K Stokes
4,1,4,D Fitzwater
49,3,22,A Killins Jr
23,1,23,G McCrae
14,1,14,M Williams
157,6,31,K Whyte Jr
12,1,12,K Burden
27,2,15,N Hobbs
20,1,20,J Thomas
12,1,12,K Hamler
91,4,35,V Jones Jr
38,2,25,S Carr
41,2,24,T Harris
44,2,26,K Merritt
10,1,10,M Murray
48,3,27,B Presley
12,1,12,X Campbell
15,1,15,K Etwi
28,1,28,T Hennigan
7,1,7,E Perry
96,1,96,N Igbinoghene
20,1,20,D Stewart
71,2,48,M Dunner
23,1,23,M Walton
40,2,22,G LaFrance
19,1,19,J Sloan
39,2,22,P Williams Jr
20,1,20,S Sims Jr
16,1,16,R Hargrove
2,1,2,R Frye
52,2,32,M Thomas
37,2,22,B Jones
61,3,29,J Wiggins
45,2,26,A Knight
91,4,28,J Ross
25,1,25,K Nelson
37,2,20,K Lewis
24,1,24,E Edwards
20,1,20,J Swann
89,3,45,A Hawkins
30,1,30,A Prentice
17,1,17,C Uphoff
36,2,19,B Brown
19,2,10,J Freeman
24,1,24,A Grant
15,1,15,C Akers
23,1,23,F Kokosioulis
84,4,27,P Hart
27,2,18,L Bellamy
24,1,24,C Brown
12,1,12,J Thomas
58,2,32,C Powell
29,1,29,P Sawyer
52,3,19,R Cunningham
37,2,19,T Brown
43,1,43,D Stewart Jr
19,1,19,K Groenweg
42,2,22,A Cruickshank
73,2,47,K Nwangwu
20,1,20,J Lang
26,1,26,N Stewart
36,2,23,L Bowden Jr
38,2,21,B Cole
22,1,22,D Thomas
40,2,29,D King
21,1,21,D Torrey
103,3,53,J Bradley
82,3,31,R Calais
49,3,23,K Tyler
15,1,15,M Green
31,2,16,M Jones
41,2,26,C Edwards Helaire
39,2,22,T Johnson
88,4,25,D Douglas
113,2,93,M Young
23,1,23,I Rodgers
88,4,29,A McAllister
11,1,11,J Fugate
27,2,17,D Henderson
6,1,6,J Wilson
2,1,0,A Gibson
0,1,0,S Blake Jr
78,3,56,T Minter
32,1,32,J Thomas
21,1,21,D Philon
14,1,14,L Hill
13,1,13,A Thomas
40,2,24,J Spielman
16,1,16,M Washington
46,2,28,E Moore
42,1,42,J Shaw
32,1,32,J Rankin
63,2,35,T Badie
91,3,34,M Hardman
90,3,42,K Davis
33,3,19,M Williams
22,1,17,C Riley
22,1,22,M Trowell
96,4,28,M Ffrench
19,1,19,J Dixon
10,1,10,C Saunders
22,1,22,A Jones
9,1,9,W Langham
80,3,32,B Radley Hiles
28,2,15,C Hubbard
50,3,20,C Farley
44,3,20,C Scarlett
24,1,24,B Love
22,1,22,D Maddox
55,3,25,C Flemings
21,1,21,J Taylor
22,2,11,R Moore
213,6,60,M Walker
25,1,25,R Blackshear
20,1,20,I Pacheco
7,1,7,J Hilliman
36,3,27,I King
52,2,29,F Trevillion
28,1,28,J Washington
14,1,14,P Houston
6,1,6,C Jasmin
20,1,20,D Antoine
72,4,30,A Scott
14,1,14,D Harris
9,1,9,J Adams
115,4,39,A Walter
124,2,98,R Roberson Jr
35,2,21,C Williams
49,2,25,S Riley
28,2,16,K Dixon
42,2,23,S Shamburger
36,2,21,B Thompson
36,2,23,K Toney
34,2,24,D Jamison
10,1,10,K Porter
83,3,31,K Turpin
125,2,98,D Johnson
15,1,15,L Maynard
29,1,29,J Kincaide
11,1,11,S Hammond
23,1,23,W Redix
20,1,20,T Juniel
20,1,20,J Huntley
45,2,28,M Guidry
19,1,19,B Brady
0,1,0,G Campbell Jr
66,3,27,T Watts
21,1,21,J Haydel
63,3,27,S Scarver
24,1,24,R Cleveland
116,5,27,J Wakefield
34,1,34,D Samuel
35,2,21,J Reed
30,2,30,H Hall
47,3,19,G Dortch
20,1,20,C Beal
20,1,20,M Young
19,1,19,M Gaskin
95,4,27,P Lucas
18,2,14,M Simms
37,3,22,D Shelley
35,2,19,I Zuber
16,1,16,J Thomas
53,2,34,D Newsome
48,2,27,A Ratliff Williams
62,3,27,K Nixon
58,2,35,A Jones
41,3,20,D Henderson
19,1,19,T Pollard
21,1,21,R Cleveland
29,2,17,J Kincaide
30,1,30,B Robinson Jr
4,1,4,M Forristall
39,2,23,R Calais
30,1,30,D Evans
37,2,20,T Minter
16,1,16,J Taylor
32,2,19,Q Watkins
16,1,16,P Lucas
99,4,38,M Dunner
137,7,25,J Rankin
77,4,26,M Walker
33,2,18,B Glines
71,4,27,I Wright
52,3,26,F Johnson
26,1,26,L Holder
88,6,26,C Jones
7,1,7,J Asberry
114,5,34,A Davis
54,1,54,J Hawkins
19,1,19,J Hawkins
47,2,24,T Brooks James
26,2,14,M Salahuddin
22,1,22,A Rodgers
16,1,16,L Dixon
14,1,14,D Kendrick
56,3,23,T Coyle
25,1,25,J Wiggins
20,1,20,D Jackson
30,1,30,T Wheatley
24,1,24,S Peoples
74,4,22,A Scott
37,1,37,I Harper
38,2,23,A Jackson III
32,2,17,D Brown
33,2,22,D Philon
16,1,16,K McNeal
31,2,18,D ONeal
55,2,31,R Jones
40,2,22,D Johnson
18,1,18,D Phillips
50,4,20,M McCray
17,1,17,D Gore
5,1,5,S Miller
38,3,21,W Kennedy III
68,1,68,K Merritt
21,1,21,W Wand
62,3,26,J Thomas
14,1,14,A Showell
103,5,29,R Hargrove
32,1,32,P Williams Jr
9,1,9,C Hubbard
43,2,22,D Shelley
27,2,18,I Zuber
37,2,22,D Jamison
42,1,42,L Bowden Jr
16,1,16,D Samuel
11,1,11,K Nixon
47,2,27,H Hall
16,2,16,A Rasul
0,1,0,J Vickers
51,2,32,C Edwards Helaire
20,1,20,E Moore
36,1,36,C Heyward
34,1,34,A Simmons
46,3,17,K Lewis
-3,1,0,G Douglas
237,7,99,M Thomas
47,2,27,L Bellamy
45,3,17,B Cole
21,1,21,K Toney
6,1,6,F Swain
29,1,29,K Brooks
16,1,16,T Lee
22,1,22,K Whyte Jr
102,4,43,J Reed
23,1,23,T Kelly
34,2,19,J Woodyard
24,1,24,J Spielman
21,1,21,W Mazour
6,1,6,J Stoll
68,3,29,R Moore
50,2,26,E Lilly
18,3,9,B Dickey
28,1,28,K Shaa
0,1,0,F Hickson
35,2,18,A Thomas
10,1,10,B Hawkins
12,1,12,M Young
23,1,23,B Love
16,1,16,C Scarlett
120,5,34,D Torrey
25,1,25,K Brewer
11,1,11,C Maki
35,2,22,M Sam
72,3,29,B Long Jr
31,2,18,D Knock
16,1,16,K Nelson
121,6,29,M Young
45,1,45,S Emilus
32,2,21,T Brown
47,3,18,K Hamler
58,3,26,I Pacheco
124,4,72,T Cottrell
98,3,45,J Augafa
118,2,87,J Brooks Wess
67,2,36,J Proche
45,1,45,R Roberson Jr
186,3,95,L Dickens
13,1,13,G Brito
7,1,7,T Tillmon
12,1,12,T Barber
8,1,8,E Demercado
45,1,45,K Nwangwu
10,1,10,J Lang
96,1,96,M Jones
35,1,35,J Daughtry Frye
12,1,12,B Smith
80,4,27,K Tyler
100,1,100,J Corbin
10,1,10,R Renick
11,1,11,D Warren
89,3,52,D Bowman
17,1,17,K Carter
59,2,40,M Guidry
67,4,30,T Juniel
46,2,27,J Wakefield
44,2,24,J Crawford
69,2,45,M Bellamy Jr
36,1,36,D Johnson
21,1,21,G Dortch
69,2,36,A Walter
54,1,54,A Trammell
16,1,16,A Hifo
18,1,18,T Harris
0,1,0,J Field
13,1,13,J Sloan
51,2,26,K Davis
30,1,30,W Johnson
22,1,22,M Williams
18,1,18,J Hightower
18,1,18,M Stevenson
63,3,25,S Crawford Jr
47,2,28,J Daughtry Frye
78,4,25,A Hifo
57,3,22,G Bright
138,6,34,H Hall
53,2,37,T Harrell
39,2,21,J Thomas
120,4,38,W Johnson
43,3,22,M Williams
27,1,27,T Lee
0,1,0,C Williams
28,1,28,J Bester
26,1,26,M Thomas
78,1,78,D Warren
42,3,20,J Jacobs
19,2,11,B Robinson Jr
6,1,6,I Smith Jr
30,1,30,J Taylor
0,1,0,S Poindexter
55,2,33,J Hall
12,1,12,M Dunner
25,1,25,D Brown
70,3,27,J Fleeks
11,1,11,T Thornton
8,1,8,I Zuber
26,1,26,J Hightower
34,2,24,M Williams
115,4,37,J Proche
18,1,18,J Wiggins
145,3,69,A Jones
59,2,33,K Lewis
14,1,14,J Wilson
92,4,38,C Jones
16,1,16,K Nixon
16,1,16,P Lucas
100,1,100,K Whyte Jr
56,2,32,M Davidson
106,7,23,I Harper
10,1,10,C Edwards Helaire
19,1,19,J Wakefield
62,1,62,W Kennedy III
30,1,30,T Minter
24,1,24,K Baker
54,3,21,J Augafa
28,1,28,T Hall
24,1,24,A Conway
46,2,23,W Matthews
92,4,33,J Ross
19,1,19,B Long Jr
25,1,25,M Sam
50,2,25,A Wilson
83,5,26,M Young
49,2,26,S Emilus
36,2,21,B Ally
114,4,64,D Antoine
29,2,20,C Heyward
29,1,29,K McGowan
66,2,34,T Pollard
17,2,16,K Dixon
23,1,23,D Dallas
22,1,22,J Thomas
29,1,29,A Grant
45,2,26,A Thomas
9,1,9,B Hawkins
100,2,98,T Johnson
19,1,19,J Leake
16,1,16,C Beebe
83,2,49,I Smith Marsette
19,1,19,E Moore
67,3,27,M Green
28,1,28,P Carter Jr
24,1,24,M McCray
7,1,7,M Husmann
18,1,18,A Martin
19,1,19,M Trowell
95,4,33,M Walker
17,1,17,D Henley
37,1,37,J Jordan
58,2,34,J Huntley
23,1,23,C Espinoza Jr
45,2,29,J Dixon
71,3,32,T Brown
102,4,33,C Hubbard
12,1,12,S Finefeuiaki
30,1,30,K Nwangwu
0,1,0,H Butler
185,6,57,C Flemings
18,1,18,K Rogers
91,4,27,T Harris
15,1,15,S Riley
15,1,15,A Walter
20,1,20,M Guidry
41,2,22,I Pacheco
27,1,27,J Hilliman
46,3,17,C Sandy
38,2,32,D Samuel
34,2,19,K Nixon
11,1,11,D Fennell
7,1,7,K Markway
33,2,17,T Badie
101,4,44,T Cottrell
38,3,19,A Hawkins
100,4,32,C Scarlett
27,1,27,I Wright
86,5,23,A Scott
27,1,27,R Jones
18,1,18,D Johnson
43,3,19,R Hargrove
12,1,12,R Paul
14,1,14,R Calais
6,1,6,J Bradley
38,2,25,M Gaskin
16,1,16,E Owens
11,1,11,X Campbell
39,3,17,T Juniel
13,1,13,E Johnson
99,5,25,T Wheatley
25,1,25,G Dortch
90,3,34,A Cruickshank
35,2,25,M Washington
3,1,3,J Reed
19,2,18,A Jackson III
35,1,35,M Simms
39,1,39,P Williams Jr
15,1,15,K Herbert
37,2,21,K Merritt
15,1,15,D Medley
18,1,18,T Hennigan
16,1,16,D Evans
48,3,21,K Turpin
19,1,19,T Barber
16,1,16,D Bowman
14,1,14,J Parker
9,1,9,D Felton
39,1,39,T Watts
16,1,16,M Brinson
32,2,23,J Byrd
66,1,66,J Saucier
14,1,14,A Smith
42,3,15,S Crawford Jr
17,1,17,B Sanders
67,3,29,J Taylor
88,3,50,J Jacobs
19,1,19,T Badie
10,1,10,N Bolton
37,2,33,D Warren
-2,1,0,T Collins
42,2,26,E Moore
20,1,20,I Woullard
23,1,23,N Igbinoghene
7,1,7,S Shivers
87,4,28,M Walker
72,3,44,H Hall
18,1,18,T Harrell
43,4,12,R Hargrove
17,1,17,R Frye
67,3,25,L Bellamy
27,2,14,V Edwards Jr
17,1,17,N Stewart
24,1,24,A Hifo
21,1,21,T Allgeier
10,1,10,T Jacobson
89,5,25,J Augafa
29,1,29,J Hawkins
18,1,18,M Dancy
16,1,16,J Hawkins
10,1,10,M McMorris
16,1,16,D Felton
22,1,22,A McAllister
15,1,15,C Bent
21,1,21,J Sloan
17,1,17,T Darden
58,3,25,K Lewis
36,2,20,M Dunner
0,1,0,C Rudy
23,1,23,A Hawkins
60,3,26,E Lilly
36,2,21,M Williams
13,1,13,K Tyler
7,1,7,J Heft
35,1,35,M Green
19,1,19,M McCray
13,1,13,L Shaw
65,3,30,A Scott
5,1,1,M Stevenson
23,1,23,B Banham
17,1,17,D Johnson
14,1,14,R Jones
44,2,39,N Maxwell
18,1,18,A Maloney
18,1,18,P Elima Jeune
56,3,20,T Hall
38,3,19,J Thomas
74,2,46,D Jackson
42,2,23,C Sandy
8,1,8,B Walker
18,1,18,M Majette
77,2,60,I Smith Marsette
35,1,35,K Groenweg
24,1,24,D Young
16,1,16,K Nwangwu
11,1,11,J Lang
1,1,1,T Milton
31,2,17,M Simms
27,1,27,I Zuber
26,1,26,D Shelley
80,4,31,C Hubbard
9,1,9,S Finefeuiaki
39,2,22,C Espinoza Jr
96,3,46,J Daughtry Frye
101,4,42,R Calais
176,5,87,J Huntley
7,1,7,C Edwards Helaire
14,1,14,M Hardman
20,1,20,R Lewis
14,1,14,T Johnson
52,2,34,I Pacheco
52,2,30,T Pollard
0,1,0,J Wilson
0,1,0,D Henderson
73,3,44,A Killins Jr
9,1,9,J Rankin
47,3,20,A Cruickshank
19,1,19,J Springer
84,3,39,I Wright
11,1,11,K Brown
36,2,18,D McClease
32,1,32,C Farley
75,3,26,D Henley
48,2,31,J Hightower
11,1,11,F Kokosioulis
0,1,0,C Hogans
23,1,23,D Knock
20,1,20,K McGowan
39,2,27,M Washington
15,1,15,W Mazour
3,1,3,M Wilbon
122,2,99,M Ffrench
14,1,14,D Torrey
70,3,25,D Harris
9,1,9,T Williams
14,1,14,D Douglas
101,5,32,I Harper
13,1,13,J Fagan
18,1,18,M Williams
16,1,16,W Johnson
96,2,56,T Brooks James
11,1,11,J Redd
1,1,1,R Bay
57,3,25,S McGrew
