defensive two point conversion, forced fumble, forced fumbles, fumble return touchdowns, fumble return yards, interception return touchdowns, interceptions, name, sacks, safeties, tackle assists, tackles
,,0,0,,0,0,James Farrior,1.000,0,2.000,5
,,0,0,,0,0,Ryan Clark,0.000,0,0.000,4
,,1,0,,0,1,Troy Polamalu,0.000,0,6.000,4
,,0,0,,0,0,Clark Haggans,0.000,0,4.000,3
,,0,0,,0,0,Anthony Smith,0.000,0,1.000,3
,,0,0,,0,0,Ike Taylor,0.000,0,3.000,3
,,0,0,,0,0,Casey Hampton,0.000,0,0.000,2
,,0,0,,1,1,Joey Porter,2.000,0,1.000,2
,,0,0,,0,0,Rodney Bailey,0.000,0,1.000,1
,,0,0,,0,0,Tyrone Carter,0.000,0,2.000,1
,,0,0,,0,0,Ricardo Colclough,0.000,0,0.000,1
,,0,0,,0,0,Larry Foote,0.000,0,1.000,1
,,0,0,,0,0,Brett Keisel,0.000,0,2.000,1
,,0,0,,0,0,Travis Kirschke,0.000,0,2.000,0
,,0,0,,0,0,Zach Thomas,0.000,0,4.000,8
,,0,0,,0,0,Vonnie Holliday,0.000,0,2.000,6
,,0,0,,0,0,Renaldo Hill,0.000,0,1.000,5
,,0,0,,0,0,Travares Tillman,0.000,0,3.000,5
,,0,0,,0,0,Keith Traylor,1.000,0,0.000,4
,,0,0,,0,0,Yeremiah Bell,0.000,0,0.000,3
,,0,0,,0,0,Channing Crowder,0.000,0,1.000,3
,,0,0,,0,0,Andre Goodman,0.000,0,1.000,3
,,0,0,,0,0,Donnie Spragan,0.000,0,2.000,3
,,0,0,,0,0,Will Allen,0.000,0,1.000,2
,,0,0,,0,0,Kevin Carter,1.000,0,2.000,2
,,0,0,,0,0,Jason Taylor,1.000,0,1.000,2
,,0,0,,0,0,Matt Roth,0.000,0,0.000,1
,,0,0,,0,0,Dan Wilkinson,0.000,0,1.000,0
,,0,0,,0,0,Antrel Rolle,0.000,0,1.000,7
,,0,0,,0,0,Gerald Hayes,1.000,0,0.000,5
,,0,0,,0,0,Adrian Wilson,0.000,0,0.000,5
,,0,0,,0,0,Eric Green,0.000,0,0.000,4
,,0,0,,0,0,Robert Griffith,0.000,0,0.000,4
,,1,0,,0,0,Orlando Huff,0.000,0,1.000,4
,,1,0,,0,0,Calvin Pace,0.000,0,0.000,3
,,0,0,,0,0,Kendrick Clancy,0.000,0,0.000,2
,,0,0,,0,0,Darryl Blackstock,0.000,0,0.000,1
,,0,0,,0,0,Aaron Francisco,0.000,0,0.000,1
,,0,0,,0,0,Antonio Smith,0.000,0,0.000,1
,,0,0,,0,0,Robert Tate,0.000,0,0.000,1
,,0,0,,0,0,James Darling,0.000,0,1.000,0
,,0,0,,0,0,Darnell Dockett,0.000,0,1.000,0
,,0,0,,0,0,Chike Okeafor,0.000,0,1.000,0
