field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
1,1,4,4,45,Neil Rackers
1,1,1,1,32,Dan Carpenter
2,2,0,0,38,Phil Dawson
1,1,1,1,48,Jeff Reed
2,2,5,5,51,Nick Folk
3,3,4,4,44,David Akers
1,1,5,5,27,Jason Elam
0,1,2,2,0,Nick Novak
1,2,3,3,38,Rian Lindell
3,3,2,2,35,Sebastian Janikowski
4,4,2,2,46,John Carney
3,3,2,2,30,Shayne Graham
2,2,1,1,44,Stephen Gostkowski
1,1,5,5,39,Dan Carpenter
1,1,4,4,44,Rob Bironas
2,2,0,0,44,Kris Brown
3,4,1,1,43,Robbie Gould
2,2,3,3,35,Matt Bryant
1,2,3,3,48,Shaun Suisham
1,1,2,2,26,Neil Rackers
2,2,2,2,32,Ryan Longwell
1,1,1,1,43,John Kasay
2,2,4,4,34,Matt Prater
1,3,3,3,43,Martin Gramatica
1,2,4,4,25,Joe Nedney
2,2,1,1,51,Jason Hanson
3,3,4,4,38,Olindo Mare
2,2,1,1,43,Josh Brown
0,0,3,3,0,Adam Vinatieri
3,3,2,2,51,Josh Scobee
2,2,1,1,31,David Akers
2,2,0,0,53,Jeff Reed
0,1,4,4,0,Matt Stover
1,1,1,1,38,Phil Dawson
3,3,1,1,38,Mason Crosby
2,2,3,3,39,Nick Folk
2,2,6,6,49,Nate Kaeding
1,1,2,2,32,Jay Feely
2,2,0,0,45,Shayne Graham
2,2,2,2,29,Phil Dawson
3,3,3,3,46,Josh Scobee
2,2,3,3,47,Kris Brown
4,5,3,3,43,Nick Novak
4,5,1,1,56,Matt Prater
1,1,3,3,44,John Kasay
3,3,0,0,44,Jason Elam
2,3,6,6,30,Jay Feely
0,1,3,3,0,Neil Rackers
1,1,4,4,31,Martin Gramatica
3,3,0,0,49,Joe Nedney
3,3,3,3,36,Matt Bryant
0,0,3,3,0,Mason Crosby
3,3,3,3,49,Rob Bironas
1,2,2,2,42,Ryan Longwell
3,4,1,1,32,Sebastian Janikowski
2,4,2,2,47,Nate Kaeding
0,1,2,2,0,Josh Brown
3,3,2,2,45,Rian Lindell
1,1,3,3,36,Nick Folk
4,4,2,2,33,Shaun Suisham
1,1,3,3,41,Robbie Gould
2,4,2,2,31,David Akers
3,3,2,2,49,Jeff Reed
2,2,2,2,33,Matt Stover
2,2,5,5,47,Neil Rackers
1,1,2,2,48,Rian Lindell
1,2,1,1,38,Matt Stover
2,2,1,1,35,Rob Bironas
2,2,4,4,43,John Kasay
2,2,3,3,43,Kris Brown
1,2,4,4,46,Adam Vinatieri
1,2,2,2,47,Dan Carpenter
1,1,1,1,34,Nate Kaeding
0,0,1,1,0,Jason Hanson
2,2,4,4,45,Robbie Gould
1,2,3,3,50,Mason Crosby
2,2,3,3,42,Jason Elam
3,3,5,5,35,John Carney
2,2,0,0,30,Olindo Mare
1,2,2,2,23,David Akers
3,3,2,2,50,Shaun Suisham
3,3,1,1,55,Matt Prater
2,2,1,1,33,Matt Bryant
1,1,4,4,30,Nick Folk
3,3,1,1,41,Shayne Graham
0,0,3,3,0,Joe Nedney
3,3,3,3,49,Stephen Gostkowski
0,0,3,3,0,Josh Scobee
2,2,2,2,38,Jeff Reed
2,4,3,3,53,Martin Gramatica
3,3,3,3,53,Ryan Longwell
3,3,2,2,42,Kris Brown
0,0,4,4,0,Dan Carpenter
1,1,4,4,37,Adam Vinatieri
1,1,0,0,37,Matt Stover
2,2,2,2,43,Jay Feely
0,0,2,2,0,Dave Rayner
2,3,4,4,44,Taylor Mehlhaff
1,3,0,0,24,Sebastian Janikowski
5,6,1,1,48,Jason Elam
2,2,2,2,36,Robbie Gould
1,2,1,1,26,Ryan Longwell
1,1,1,1,40,Jason Hanson
2,3,3,3,49,Matt Bryant
1,1,0,0,20,John Kasay
1,1,2,2,38,Shaun Suisham
4,4,1,1,51,Josh Brown
1,1,2,2,39,Matt Prater
1,1,3,3,48,Josh Scobee
1,1,2,2,50,Olindo Mare
2,2,3,3,51,Mason Crosby
1,1,3,3,41,Neil Rackers
1,2,3,3,52,Nick Folk
4,4,2,2,53,Joe Nedney
4,5,4,4,38,David Akers
3,4,3,3,35,Nate Kaeding
1,2,1,1,47,Stephen Gostkowski
2,3,3,3,28,Phil Dawson
0,0,2,2,0,John Carney
3,4,2,2,44,Rian Lindell
0,0,2,2,0,Nate Kaeding
1,1,1,1,26,Dave Rayner
1,1,5,5,21,Jeff Reed
1,3,1,1,26,Nick Novak
2,2,4,4,49,Rob Bironas
2,2,1,1,26,Dan Carpenter
2,2,3,3,47,Matt Stover
3,3,3,3,48,John Kasay
0,0,1,1,0,Taylor Mehlhaff
2,3,6,6,48,Robbie Gould
2,2,5,5,42,Ryan Longwell
2,3,3,3,48,John Carney
1,1,2,2,40,Joe Nedney
2,3,4,4,52,Josh Brown
0,1,2,2,0,Nick Folk
0,0,4,4,0,Kris Brown
2,2,1,1,54,Jason Hanson
0,1,2,2,0,Shaun Suisham
1,2,0,0,37,Phil Dawson
2,3,4,4,31,Mason Crosby
0,1,2,2,0,Adam Vinatieri
3,4,1,1,57,Sebastian Janikowski
2,2,1,1,52,Jay Feely
2,3,2,2,27,Matt Bryant
1,2,1,1,26,Olindo Mare
2,2,5,5,40,Stephen Gostkowski
0,0,1,1,0,Matt Prater
1,1,4,5,23,Taylor Mehlhaff
3,3,3,3,33,Nate Kaeding
2,2,3,3,38,Matt Stover
1,1,1,1,22,Sebastian Janikowski
3,4,2,2,45,Dan Carpenter
3,3,1,1,47,Rian Lindell
0,1,4,4,0,Jay Feely
1,1,3,3,30,Connor Barth
2,2,3,3,50,John Kasay
1,1,2,2,21,Neil Rackers
2,2,1,1,45,Nick Folk
3,4,0,0,41,Matt Bryant
1,1,2,2,43,Jason Hanson
4,5,1,1,47,Shaun Suisham
3,3,2,2,41,Stephen Gostkowski
3,3,1,1,44,Josh Brown
2,2,3,3,36,David Akers
0,0,2,2,0,Jason Elam
1,2,2,2,53,Josh Scobee
3,3,2,2,42,Phil Dawson
0,0,2,2,0,Jeff Reed
4,4,1,1,35,John Carney
0,0,5,5,0,Kris Brown
2,2,0,0,43,Shayne Graham
2,2,1,1,42,Joe Nedney
2,2,4,4,43,Olindo Mare
3,4,2,2,48,Rob Bironas
0,0,3,3,0,Adam Vinatieri
1,2,2,2,53,Rian Lindell
4,5,2,2,37,Jay Feely
0,0,3,3,0,Shayne Graham
2,2,1,1,52,Josh Scobee
2,2,3,3,54,Phil Dawson
3,3,4,4,41,Matt Stover
0,0,4,4,0,Ryan Longwell
0,0,3,3,0,Kris Brown
2,2,3,3,41,Robbie Gould
1,1,2,3,52,Jason Hanson
2,2,3,3,39,Connor Barth
3,3,1,1,43,Matt Bryant
0,0,1,1,0,Josh Brown
2,2,4,4,36,Neil Rackers
4,5,1,1,41,Rob Bironas
3,3,1,1,38,Mason Crosby
1,2,2,2,50,Matt Prater
4,4,2,2,47,Dan Carpenter
0,0,5,5,0,John Carney
0,0,2,2,0,Nick Folk
0,0,1,1,0,Olindo Mare
4,4,2,2,42,David Akers
1,2,3,3,48,Jason Elam
1,1,1,1,52,Adam Vinatieri
3,3,0,0,35,Stephen Gostkowski
2,2,0,0,44,Shaun Suisham
1,1,2,3,35,Jeff Reed
3,3,3,3,52,Phil Dawson
2,3,4,4,35,Matt Prater
0,1,2,2,0,Robbie Gould
0,1,3,3,0,Rob Bironas
0,1,2,2,0,Jason Hanson
1,1,5,5,34,Josh Scobee
2,3,2,2,37,Stephen Gostkowski
1,1,1,1,25,Rian Lindell
2,2,4,4,27,Jason Elam
2,2,2,2,44,Garrett Hartley
0,0,3,3,0,Dan Carpenter
2,2,1,1,37,Olindo Mare
1,2,3,3,54,Ryan Longwell
2,3,3,3,47,Mason Crosby
4,4,5,5,55,Jay Feely
1,1,0,0,37,Josh Brown
2,3,0,0,45,Sebastian Janikowski
1,2,2,2,32,John Kasay
2,2,2,2,42,Jeff Reed
1,1,3,3,36,Adam Vinatieri
2,2,1,1,48,Kris Brown
0,1,4,4,0,Matt Stover
1,1,0,0,54,Steven Hauschka
2,2,2,2,34,Nate Kaeding
0,0,1,1,0,Connor Barth
1,1,4,4,29,David Akers
3,3,3,3,28,John Carney
3,3,2,2,33,Neil Rackers
1,1,3,3,41,Joe Nedney
3,3,2,2,47,Stephen Gostkowski
2,2,4,4,34,Jay Feely
2,2,2,2,46,Jason Elam
1,2,3,3,20,Matt Prater
4,4,3,3,40,Adam Vinatieri
2,2,3,3,34,Kris Brown
0,0,2,2,0,Josh Scobee
1,1,3,3,32,Rob Bironas
1,1,2,2,38,Dan Carpenter
2,3,1,1,37,Sebastian Janikowski
1,1,3,3,19,Lawrence Tynes
1,2,1,1,38,Matt Stover
1,1,4,4,29,John Kasay
3,3,1,1,56,Jason Hanson
2,3,1,1,41,Shayne Graham
2,2,1,1,42,David Akers
3,3,4,4,53,Mason Crosby
1,1,0,0,35,Robbie Gould
2,2,2,2,21,Connor Barth
3,3,3,3,35,Garrett Hartley
4,5,1,1,39,Matt Bryant
2,2,1,1,43,Ryan Longwell
0,0,5,5,0,Joe Nedney
3,4,1,1,48,Josh Brown
0,0,2,2,0,Olindo Mare
4,4,2,2,54,Neil Rackers
3,4,0,0,41,Jeff Reed
1,2,1,1,22,Nate Kaeding
1,2,1,1,41,Shaun Suisham
0,0,2,2,0,Nick Folk
2,3,3,3,31,Rian Lindell
5,5,2,2,56,Phil Dawson
2,2,3,3,38,Jeff Reed
1,1,1,1,26,Shayne Graham
2,3,0,0,32,Phil Dawson
3,5,1,1,36,Kris Brown
1,1,4,4,45,Connor Barth
4,4,6,6,39,Rian Lindell
0,0,4,4,0,Dan Carpenter
2,2,6,6,30,Stephen Gostkowski
2,2,1,1,49,Rob Bironas
2,2,4,4,30,Jay Feely
1,1,6,6,23,Jason Elam
2,2,2,2,23,John Kasay
2,2,4,4,44,Matt Stover
0,1,0,0,0,Steven Hauschka
0,0,1,1,0,David Akers
4,4,3,3,48,Nick Folk
3,4,1,1,35,Joe Nedney
2,2,2,2,40,Jason Hanson
1,1,5,5,48,Matt Bryant
1,3,1,1,21,Josh Scobee
3,3,3,3,54,Ryan Longwell
1,2,0,0,43,Josh Brown
2,2,3,3,43,Robbie Gould
1,3,1,1,44,Matt Prater
1,1,4,4,26,Sebastian Janikowski
3,4,2,2,44,Neil Rackers
3,3,4,4,33,John Carney
1,2,2,2,45,Olindo Mare
2,3,2,2,26,Shaun Suisham
2,2,2,2,47,Nate Kaeding
3,3,2,2,51,Adam Vinatieri
1,1,6,6,30,Garrett Hartley
0,0,3,3,0,Mason Crosby
1,1,1,1,53,Jason Hanson
4,4,5,5,49,Rob Bironas
2,2,4,4,42,Nick Folk
3,3,0,0,44,Olindo Mare
2,2,6,6,42,David Akers
0,0,2,2,0,Neil Rackers
2,3,0,0,34,Phil Dawson
1,2,1,1,30,Adam Vinatieri
1,1,0,0,21,Shayne Graham
2,2,4,4,27,Matt Stover
1,1,2,2,30,Jay Feely
2,2,4,4,35,Matt Prater
4,4,0,0,51,Josh Brown
3,3,1,1,47,Dan Carpenter
1,3,0,0,22,Rian Lindell
1,1,1,1,50,Joe Nedney
3,3,2,2,44,Mason Crosby
0,0,5,5,0,John Kasay
3,3,2,2,38,Matt Bryant
2,2,2,2,47,Garrett Hartley
0,1,1,1,0,Shaun Suisham
3,3,2,2,39,John Carney
1,2,1,1,28,Nate Kaeding
2,2,2,2,40,Jason Elam
1,2,1,1,29,Stephen Gostkowski
4,5,3,3,45,Jeff Reed
2,2,1,1,51,Sebastian Janikowski
2,2,2,2,38,Connor Barth
2,2,4,4,27,Ryan Longwell
0,0,2,2,0,Robbie Gould
3,3,3,3,50,Kris Brown
1,2,2,2,29,Josh Scobee
2,2,4,4,39,Nate Kaeding
0,0,1,1,0,Sebastian Janikowski
3,3,2,2,36,Robbie Gould
1,1,1,1,42,Josh Scobee
0,0,3,3,0,Mason Crosby
3,4,1,1,41,Kris Brown
0,0,5,5,0,Adam Vinatieri
1,1,0,0,19,Shayne Graham
0,0,4,4,0,Rob Bironas
3,4,0,0,47,Phil Dawson
1,1,3,3,32,Matt Stover
1,2,1,1,43,Shaun Suisham
3,3,1,1,39,Jason Hanson
2,2,2,2,50,Ryan Longwell
0,1,2,2,0,John Carney
2,4,2,2,51,David Akers
3,3,2,2,46,Garrett Hartley
1,1,2,2,23,Jason Elam
1,1,0,0,40,Rian Lindell
3,4,1,1,50,Dan Carpenter
1,2,3,3,33,Matt Prater
1,1,2,2,26,Connor Barth
1,1,3,3,32,Joe Nedney
0,0,2,2,0,Jay Feely
2,3,2,2,41,Jeff Reed
2,2,1,1,44,Nick Folk
2,2,4,4,44,Neil Rackers
1,2,1,1,51,Josh Brown
0,0,3,3,0,Olindo Mare
3,3,1,1,50,Stephen Gostkowski
1,1,5,5,33,John Kasay
1,2,2,3,20,Matt Bryant
2,2,3,3,35,Robbie Gould
1,1,3,3,30,Garrett Hartley
3,3,0,0,28,Matt Stover
2,2,1,1,31,Jeff Reed
3,3,3,3,44,John Kasay
1,2,1,1,43,Matt Prater
2,3,1,1,32,Kris Brown
4,4,0,0,51,Rob Bironas
0,2,3,3,0,Connor Barth
1,1,1,1,32,Nate Kaeding
1,1,4,4,31,Jay Feely
2,2,3,3,48,Rian Lindell
2,2,1,1,34,Jason Elam
1,2,1,1,38,Matt Bryant
2,2,2,2,45,Shayne Graham
2,2,1,1,36,Shaun Suisham
1,1,4,4,31,Adam Vinatieri
2,2,1,1,51,Jason Hanson
0,1,2,2,0,Josh Scobee
3,3,1,1,38,Mason Crosby
0,1,2,2,0,Dan Carpenter
3,3,0,0,38,Joe Nedney
2,2,2,2,48,Josh Brown
3,3,2,2,50,Olindo Mare
0,0,2,2,0,Neil Rackers
0,1,5,5,0,Ryan Longwell
0,0,2,3,0,Sebastian Janikowski
0,0,7,7,0,Stephen Gostkowski
0,0,2,2,0,Nick Folk
2,2,0,0,47,John Carney
3,3,3,3,34,David Akers
1,1,1,1,27,Phil Dawson
1,1,3,3,44,Josh Scobee
1,2,4,4,45,Adam Vinatieri
1,1,3,3,35,Nick Folk
4,4,3,3,37,Matt Stover
0,1,2,2,0,Shayne Graham
3,4,2,2,43,Matt Prater
3,3,3,3,49,Rian Lindell
1,1,4,4,27,Connor Barth
1,1,5,5,34,Dan Carpenter
1,1,4,4,42,Rob Bironas
0,1,2,2,0,Jeff Reed
1,2,1,1,33,Shaun Suisham
1,1,0,0,22,David Akers
4,4,5,5,38,Stephen Gostkowski
0,0,1,1,0,Neil Rackers
0,0,1,1,0,Jason Hanson
0,0,6,6,0,Garrett Hartley
1,1,2,2,29,Ryan Longwell
1,1,3,3,22,Jason Elam
2,2,2,2,35,John Carney
0,1,4,4,0,John Kasay
3,3,1,1,43,Josh Brown
1,1,2,2,48,Joe Nedney
2,2,1,1,38,Olindo Mare
1,1,0,0,20,Jay Feely
2,2,3,3,33,Sebastian Janikowski
3,3,1,1,53,Kris Brown
1,1,3,3,49,Matt Bryant
2,2,5,5,57,Nate Kaeding
2,2,2,2,38,Robbie Gould
1,3,2,2,28,Mason Crosby
1,1,4,4,22,Jeff Reed
0,1,0,0,0,Phil Dawson
3,3,2,2,38,Adam Vinatieri
0,1,0,0,0,Rob Bironas
0,1,0,0,0,Rian Lindell
2,3,1,1,33,Stephen Gostkowski
2,3,3,3,41,Matt Stover
0,0,1,1,0,Josh Scobee
3,3,1,1,43,Shayne Graham
1,1,0,0,28,Jay Feely
1,1,3,3,48,Dan Carpenter
1,1,3,3,29,Matt Bryant
1,1,4,4,25,Sebastian Janikowski
3,4,5,5,50,David Akers
2,2,0,0,42,Nick Folk
2,2,2,2,50,Ryan Longwell
4,5,1,1,51,John Carney
1,1,4,4,22,Kris Brown
1,1,3,3,37,Robbie Gould
1,1,4,4,39,Jason Elam
2,2,3,3,31,Josh Brown
1,2,4,4,36,Mason Crosby
0,0,3,3,0,Jason Hanson
1,1,4,4,21,Garrett Hartley
4,5,3,3,45,John Kasay
1,1,7,7,28,Nate Kaeding
0,0,1,2,0,Matt Prater
2,3,3,3,39,Joe Nedney
1,1,3,3,41,Shaun Suisham
2,2,4,4,32,Neil Rackers
0,1,3,3,0,Olindo Mare
0,1,4,4,0,Neil Rackers
1,1,3,3,30,Jason Elam
1,1,2,2,26,Nate Kaeding
1,1,2,2,43,Adam Vinatieri
1,1,0,1,19,Dan Carpenter
2,2,3,3,31,Matt Stover
0,0,2,2,0,Ryan Longwell
4,4,2,2,51,David Akers
1,2,1,1,27,Rob Bironas
2,2,1,1,43,Matt Stover
0,0,1,1,0,John Kasay
4,5,3,3,49,Neil Rackers
3,5,0,0,36,John Carney
3,3,2,2,35,David Akers
0,0,5,5,0,Jeff Reed
1,1,3,3,42,Nate Kaeding
1,1,3,3,49,Neil Rackers
2,3,1,2,45,David Akers
3,3,2,2,46,Jeff Reed
0,0,2,2,0,Matt Stover
0,0,3,3,0,Neil Rackers
2,2,3,3,21,Jeff Reed
