completions, interceptions thrown, name, passes, passing touchdowns, passing yards
24,0,P Ely,34,4,337
1,0,M Julian,1,0,23
27,0,S Goldrich,39,2,291
4,1,A Vailas,6,0,47
21,0,T Jones,25,4,278
4,0,C White,5,0,41
8,0,B Anderson,19,0,76
1,0,M Terrell,2,0,12
39,2,D Webb,52,4,452
19,0,T Reed,33,0,140
4,0,R Howard,6,1,79
1,0,B Watkins,1,0,9
13,1,C Clements,19,2,152
0,0,J Briscoe,1,0,0
17,0,B Silvers,24,0,162
4,0,D Pruitt,6,0,39
25,0,C Kessler,37,4,394
3,0,M Browne,4,0,30
11,1,B Burrell,19,0,92
7,3,B Connette,17,0,68
13,0,M Johns,22,2,154
16,2,G Lambert,23,0,112
20,0,B Hundley,33,0,242
23,1,M Brewer,30,2,251
1,0,M Leal,1,0,15
8,0,S Cluley,21,0,108
1,0,C Brumbaugh,2,0,9
13,1,C Kirkegaard,21,0,92
24,0,J Johnson,45,1,185
1,0,R Burke,1,1,26
13,0,B Petty,23,2,161
13,1,S Russell,23,1,124
1,0,C Johnson,1,0,28
15,0,N Burcham,26,0,59
3,0,K Cassel,8,0,20
3,1,M Davis,6,0,12
27,0,J Worley,38,3,273
0,0,A Howard,1,0,0
1,0,N Peterman,1,0,0
18,2,C Keeton,35,1,144
20,0,W Gardner,28,2,206
17,2,B Kaaya,29,1,174
22,1,T Carter,33,1,228
17,0,A Solomon,32,1,231
10,2,T Murphy,28,1,134
10,1,C Voytik,20,2,111
12,0,C Fajardo,21,0,110
38,2,C Halliday,57,1,389
11,0,B Sims,13,2,214
15,0,J Coker,24,1,202
12,0,G Hankerson,19,0,88
10,1,K Bryant,17,2,149
5,0,T Lamb,10,1,94
1,0,L Hallock,2,0,2
7,2,D Wolf,14,0,28
2,0,D Salmon,6,0,11
0,1,R Gallaher,3,0,0
4,0,B Allen,5,4,117
4,1,A Allen,9,0,72
12,1,K Henderson,30,1,105
9,0,B Hebert,13,0,103
6,0,A Santiago,6,0,96
1,0,A Schurr,1,0,29
34,3,J Licata,49,5,396
0,0,J Johnson,1,0,0
10,0,N Marshall,19,1,101
3,0,J Johnson,4,0,34
16,2,B Jurich,27,1,218
3,1,J Gray,5,0,36
16,0,S Russell,25,5,438
3,0,C Johnson,3,0,17
7,1,Z Adkins,17,0,112
1,0,M Flores,1,0,12
0,0,D Hazlewood,1,0,0
22,1,G Hedrick,33,2,352
31,2,G Grayson,58,3,434
22,1,J Knapke,31,1,237
3,0,C Callaway,3,0,29
26,1,A Cobb,43,0,224
3,0,H Alford,7,0,63
1,0,R Swingle,5,0,34
17,0,J Goff,22,4,229
3,0,L Rubenzer,4,1,84
1,0,A Hinder,3,0,13
15,1,G Safron,33,1,149
5,0,D Kniffin,8,0,35
22,0,C Stoudt,31,1,302
8,0,D Watson,9,3,154
2,0,N Schuessler,2,0,11
9,1,T Wiley,15,0,25
3,0,A Kollock Jr,10,0,12
12,0,C Whitmer,27,1,142
8,0,C Bednarski,19,1,128
4,0,J Kinder,10,0,68
14,0,E Hilliard,15,0,169
9,0,A McGough,18,2,60
10,2,B Gehring,21,0,65
1,0,C Andrews,2,0,55
31,0,J Driskel,45,1,248
2,0,T Harris,2,2,148
5,0,B Roback,10,0,29
2,0,Jr,6,0,12
2,1,R Bolden,5,0,4
22,0,J Winston,27,2,256
3,0,S Maguire,5,0,28
3,0,A Miller,11,1,46
2,0,D Allen,2,1,26
0,0,A Glover,1,0,0
21,2,N Arbuckle,37,1,294
25,1,T Rogers,44,3,241
2,0,F Upshaw,3,1,53
2,0,K Ellison,2,1,43
12,0,T Smith II,20,1,110
9,1,K Wilson,19,0,98
20,1,I Woolsey,50,0,236
0,0,J Iosefa,1,0,0
26,1,S Mannion,37,3,300
14,0,J OKorn,25,1,200
1,0,B Cosh,1,0,2
11,2,S Johnson,18,0,151
2,1,D Williams,9,0,24
35,1,W Lunt,50,3,456
28,1,B Doughty,48,2,297
33,0,J Rudock,52,2,322
2,0,C Beathard,3,0,20
15,0,O Mann,30,0,129
21,1,S Richardson,30,1,185
1,0,J West,1,1,29
16,0,J Waters,29,0,239
12,0,M Cozart,24,3,196
12,3,K Snyder,27,3,269
1,0,P McRoberts,1,0,28
17,1,C Reardon,40,2,213
15,0,B Bridge,25,1,161
16,0,P Towles,30,1,173
14,0,J Sprague,26,0,150
1,0,G Windham,1,0,6
0,0,D Vick,6,0,0
19,1,T Broadway,31,1,150
10,0,B Haack,13,1,87
22,0,C Sokol,33,2,295
24,1,P Thomas,44,2,384
26,2,M Linehan,47,3,324
13,0,W Gardner,22,2,133
8,0,R Bonnafon,11,1,112
3,0,B Nelson,4,0,23
1,0,K Bolin,2,0,10
13,0,K Humphries,19,2,158
8,1,C Bennett,19,1,93
7,0,A Jennings,13,3,188
4,0,B Harris,5,1,62
8,2,J Johnson,25,0,142
1,0,D King III,3,0,14
20,1,B Frohnapfel,38,3,267
26,1,S Liufau,42,3,318
12,2,B Kaaya,22,2,177
5,0,J Heaps,8,0,41
6,0,D Fleming,14,0,89
0,0,C Royal,3,0,0
25,3,A Hendrix,52,1,359
5,1,J McClain,11,0,91
8,0,B Coney,16,0,64
1,0,J Glover,1,1,43
5,1,M Leidner,11,1,67
22,3,A Grammer,38,1,255
15,0,R Cato,29,2,267
3,0,G Holcombe,6,0,25
17,1,M Lowrie,28,1,111
12,1,D Prescott,25,4,210
2,0,D Williams,6,0,13
5,0,J Briscoe,15,2,231
10,1,C Clements,18,1,167
1,0,N Smith,1,0,37
0,1,G Everett,1,0,0
20,0,M Williams,29,2,255
1,1,M Trubisky,2,0,8
23,3,Q Kaehler,39,1,341
21,0,J Brissett,29,2,253
35,1,T Heinicke,49,2,275
1,0,A Vaughan,1,0,34
16,1,T Armstrong Jr,31,2,242
9,1,T Bolfing,17,0,101
3,0,D Sams,9,0,59
7,0,L Jordan,11,1,130
0,0,C Mitchem,0,0,0
11,0,T Kelly,20,2,192
1,0,M Bercovici,1,0,6
27,1,T Siemian,41,1,268
1,0,Z Oliver,2,1,54
6,0,D Hare,10,2,109
3,0,A Maddie,4,0,36
4,0,M McIntosh,9,0,35
23,0,E Golson,34,3,226
19,3,D Gardner,32,0,189
9,0,J Greer,12,0,86
3,0,A McNulty,5,0,22
11,0,K Cassel,21,1,134
12,2,N Burcham,22,0,99
1,0,M Davis,2,0,33
9,3,J Barrett,29,1,219
23,2,M Brewer,36,2,199
16,0,D Garman,26,2,244
5,0,J Walsh,9,0,30
14,0,K Harris,21,2,206
1,0,J Burton,1,0,8
1,0,B Lambert,2,0,5
17,0,M Mariota,28,3,318
29,2,C Cook,47,2,343
22,2,C Hackenberg,36,3,319
0,0,B Belton,1,0,0
24,0,K Pohl,46,0,208
17,2,D Etling,32,0,126
6,0,A Appleby,16,1,78
11,1,C Rush,16,2,172
15,0,G Nova,19,4,282
1,0,C Laviano,3,0,6
14,1,G McGhee,29,0,168
25,1,D Thompson,38,1,266
32,2,S Carden,46,1,321
14,1,S Bench,36,0,164
1,0,M White,1,0,12
17,2,C Brown,28,2,203
21,0,N Mullens,33,2,208
14,2,Jr,26,0,94
1,0,Jr,1,1,4
22,0,K Hogan,30,0,285
15,0,C Kessler,22,0,135
29,1,P Walker,49,2,240
4,0,K Reynolds,8,0,30
22,1,J Worley,38,2,247
2,0,D Barnett,3,0,24
21,0,F Knighten,34,1,166
1,0,L Ferguson,1,0,24
1,0,T Houston,1,0,24
0,0,B Cox,1,0,0
20,1,T Swoopes,31,1,176
18,1,T Hill,28,0,181
12,3,T Lee,22,2,173
4,0,D Powell,11,0,57
3,1,J Thomas,8,0,15
23,2,D Evans,43,1,204
4,1,J Calcagni,7,0,30
21,0,T Knight,34,2,299
3,0,C Thomas,4,0,20
17,1,P Ely,34,0,204
6,0,L Woodside,10,0,52
21,2,M Mauk,32,5,325
0,0,E Printz,1,0,0
19,0,B Silvers,27,0,160
3,0,D Pruitt,7,0,78
27,0,A Boone,41,1,268
1,0,T Sirk,1,1,2
17,0,K Hill,26,4,283
12,1,K Allen,16,2,122
16,1,C Berry,42,0,153
33,1,B Hundley,44,3,396
27,0,P Lynch,41,1,305
0,0,K Malone,1,0,0
11,3,B Decker,18,1,121
0,1,M Sullivan,1,0,0
16,1,S Rubalcaba,21,0,189
11,0,T Wilson,20,5,181
4,0,K Thompson,7,1,87
16,0,B Connette,24,1,177
8,0,B Burrell,16,2,106
9,0,J Showers,25,0,116
0,0,A Jones,1,0,0
17,0,D Webb,31,3,278
13,1,C Keeton,30,0,116
23,3,J Arias,47,2,307
6,1,S Rivers,25,0,60
23,0,B Wallace,30,1,320
4,0,R Buchanan,7,0,38
1,0,D Kincade,1,0,9
13,0,G Lambert,15,1,102
4,1,M Johns,7,1,65
1,0,D Watford,1,0,6
24,2,M Strauss,36,0,266
5,1,M Rocco,11,0,97
29,3,J Wolford,37,2,287
0,0,T Cameron,1,0,0
0,1,M Lee,1,0,0
6,1,L Beatty,7,0,45
3,0,T Maxwell,10,0,9
0,1,C Arrington,1,0,0
14,0,C Miles,24,1,180
31,0,V Adams,46,7,470
23,1,T McEvoy,28,3,283
1,0,B Houston,1,1,6
13,1,T Norvell,21,0,108
35,0,C Trickett,40,2,348
3,0,W Crest Jr,4,0,7
7,0,C Frazier,17,0,60
1,0,J Brennan,7,0,20
23,0,C Kirkegaard,37,2,282
17,0,K Pearson,32,0,226
21,2,T Hill,34,1,200
30,0,J OKorn,52,3,307
1,0,G Ward Jr,1,0,8
5,0,D Williams,7,0,98
13,0,J Greer,27,0,77
20,1,C Sokol,31,5,243
2,0,R Higgins,4,0,20
14,0,J Licata,25,1,171
4,0,T Daniel,6,1,84
23,0,B Petty,34,4,416
2,0,S Russell,3,1,64
25,0,G Kiel,37,6,418
4,0,M Legaux,5,0,18
27,0,L Woodside,40,3,322
1,0,M Julian,2,0,1
0,0,D Macon,1,0,0
12,0,B Sims,17,2,168
5,0,J Coker,7,0,46
19,0,N Mullens,35,0,207
0,0,C Weeks,2,0,0
22,1,A Solomon,26,3,278
29,0,C Fajardo,39,3,321
24,0,O Mann,46,1,266
25,0,M Perish,43,3,317
5,1,T Murphy,13,0,54
31,0,C Kessler,41,4,317
46,1,J Knapke,73,3,395
31,0,N Sudfeld,41,1,347
18,0,C Rush,34,0,183
20,0,T Hunt,30,1,175
31,2,S Liufau,46,3,278
4,0,J Gehrke,8,0,35
13,0,T Kelly,21,3,195
2,0,M Bercovici,4,0,8
16,2,C Whitmer,29,2,209
6,0,T Boyle,9,0,33
19,0,G Hedrick,27,2,233
1,0,M Miller,1,1,7
0,0,T Johnson,1,0,0
22,0,G Grayson,31,4,425
3,0,N Stevens,3,0,27
21,0,L Lacy,34,1,200
19,0,A Boone,33,2,180
1,0,T Sirk,2,0,0
11,2,M Cozart,27,0,89
1,0,M Cummings,2,0,6
15,0,J Johnson,20,3,318
3,0,G Hankerson,3,1,23
24,2,D Evans,49,1,269
0,0,J Calcagni,3,0,0
15,0,A McGough,30,2,224
2,0,E Hilliard,5,0,12
9,1,C Voytik,17,1,89
2,0,T Anderson,2,0,12
25,1,J Driskel,43,3,295
24,3,P Towles,45,3,369
30,0,B Burrell,59,1,241
12,0,T Armstrong Jr,21,3,260
2,0,R Fyfe,3,1,22
26,1,N Arbuckle,42,2,414
12,0,K Pearson,15,2,224
11,0,J Thomas,24,4,188
7,0,K Ellison,10,1,164
6,0,F Upshaw,12,0,81
14,0,I Woolsey,30,1,188
3,0,J Higgins,6,0,37
19,0,S Kollmorgen,40,2,265
0,0,B Carnes,1,0,0
27,1,M Linehan,41,3,362
8,0,Z Terrell,13,3,218
16,1,J Rudock,24,0,146
25,0,S Richardson,37,2,255
11,1,A Jennings,18,0,139
1,0,B Harris,2,0,14
16,0,P Thomas,30,0,77
19,1,C Brown,35,1,241
2,0,C Rowe,3,1,43
37,1,C Trickett,49,4,511
15,1,B Kaaya,23,4,341
0,0,J Heaps,2,0,0
22,0,F Knighten,40,0,217
1,0,T Houston,1,1,19
0,1,L Ferguson,1,0,0
13,1,D Gardner,20,2,184
0,0,S Morris,2,0,0
12,1,A Hendrix,26,1,165
23,1,B Wallace,28,4,316
5,0,D Kincade,6,0,20
1,0,R Buchanan,2,0,4
15,3,T Broadway,30,0,129
14,1,M Mauk,24,4,144
22,2,J Holman,36,1,209
17,1,R Cato,29,4,425
3,0,G Holcombe,4,0,23
18,1,D Vick,29,1,200
4,0,J Sprague,8,1,36
0,0,G Windham,1,0,0
17,0,A Grammer,28,1,218
43,1,B Doughty,66,4,593
25,0,E Golson,40,2,259
27,2,D Etling,40,2,234
23,1,J Barrett,30,6,312
2,0,C Jones,4,0,32
14,3,C Reardon,27,0,76
1,0,N Strock,6,0,3
20,1,T Knight,33,1,308
21,2,J Worley,44,1,201
16,0,D Garman,30,2,315
8,1,B Bogenschutz,14,0,82
7,0,T Carter,15,0,51
17,1,T Heinicke,30,0,187
9,0,B Roback,17,0,56
3,0,R Bolden,7,0,16
19,0,M Mariota,23,2,221
6,0,J Lockie,8,0,72
19,2,C Kirkegaard,33,2,284
15,5,G Nova,30,0,192
25,1,C Hackenberg,44,0,309
21,1,B Bridge,39,0,203
7,1,M Floyd,16,0,85
13,0,D Prescott,21,1,201
1,0,J Lewis,1,1,24
2,0,D Williams,2,0,1
21,1,D Thompson,30,3,271
16,0,H Mason,22,2,191
4,0,M White,16,1,82
1,2,Q Flowers,4,0,7
20,0,J Brissett,29,2,266
1,1,G Leatham,4,0,8
20,0,K Hogan,28,4,216
2,0,A Santiago,2,0,13
0,1,A Schurr,2,0,0
27,1,T Boykin,46,2,258
12,3,M Leidner,26,0,151
2,0,C Streveler,3,1,18
24,0,T Swoopes,34,2,196
23,0,J Neuheisel,30,2,178
4,0,B Hundley,4,0,48
14,2,T Lee,30,3,238
16,2,B Bennett,34,1,213
12,0,B Silvers,21,1,187
9,0,D Pruitt,17,0,99
25,2,P McKenzie,34,2,312
20,0,K Hill,31,4,300
1,1,K Allen,2,0,9
21,0,D Jackson,32,1,212
3,0,T Stehling,4,0,29
24,1,T Jones,36,1,231
5,1,T Smith,7,2,117
27,2,D Webb,45,3,252
6,0,B Allen,12,0,61
18,0,C Clements,23,0,228
4,1,J Briscoe,8,0,60
8,3,B Wells,22,1,166
3,0,J Lee,9,0,71
1,0,C Leachman,3,0,20
24,1,B Decker,42,2,397
18,0,D Hare,28,3,285
13,1,J Showers,16,1,126
22,2,T Rogers,40,2,324
1,0,A Allen,1,0,11
20,1,C Keeton,27,1,166
11,1,D Garretson,16,1,121
1,0,R Butler,1,1,44
20,2,J Wolford,50,2,257
15,0,P Robinette,21,1,147
1,1,W Freebeck,2,0,3
17,0,B Frohnapfel,34,1,205
1,0,B McDonald,1,1,53
13,1,G Lambert,24,1,162
3,1,M Johns,6,0,9
14,2,W Gardner,34,2,164
6,0,R Bonnafon,9,0,39
30,2,M Brewer,56,3,298
23,0,S Carden,47,3,427
14,0,C Miles,21,1,187
2,0,M Hall,2,0,32
0,0,J Mickens,1,0,0
17,1,W Lunt,27,2,224
4,0,R OToole,5,0,49
41,2,C Halliday,62,6,544
2,0,L Falk,2,1,86
31,1,K McDonagh,51,1,269
24,2,J Waters,40,0,245
17,1,N Marshall,31,2,231
10,1,M White,18,1,113
6,0,C Whitmer,10,1,88
17,2,K Pohl,37,0,151
8,0,T Woodson,15,1,100
17,1,R Cato,31,1,210
3,0,G Holcombe,7,0,32
19,1,F Knighten,33,1,190
27,1,D Garretson,46,2,268
23,1,B Sims,33,4,445
1,0,J Coker,2,1,4
9,2,J Driskel,28,1,93
15,0,B Allen,22,2,199
1,0,A Allen,1,0,16
18,0,D Hare,29,2,179
1,0,A Maddie,2,0,1
47,2,A Solomon,73,5,520
18,1,J Goff,30,3,380
11,1,T Murphy,18,1,130
1,0,D Wade,3,0,6
8,0,D Collins,13,1,113
2,0,D Belcher,5,0,10
24,0,G Hedrick,31,0,237
20,1,T Broadway,38,0,160
1,0,H Stover,1,0,14
13,0,J Licata,25,3,229
2,0,T Daniel,3,1,33
0,0,C Michael,1,0,0
3,0,T Ervin,12,1,99
13,0,T Hill,23,2,187
21,1,G Lambert,35,0,188
14,0,M Johns,23,1,139
6,0,J Holman,11,2,145
2,0,N Patti,2,0,37
9,0,Q Williams,12,0,102
1,0,L Brihm,2,0,1
25,2,G Kiel,39,4,271
13,1,A Hendrix,26,2,262
29,2,S Liufau,45,2,287
4,0,J Higgins,17,0,66
10,0,I Woolsey,24,0,64
3,1,T Graham,5,0,25
15,1,A Boone,27,0,181
0,0,T Sirk,1,0,0
14,3,T Lee,35,0,160
0,1,R Marbley,1,0,0
30,1,S Carden,48,4,438
2,0,K Benkert,2,0,8
14,1,M Williams,25,0,127
8,0,M Trubisky,16,1,103
1,0,R Switzer,1,1,35
1,0,T Hibbard,1,0,29
8,0,E Hilliard,12,0,70
5,2,A McGough,13,0,47
16,0,W Gardner,28,2,295
3,0,K Bolin,5,0,25
1,0,B Nelson,3,0,4
21,2,S Maguire,39,1,305
19,0,D Watson,28,0,266
3,0,C Stoudt,5,0,40
13,1,B Burrell,20,2,145
4,0,Z Greenlee,7,1,109
5,0,B Connette,11,1,51
16,1,A Olsen,28,2,309
2,0,A Cantu,2,0,9
8,0,H Mason,11,2,97
4,0,B Ramsey,8,1,66
2,0,F Bauta,3,0,17
16,1,D Pruitt,27,0,158
2,0,D Tidwell,5,0,11
0,0,K Edenfield,1,0,0
12,2,J OKorn,27,2,135
0,0,B Cosh,1,0,0
0,0,G Ward Jr,1,0,0
12,2,B Decker,28,0,113
4,1,N Sherry,11,0,33
25,1,W Lunt,39,2,266
29,1,T Jones,43,4,336
23,1,M Cozart,33,2,226
1,0,J Dineen,1,0,5
18,1,C Rush,26,0,178
13,0,A Jennings,26,0,157
6,1,B Harris,9,2,140
1,0,T Magee,1,0,44
15,0,D Prescott,24,2,268
20,3,C Sokol,34,1,280
21,2,Z Adkins,35,0,205
5,0,C Cook,6,2,83
4,1,T OConnor,5,1,58
5,0,D Terry,8,0,19
10,1,R Bolden,29,2,115
21,1,P Lynch,35,2,219
24,1,A Grammer,35,0,237
14,2,D Gardner,26,0,148
4,1,S Morris,13,0,42
14,0,T Wilson,20,1,172
4,1,K Thompson,7,0,33
1,1,C Streveler,7,0,7
14,2,B Jurich,29,1,161
2,0,J Gray,4,0,25
28,1,M Mauk,47,2,326
18,0,N Sudfeld,33,1,252
12,0,K Reynolds,22,1,231
12,0,G Nova,15,0,151
14,0,J Brissett,21,3,195
0,0,G Leatham,1,0,0
14,0,H McMath,24,0,127
9,1,T Armstrong Jr,13,2,113
28,2,B Kaaya,42,3,359
32,2,T Rogers,47,2,333
2,0,C Mitchem,4,0,20
1,0,D Anaya,1,1,18
3,0,L Jordan,3,1,16
2,0,C Gautsche,6,0,13
15,0,T Siemian,25,0,117
29,1,T Norvell,49,1,292
11,0,D Williams,14,3,176
2,0,A McNulty,3,0,26
10,1,B Hebert,15,0,116
7,2,K Henderson,15,0,50
0,0,D Duncan,2,0,0
8,0,J Sprague,13,0,167
4,0,D Vick,6,1,68
33,3,M Linehan,55,2,353
24,1,S Mannion,31,0,275
14,2,Q Kaehler,26,0,106
19,1,C Voytik,29,0,250
7,0,C Beathard,8,0,98
5,1,J Rudock,10,1,80
12,0,C Hackenberg,23,0,179
6,0,D Crook,9,1,57
17,0,B Frohnapfel,33,1,263
15,0,D Etling,26,2,198
24,1,M Iannotti,45,0,248
15,0,D Jackson,22,2,175
7,0,T Stehling,12,0,67
27,0,T Heinicke,43,5,430
13,2,B Bridge,34,1,149
6,1,K Ellison,11,0,85
22,2,N Mullens,35,1,268
0,0,T Parks,1,0,0
28,2,T Lamb,40,2,264
13,0,G Krstich,24,0,137
1,0,K Cassel,5,0,2
16,1,K Hill,22,2,265
8,0,K Allen,15,1,130
14,1,T Hunt,28,0,219
16,0,C Brown,26,2,280
10,2,P Walker,14,2,127
6,0,C Reilly,6,0,52
0,0,T DiGiorgio,1,0,0
9,3,G Rivera,19,0,56
3,0,M Kelly,4,0,11
13,1,L Woodside,22,1,152
15,0,O Mann,27,2,176
11,1,W Freebeck,20,1,168
4,0,P Robinette,5,1,55
22,0,D Thompson,34,3,237
28,3,M Brewer,39,0,297
7,0,J Thomas,18,1,125
25,1,J Wolford,35,2,238
2,0,A Santiago,4,0,14
1,0,J Walker,1,1,4
19,0,C Miles,27,3,154
21,3,N Arbuckle,33,2,194
1,0,R Bell,1,0,11
43,0,C Halliday,63,4,436
21,0,M Mariota,25,5,329
9,1,T McEvoy,16,1,112
0,0,B Houston,2,0,0
13,1,J Knapke,28,0,163
