longest rush, name, rushes, rushing touchdowns, rushing yards
6,T Sutton,1,0,6
61,K Lawrence,6,1,91
10,P White,4,1,23
11,T Thomas,5,0,20
6,M Nichols,3,0,11
8,A Guyton,2,0,7
8,C Steele,12,0,47
15,R Ray,5,0,31
4,J Johnson,2,0,6
2,M Gale,1,0,2
15,C Walker,11,0,43
13,H Burris,3,0,21
1,T DeMarco,1,0,1
13,J Cornish,16,0,74
20,S Cunningham,2,1,39
12,B Mitchell,3,0,30
15,H Charles,4,1,29
7,D Tate,3,1,9
25,S Gore,2,0,29
12,E Arceneaux,1,0,12
6,A Harris,8,0,11
3,K Glenn,1,0,3
1,S Logan,1,0,1
40,W Ford,10,0,108
11,A Allen,17,0,83
13,D Durant,3,0,25
12,T Sunseri,1,0,12
22,B Whitaker,17,0,100
14,T Sutton,9,0,54
17,J Rodgers,1,1,17
8,J Crompton,1,0,8
2,D Carter,1,0,2
2,T Marsh,1,0,2
10,C Walker,7,0,31
8,H Burris,8,0,29
19,J Messam,6,0,64
15,A Allen,7,2,38
10,D Durant,3,0,28
8,W Ford,7,1,26
2,T Sunseri,3,0,4
23,N Grigsby,15,1,68
11,D Willy,2,1,21
5,C Volny,2,0,9
7,C Denmark,1,0,7
2,R Marve,1,0,2
8,M Madu,18,0,50
10,Z Collaros,3,0,14
4,J Masoli,5,0,9
0,C Koch,1,0,0
10,S Slaton,4,0,17
6,R Ray,2,0,12
5,C Steele,2,0,6
44,J Cornish,17,1,163
13,B Mitchell,4,0,24
6,J Sanders,3,0,8
5,M Walter,2,0,8
1,D Tate,2,0,2
27,K Lawrence,11,0,65
17,T Thomas,2,0,23
3,M Nichols,1,0,3
3,P White,1,0,3
2,C McCarty,1,0,2
6,C Walker,4,0,6
4,M Hayes,6,0,6
3,H Burris,2,0,4
24,T Lulay,5,0,50
5,A Harris,6,0,14
8,S Logan,6,0,14
10,S Gore,1,0,10
1,J Beck,1,0,1
17,P White,4,0,42
11,K Lawrence,3,0,14
11,T Thomas,1,0,11
8,C McCarty,2,0,10
4,M Nichols,3,1,8
4,A Guyton,1,0,4
26,J Cornish,16,1,109
20,B Mitchell,3,2,23
15,A Parker,2,0,21
8,M Price,1,0,8
1,D Tate,1,0,1
12,B Whitaker,8,0,28
5,T Sutton,3,0,7
2,T Marsh,4,2,4
3,J Crompton,1,0,3
2,J Rodgers,1,0,2
12,M Madu,9,0,48
9,Z Collaros,9,0,36
1,J Masoli,2,0,1
30,N Grigsby,8,1,66
18,D Willy,4,0,31
22,A Allen,18,1,115
17,J Messam,5,0,32
11,W Ford,5,0,29
11,D Durant,1,0,11
6,T Sunseri,2,0,9
19,K Lawrence,11,0,74
17,M Reilly,7,2,56
20,T Thomas,4,1,52
3,P White,4,0,7
4,N Coehoorn,1,0,4
9,B Whitaker,10,0,46
4,J Crompton,4,0,12
1,J Rodgers,1,0,1
79,J Cornish,11,1,174
11,B Mitchell,4,0,19
14,D Tate,1,0,14
2,M Walter,1,0,2
11,C Steele,4,0,26
9,S Slaton,7,0,26
12,R Ray,4,0,24
5,A Durie,1,0,5
18,A Harris,13,0,101
12,S Logan,11,0,60
3,J Beck,1,0,3
17,D Willy,2,0,28
12,N Grigsby,7,0,24
4,B Brohm,1,0,4
0,R Marve,1,0,1
16,Z Collaros,7,0,49
19,M Madu,8,0,39
17,T Sinkfield,2,0,31
20,A Allen,10,0,64
13,J Messam,9,0,36
1,S Doege,1,0,1
28,A Harris,6,0,40
14,S Logan,5,0,31
13,K Glenn,1,0,13
8,S Gore,1,0,8
1,J Beck,2,1,1
26,C Steele,6,1,73
29,S Slaton,6,1,52
4,R Ray,2,0,6
5,C Owens,1,0,5
1,M Gale,1,0,1
11,Z Collaros,8,1,35
7,C Prime,5,0,17
6,B Banks,2,0,4
27,T Thomas,4,0,36
0,M Reilly,2,0,6
3,C McCarty,1,0,3
2,K Lawrence,2,0,3
17,B Whitaker,19,0,90
9,T Sutton,4,0,18
8,T Marsh,6,1,17
5,J Crompton,3,0,8
3,J Rodgers,1,0,3
18,M Walter,13,0,88
15,D Tate,5,2,25
5,H Charles,2,0,7
0,B Moniz,1,0,0
13,A Allen,15,1,52
15,T Sunseri,3,0,22
4,W Ford,2,0,5
5,W Dressler,1,0,5
1,S Doege,1,0,1
25,D Harper,6,0,50
29,J Johnson,7,0,49
8,H Burris,4,1,22
2,D OBrien,1,0,2
23,J Williams,12,1,59
12,H Burris,7,0,28
5,J Johnson,5,0,16
21,B Whitaker,15,0,69
24,J Crompton,1,0,24
13,J Rodgers,2,0,22
60,J White IV,17,1,192
20,M Reilly,10,0,106
2,P White,1,0,2
18,A Allen,11,0,73
6,J Messam,3,0,11
8,T Sunseri,1,0,8
11,N Grigsby,11,0,42
8,R Bryant,1,0,8
3,D Willy,2,0,4
22,M Madu,8,1,49
3,Z Collaros,2,0,5
4,B Banks,1,0,4
43,J Cornish,20,0,156
12,B Moniz,5,0,17
8,D Tate,3,0,16
23,A Harris,12,0,76
7,S Logan,6,0,26
7,K Glenn,3,0,18
3,E Arceneaux,1,0,3
2,J Beck,1,1,2
53,J Williams,21,2,180
4,H Burris,3,1,8
9,N Grigsby,14,0,55
10,D Willy,3,0,12
2,S McGuffie,1,0,2
1,R Marve,1,1,1
21,A Allen,16,0,78
11,T Sunseri,4,1,21
7,J Messam,4,1,15
0,W Dressler,1,0,3
14,J Cornish,11,0,74
8,M Walter,7,0,26
11,A Parker,3,0,23
14,D Tate,4,2,16
25,C Steele,9,0,56
21,S Slaton,4,0,54
7,A Woodson,3,0,18
11,M Gale,3,0,17
1,R Ray,1,0,1
23,M Reilly,4,1,36
5,J White IV,6,0,17
6,K Lawrence,2,0,5
14,M Madu,11,0,56
4,Z Collaros,4,0,6
2,J Beck,4,0,7
3,S Gore,1,0,3
1,K Glenn,1,0,1
7,S Slaton,5,0,19
7,C Steele,6,0,18
3,R Ray,3,1,6
2,M Gale,1,0,2
28,Z Collaros,7,1,65
13,M Madu,3,0,14
56,K Antolin,17,0,157
3,K Glenn,2,0,5
0,E Jackson,1,0,3
2,J Beck,2,1,2
2,T Brown,1,0,2
1,S Gore,1,1,1
12,J Williams,10,0,42
17,R Finch,4,0,27
8,H Burris,3,0,12
3,D OBrien,2,0,4
20,T Sutton,15,0,91
15,C Rainey,8,0,44
14,J Crompton,3,0,34
6,J Rodgers,2,0,6
1,T Marsh,1,1,1
13,A Allen,21,0,105
16,J Messam,2,0,25
10,S Doege,4,0,17
6,T Sunseri,2,0,7
1,K Joseph,1,0,1
15,J White IV,16,0,96
10,M Reilly,7,2,26
14,P White,4,1,23
6,K Lawrence,1,0,6
4,M Nichols,1,0,4
15,P Cotton,8,0,31
4,S McGuffie,3,0,4
43,T Sinkfield,5,0,81
18,Z Collaros,7,0,57
14,D Caldwell,10,0,56
4,S Ojuri,4,0,13
7,J Johnson,7,0,23
18,R Finch,2,0,17
1,H Burris,1,0,1
12,S Slaton,7,0,51
20,C Steele,3,0,30
4,R Ray,2,0,5
1,M Gale,2,0,2
23,T Sutton,14,0,78
16,J Crompton,4,0,36
10,D Carter,1,0,10
2,T Marsh,3,1,5
35,P Cotton,14,2,108
12,R Marve,5,0,36
5,B Brohm,2,0,6
21,J Cornish,21,1,160
10,M Walter,2,0,12
12,A Parker,1,0,12
2,D Tate,4,1,7
2,B Mitchell,2,0,4
7,W Ford,9,0,27
9,K Joseph,7,0,21
3,J Messam,3,0,6
26,J White IV,16,0,91
7,M Reilly,2,1,12
12,J Williams,8,0,50
13,R Finch,11,0,39
24,T Sutton,17,0,77
9,C Rainey,3,0,16
7,T Marsh,5,1,13
4,J Rodgers,2,0,5
2,J Crompton,2,0,2
23,M Walter,12,2,69
13,B Mitchell,4,0,23
17,J Sanders,2,0,17
2,D Tate,2,1,3
41,K Toston,6,0,72
5,J Messam,4,0,7
23,S Slaton,16,0,80
12,R Ray,2,0,21
3,M Gale,4,1,7
7,C Owens,1,0,7
6,M Madu,3,0,6
10,N Grigsby,6,0,6
39,P Cotton,16,1,131
12,D Willy,1,0,12
0,C Denmark,1,0,0
17,K Antolin,18,1,84
2,J Beck,7,0,9
2,R Lumbala,2,0,2
0,K Glenn,1,0,0
25,J Johnson,17,2,131
10,J Smith,1,0,10
1,H Burris,1,0,1
40,N Grigsby,5,0,47
16,M Madu,6,0,36
8,B Banks,2,0,15
8,Z Collaros,1,0,8
1,T Sinkfield,1,0,1
38,M Walter,11,0,109
16,J Cornish,12,0,105
3,D Tate,1,0,3
12,P Cotton,17,0,71
9,R Marve,5,0,26
5,D Willy,3,0,10
2,D Washington,1,0,2
30,J White IV,17,0,122
18,M Reilly,7,2,54
14,C McCarty,3,0,22
10,P White,2,1,19
14,K Lawrence,2,0,15
7,A Bowman,1,0,7
1,M Nichols,2,0,2
9,K Antolin,10,0,34
11,K Glenn,2,0,12
10,E Jackson,1,0,10
6,P Lochard,2,0,9
1,J Beck,1,0,1
17,T Sutton,23,1,135
7,T Marsh,2,0,7
7,J Rodgers,1,0,7
2,J Beaulieu,1,0,2
13,S Slaton,13,0,55
4,R Ray,3,0,6
16,S Slaton,7,0,27
8,A Woodson,6,0,17
16,C Owens,1,0,16
11,T Harris,3,0,14
2,M Gale,2,0,2
18,J Johnson,2,0,19
11,H Burris,3,0,15
11,R Finch,7,0,12
2,D OBrien,2,0,4
21,S Logan,17,0,117
3,J Beck,1,0,3
2,P Lochard,1,0,2
8,M Mallett,10,0,31
17,A Parker,1,0,17
4,D Tate,1,0,4
2,B Moniz,3,1,3
5,M Walter,2,0,0
15,N Grigsby,19,1,93
13,Z Collaros,6,0,35
3,T Sinkfield,1,0,3
0,B Banks,1,0,0
4,T Marsh,4,0,10
4,T Sutton,5,0,5
2,J Crompton,3,0,2
21,A Allen,13,0,81
28,S Miller,11,0,71
22,K Joseph,2,1,23
18,K Williams,1,1,18
1,T Sunseri,1,0,1
28,T Thomas,10,0,66
5,M Nichols,6,1,13
4,K Lawrence,4,0,6
2,P White,2,0,2
20,B Rutley,15,1,98
13,T Marsh,5,2,19
10,M Gilyard,2,0,17
2,J Crompton,1,0,2
32,S Logan,13,0,94
13,T Partridge,4,1,28
12,T Brown,5,0,25
25,J White IV,19,0,134
10,K Lawrence,1,0,10
2,M Reilly,3,0,6
15,T Sunseri,2,0,27
11,A Allen,6,0,22
24,N Grigsby,18,2,93
21,B Banks,3,0,35
8,Z Collaros,3,0,19
2,M Madu,1,0,2
20,B Rutley,11,0,52
14,J Crompton,2,0,15
8,M Gilyard,1,0,8
2,T Marsh,2,0,3
11,J Cornish,14,1,54
5,M Walter,4,0,16
3,B Mitchell,2,1,5
16,J White IV,8,0,40
10,M Reilly,5,0,17
2,M Nichols,1,0,2
7,J Cornish,9,0,25
15,B Mitchell,4,0,19
3,A Parker,1,0,3
1,D Tate,3,2,3
19,N Grigsby,10,0,22
7,Z Collaros,3,0,11
6,M Madu,2,0,11
3,T Sinkfield,1,0,3
