longest punt, name, punt yards, punts
46,A Beck II,134,4
55,D Gelb,242,6
55,P Harvin III,248,6
60,T Schneider,361,7
45,S Gaudion,116,3
54,D Rodriguez,200,4
33,J Luton,33,1
56,D Roy,180,4
60,A Martinez,190,4
40,C Darbone,67,2
49,H Whitehead,124,3
48,J Delgado,177,5
38,C Masucci,156,5
57,M Sleep Dalton,290,6
69,A Korsak,476,10
55,K Thompson,99,2
45,M Prosser,161,4
51,D Anctil,112,3
72,M Naranjo,396,9
56,M Duffy,130,3
49,J Julien,174,4
39,R Byrns,39,1
42,A Alves,179,5
48,M King,93,2
51,P Richards,244,6
40,D Allen,93,3
44,B Farlow,154,4
52,M Mendez,181,4
32,C Spangler,95,3
52,S Hofrichter,196,5
52,G Georgopoulos,223,5
53,J Colquhoun,105,3
42,J Hartbarger,42,1
61,N Mihalic,192,4
54,A Williams,54,1
49,C Barajas,131,3
45,T Merritt,71,2
59,K Kramer,93,2
39,J Swartz,39,1
39,L Maynard,73,2
36,B Alberts,69,2
61,W Hart,61,1
64,Z Potter,180,4
52,M Brown,198,4
51,S Loy,214,6
51,T McCann,177,5
48,J Growden,200,5
59,T Day,199,4
43,Z Everett,125,3
29,M Bromell,45,2
61,K Ulbrich,99,2
57,K Mosley,202,5
35,B Kiernan,110,4
49,L Hedley,135,3
58,T Gill,148,3
59,B Dickerson,407,10
46,D Chrisman,129,3
48,J Smith,335,8
37,R Mundschau,71,2
60,B Schutt,274,6
45,T Hutton,160,4
41,J McClure,41,1
60,B Raborn,357,8
45,B Maimone,45,1
35,A Stack,35,1
56,Q Conaway,342,8
54,K Christodoulou,181,4
25,K Pickett,25,1
56,M Farkas,435,10
51,B Gillikin,206,5
39,E Finegan,137,4
34,K Vantrease,51,2
41,B Cormier,120,4
25,D Carollo,25,1
47,H Smith,235,6
42,J Brooks,68,2
47,Z Gleaton,194,5
55,K Reighard,260,6
53,A Galland,221,5
59,T Bennett,100,2
59,W Scott,98,2
44,S Buechele,44,1
73,A Kenworthy,197,4
52,J Doyle,137,3
55,J Oldroyd,201,4
33,D Jones,61,2
55,R Bujcevski,132,3
52,Z Von Rosenberg,96,2
47,S OKelly,198,5
52,R Galovich,243,6
55,A McNamara,188,4
57,M Crawford,398,10
51,W Lees,223,5
46,B Heicklen,191,5
71,H Hicken,315,7
51,C Grace,161,4
51,B Griffiths,84,2
46,R Sanborn,46,1
62,B Lennon,181,4
56,M Ference,257,6
51,C Bartolic,51,1
35,P Callister,35,1
47,M Wright,460,11
69,O Bradburn,170,3
49,B Cate,205,5
44,J Whitford,44,1
42,J Eason,42,1
47,D Longhetto,134,4
32,S Coutts,50,2
54,O Draguicevich,78,2
47,C Root,121,3
29,A Lotti,29,1
50,B Buell,407,9
50,G Carlson,166,4
53,K Thompson,139,3
42,D Gagen,42,1
59,D Roy,144,3
42,O Draguicevich,150,4
58,D Maggio,382,8
57,B Kiernan,460,10
56,S Loy,176,4
56,R Stonehouse,285,6
41,A Siposs,41,1
31,B Nix,31,1
54,D Adams,306,7
52,N Snyder,95,3
21,D Plitt,21,1
49,M Hayball,244,6
43,J Velazquez,105,3
53,S Vernon,353,8
55,M Naranjo,319,8
50,B Farlow,238,6
56,J Oldroyd,193,4
47,B Griffiths,154,4
51,D Longhetto,160,4
40,C Garbers,40,1
40,A Kenworthy,155,4
28,M Fine,28,1
48,A Osteen,129,3
51,R Sanborn,290,7
39,C Bowler,140,4
53,G Georgopoulos,271,7
44,J Smith,199,5
52,K Kramer,310,7
57,B Buell,127,3
40,J Wieland,214,6
60,A Kinney,199,4
42,C Scott,81,2
26,M Prosser,26,1
54,R Richter,295,8
60,T Heatherly,200,4
52,D Sanborn,254,6
61,J Camarda,146,3
51,C Grace,386,10
51,P Harvin III,161,4
47,M Campbell,114,3
55,B Hayes,338,7
44,J Julien,295,8
52,H Whitehead,270,7
54,D Chrisman,132,3
44,J Rivera,157,4
51,M Sleep Dalton,236,5
63,M Duffy,109,2
44,T Townsend,44,1
57,A Alves,152,4
35,K Vantrease,82,3
45,N Russo,294,9
36,Z Von Rosenberg,36,1
49,P Pastorello,290,7
55,J Hartbarger,180,4
52,M Turk,288,7
51,L Hedley,87,2
47,B Coward,377,11
51,J Herbers,138,3
54,A Beck II,169,4
57,M Brown,184,4
50,A Dunlap,188,4
62,T McCann,277,5
52,J Reynolds,576,14
54,R LeFevre,207,5
41,M Farkas,189,5
55,T Day,242,6
61,D Anctil,253,5
40,K Ulbrich,75,2
48,A Parker,84,2
50,O White,130,3
54,J Young,259,7
53,I Armstrong,136,3
57,M Ference,181,4
46,R Bowers,89,2
56,Q Conaway,126,3
52,D Lloyd,335,8
39,D Kubiuk,140,4
55,H Hicken,231,5
48,J Bramblett,163,4
63,T Dyer,279,6
47,D Rodriguez,47,1
47,M Souza,173,4
53,B Gillikin,297,7
62,K Christodoulou,271,6
63,B Cormier,232,5
44,Z Collins,77,2
49,J Sandy,277,7
46,A Nunez,181,5
47,C Barnes,127,3
46,R Bujcevski,89,2
49,J Brooks,292,7
54,A Williams,193,4
55,J Charlton,91,2
14,S Delong,14,1
53,T Schneider,264,6
39,C Benjamin Jr,173,5
41,W Scott,151,4
43,S OKelly,375,10
65,S Hofrichter,470,9
53,W Spiers,243,6
45,A Barry,224,7
56,C Spangler,214,5
54,A Pecorella,171,4
59,P Brooks,59,1
55,J Doyle,55,1
50,G Boring,93,2
47,R Wright,60,2
54,B Withrow,322,8
60,T Bennett,360,8
52,T Hutton,224,5
53,B Flint,149,3
51,S Dawson,208,5
42,T Sumpter,189,5
55,Z Everett,160,4
35,B Mann,35,1
65,E Carmona,402,10
47,W Lees,209,5
42,R Mundschau,84,2
40,B Lennon,96,3
46,K Ryan,363,9
53,L Dean,213,5
51,Z Potter,86,2
44,Z Harding,44,1
48,N Griffin,170,4
59,T Martin,254,6
66,O Bradburn,208,4
52,G Atkins,252,6
45,J Whitford,131,3
40,S Gaudion,73,2
36,B Scruton,36,1
63,J Haggerty,208,5
47,M King,153,4
44,N Mihalic,184,5
58,B Wright,394,8
50,J Growden,199,5
61,T Gill,149,3
51,R Galovich,271,6
53,C Coffey,362,8
61,D Wright,208,5
57,D Roy,181,4
46,J Velazquez,132,4
41,C Scott,155,4
43,B Farlow,75,2
57,T Heatherly,151,3
50,B Griffiths,169,4
37,B Lennon,70,2
59,J Wieland,276,6
63,T Sumpter,158,3
57,C Grace,200,4
51,J Colquhoun,51,1
38,S Delong,74,2
53,Z Everett,164,4
39,M Bromell,69,2
50,S Loy,123,3
46,A Galland,208,5
37,Z Potter,37,1
40,N OShea,165,5
59,M Turk,117,2
39,A Kinney,105,3
51,K Vantrease,124,3
40,J Baltar,76,2
43,A Barry,108,3
46,J Oldroyd,86,2
40,D Jones,40,1
37,J Whitford,37,1
64,W Spiers,64,1
30,A Swanson,30,1
53,C Bowler,324,8
45,J Young,150,4
41,G Eberle,190,5
40,W Michael,40,1
47,J Julien,144,4
39,B Desautels,107,3
35,F Cole,35,1
44,M Hayball,147,4
59,E Silvester,300,7
43,T Townsend,43,1
44,J Doyle,161,4
36,P Brooks,36,1
49,T Martin,168,4
60,M King,265,6
48,J Camarda,141,4
58,J Bramblett,190,4
59,B Hayes,367,8
58,I Armstrong,186,4
57,H Whitehead,57,1
52,L Magliozzi,264,6
48,J Porter,174,4
49,K Thompson,191,5
50,J Growden,164,4
51,D Adams,85,2
60,M Naranjo,288,7
73,A Alves,182,4
58,I Oraha,370,8
36,G Georgopoulos,132,4
43,M Prosser,83,2
57,L Hedley,192,4
51,B Buell,239,6
57,M Brown,220,5
51,D Longhetto,139,3
34,S Coutts,79,3
52,T McCann,200,5
63,J Charlton,427,8
50,T Day,147,3
56,M Duffy,154,3
58,B Kiernan,171,4
58,X Subotsch,248,5
55,T Gill,153,3
54,N Snyder,234,5
63,T Dyer,119,2
60,P Theisler,158,3
44,D Kubiuk,213,6
55,J Hartbarger,282,6
47,A Kenworthy,132,3
48,L Dean,117,3
54,D Chrisman,107,2
53,K Kramer,409,9
48,M Farkas,251,6
70,R Byrns,294,6
56,K Christodoulou,317,7
71,A Osteen,267,5
53,C Barnes,135,3
48,A Nunez,48,1
43,I Power,107,3
54,A Korsak,221,5
51,G Carlson,264,6
50,B Heicklen,157,4
52,P Callister,159,4
57,R Sanborn,256,6
57,B Maimone,274,6
54,S Hofrichter,220,5
42,N Mihalic,114,3
52,J Sandy,166,4
55,T Denbow,157,4
44,W Scott,44,1
36,S Buechele,36,1
42,R Bujcevski,136,4
43,T Hutton,134,4
48,T Bennett,225,6
58,R Galovich,349,8
68,B Mann,336,6
54,A Siposs,350,8
46,K Greenwell,46,1
55,J Brooks,270,6
49,M Crawford,114,3
49,Q Conaway,89,2
66,H Smith,329,7
56,Z Von Rosenberg,211,5
42,N Griffin,218,6
50,B Cate,250,6
51,D Maggio,90,2
46,Z Murphy,46,1
52,H Stephenson,408,9
44,O Draguicevich,81,2
59,W Lees,197,5
53,A Lotti,186,4
61,W Hart,255,5
48,A Williams,176,4
52,O White,181,4
42,C Scott,42,1
24,A Galland,24,1
48,D Longhetto,163,4
36,M Turk,103,3
49,B Gaddy,214,5
49,C Spangler,171,4
52,B Gillikin,123,3
53,O Bradburn,206,5
55,A Parker,169,4
37,S Delong,60,2
43,M Brown,237,6
41,X Subotsch,115,3
45,M Prosser,142,4
45,S Loy,116,3
59,B Mann,198,4
70,M Aragon,190,4
45,W Lees,128,3
43,A Siposs,43,1
45,T Day,168,4
51,R Bowman,82,2
50,I Power,261,6
43,J Rivera,197,5
50,G Carlson,154,4
60,D Maggio,231,5
40,A Osteen,68,2
54,L Magliozzi,201,5
47,C Bowler,332,8
49,M Hayball,194,5
36,T Townsend,36,1
55,S McDonough,135,3
53,T Martin,280,7
54,T Gill,285,6
59,A Beck II,146,3
34,R Byrns,34,1
34,M Sleep Dalton,34,1
51,K Ulbrich,300,7
35,M Stephenson,35,1
52,A Alves,173,4
58,T Dyer,239,5
52,J Porter,211,5
52,J Brooks,235,6
47,G Georgopoulos,162,4
50,J Wieland,144,4
60,J Hartbarger,217,4
65,H Whitehead,229,5
54,K Kramer,335,7
43,K Vantrease,186,5
54,W Hart,95,2
48,A Korsak,303,7
51,R LeFevre,303,7
26,I Green,26,1
52,J Smith,151,3
63,B Kiernan,315,7
54,W Spiers,229,5
44,J Bramblett,234,6
51,N Griffin,162,4
52,A Kenworthy,218,5
58,D Roy,231,5
67,R Mundschau,170,3
66,A McNamara,291,6
44,T Hutton,154,4
54,D Anctil,321,7
49,B Cate,252,6
53,J Verity,215,5
47,J Young,47,1
49,D Rodriguez,90,2
68,R Sanborn,151,3
60,K Christodoulou,209,5
49,N Pritchard,341,8
69,B Cormier,226,5
47,J Herbers,165,4
48,C Barnes,137,3
39,A Nunez,112,3
41,B Farlow,286,8
65,J Charlton,461,9
62,M Duffy,460,9
62,T Schneider,312,8
42,T Denbow,143,4
34,W Scott,34,1
48,Z Everett,120,3
54,M Crawford,228,6
51,S Hofrichter,215,5
52,C Wilkinson,398,9
38,D Ng,38,1
55,J Sandy,155,4
62,K Thompson,437,9
40,A Barry,148,4
53,P Harvin III,260,6
54,B Flint,146,3
49,T Cluckey,90,2
51,J Oldroyd,125,3
52,D Jones,85,2
48,T Sumpter,166,4
58,C Grace,247,5
48,O Draguicevich,91,2
44,P Callister,220,6
57,R Stonehouse,351,8
54,H Smith,280,6
44,M Ference,265,7
40,R Bowers,40,1
56,J Whitford,266,6
54,B Griffiths,246,6
50,A Lotti,359,9
50,D Kubiuk,396,10
58,J Haggerty,185,4
48,K Greenwell,84,2
48,N Mihalic,135,3
37,B Buell,71,2
44,S OKelly,154,4
46,W Jones,267,7
62,J Young,268,6
37,J Lafree,128,4
64,J Brooks,357,8
49,A Beck II,313,8
50,J Smith,320,8
52,A Osteen,246,6
51,A Galland,202,5
60,T Dyer,145,3
56,Z Harding,136,3
31,Z Potter,31,1
40,R Wright,133,4
39,K Vantrease,110,3
50,M Farkas,119,3
59,B Buell,99,2
48,J Julien,153,4
63,A Kinney,234,5
48,M Aragon,203,5
44,L Magliozzi,234,6
51,T Schneider,126,3
58,A Parker,312,7
54,K Christodoulou,333,8
52,T Heatherly,92,2
52,G Georgopoulos,415,9
62,T Townsend,330,7
47,A Siposs,326,8
46,B Wright,128,3
26,O Holdenson,26,1
59,C Grace,245,5
51,P Harvin III,294,7
51,B Kiernan,158,4
49,J Rivera,124,3
39,J Sandy,194,6
61,K Thompson,215,5
58,R Mundschau,100,2
55,D Anctil,245,6
46,I Power,192,6
48,J Porter,90,2
77,A Williams,164,3
47,M King,197,5
60,G Carlson,205,4
55,Z Von Rosenberg,91,2
47,P Callister,273,7
57,L Hedley,146,3
57,O Bradburn,353,7
59,W Hart,365,8
56,M Sleep Dalton,268,7
45,J Herbers,165,4
53,B Hayes,302,7
65,M Brown,269,6
54,H Smith,459,10
42,R Neal,42,1
46,T McCann,144,4
53,T Sumpter,239,6
40,K Ulbrich,193,5
39,M Stephenson,39,1
37,R LeFevre,70,2
54,O White,220,5
39,C Scott,109,3
54,I Armstrong,419,10
52,D Kubiuk,320,9
49,M Ference,275,7
53,N Snyder,283,7
58,P Theisler,176,4
69,A Alves,240,5
49,J Bramblett,91,2
52,M Naranjo,346,8
53,D Chrisman,193,4
60,J Hartbarger,328,7
41,B Cate,174,5
32,J Haggerty,61,2
45,B Maimone,165,4
53,S Coutts,304,7
51,B Gillikin,196,5
51,Z Collins,268,7
45,B Cormier,195,5
59,A Korsak,356,8
44,C Spangler,187,5
51,A Pecorella,134,3
55,T Denbow,211,5
37,S Buechele,37,1
48,T Bennett,160,4
54,R Sanborn,84,2
48,J Whitford,176,4
44,J Doyle,167,5
53,J Camarda,71,2
49,T Cluckey,181,4
48,N Mihalic,184,5
51,A McNamara,168,5
55,T Hutton,248,7
43,W Lees,43,1
62,D Rodriguez,143,3
50,H Hicken,344,8
34,J Velazquez,34,1
56,M Crawford,297,8
48,L Dean,159,4
37,C Allen,37,1
51,D Adams,283,6
39,M Trickett,39,1
55,J Growden,218,5
45,R Bujcevski,289,7
61,R Byrns,296,6
51,X Subotsch,246,6
55,T Gill,293,6
51,S Hofrichter,307,7
59,S OKelly,310,7
60,J Porter,310,7
51,L Hedley,275,6
47,N Griffin,133,3
56,T Dyer,303,7
56,R Stonehouse,228,5
49,B Maimone,97,2
48,A Kinney,179,4
51,C Scott,51,1
64,B Cusick,126,3
45,J Wieland,114,3
43,D Adams,68,2
50,M Aragon,240,6
67,J Whitford,145,3
32,J Eason,32,1
49,M Turk,194,5
58,O Draguicevich,221,4
46,I Power,164,5
60,A McNamara,178,4
54,J Velazquez,126,3
34,S Gaudion,100,3
49,B Scruton,49,1
44,M Naranjo,154,4
64,T Cluckey,173,4
52,W Spiers,129,3
28,A Swanson,28,1
46,T Martin,342,9
51,B Buell,174,4
56,P Theisler,242,7
54,M Prosser,211,5
44,B Wright,93,4
52,A Parker,201,4
54,P Harvin III,257,5
62,J Julien,188,4
43,N Snyder,150,4
38,D Plitt,38,1
48,M Hayball,252,6
54,K Ulbrich,138,3
53,T Heatherly,53,1
44,C Bowler,110,3
66,J Camarda,173,3
58,J Charlton,318,7
61,D Roy,216,4
59,J Smith,206,5
70,B Hayes,328,7
49,W Hart,133,3
55,H Whitehead,172,4
68,A Korsak,473,10
53,M Sleep Dalton,175,5
62,B Gillikin,295,7
54,M Duffy,133,3
50,S Loy,177,4
49,Z Von Rosenberg,81,2
49,T Townsend,171,4
35,B Farlow,68,2
45,G Georgopoulos,303,9
50,J Herbers,174,5
52,I Armstrong,231,6
39,T McCann,39,1
48,M Brown,218,5
48,R LeFevre,245,6
55,B Cate,346,8
46,Q Conaway,168,4
48,A Galland,258,7
46,J Bramblett,121,3
50,B Griffiths,211,5
47,M Farkas,174,4
50,M Ference,82,2
46,D Rodriguez,286,7
38,B Lennon,38,1
52,Z Collins,157,4
63,A Pecorella,202,5
37,C Spangler,37,1
57,B Heicklen,197,4
55,R Galovich,240,5
61,T Schneider,264,5
54,J Oldroyd,140,3
40,Z Everett,108,3
46,M Bromell,56,2
17,J Abraham,17,1
57,A Kenworthy,216,5
47,J Lafree,125,3
37,A Barry,37,1
43,A Williams,80,2
57,J Doyle,185,4
56,T Day,173,4
47,R Bujcevski,281,7
55,R Mundschau,76,2
39,R Wright,61,2
54,L Magliozzi,347,8
50,T Bennett,324,8
48,O White,219,5
57,B Mann,199,4
36,S Delong,59,2
52,L Dean,219,5
53,K Greenwell,53,1
32,H Smith,58,2
39,H Hicken,75,2
39,O Bradburn,39,1
44,D Schaum Bartocci,79,2
57,D Maggio,268,6
48,M King,159,4
48,A Lotti,138,4
61,J Hartbarger,388,9
58,J Haggerty,98,2
53,Z Harding,187,4
35,Z Potter,35,1
44,N Mihalic,255,7
56,K Kramer,280,6
62,J Growden,263,6
54,J Rivera,137,3
30,J Brooks,54,2
75,C Grace,246,5
44,R Byrns,158,4
52,R Sanborn,324,8
44,W Lees,168,4
45,M Hayball,209,5
53,R LeFevre,299,7
47,B Cusick,88,2
46,H Hicken,113,3
45,D Kubiuk,262,7
42,A David,42,1
56,D Chrisman,237,5
55,S Hofrichter,288,7
53,K Christodoulou,252,6
51,T Perine,93,2
33,W Reichard,33,1
45,J Doyle,117,3
38,P Brooks,66,2
67,X Subotsch,193,4
51,J Porter,362,8
41,C Walker,76,2
39,S Loy,221,6
48,A Siposs,94,2
62,N Snyder,114,2
52,T Cluckey,254,6
40,G Carlson,144,4
62,T Gill,273,6
54,M Naranjo,171,4
42,B Buell,83,2
55,S Coutts,249,6
51,D Rodriguez,368,9
54,A Osteen,186,4
47,J Young,273,7
57,J Smith,197,4
49,T Bennett,179,4
52,L Magliozzi,122,3
56,D Roy,285,6
53,J Julien,100,2
54,N Mihalic,173,4
48,T Heatherly,91,2
61,M Crawford,185,4
40,Z Harding,40,1
64,J Camarda,317,6
69,M Duffy,281,7
48,A Beck II,108,3
47,M Prosser,208,5
44,S Gaudion,67,2
65,B Scruton,65,1
51,C Scott,97,2
55,B Hayes,233,5
43,A Lotti,84,2
63,M Sleep Dalton,189,4
43,Z Collins,125,3
37,B Cormier,68,2
28,D Carollo,28,1
62,D Anctil,343,7
41,J Sandy,216,6
44,A Alves,87,2
56,D Deoul,99,2
59,M King,291,6
42,W Spiers,108,3
44,B Farlow,119,3
50,Z Everett,50,1
48,A Pecorella,126,3
60,C Spangler,99,2
48,H Whitehead,197,5
76,A Williams,154,3
51,R Wright,196,5
67,L Hedley,130,3
57,P Harvin III,273,6
52,K Kramer,218,5
56,M Ference,209,5
56,M Brown,269,6
55,B Mann,261,5
70,T Day,214,5
57,Z Von Rosenberg,233,5
53,O White,141,3
47,T Schneider,288,7
53,A Kenworthy,136,3
55,K Ulbrich,286,6
43,M Farkas,85,2
41,D Adams,119,4
59,R Mundschau,198,4
56,J Growden,374,9
50,T Hutton,217,5
59,I Power,173,4
60,B Gillikin,352,8
51,W Hart,230,5
54,J Charlton,321,7
55,T Townsend,313,7
51,A Galland,258,6
59,B Heicklen,229,5
72,T Denbow,176,4
56,A Barry,370,8
55,R Bujcevski,55,1
39,K Thompson,115,3
57,A McNamara,280,6
42,J Rivera,124,3
52,K Greenwell,186,4
50,B Cate,288,7
55,B Griffiths,266,6
53,M Aragon,250,7
48,B Lennon,199,5
55,M Turk,384,8
44,L Dean,128,3
66,C Barnes,116,2
53,C Bartolic,281,7
60,Q Conaway,404,10
58,H Smith,345,8
58,T McCann,351,7
47,N Griffin,113,3
47,A Parker,156,4
63,D Maggio,373,8
47,T Martin,249,6
48,J Whitford,176,4
36,R Porter,36,1
52,B Maimone,205,5
62,O Draguicevich,185,4
57,A Kinney,255,6
47,J Haggerty,78,2
53,C Bowler,169,4
51,T Zaleski,134,3
44,R Galovich,44,1
46,T Dyer,151,4
53,D Roy,232,5
52,T Denbow,241,6
40,S Buechele,40,1
60,A Kinney,254,6
49,B Griffiths,184,4
53,C Scott,85,2
71,C Bartolic,364,8
52,C Grace,287,7
41,S OKelly,225,6
49,T Perine,95,2
52,S Loy,234,6
40,D Cooper,40,1
45,A Galland,45,1
50,N Snyder,216,6
46,M Farkas,151,4
40,J Baltar,125,4
53,B Buell,222,5
50,C Bowler,80,2
40,K Corbett,40,1
28,B Kean,28,1
53,A Kenworthy,122,3
47,S Sawicki,132,3
58,W Spiers,58,1
65,G Carlson,525,11
48,J Young,260,6
62,T Schneider,200,4
43,T Martin,191,5
51,S Hofrichter,259,6
61,B Cusick,272,6
49,R Stonehouse,211,5
65,B Wright,105,2
39,T Sumpter,107,3
42,A Beck II,110,3
43,P Theisler,168,4
55,E Albertson,81,2
53,J Rivera,260,6
44,T Hutton,246,6
56,K Thompson,214,5
48,A McNamara,211,5
59,D Anctil,160,3
35,R Mundschau,54,2
62,D Adams,311,7
57,K Kramer,283,6
70,M Duffy,262,5
56,T McCann,262,6
56,M King,226,5
78,N Griffin,304,7
45,Z Von Rosenberg,229,6
55,A Siposs,462,10
44,G Georgopoulos,104,3
48,L Magliozzi,48,1
44,J Hartbarger,217,7
58,B Gillikin,354,8
57,W Hart,248,6
61,J Bramblett,423,10
29,J Herbers,29,1
50,C Spangler,198,5
41,A Pecorella,81,2
52,R LeFevre,187,5
56,J Haggerty,144,3
40,K Ulbrich,92,3
41,A OHara,78,2
39,M Stephenson,39,1
62,T Heatherly,281,6
61,O White,189,4
51,R Wright,144,3
49,B Kiernan,211,5
55,A Parker,388,8
41,I Armstrong,60,2
47,H Whitehead,120,3
50,M Ference,201,5
46,J Wieland,313,8
56,T Dyer,138,3
55,S Gaudion,102,2
50,B Scruton,96,2
42,A David,162,5
40,D Kubiuk,40,1
47,M Sleep Dalton,251,6
50,D Chrisman,127,3
47,A Lotti,303,7
47,B Cate,274,8
13,B Davis,13,1
53,M Hayball,141,3
43,B Maimone,144,4
42,O Draguicevich,123,3
51,K Christodoulou,152,4
61,L Hedley,321,7
46,Z Collins,310,8
15,D Carollo,15,1
64,B Hayes,342,8
61,C Barnes,193,4
56,A Nunez,179,4
46,Z Everett,206,5
34,A Korsak,34,1
