interception touchdowns, interception yards, interceptions, name
0,1,1,Alphonso Smith
0,0,1,Alex Frye
0,21,2,John Syty
0,5,1,Justin Winters
0,12,1,Justin Moore
0,0,1,Aaron Bagsby
0,0,1,Scott Lutrus
0,0,1,Dwayne Harrison
0,-9,2,Jermaine Jenkins
0,47,2,Morgan Burnett
0,61,1,Austin Alburtis
0,53,1,Michael Bibbs
0,48,1,Kurtis Taylor
0,37,1,Derec Schmidgall
0,3,1,Devin McDowell
0,1,1,Sean Walker
0,11,1,Ivon Hickmon
0,18,1,Boris Lee
0,10,1,Carlos Thomas
0,0,1,Stoney Woodson
0,20,1,DeAndre Morgan
0,20,1,Jimmaul Simmons
0,9,1,Nathaniel Irving
0,-1,1,Justin Byers
0,34,1,Bo McNally
0,16,1,Jason Evans
0,2,1,Richard King
0,0,1,Dominique Harris
0,56,2,Brandon King
0,55,1,Andrew Sendejo
0,7,1,Marquis Johnson
0,69,2,Trevin Wade
0,42,1,Perkins
0,0,1,Nate Ness
0,2,1,Cardia Jackson
0,0,1,SydQuan Thompson
0,1,2,Otis Wiley
0,0,1,Jason Venson
0,67,1,Jabari Marshall
0,19,1,Nick Johnson
0,1,1,Quentin Cotton
0,80,2,Ahmad Black
0,32,1,Major Wright
0,0,1,Jacques Rickerson
0,0,1,Dannell Ellerbe
0,9,1,Nick Saenz
0,0,1,Trent Calhoun
0,5,1,Bradley Fletcher
0,3,1,Pat Angerer
0,30,2,Phillip Strozier
0,20,1,Jeremiah Weatherspoon
0,10,1,John Shorter
0,1,1,Mark Herzlich
0,0,1,Wes Davis
0,41,1,Deon Young
0,19,1,Stevon Howze
0,3,1,Antonio Baker
0,11,2,Keith Fitzhugh
0,10,1,Kevin Barnes
0,8,1,Terrell Skinner
0,18,1,Obinna Ezeh
0,15,1,Sean Smith
0,33,1,Kendrick Lewis
0,1,1,Dustin Mouzon
0,35,2,Sean Weatherspoon
0,34,1,Derek Walker
0,29,1,Mario Harvey
0,0,1,Rashawn King
0,0,1,Trimane Goddard
