average kickoff return, average kickoff return yards, kickoff return touchdowns, kickoff returns, longest kickoff return, name
23.000,,0,3,32,David Wilson
14.000,,0,2,22,Andre Brown
20.000,,0,3,25,Felix Jones
24.000,,0,2,31,Devin Hester
25.000,,0,2,28,Cassius Vaughn
15.000,,0,1,15,LaVon Brazill
7.000,,0,1,7,Mewelde Moore
30.000,,0,3,39,Josh Cribbs
7.000,,0,1,7,Emmanuel Stephens
23.000,,0,2,29,Brandon Boykin
18.000,,0,1,18,Stanley Havili
24.000,,0,4,30,Darius Reynaud
28.000,,0,1,28,Devin McCourty
19.000,,0,1,19,Matthew Slater
19.000,,0,4,25,Javier Arenas
16.000,,0,1,16,Terrance Copper
52.000,,0,2,77,Jz Rodgers
8.000,,0,1,8,Harry Douglas
29.000,,0,3,30,Percy Harvin
20.000,,0,2,22,Matt Asiata
21.000,,0,3,22,Jalen Parmele
34.000,,0,3,48,Darren Sproles
24.000,,0,2,27,Brandon Banks
24.000,,0,1,24,Joe McKnight
23.000,,0,3,26,Leodis McKelvin
1.000,,0,1,1,Will Heller
18.000,,0,1,18,Stefan Logan
25.000,,0,1,25,Isaiah Pead
15.000,,0,3,19,Trindon Holliday
27.000,,0,5,32,Marcus Thigpen
18.000,,0,1,18,Jorvorskie Lane
24.000,,0,3,28,Randall Cobb
31.000,,0,1,31,Kendall Hunter
22.000,,0,1,22,LaRod Stephens Howling
44.000,,0,3,83,Leon Washington
18.000,,0,3,23,Michael Smith
31.000,,0,1,31,Joe Adams
27.000,,0,1,27,Emmanuel Sanders
22.000,,0,4,27,Deonte Thompson
21.000,,0,3,25,Brandon Tate
6.000,,0,1,6,Taiwan Jones
25.000,,0,3,34,Richard Goodman
0.000,,0,1,0,Melvin Ingram
21.000,,0,1,21,Randall Cobb
28.000,,0,2,38,Devin Hester
5.000,,0,1,5,Brad Smith
20.000,,0,2,23,Javier Arenas
24.000,,0,3,30,Brandon Tate
31.000,,0,1,31,Adam Jones
27.000,,0,6,38,Josh Cribbs
19.000,,0,1,19,TY Hilton
39.000,,0,2,50,Percy Harvin
10.000,,0,1,10,D Aundre Reed
23.000,,0,1,23,Marcus Sherels
24.000,,0,3,24,Joe Adams
26.000,,0,2,38,Darren Sproles
2.000,,0,1,2,Junior Galette
26.000,,0,3,38,Jalen Parmele
29.000,,0,2,30,Trindon Holliday
20.000,,0,2,25,Mike Goodson
13.000,,0,1,13,Coye Francies
23.000,,0,2,25,Devin McCourty
18.000,,0,1,18,Early Doucet
32.000,,0,1,32,LaRod Stephens Howling
28.000,,0,3,44,David Wilson
13.000,,0,1,13,Martellus Bennett
25.000,,0,7,55,Arrelious Benn
18.000,,0,1,18,DJ Ware
24.000,,0,2,27,Brandon Boykin
1.000,,0,1,1,Akeem Jordan
33.000,,0,3,49,Deonte Thompson
12.000,,0,1,12,Isaiah Pead
17.000,,0,3,26,Brandon Banks
0.000,,0,1,0,Niles Paul
20.000,,0,1,20,Leon Washington
21.000,,0,5,29,Felix Jones
22.000,,0,2,23,Chris Rainey
28.000,,0,4,33,Joe McKnight
37.000,,0,2,37,Richard Goodman
32.000,,0,4,71,Lavelle Hawkins
15.000,,0,3,18,Darius Reynaud
21.000,,0,4,26,Kendall Hunter
0.000,,0,1,0,Kyle Williams
32.000,,0,2,40,Stefan Logan
23.000,,0,1,23,Jz Rodgers
24.000,,0,1,24,Lousaka Polite
23.000,,0,2,30,Omar Bolden
21.000,,0,5,28,Joe Adams
21.000,,0,1,21,Armanti Edwards
19.000,,0,1,19,David Wilson
28.000,,0,3,37,Devin Hester
24.000,,0,1,24,Isaiah Pead
28.000,,0,3,34,Josh Cribbs
34.000,,0,1,34,Leodis McKelvin
18.000,,0,1,18,Felix Jones
15.000,,0,1,15,Arrelious Benn
23.000,,0,4,31,Marcus Thigpen
20.000,,0,3,24,Joe McKnight
24.000,,0,3,32,Percy Harvin
24.000,,0,2,29,Kendall Hunter
72.000,,0,2,94,Kyle Williams
26.000,,0,4,38,Darren Sproles
0.000,,0,1,0,Jed Collins
19.000,,0,3,27,Javier Arenas
18.000,,0,2,23,Shaun Draughn
33.000,,0,3,55,Brandon Banks
22.000,,0,2,31,Brandon Tate
18.000,,0,1,18,Adam Jones
43.000,,1,4,105,Darius Reynaud
21.000,,0,2,23,Stefan Logan
28.000,,0,4,40,Cassius Vaughn
26.000,,0,1,26,TY Hilton
20.000,,0,1,20,Mike Thomas
12.000,,0,1,12,LaRod Stephens Howling
22.000,,0,3,24,Brandon Boykin
31.000,,0,1,31,Richard Goodman
22.000,,0,3,25,Omar Bolden
18.000,,0,1,18,Jim Leonhard
0.000,,0,1,0,James Casey
51.000,,0,1,51,Mike Goodson
36.000,,0,1,36,Marcel Reece
22.000,,0,2,24,Chris Rainey
27.000,,0,3,36,Deonte Thompson
0.000,,0,1,0,Dennis Pitta
24.000,,0,1,24,Devin McCourty
21.000,,0,2,21,Leon Washington
23.000,,0,1,23,Randall Cobb
22.000,,0,3,25,Deonte Thompson
23.000,,0,2,24,Travis Benjamin
27.000,,0,1,27,Jz Rodgers
27.000,,0,2,28,Kealoha Pilares
26.000,,0,1,26,Leodis McKelvin
20.000,,0,1,20,Devin McCourty
4.000,,0,1,4,Christian Ballard
105.000,,1,1,105,Percy Harvin
0.000,,0,0,0,Rhett Ellison
25.000,,0,3,29,Shaun Draughn
33.000,,0,1,33,Cyrus Gray
26.000,,0,2,33,Richard Goodman
12.000,,0,1,12,Danny Amendola
0.000,,0,0,-2,Chris Givens
69.000,,0,1,69,Leon Washington
36.000,,0,2,44,Joe McKnight
25.000,,0,1,25,Kyle Williams
28.000,,0,2,30,Trindon Holliday
22.000,,0,4,23,Darius Reynaud
18.000,,0,1,18,Craig Stevens
30.000,,0,3,41,William Powell
23.000,,0,1,23,Marcus Thigpen
21.000,,0,2,22,Jalen Parmele
27.000,,0,1,27,Rashad Jennings
16.000,,0,1,16,Omar Bolden
29.000,,0,3,34,Randall Cobb
30.000,,0,3,35,Darren Sproles
2.000,,0,1,2,Vincent Jackson
21.000,,0,2,25,Niles Paul
16.000,,0,3,21,Brandon Boykin
36.000,,0,6,53,David Wilson
24.000,,0,2,26,Felix Jones
25.000,,0,2,29,Devin Hester
0.000,,0,1,0,Corey Wootton
36.000,,0,1,36,Chris Givens
15.000,,0,1,15,Adam Jones
34.000,,0,1,34,Brandon Tate
30.000,,0,1,30,Marcus Thigpen
31.000,,0,3,35,Randall Cobb
27.000,,0,3,41,Shaun Draughn
26.000,,0,2,32,Deonte Thompson
30.000,,0,2,31,Darius Reynaud
28.000,,0,4,35,Brandon Banks
18.000,,0,2,18,Jz Rodgers
13.000,,0,4,21,David Wilson
13.000,,0,1,13,Andre Brown
36.000,,0,6,74,Josh Cribbs
28.000,,0,2,44,Chris Rainey
21.000,,0,3,25,Brandon Boykin
21.000,,0,3,25,Kealoha Pilares
17.000,,0,1,17,Captain Munnerlyn
22.000,,0,2,45,Leon Washington
3.000,,0,1,3,Doug Baldwin
21.000,,0,3,26,Rashad Jennings
28.000,,0,1,28,Devin Hester
0.000,,0,1,0,Rob Gronkowski
23.000,,0,1,23,Devin McCourty
20.000,,0,3,33,Omar Bolden
0.000,,0,1,0,Chris Gronkowski
22.000,,0,2,28,Kyle Williams
59.000,,0,1,59,Leodis McKelvin
28.000,,0,1,28,Brad Smith
24.000,,0,2,25,Darren Sproles
25.000,,0,5,38,Richard Goodman
35.000,,1,4,100,Joe McKnight
19.000,,0,1,19,Eric Smith
11.000,,0,3,14,Trindon Holliday
26.000,,0,5,32,Darius Reynaud
32.000,,0,3,49,Chris Rainey
29.000,,0,1,29,Jz Rodgers
12.000,,0,2,25,Mike Goodson
31.000,,0,2,44,Josh Cribbs
20.000,,0,3,23,Brandon Tate
19.000,,0,1,19,Cedric Peerman
34.000,,0,2,44,Marcus Thigpen
