kickoff yards, kickoffs, longest kickoffs, longest punt, name, punt yards, punts
0,0,0,59,B Bede,413,8
0,0,0,52,A Alix,262,6
0,0,0,54,J Medlock,306,7
0,0,0,48,D Stala,175,5
0,0,0,67,S Waters,151,3
0,0,0,60,G Shaw,407,8
0,0,0,51,R Early,192,4
0,0,0,50,L Hajrullahu,209,5
0,0,0,56,L Hajrullahu,345,7
0,0,0,58,B Bede,187,4
0,0,0,46,A Alix,198,5
0,0,0,53,R Leone,286,7
0,0,0,82,R Early,177,3
0,0,0,47,R Pfeffer,125,3
0,0,0,53,G Shaw,206,5
0,0,0,52,L Hajrullahu,317,7
0,0,0,50,B Bede,176,4
0,0,0,58,R Leone,289,6
0,0,0,54,R Early,285,6
0,0,0,61,R Maver,449,9
0,0,0,72,R Pfeffer,413,8
0,0,0,59,B Bede,325,8
0,0,0,52,G Shaw,223,5
0,0,0,49,R Early,193,5
0,0,0,83,R Leone,404,7
0,0,0,56,L Hajrullahu,285,6
0,0,0,61,R Leone,366,7
0,0,0,45,R Pfeffer,237,6
0,0,0,52,G Shaw,410,10
0,0,0,58,L Hajrullahu,607,13
0,0,0,57,R Early,234,5
0,0,0,49,L Hajrullahu,217,5
0,0,0,55,R Leone,159,3
0,0,0,57,G Shaw,358,8
0,0,0,67,R Early,489,10
0,0,0,69,B Bede,313,7
0,0,0,51,R Pfeffer,222,6
0,0,0,64,R Leone,473,9
0,0,0,48,G Shaw,372,9
0,0,0,48,A Alix,189,5
0,0,0,33,C Milo,33,1
0,0,0,64,B Bede,117,2
0,0,0,53,R Pfeffer,321,8
0,0,0,56,R Early,242,5
0,0,0,53,L Hajrullahu,452,12
0,0,0,52,B Bede,493,11
0,0,0,54,G Shaw,400,9
0,0,0,56,L Hajrullahu,234,5
0,0,0,64,R Pfeffer,396,8
0,0,0,78,R Leone,507,10
0,0,0,59,R Leone,389,8
0,0,0,50,B Bede,217,5
0,0,0,58,G Shaw,187,4
0,0,0,48,R Early,225,6
0,0,0,62,S Waters,354,7
0,0,0,43,A Wilder,280,8
0,0,0,49,J Medlock,49,1
0,0,0,44,B Bede,102,3
0,0,0,53,G Shaw,273,6
0,0,0,56,S Waters,391,8
0,0,0,59,L Hajrullahu,476,10
0,0,0,47,R Pfeffer,281,7
0,0,0,68,R Early,384,8
0,0,0,50,B Bede,314,7
0,0,0,60,R Leone,440,9
0,0,0,46,R Early,146,4
0,0,0,48,L Hajrullahu,363,9
0,0,0,45,J Medlock,87,2
0,0,0,82,S Waters,227,5
0,0,0,57,S Whyte,507,14
0,0,0,51,S Waters,175,4
0,0,0,49,J Medlock,116,3
0,0,0,61,L Hajrullahu,293,6
0,0,0,67,R Early,532,12
0,0,0,42,S Whyte,329,9
0,0,0,59,R Leone,292,6
0,0,0,53,R Pfeffer,217,5
0,0,0,58,R Leone,300,6
0,0,0,48,J Medlock,364,9
0,0,0,45,S Whyte,435,12
0,0,0,53,R Early,260,6
0,0,0,56,B Maher,241,5
0,0,0,52,B Bede,255,6
0,0,0,57,L Hajrullahu,298,7
0,0,0,52,L Hajrullahu,408,9
0,0,0,49,S Whyte,292,7
0,0,0,58,R Leone,514,11
0,0,0,51,B Maher,284,7
0,0,0,70,J Palardy,288,6
0,0,0,49,R Early,181,5
0,0,0,58,B Bede,257,7
0,0,0,44,B Maher,119,3
0,0,0,52,B Bede,340,8
0,0,0,49,J Medlock,323,9
0,0,0,53,L Hajrullahu,320,7
0,0,0,53,S Whyte,371,9
0,0,0,50,R Leone,97,2
0,0,0,51,R Early,263,6
0,0,0,49,A Alix,260,6
0,0,0,58,B Maher,321,7
0,0,0,46,J Medlock,280,7
0,0,0,62,R Early,326,7
0,0,0,61,S Whyte,389,8
0,0,0,59,R Leone,345,7
0,0,0,59,L Hajrullahu,340,7
0,0,0,57,B Bede,363,8
0,0,0,42,A Alix,161,5
0,0,0,52,J Palardy,52,1
0,0,0,39,R Pfeffer,125,4
0,0,0,54,L Hajrullahu,267,6
0,0,0,52,J Palardy,366,9
0,0,0,45,R Paredes,45,1
0,0,0,61,G Shaw,269,6
0,0,0,60,R Leone,375,8
0,0,0,52,B Bede,332,8
0,0,0,46,J Medlock,198,5
0,0,0,54,R Leone,396,8
0,0,0,51,J Medlock,351,8
0,0,0,44,J Rogers,328,9
0,0,0,55,B Bede,218,5
0,0,0,60,R Pfeffer,421,9
0,0,0,48,R Early,256,6
0,0,0,43,G Shaw,195,5
0,0,0,52,J Rogers,342,9
0,0,0,70,R Leone,261,5
0,0,0,57,R Early,300,6
0,0,0,56,J Medlock,257,7
0,0,0,56,C Milo,234,7
0,0,0,49,G Shaw,166,4
0,0,0,51,B Bede,102,2
0,0,0,65,J Palardy,336,7
0,0,0,59,S Castillo,348,8
0,0,0,45,C Milo,239,6
0,0,0,46,J Medlock,326,8
0,0,0,56,A Fera,297,6
0,0,0,47,B Bede,204,5
0,0,0,43,R Early,196,5
0,0,0,64,J Medlock,293,7
0,0,0,63,R Leone,392,8
0,0,0,45,C Milo,316,8
0,0,0,42,J Medlock,206,6
0,0,0,48,G Shaw,262,6
0,0,0,69,G Shaw,239,5
0,0,0,72,C Milo,323,7
