kickoff return yards, kickoff returns, longest kickoff return, name
31,1,31,Curtis Johnson
47,3,17,Gee Gee Greene
52,3,24,Phillip Livas
10,2,7,Daniel Porter
10,1,10,Dustin Mitchell
36,1,36,TJ Graham
8,1,8,James Washington
53,2,29,Niles Paul
19,1,19,Brandon Thompkins
15,1,15,Jahbari McLennan
63,2,43,John Tranchitella
38,1,38,Tonny Glynn
43,2,28,Frankie Solomon
27,3,19,Demond Dennis
22,1,22,Roland Bruno
64,3,24,Damaris Johnson
108,5,28,Stephen Simmons
99,4,29,Johnny Sears Jr
18,1,18,DeAnthony White
14,1,14,Lance Dunbar
63,3,24,Chris Garrett
18,1,18,LJ Flintall
76,3,29,Lamaar Thomas
24,1,24,DeVier Posey
48,2,26,CJ Gable
16,1,0,Stafon Johnson
22,1,22,Ryan Broyles
64,3,33,Perrish Cox
43,2,25,Desmond Bryant
12,1,12,Bryant Ward
11,1,11,Keith Toston
32,1,32,Devin Mays
70,2,38,Walter Thurmond III
24,1,24,Kenjon Barner
20,1,20,LaMichael James
15,1,15,Talmadge Jackson
121,6,25,Aaron Valentin
15,1,15,Royce Adams
19,1,19,Devon Smith
0,1,0,Joe Suhey
144,5,39,Mike Jones
25,1,25,Devin McCourty
5,1,5,Evan Lampert
45,2,23,Mekell Wesley
36,2,28,Vincent Brown
14,1,14,Brandon Davis
41,2,22,Devin Newsome
18,1,18,Gustavo Manzanares
7,1,7,Brandon Rutley
51,2,26,Shaky Smithson
23,1,23,David Reed
20,1,20,Tory Harrison
11,1,11,Freddie Parham
7,1,7,Ronnie Thornton
89,1,89,Jamar Newsome
29,2,18,Darin Baldwin
27,2,16,Quincy McDuffie
68,3,28,David Oku
9,1,0,Dennis Rogan
52,3,18,Terrance Austin
63,3,27,Payten Jason
52,3,20,DJ Banks
21,1,21,Travis Burks
13,1,13,Stephen Barnett
18,1,18,Steven Thomas
54,1,54,Eric Stephens
36,2,20,Edward Britton
107,6,20,Shane Turner
20,1,20,Charles Ross
6,1,6,Xavier Webb
102,4,33,Mark Ferrell
60,3,24,Bryan McCann
20,1,20,Chris Butler
105,3,64,Deante Purvis
4,1,4,Chris Brogdon
28,2,15,James Rodgers
101,6,23,Evan Davis
23,1,23,Donavon Kemp
16,2,16,Dezmon Briscoe
85,4,28,Chris Cook
27,2,25,Perry Jones
15,1,15,Mikell Simpson
12,1,12,David Wilson
87,5,25,Darius Marshall
42,2,21,Terrel Edwards Maye
52,2,30,Chris Givens
18,1,18,Devin Brown
27,1,20,Chris Owusu
20,0,17,Richard Sherman
11,2,16,Josh Catron
70,3,29,Quinton Richardson
25,1,25,Curtis Shaw
16,1,16,Jordan Polk
63,3,28,Matthew Harvey
53,3,22,Max Komar
14,1,14,Kama Bailey
78,4,25,James Montgomery
28,2,19,Brandon Jones
24,1,24,Marcus Richmond
67,3,27,Joyonte Taylor
27,1,27,Kealoha Pilares
13,1,13,Mana Lolotai
73,2,38,David Gilreath
21,1,21,Bradie Ewing
13,1,13,Tyler Holland
10,1,10,Chris Borland
112,4,34,AJ Jefferson
110,4,35,Bobby Rainey
29,1,29,Marell Booker
84,3,40,Dontavia Bogan
48,2,25,Mark Rodgers
28,2,23,Noel Devine
62,3,29,Dwayne Harris
30,1,30,Jonathan Williams
16,1,16,Dominique Lindsay
21,1,21,Kenny Browder
61,2,35,Malcolm Williams
41,1,41,DJ Monroe
61,2,36,Graig Cooper
40,1,40,Mike James
18,1,18,Travis Benjamin
111,4,36,Orwin Smith
115,5,28,Chastin West
95,5,24,AJ Jefferson
154,5,77,Titus Young
103,2,77,Doug Martin
72,4,20,Dashan Miller
4,1,4,Joseph Tuzze
109,2,91,Ray Fisher
12,1,12,Tandon Doss
61,1,61,Javier Arenas
73,4,23,Ira Smith
19,1,19,James Hamilton
15,1,15,Darius Carey
12,1,12,Lance Dunbar
63,3,30,Dennis Johnson
50,1,50,Cobi Hamilton
29,1,29,Seth Armbrust
146,6,35,Brandon Boykin
11,1,11,Kenny Lanier
10,1,10,Branden Smith
66,3,29,Damion Hunter
101,4,31,Eric Williams
49,3,19,Terrell Zachery
32,2,16,Onterio McCalebb
21,1,21,Mario Fannin
139,5,44,Mark Rodgers
25,1,25,Noel Devine
89,1,89,Omar Bolden
44,1,44,Keelan Johnson
77,4,22,Luther Ambrose
39,2,23,Rodney Lovett
7,1,7,CC Carpenter
136,5,52,Mikail Baker
58,3,24,Robbie Frey
0,1,0,Andre Dixon
13,1,13,Steven Thomas
10,1,10,Jan Jorgensen
71,3,28,Greg Reid
55,3,23,Quincy McDuffie
38,2,20,Ed Young
31,2,20,Domonic Cook
19,1,19,Mario Henry
27,1,27,CJ Spiller
149,7,26,Jeff Smith
20,1,20,Chris Fox
51,1,51,Cody Wilson
26,1,26,Brian Lockridge
56,3,23,Marcell Gipson
3,1,3,Kenny Browder
33,1,33,Dion Morton
98,2,50,Mike Ball
49,2,25,Brandon Fragger
15,1,15,Zach Sudfeld
97,3,50,Brandon James
79,5,22,David Oku
24,0,0,Dennis Rogan
60,3,26,Matthew Harvey
48,2,25,Kama Bailey
65,3,25,Davon Brown
21,1,21,Vincent Brown
19,1,19,Brandon Davis
33,2,20,Amari Spievey
13,1,13,Paul Chaney
146,5,42,Keola Antolin
0,1,0,Nick Booth
74,3,33,Dezmon Briscoe
116,5,31,Johnny Williams
23,2,20,Patrick Kurunwune
88,4,32,Anthony Bowman
26,2,13,Derek McBryde
9,1,9,Dri Archer
31,1,31,David Sims
13,1,13,Leonard Johnson
4,1,4,Taylor Mansfield
191,4,100,Derrick Locke
35,1,35,Alphonso Smith
28,1,28,Winston Guy Jr
170,5,65,Trent Guy
27,1,27,Trindon Holliday
79,4,29,Marlin Miller
12,1,12,Orkeys Auriene
44,3,23,Dustin Mitchell
25,1,25,Lyle Fitte
109,6,21,Torrey Smith
75,4,21,Desmond Gee
41,2,30,Malcolm Beyah
60,3,25,Darryl Stonum
49,3,19,DeAnthony White
32,3,17,Johnny Sears Jr
41,0,41,Hayo Carpenter
29,3,22,Troy Stoudermire Jr
21,1,21,Jay Thomas
58,3,26,Shane Vereen
34,2,19,Cordera Eason
23,1,23,Derrick Herman
56,2,33,Jasper Simmons
30,1,30,Munir Prince
68,2,43,Darius Marshall
25,1,25,Troy Evans
75,4,28,Roger Williams
68,3,31,Johnny White
23,1,23,Charles Brown
77,4,24,Dwayne Harris
44,2,24,Jonathan Williams
134,6,44,Tonny Glynn
16,1,16,Jeff Fleming
25,1,25,Marlon McClure
70,6,15,Roland Bruno
26,1,26,Demond Dennis
16,1,16,Frankie Solomon
96,2,60,Reggie Rembert
0,1,0,Darius Jones
107,4,38,Theo Riddick
18,1,18,Barry Gallup Jr
154,7,34,Glenn Winston
73,3,52,Chris Garrett
32,1,32,Ryan Broyles
97,4,33,Damaris Johnson
66,3,41,Freeman Kelley
25,2,16,Bryant Ward
10,1,10,DeMarcus Conner
0,1,0,Perrish Cox
82,3,35,Shane Turner
41,2,24,Charles Ross
62,2,41,Walter Thurmond III
27,1,27,Kenjon Barner
23,1,23,LaMichael James
140,6,29,Shaky Smithson
38,1,38,James Rodgers
0,1,0,Will Darkins
62,3,27,Mardy Gilyard
0,1,0,Ricardo Thompson
11,1,11,Henry Hynoski
-8,1,0,Antwuan Reed
60,4,19,Gee Gee Greene
16,1,16,Michael Zordich
12,1,12,Devon Smith
55,2,35,Kee ayre Griffin
46,2,31,James Nixon
23,1,23,Bernard Pierce
72,3,34,Aaron Valentin
14,1,14,Royce Adams
67,3,26,Tommy Davis
15,1,15,Devin McCourty
-2,1,0,Mohamed Sanu
61,3,26,Ty Hilton
43,2,23,Junior Mertile
9,1,9,Larvez Mars
76,4,23,Chris Culliver
115,5,29,Avionne Rolle
38,1,38,Taviuos Polo
29,1,29,Xavier Stinson
28,1,28,Theo Wilson
52,3,24,Antwan Ivey
38,2,21,Gerald Stevenson
28,2,15,Antwain Harvey
7,1,7,Deon Lee
149,3,100,Freddie Parham
62,3,23,Tory Harrison
33,0,33,James Collins
69,3,34,Perry Jones
29,2,15,Torrey Mack
18,1,18,Chase Minnifield
13,1,13,Rashawn Jackson
94,1,94,Chris Owusu
64,1,64,Doug Baldwin
10,1,10,Josh Catron
50,3,21,Michael Avila
48,3,18,Marcos Garces
15,1,15,Gustavo Manzanares
128,6,48,Mike Jones
111,6,23,Andrew Brewer
73,3,31,Jeremy Kerley
66,2,33,DJ Monroe
29,1,29,Malcolm Williams
182,7,38,Eric Stephens
83,4,24,DaJuane Collins
39,2,25,Kenny Veal
32,1,32,Lamaar Thomas
50,2,28,Jerrel Jernigan
0,1,0,David McDowell
50,2,26,Frantrell Forrest
21,1,21,Dexter Barnett
118,4,44,Christine Michael
130,5,41,Kerwynn Wiliams
14,1,14,Chris Harris
45,2,28,Damien Thigpen
32,1,32,Trevor Theriot
135,4,40,Brandon Banks
113,5,29,Deante Purvis
23,1,23,Micheal Johnson
83,3,41,Royce Pollard
33,2,20,Kealoha Pilares
150,5,41,Warren Norman
32,2,21,Leon Berry
95,2,76,Dyrell Roberts
19,1,19,David Wilson
71,3,27,Niles Paul
15,1,15,Rex Burkhead
37,1,37,Alex Frye
7,1,7,Josh Bush
69,3,25,Quinton Richardson
27,1,27,Jordan Polk
50,2,26,Joe McKnight
23,2,16,Stafon Johnson
43,2,31,Marcus Richmond
51,2,27,Bryan McCann
38,2,22,David Gilreath
30,1,30,Bradie Ewing
68,4,19,Bobby Rainey
68,2,43,Brandon West
49,3,22,Brayden Coombs
34,2,20,Luke Swift
54,3,25,Bryce Sherman
67,3,29,Brandon Bolden
14,1,14,Reggie Hicks
104,3,52,Mike Ball
49,2,29,Chris Wellington
22,1,22,Jared Silva Purcell
13,1,13,Mike Prince
32,1,32,Reggie Rembert
18,1,18,Vincent Brown
122,4,65,Brandon Thompkins
19,1,19,Jahbari McLennan
19,1,19,Marcus Brown
90,5,23,Jerrel Jernigan
33,2,20,Terry Grant
81,3,52,Dennis Johnson
21,1,21,Brandon Barnett
58,2,33,Mario Fannin
58,2,36,Ben Tate
26,1,26,Harry Adams
24,1,24,Anthony Gulley
3,1,3,Eric Smith
140,7,31,Eric Williams
5,1,5,Justin Cruz
53,2,35,Mikail Baker
51,1,51,Terrance Williams
18,1,18,Justin Fenty
45,2,24,Jeff Smith
74,4,23,Chris Givens
18,1,18,Lovell Jackson
68,3,28,Roger Williams
31,2,16,John Pettigrew
14,1,14,Adrian Hodges
72,3,26,Titus Young
69,3,27,ONeill Chambers
62,3,25,Lou Greenwood
42,2,30,John Mosure
36,1,36,Dion Morton
49,2,26,Mardy Gilyard
0,1,0,Ricardo Thompson
77,3,34,AJ Jefferson
36,2,20,CJ Spiller
52,3,25,Jeremy Kerley
14,1,14,Antonio Brown
10,1,10,Jahleel Addae
0,1,0,Matt Berning
189,7,67,Dashan Miller
55,2,28,Robbie Frey
36,1,36,Nick Williams
43,2,27,Desmond Scott
19,1,19,Connor Vernon
30,2,16,Dwayne Harris
84,4,35,Quincy McDuffie
18,1,18,Jamar Newsome
64,2,39,Avionne Rolle
26,2,10,Taviuos Polo
8,1,8,Rod Huggins
73,3,31,Luther Ambrose
21,1,21,Rodney Lovett
59,3,26,Trenard Turner
25,2,14,Wayne Times
18,1,18,Ty Hilton
16,2,11,Colt Anderson
41,2,30,Kenny Veal
30,1,30,Morgan Williams
21,1,21,DaJuane Collins
51,3,36,Greg Reid
6,1,6,Matt Dunham
28,1,28,Colby Erskin
16,1,16,Dontavia Bogan
25,2,15,Brandon Boykin
16,1,16,Shaun Chapas
51,3,18,Keelan Johnson
24,1,24,Orwin Smith
16,1,16,Anthony Allen
40,2,21,Johnny White
104,3,61,Tyron Carrier
93,5,21,Eric Stephens
52,3,23,Leonard Johnson
97,5,29,Damion Hunter
64,2,47,Bradley McDougald
50,1,50,Darrell Stuckey
41,2,22,Dezmon Briscoe
112,4,36,Freddie Parham
25,1,25,Tracey Lampley
183,2,92,Brandon Banks
110,2,92,Anthony Bowman
47,2,27,Dri Archer
0,1,0,Anthony Mirando
36,3,14,Brayden Coombs
16,1,16,Dustin Woods
14,2,7,Luke Swift
82,4,23,Derrick Locke
33,2,20,Alphonso Smith
14,1,14,Winston Guy Jr
40,2,27,Brandon James
120,5,29,Torrey Smith
20,2,16,Dan Bonato
36,1,36,Joe Lefeged
13,1,13,Devin McCourty
11,1,11,Jack Corcoran
51,2,33,Curtis Johnson
27,1,27,Marcus Hightower
94,3,33,Darius Marshall
218,7,45,Darryl Stonum
14,1,14,Kevin Grady
130,4,60,Ray Fisher
48,2,29,Tandon Doss
94,5,28,Leon Berry
28,2,17,Wade Bonner
105,4,41,Trindon Holliday
21,1,21,Gee Gee Greene
19,1,19,John Angelo
4,1,4,Cory Finnerty
74,3,32,Bobby Rainey
43,2,23,Derrius Brooks
41,2,23,Marell Booker
114,5,40,TJ Graham
29,1,29,Donald Bowens
93,3,47,Cameron Saddler
26,2,20,Dorin Dickerson
21,1,21,Ray Graham
21,1,21,Niles Paul
34,2,18,Orkeys Auriene
20,1,20,Marlin Miller
13,1,13,Julian Shankle
122,5,39,Tommy Davis
33,1,33,Ricky Crider
64,3,25,Kama Bailey
5,1,5,Matthew Harvey
26,2,22,Ian Clark
106,4,40,Tonny Glynn
94,5,22,Jeravin Matthews
0,1,0,Scott Concannon
111,4,37,Troy Stoudermire Jr
20,1,20,Hayo Carpenter
174,5,73,Royce Hill
21,1,21,James Hamilton
17,1,17,Darius Carey
7,1,7,Bryant Seidle
51,2,26,Desmond Gee
18,1,18,Malcolm Beyah
20,1,20,Lamaar Thomas
89,4,25,Arrelious Benn
31,2,21,AJ Jenkins
12,1,12,Michael Hoomanawanui
44,3,30,Jeremy Smith
26,1,26,Kenjon Barner
13,1,13,Walter Thurmond III
114,3,44,Shane Vereen
14,1,14,Jeremy Ross
116,5,35,James Rodgers
24,1,24,Keola Antolin
20,1,20,Travis Cobb
54,2,36,Chaz Powell
17,1,17,Devon Smith
15,2,12,Andrew Dailey
69,3,27,Paul Chaney
25,1,25,Brandon Wegher
46,3,19,Aaron Valentin
40,2,20,Royce Adams
96,4,35,Theo Riddick
75,3,32,Charles Ross
61,3,23,Shane Turner
45,2,23,Warren Norman
27,1,27,Lamon Muldrow
91,1,91,Chris Owusu
26,1,26,Jeremy Stewart
14,1,14,Josh Catron
59,3,30,Johri Fogerson
47,2,35,Quinton Richardson
10,1,10,Jordan Polk
38,2,20,Mike Jones
106,2,92,James Nixon
13,1,13,Joe Jones
50,3,19,Domonic Cook
22,1,22,Naaman Roosevelt
17,1,17,Mario Henry
14,1,14,Terrell Jackson
13,1,13,Ed Young
76,4,29,NuKeese Richardson
19,1,19,David Oku
221,6,95,Chris Garrett
91,1,91,DJ Monroe
3,1,3,Marquise Goodwin
116,5,32,Evan Davis
48,2,26,Marlon McClure
35,3,18,Donavon Kemp
84,4,26,Stephen Barnett
25,1,25,DJ Banks
13,1,13,Payten Jason
40,1,40,Freeman Kelley
10,1,10,Laquentin Black
51,2,29,Lionel Smith
11,1,11,Ryan Swope
6,1,6,Bradley Stephens
102,6,21,Frantrell Forrest
13,1,13,Mark Ferrell
9,1,9,Rashad Slaughter
27,1,27,CJ Gable
51,3,19,Marcus Richmond
33,1,33,Daniel Simmons
19,1,19,Shaky Smithson
12,1,12,David Reed
33,1,33,Doug Beaumont
48,2,26,Kerwynn Wiliams
17,1,17,Kejon Murphy
28,2,17,David Wilson
74,3,39,Graig Cooper
25,2,21,Mike James
71,3,32,David Gilreath
12,1,12,Bradie Ewing
0,1,0,Chris Borland
139,6,36,Glenn Winston
51,2,30,Brandon West
9,1,9,Aaron Winchester
93,3,35,Marcell Gipson
102,5,26,Deante Purvis
49,2,26,Imari Thompson
53,1,53,Lyle Fitte
3,2,3,Dennis Morris
146,6,47,Royce Pollard
32,2,19,Dexter Barnett
23,1,23,Daniel Borne
126,6,25,Freddie Parham
29,1,29,Tracey Lampley
48,3,18,Mark Rodgers
19,1,19,Tavin Austin
153,6,43,Brian Lockridge
38,1,38,JJ Di Luigi
18,1,18,Spencer Hafoka
17,1,17,ONeill Chambers
75,4,29,Kerwynn Wiliams
62,3,29,Trent Guy
50,2,34,Doug Beaumont
42,1,42,Cameron Saddler
20,1,20,Aundre Wright
17,1,17,Ray Graham
69,3,28,Dennis Johnson
41,2,28,Joe Adams
153,7,33,Lionel Smith
31,2,23,Christine Michael
7,0,7,Ryan Swope
100,3,46,Damion Hunter
97,3,43,Jeremy Williams
22,1,22,Stephen Barnett
12,1,12,Adam Podet
73,5,20,LeQuan Lewis
30,2,19,James Rodgers
56,3,25,Torieal Gibson
31,1,31,Eric Williams
69,2,35,Kenny Veal
59,4,24,Julian Bellinger
17,1,17,Terrance Williams
112,5,26,Anthony Bowman
32,1,32,Dri Archer
24,1,24,Zach Gonosz
60,3,26,Jeff Smith
19,3,11,Lonnie Pryor
13,1,13,Greg Reid
6,1,6,Nigel Bradham
17,2,14,Mitch Burroughs
11,1,11,Doug Martin
111,6,27,Roger Williams
54,2,35,Chris Garrett
37,2,19,Donte Harden
54,2,28,Naaman Roosevelt
20,1,20,Terrell Jackson
53,3,19,Antonio Brown
127,6,29,Shane Vereen
39,2,22,CJ Gable
41,2,28,Darin Baldwin
27,1,27,Quincy McDuffie
96,4,34,Curtis Johnson
55,2,37,Marcus Hightower
17,1,17,DA Griffin
64,3,23,Connor Vernon
39,2,20,Johnny Williams
29,2,19,Dyrell Roberts
20,1,20,David Wilson
13,1,13,Kenny Younger
85,3,41,Johnny Sears Jr
20,1,20,DeAnthony White
20,1,20,James Nixon
9,1,9,Joe Jones
39,3,16,Taviuos Polo
22,1,22,Avionne Rolle
68,3,25,Marcell Gipson
28,2,17,Branden Smith
20,2,11,Brandon Boykin
89,2,49,Trindon Holliday
85,3,32,Kama Bailey
54,2,31,Matthew Harvey
96,4,26,Dion Morton
38,1,38,Lou Greenwood
21,1,21,John Mosure
74,4,22,Terry Hawthorne
33,1,33,Arrelious Benn
18,1,18,Hubie Graham
21,2,13,AJ Wallace
129,4,43,Ray Fisher
29,1,29,Tandon Doss
46,1,35,Ray Small
30,1,30,Lamaar Thomas
0,1,0,Brandon Saine
61,3,22,Paul Chaney
59,4,24,Brandon Thompkins
15,1,15,Jahbari McLennan
99,4,35,Leonard Johnson
28,1,28,David Sims
67,3,27,Brandon Banks
16,1,16,Keithen Valentine
66,2,39,Derrick Locke
50,2,34,Randall Cobb
10,0,10,Sam Maxwell
97,3,60,Javier Arenas
44,2,25,Terry Grant
111,4,54,Luther Ambrose
8,1,8,Rodney Lovett
107,3,55,Ty Hilton
15,4,6,Trenard Turner
13,1,13,Wayne Times
