completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
14,0,31,D Allen,18,1,130
7,0,24,M Bishop,13,1,75
17,1,45,D Dickenson,27,0,179
33,1,63,R Ray,42,5,394
0,0,0,S LeFors,1,0,0
29,0,49,K Glenn,44,1,416
28,3,23,A Calvillo,39,0,271
16,0,34,K Joseph,30,1,230
17,0,57,H Burris,26,2,230
17,0,39,J Maas,23,0,170
4,1,51,T Chang,7,0,86
22,2,62,K Glenn,38,2,298
20,0,42,A Calvillo,38,0,220
2,0,16,M Brady,2,0,27
15,1,0,D Dickenson,27,1,230
25,3,0,R Ray,35,0,284
1,0,0,S LeFors,1,0,4
8,1,0,T Chang,16,0,81
4,1,0,J Maas,11,0,40
3,0,0,R Williams,3,0,27
17,0,0,M Bishop,31,3,247
3,0,0,M McMahon,5,0,51
17,1,35,K Joseph,29,4,244
3,0,32,M Crandell,4,0,59
12,1,28,H Burris,25,1,124
6,1,18,A Smith,15,0,64
18,2,30,M Bishop,23,3,273
6,2,23,M McMahon,13,1,68
13,2,33,H Burris,27,1,164
6,3,21,A Smith,10,0,68
26,1,23,K Glenn,41,1,294
25,0,19,R Ray,40,2,214
22,3,36,M Crandell,36,1,267
4,1,14,K Joseph,14,0,35
6,0,18,B Pierce,11,0,80
5,0,11,D Dickenson,6,1,37
3,0,10,J Jackson,7,0,21
15,1,67,J Maas,28,1,211
4,0,71,T Chang,11,1,92
27,0,29,A Calvillo,37,3,310
33,0,30,A Calvillo,38,1,354
21,0,41,K Glenn,24,1,258
17,2,25,B Pierce,26,1,187
3,0,64,J Jackson,5,0,80
16,1,44,J Maas,30,1,202
31,0,34,R Ray,44,1,349
1,0,5,S LeFors,1,1,5
16,0,24,K Joseph,32,1,200
16,0,70,H Burris,31,2,307
1,0,39,B Ralph,1,1,39
8,0,36,D Allen,14,1,128
6,0,15,M McMahon,18,0,58
21,0,28,D Allen,31,1,216
0,1,0,M McMahon,2,0,0
12,0,19,A Calvillo,22,1,120
21,0,42,K Glenn,27,2,289
29,2,34,J Maas,44,0,341
12,0,40,K Joseph,20,2,162
3,0,9,M Crandell,4,0,21
17,3,52,R Ray,28,1,199
6,0,15,S LeFors,10,0,47
22,2,45,H Burris,44,2,423
7,1,27,B Pierce,14,0,74
3,1,24,J Jackson,7,2,44
30,1,22,A Calvillo,40,1,241
8,4,40,I Butler,20,1,152
2,0,13,D Allen,4,0,18
16,3,35,J Jackson,38,1,183
20,1,31,K Joseph,33,1,261
16,0,34,J Maas,21,3,220
26,0,33,K Glenn,33,2,297
7,0,20,R Dinwiddie,9,0,59
24,0,27,R Ray,34,3,271
26,0,27,H Burris,35,2,323
0,0,0,J Copeland,1,0,0
24,0,46,A Calvillo,29,2,308
1,0,8,M Brady,1,0,8
23,0,46,H Burris,45,0,322
0,0,0,B Ralph,1,0,0
23,1,40,I Butler,32,1,303
15,0,45,K Joseph,23,1,188
19,0,34,B Pierce,31,1,243
20,0,52,K Glenn,29,2,226
25,1,25,R Ray,35,2,229
22,0,36,J Maas,41,1,263
28,1,34,H Burris,37,3,362
18,0,30,B Pierce,25,3,252
5,0,47,J Jackson,9,1,97
17,2,69,K Joseph,29,2,343
0,0,0,A Fantuz,1,0,0
25,0,39,R Ray,35,1,361
21,0,47,K Glenn,35,0,299
14,0,27,I Butler,25,1,155
8,1,51,J Jackson,18,0,145
0,0,0,G Guidugli,1,0,0
15,1,28,A Calvillo,25,2,151
2,1,29,B Banks,4,0,40
2,0,30,M Brady,4,0,35
20,0,51,K Joseph,32,2,348
27,0,52,K Glenn,36,3,393
8,0,88,J Maas,15,1,161
3,0,28,R Williams,6,0,54
5,1,12,T Chang,15,0,44
14,1,70,M Bishop,28,2,321
23,1,57,H Burris,33,4,382
20,0,75,R Ray,26,1,270
27,0,64,R Ray,42,1,365
18,1,29,H Burris,31,2,220
14,0,55,M Bishop,23,2,261
2,1,31,I Butler,5,0,44
9,0,18,R Williams,10,2,106
10,4,13,T Chang,22,0,76
13,0,59,M Brady,21,0,300
16,1,44,J Jackson,26,1,222
1,0,9,G Guidugli,1,0,9
0,0,0,I Smart,1,0,0
24,1,37,K Glenn,31,1,279
3,0,10,R Dinwiddie,4,0,21
9,0,39,M Crandell,15,1,146
11,0,25,K Joseph,17,0,103
20,1,62,R Ray,29,5,322
1,0,7,S LeFors,2,0,7
8,2,38,M Brady,19,1,142
8,1,26,J Maas,11,0,93
14,1,85,H Burris,23,5,336
12,1,20,K Joseph,23,0,144
13,0,21,M Crandell,18,1,127
17,0,23,C Printers,28,0,144
4,1,12,R Williams,6,0,41
19,0,35,K Glenn,32,1,240
7,0,41,R Dinwiddie,11,0,95
13,0,55,J Jackson,29,0,264
0,1,0,G Guidugli,2,0,0
11,3,29,M Bishop,34,0,125
12,0,24,R Williams,16,1,134
9,0,14,C Printers,16,0,73
23,1,35,H Burris,34,2,304
0,1,0,A Smith,1,0,0
23,1,34,K Joseph,36,2,354
17,1,51,J Jackson,36,3,256
10,0,26,M Brady,19,0,126
7,0,24,J Maas,10,1,90
28,1,37,R Ray,40,0,280
14,1,36,M Bishop,24,1,225
1,0,11,N Prefontaine,1,0,11
30,2,67,K Glenn,54,2,453
11,0,17,R Ray,15,0,114
11,1,21,S LeFors,22,0,66
13,1,40,M Bishop,28,2,171
26,1,39,K Joseph,40,3,355
27,0,44,A Calvillo,41,1,410
0,1,0,B Banks,1,0,0
11,2,38,K Glenn,29,1,184
14,1,48,R Williams,25,1,149
23,0,49,J Jackson,28,3,307
5,0,34,B Nealy,15,0,91
6,0,17,A Smith,9,0,45
21,1,40,K Glenn,32,2,285
17,1,41,J Jackson,33,1,241
17,1,49,M Bishop,26,2,257
15,2,19,S LeFors,29,1,139
0,1,0,S Jyles,2,0,0
20,0,70,A Calvillo,32,3,288
15,2,42,C Printers,39,0,228
19,2,50,B Sankey,25,2,262
4,0,20,A Smith,12,0,42
19,0,53,K Joseph,35,0,290
15,0,70,M Bishop,27,1,247
23,1,35,A Calvillo,38,2,293
4,0,9,J Maas,4,0,15
21,3,36,S LeFors,40,0,250
15,1,93,J Jackson,28,1,245
12,1,20,C Printers,18,1,124
10,0,14,R Williams,15,0,69
18,0,72,K Joseph,28,4,392
25,1,70,H Burris,35,5,401
0,0,0,J Copeland,1,0,0
19,2,57,K Glenn,33,2,349
15,1,21,K Glenn,28,2,180
22,0,32,B Sankey,39,1,228
18,2,0,A Calvillo,35,0,283
15,0,0,M Bishop,35,1,207
10,1,0,S Jyles,21,0,113
5,0,0,S LeFors,5,1,81
20,0,0,K Joseph,14,1,261
9,0,0,M Crandell,4,1,58
26,1,0,C Printers,11,0,150
12,0,0,T Chang,7,0,50
16,1,0,R Williams,30,2,172
4,0,0,C Printers,6,0,55
13,1,0,J Jackson,17,2,206
7,1,0,D Dickenson,10,1,124
3,0,0,B Pierce,4,0,61
34,1,0,S LeFors,48,3,412
0,0,0,S Jyles,1,0,0
18,1,0,M Crandell,34,1,250
10,1,0,M Bishop,29,1,145
21,0,0,K Glenn,46,0,181
25,3,38,H Burris,45,3,381
16,1,38,M Brady,23,1,260
2,0,14,J Maas,8,0,22
15,1,36,K Glenn,29,0,196
13,1,44,M Brady,35,1,235
7,0,41,K Joseph,18,0,92
6,1,22,M Crandell,11,0,54
20,0,44,M Bishop,34,3,366
3,0,12,I Butler,4,0,29
12,0,51,D Dickenson,17,0,170
5,0,96,G Guidugli,7,1,129
5,0,48,J Jackson,6,1,99
21,0,47,B Sankey,26,2,328
0,0,0,B Nealy,2,0,0
9,0,19,R Williams,19,0,100
15,1,38,S LeFors,22,0,182
9,1,27,S Jyles,16,0,101
23,1,62,K Joseph,35,1,391
