name, rushes, rushing touchdowns, rushing yards
R Lawson,1,0,2
K Hilliard,11,1,54
J Hill,6,1,50
Z Mettenberger,3,0,17
O Beckham Jr,1,0,15
J Brazil,2,0,10
A Blue,3,0,8
T Magee,4,0,7
J Copeland,1,0,3
A Jennings,2,0,-11
D Reaves,14,1,84
J Howard,14,0,60
G Franklin,9,0,30
D Powell,1,0,5
S Jones,1,0,1
J Perry,1,0,-6
A Brown,3,0,-14
T King,20,0,182
K Dixon,4,0,41
B Martin,5,0,24
A Guillot,3,1,24
S Young,4,0,3
M Seets,1,0,0
P Ploch,10,1,46
K Harrington,12,0,42
C Berry,13,0,3
D Richards,1,0,-1
B Ross,18,1,149
A Reid,7,1,56
J Veii,10,0,43
C Brown,4,2,30
K Goins Jr,2,0,17
S Diggs,2,0,12
R Young,2,0,7
C Boyd,9,1,58
T Heinicke,14,0,51
C Goodwyn,8,0,29
D Washington,4,0,22
A Vaughan,3,0,5
S Bedell,16,0,58
M Wegzyn,4,0,13
A Doyle,2,0,-7
M Wasilewski,10,1,76
Z Joseph,12,1,65
R Stevens,13,1,65
N Jones,8,0,45
N Hill,9,0,63
J Langford,9,1,38
R Bullough,6,0,36
A Burbridge,1,0,21
C Cook,9,0,10
R Shelton,2,0,7
T OConnor,2,0,-4
M Shaw,23,0,94
M Pierre,5,0,15
S Bench,1,0,4
R Eppes,1,0,1
B Eveld,5,0,-25
B Hayes,15,0,39
P Lynch,8,0,29
S Craft,1,0,14
J Steib,4,1,10
M Warford,5,0,-3
J Thompson,14,1,67
B Connette,14,0,31
J Duncan,7,0,31
J Snead,6,0,25
A Boone,2,1,23
D Johnson,21,1,59
M Hagens,1,0,7
H Waters,1,0,-5
S Morris,4,0,-9
M Jones,18,0,47
M Brown,10,0,29
V Showers,4,0,27
J Driskel,9,1,19
S Patton,2,0,4
T Burton,1,0,-4
D Gardner,13,1,82
F Toussaint,22,0,71
J Gallon,1,0,14
D Norfleet,1,0,1
D Green,1,0,-1
A Carlisle,12,0,64
G Atkinson III,5,0,37
C McDaniel,1,0,4
T Rees,1,0,-9
B Brunetti,18,1,111
I Mathers,4,1,56
J Walton,10,0,34
J Scott,4,0,28
B Wallace,2,0,15
M Dodson,2,0,12
K Moore,5,0,9
J Potepa,3,0,9
L Treadwell,1,0,7
R Coleman,13,0,45
S Lathrop,14,0,26
L Washington,3,0,14
L McFerren,6,0,6
S Davis,1,0,1
D Jackson,4,0,1
J Franklin,17,0,77
M Murphy,8,1,56
R Hansbrough,10,0,31
H Josey,9,2,26
M Mauk,2,0,-17
D Fluellen,17,0,111
T Owens,3,1,10
D Jones Moore,2,0,3
K Hunt,1,0,1
S Butler,9,3,151
E Taliaferro,12,0,44
R Watson,7,0,24
R Cato,4,1,6
K Rodriguez,2,0,4
B Frohnapfel,4,0,1
J Blount,15,0,53
J Hubbard,4,0,25
R Talley,8,0,23
E Harmon,2,0,5
N Dunlap,3,0,3
J Kelty,2,0,-6
L Beatty,8,0,-18
A Shumpert,22,2,98
N Griffin,13,1,53
J Lewis,1,0,44
B Holloway,4,0,28
D Williams,5,0,25
D Prescott,4,1,20
J Robinson,3,0,6
D Milton,2,1,3
A Walker,10,0,23
T George,1,0,5
J Price,3,0,5
Jr,2,0,5
H McCraney,1,0,2
A Williams III,4,0,1
Jr,4,0,-13
R Morris,10,2,46
A Blue,10,0,44
K Francis,10,0,42
M Williams,2,0,10
B Renner,8,1,0
R Switzer,1,0,-8
J Parker,22,1,109
W Pratcher,7,0,37
R Whatley,5,0,25
D Clarke,1,0,7
A Grammer,1,0,4
L Kilgore,4,0,-17
T Creecy,12,0,56
P Thomas,9,0,47
M Dayes,14,0,43
B Shirreffs,4,1,36
R Smith,2,0,6
J Green,9,1,35
T Moon,5,0,16
S Fisher,4,0,11
M Strauss,5,0,-24
A Abdullah,17,2,114
T Newby,8,0,60
T Martinez,6,0,34
T Armstrong Jr,4,0,23
K Frazier,4,0,21
I Cross,4,1,14
G Nabity,2,0,10
R Kellogg III,1,0,9
K Hardy,10,0,35
J Richard,4,0,24
T Bracken,7,0,9
J Hester,3,0,5
A Bridgford,2,0,-9
K Brock,27,2,116
C Solomon,7,0,41
C Fajardo,8,1,36
N Lytle,6,0,28
N McLaurin,9,0,27
D Combs,3,0,27
T Stewart,1,0,-2
M Luuga,13,0,81
T Mowry,4,0,41
C Silveria,3,0,12
J Laughrea,4,0,-4
A Cannon,1,0,-12
G Morrison,19,2,32
A McDonald,10,0,30
K Davis III,4,0,29
J Bergstrom,1,0,8
B Betancourt,7,1,4
R Williams Jr,16,1,148
P Nelson,15,1,122
D Cobb,9,1,56
M Leidner,2,0,11
D Jones,1,0,5
K Colter,11,1,87
T Green,14,1,66
M Trumpy,11,0,36
S Buckley,5,0,15
T Siemian,1,0,4
M Jones,1,0,0
J Smith,11,1,45
P Gulley,9,1,32
T Hunt,3,1,30
D McFarlane,3,0,17
G Morris II,3,0,12
D Allen,5,0,-3
K Guiton,9,1,83
J Hall,13,1,75
D Wilson,5,1,51
E Elliott,6,0,36
R Smith,3,1,11
B Miller,1,0,5
W Ball,2,0,4
C Price,5,0,22
D Pumphrey,3,0,18
D Hardwick,1,0,7
A Muema,3,0,5
C Lockett,1,0,4
D Garrett,2,0,3
M Miller,1,0,3
C Young,1,0,2
E Ruffin,1,0,1
Q Kaehler,9,0,-1
R Boykin,19,0,93
B Blankenship,14,0,83
T Tettleton,3,0,17
D Patterson,2,0,13
A Jimmerson,12,1,35
B Byrd,10,0,27
R Pegram,9,0,23
D Thompson,5,0,12
C Harris,1,0,5
B Chancellor,1,0,2
B Clay,22,0,170
D Williams,21,0,95
T Knight,7,0,42
B Bell,2,0,21
T Millard,1,0,6
R Finch,3,0,0
D Smith,3,1,77
C Sims,11,0,57
W Smallwood,5,0,25
D Garrison,3,0,16
P Millard,1,0,-3
S Woods,17,0,50
T Ward,5,0,12
C Vaz,1,0,7
B Cooks,2,0,1
J Stevenson,1,0,1
T Anderson,1,0,0
V Bolden,1,0,-1
S Mannion,5,0,-13
S Lakalaka,13,0,39
V Haynes,0,0,20
S Schroeder,2,0,10
A Wily,3,0,9
B Poueu Luna,1,0,-1
D Saint Juste,1,0,-1
T Graham,5,0,-7
B Belton,9,2,108
A Lynch,13,1,108
Z Zwinak,7,2,43
V Walker,3,0,8
C Hackenberg,7,0,-16
B Hill,13,0,38
D Jackson,8,0,19
R Brumfield,5,0,16
J Greene,1,0,2
T Benz,6,0,-4
A Hunt,22,0,82
D Dawkins,11,0,35
B Knauf,4,1,26
R Henry,7,0,4
G Cheeseborough,11,0,43
R Tonyan Jr,1,0,7
B Logan,1,0,2
M Perish,8,0,-5
P James,18,3,119
S Huggins,21,1,96
J Goodwin,6,0,44
D Peoples,5,0,19
M Burton,2,0,3
G Nova,4,0,-8
R Finch,13,0,46
B Riddick,2,0,6
T Clark,6,0,5
R Wade,1,0,3
C Smith,1,0,2
M Stokes,2,0,2
O Timmons,1,0,-3
K Nlemchi,8,1,54
P Line,6,0,34
G Gilbert,11,0,29
J Taylor,1,0,27
C Kirk,29,2,107
S Johnson,9,1,40
D McGhee,6,0,13
T Gaffney,20,2,104
A Wilkerson,9,0,65
K Hogan,3,0,17
R Wright,2,0,9
T Montgomery,1,0,4
B Sanders,1,0,2
D Lloyd,2,0,2
K Young,1,0,-2
J Simpson,11,0,43
T Crawley,4,0,18
O Burke,1,0,2
B Jurich,1,0,0
D Fales,6,0,-28
B Catalon,11,1,59
W James,8,1,39
T Boykin,5,0,35
A Green,7,0,19
C Pachall,6,0,12
B Carter,1,1,5
B Bennett,18,1,132
R Harrell,12,0,27
K Sutton,9,0,24
X Roberson,5,0,20
J Smiley,1,0,4
Z Williams,11,0,57
K Harper,14,2,51
C Coyer,1,0,4
J Gilmore,1,0,2
C Reilly,11,0,-7
J Christopher,1,0,-7
R Jackson,22,1,109
K Farrow,9,0,78
J OKorn,9,0,20
J Hicks,5,0,8
D Piland,2,0,8
M Lane Jr,16,1,97
R Neal,15,3,74
D Summerhill,9,0,40
A Howard,1,0,20
A Hill,2,0,11
J Worley,1,0,-1
A Andrews,13,0,111
L Allen,13,1,52
K Simpson,3,0,9
D Smith,3,0,9
B Doughty,2,0,-10
O Darkwa,10,2,32
J Rounds,4,0,13
R Kelley,6,0,12
L Thompson,1,0,1
N Montana,5,0,-7
R Metheny,11,2,75
J Jones,11,0,64
C Dinham,10,0,28
K Houston,7,0,17
B Bridge,2,0,3
T Watts,22,0,152
J Douglas,13,0,43
C Green,8,0,22
K Lucas,1,0,-2
C Nwoke,22,1,97
K Bibbs,9,0,83
G Grayson,4,0,-11
D Anthony,4,0,59
J Chunn,9,1,48
K Franklin,4,0,46
D White,5,1,38
M Lindsey,6,0,37
B Burks,7,0,20
J Anderson,1,0,11
C Robinson,1,0,3
V Hardison,2,0,12
S Barnes,6,0,10
L Prunty,8,0,6
L Veals,5,0,1
D Daniels,1,0,-1
Z Hutchenson,2,0,-14
B Malena,9,1,68
T Carson,9,2,51
B Williams,7,0,37
J Manziel,7,1,36
B Dolezal,6,0,22
K Hill,1,0,0
T Flanders,19,2,170
K Hill,3,0,42
R Sincere,6,0,11
R Wilson,5,0,10
S Hicks,4,0,6
B Bell,5,0,1
C Nutall,8,2,132
T Franks,9,1,30
C Best,4,0,27
R Lowe,5,1,23
M Gilmore,1,0,18
J Moore,7,0,16
T Arndt,8,0,12
J Hebert,10,0,20
C Brown,7,0,15
D Smiley,5,0,14
J Curry,1,0,-2
Q White,5,1,71
B Mayfield,9,0,66
D Washington,8,1,37
K Williams,7,2,36
R Hall,2,0,20
J Grant,2,0,15
S Foster,1,0,2
D Webb,1,0,-6
F Ford,6,0,23
G Johnson,7,0,15
K Lawson,8,0,14
J Walker,6,0,12
J West,3,0,12
H Taylor,1,0,-1
J Minden,1,0,-6
S Murray Lawrence,4,1,82
T Cornett,15,0,62
A Smith,4,0,8
N Sherry,6,0,7
C Herring,5,0,0
L Yunker,1,0,-2
K Carey,16,2,171
D Jenkins,17,0,79
J Baker,12,0,66
B Denker,17,2,63
K Butler,5,1,17
J Allen,2,0,1
T Madden,32,0,151
C Kessler,2,1,4
J Davis,2,0,2
M Lee,3,0,-3
N Agholor,1,0,-5
M Wittek,2,0,-10
M Mason,11,0,24
T Caldwell,4,0,19
C Halliday,4,0,-30
L Radley,13,2,111
T Wilson,3,2,93
J Poole,3,0,44
M Williams,10,1,40
A Schulz,4,0,29
K York,4,1,23
B Bolen,7,0,30
J Booker,9,1,23
Z Smith,7,0,20
C Livingston,1,0,16
K Copeland,2,0,13
J Adamczyk,8,0,-15
A Chipoletti,9,0,-18
A Jones,11,2,127
N Jeffery,17,1,59
J Showers,9,1,47
L Dowell,7,0,38
D Laufasa,3,0,12
K Carrier,41,4,291
C Mitchem,9,2,51
C Gongbay,5,0,43
D Rogers,1,0,7
J Pressley,1,0,3
B Okotcha,11,0,35
E Soza,6,0,25
K Bias,2,1,24
A Grubb,3,0,21
J Williams,2,0,14
D Glasco,4,0,6
K Jones,3,0,6
T Carter,1,0,4
J Smith,12,1,34
D Roland,5,0,26
J Walsh,5,1,12
C Muncrief,2,0,9
C Chelf,4,0,8
R Childs,1,0,4
B Sheperd,1,0,-1
B Kimbrow,8,1,41
J Seymour,9,1,41
A Carta Samuels,4,2,23
P Robinette,3,0,20
D King,4,0,19
W Tate,5,0,17
J Krause,1,0,11
J Grady,1,0,-3
T Phillips,9,0,67
J Franklin,7,0,39
T Oliver,5,0,9
T Mitchell,3,0,4
J Sexton,1,0,3
O Williams,2,0,0
A Spivey,5,0,-25
K Parks,19,0,60
K Shepherd,4,1,46
T Mizzell,6,0,14
D Watford,8,0,8
K Morgan,1,0,1
D Thomas,11,3,124
M Mariota,4,1,122
T Tyner,4,2,51
B Marshall,15,0,31
A Forde,6,0,22
C Mangus,5,1,84
T Edmunds,15,2,68
J Coleman,7,0,38
J Caleb,6,1,36
M Leal,1,0,11
G Lewis,19,0,45
E Sullivan,9,0,41
W Police,1,0,9
D Giron,4,0,8
J Duggan,4,0,5
B Grady,2,0,4
G Brown,1,0,-1
C Clement,13,2,149
M Gordon,9,1,140
J White,22,1,109
J Stave,4,0,4
J Lewis,2,0,2
K Doe,1,0,-17
D Stone,7,0,16
S Bush,6,0,15
C Forbes,7,0,13
L Vanlier,2,0,5
Z Ziegler,4,0,5
I McKinney,1,0,4
R Annoor,1,0,-2
D Chance,21,0,123
B Fields,19,3,103
T VanTubbergen,4,0,5
K Henderson,6,1,87
T Figaro,15,0,72
M Washington,18,2,65
S Wick,15,0,110
B Smith,6,0,64
B Miller,10,1,61
O Stover,3,0,18
T Easton,2,1,16
R Herron,1,0,4
T Thornton,1,0,-9
J McCain,10,0,49
C Chalich,15,0,35
J Baker,11,1,23
K Olugbode,7,0,22
R Montgomery,2,0,9
J Brown,1,0,1
M Gordon,8,2,115
D Oku,21,2,74
F Knighten,3,1,24
A Kennedy,6,0,17
S Thornton,1,0,3
J McKissic,1,0,2
D Anthony,16,1,87
J Chunn,9,1,23
B Burks,9,0,20
D White,1,0,-2
C Robinson,2,0,-18
T King,14,0,88
B Martin,3,0,19
R Higgins,9,0,13
S Young,1,0,9
K Dixon,4,0,-5
R Kelley,9,0,87
O Darkwa,20,1,68
J Rounds,3,0,9
D Butler,2,0,4
N Montana,7,0,-18
D Washington,8,0,19
K Williams,5,0,16
B Mayfield,12,0,10
T Boykin,20,0,101
B Catalon,9,1,58
W James,10,0,51
A Green,3,0,3
B Carter,1,0,-5
J Ajayi,17,4,125
J Southwick,6,1,53
A Baltazar,11,0,47
J Fields,2,0,6
S Williams Rhodes,2,0,4
J Awini,23,2,107
B Hart,18,0,57
A LaCoste,3,0,14
J Lee,3,0,13
D Rushing,1,0,1
K Roberts,1,0,1
T MacArthur,2,0,-3
J Williams,16,1,116
A Collins,25,1,115
K Small,9,0,21
A Derby,1,0,10
N Holmes,1,0,8
B Allen,1,1,5
E Hawkins,1,0,4
J Richard,14,0,94
K Hardy,9,0,29
T Bracken,4,0,18
A Bridgford,4,0,-22
T Baggett,9,0,96
A Santiago,17,0,54
L Dixon,6,1,22
R Maples,6,0,21
A Schurr,6,0,18
S Fraser,5,0,17
T Giovannelli,4,0,15
T Turrentine,2,0,15
H Tippett,3,0,14
L Scott,3,0,12
T Gaffney,20,1,132
T Montgomery,2,0,30
K Hogan,4,0,15
A Wilkerson,4,0,11
D Lloyd,1,0,7
K Young,1,0,2
R Wright,1,0,0
R Seale,1,0,0
K Carey,27,2,128
B Denker,10,2,90
J Baker,5,0,25
D Jenkins,6,0,21
D Glasco,10,1,70
E Soza,8,0,22
B Armstrong,3,0,6
K Harrison,1,0,3
B Vaughn,2,0,2
K Jones,1,0,1
E Okotcha,1,0,1
K Bias,1,0,0
J Williams,2,0,-3
C Grant,8,0,44
T Mason,10,0,34
N Marshall,10,0,22
C Artis Payne,6,0,12
R Louis,1,0,4
K Frazier,1,0,4
D Prescott,22,2,133
L Perkins,8,0,36
J Lewis,2,1,15
R Johnson,1,0,9
B Holloway,1,0,7
D Milton,1,0,3
A Shumpert,1,0,2
J Robinson,4,0,-3
M Grice,22,4,84
D Foster,5,0,27
T Kelly,11,0,24
D Lewis,2,0,13
M Eubank,1,0,0
M Gordon,15,2,193
J White,12,0,45
C Clement,2,0,1
J Stave,1,0,-5
A Taylor,24,2,118
J Potts,8,0,30
A Dennison,1,0,0
J Licata,3,0,-15
M Coker,34,0,115
L Negron,8,0,23
J Williams,3,0,2
D Lasco,10,1,64
B Bigelow,11,0,39
K Muhammad,5,0,21
K Boehm,4,0,13
J Goff,6,0,2
J Hall,30,3,168
K Guiton,14,0,92
D Wilson,5,0,59
P Brown,2,0,15
R Smith,3,0,8
H Williams,11,2,117
R Abernathy IV,9,0,82
T Green,11,1,66
A King,6,0,34
R Rice,4,1,18
B Kay,2,0,9
R Morris,12,0,84
D Llorens,8,1,22
M Flores,4,0,6
G Atzenweiler,2,0,3
D Taylor,1,0,2
S Ryan,1,0,-4
Z Adkins,6,0,-13
L McCombs,19,1,53
D Foxx,2,0,9
M DeLorenzo,3,0,7
M Hyppolite,1,0,1
C Whitmer,9,0,-45
C Brown,16,1,122
B Ross,18,0,95
A Reid,5,0,11
K Goins Jr,1,0,3
C Nwoke,19,0,133
K Bibbs,11,1,48
D Alexander,12,1,31
G Grayson,3,0,13
T Sambrailo,1,0,11
C Brown,14,0,61
K Ivory,13,0,55
A Umoh,6,1,54
M Rulon,5,0,23
B Howe,3,0,10
J Duncan,16,1,89
J Thompson,6,0,19
B Connette,10,1,15
S Powell,2,0,9
R Godhigh,4,0,79
V Lee,22,1,76
D Sims,14,0,65
B Snoddy,3,0,29
B Bostic,3,0,27
Z Laskey,3,0,24
D Andrews,2,0,15
S Days,5,0,14
T Zenon,2,0,10
M Connors,1,0,6
V Cooper,8,0,28
S Carden,12,0,10
C Hunter,2,0,9
T Edmunds,21,0,42
L Thomas,8,0,10
J Caleb,1,0,2
C Mangus,2,0,0
S Rogers,1,0,0
L Caldwell,13,0,38
S Spearman,6,0,21
S Coleman,3,0,6
J Medlock,10,0,5
T Satterfield Rowe,1,0,3
A Jordan,21,1,150
Q Williams,13,1,69
C White,8,2,69
D Dixon,7,0,29
P Cleckley,1,0,7
K Williams,8,1,110
D Freeman,9,1,109
R Green,5,1,78
J Wilder Jr,6,1,45
J Coker,1,0,12
F Stevenson,3,1,10
J Winston,4,1,8
S Maguire,1,0,6
N Terrell,1,0,4
C Ponder,1,0,0
C Solomon,26,0,108
N Lytle,6,0,16
D Combs,2,0,7
C Tenpenny,1,0,2
N McLaurin,2,0,-4
J Baker,19,2,73
R Montgomery,12,0,59
J McCain,10,1,39
C Chalich,17,0,9
K Olugbode,3,0,9
J Randall,1,0,2
J Lynch,23,2,159
T Lewis,4,0,104
C Stingily,13,1,62
K Harris Jr,5,0,33
T Wedel,1,0,2
D Young,13,0,58
J Ferguson,4,0,29
N Scheelhaase,12,1,21
J Davis,4,0,12
A Bailey,1,1,10
R Lankford,2,0,6
B Sankey,35,1,208
J Callier,6,1,66
J Ross,1,0,7
D Washington,2,0,2
J Mickens,1,0,1
K Price,4,0,-9
S Houston,13,0,155
T Coleman,19,2,129
T Roberson,4,1,6
D Roberts,3,0,3
C Coffman,1,0,-4
L Smith,2,0,-5
N Sudfeld,5,1,-15
T Greene,11,0,43
F Coppet,7,0,40
A Givens,3,0,15
R Moore,2,0,15
M Johnson,8,0,12
W Houston,4,0,8
J Hopgood,1,0,3
J White,5,0,26
A Wimberly,2,0,13
S Richardson,8,0,12
S Johnson,6,0,5
D Nealy,2,0,5
M Weisman,35,0,145
D Bullock,13,0,50
J Rudock,8,1,10
J Canzeri,3,0,10
J Cotton,1,0,3
J Hubert,18,0,118
D Sams,11,1,77
J Waters,9,0,74
R Rose,5,1,39
D Robinson,3,0,21
S Bedell,23,1,81
A Doyle,9,0,37
L Woodley,5,0,6
J Wilson,1,0,-1
J Kemp,5,0,80
J Whitlow,12,0,37
R Sanders III,6,0,16
J George,3,0,10
R Timmons,2,0,9
M Smith,2,0,8
J Blue,1,0,2
S Perry,11,2,100
M Dyer,11,0,62
D Brown,12,0,45
T Bridgewater,6,0,35
E McGuire,9,3,137
A Harris,2,1,75
T Pierce,12,2,74
M Carter,8,1,64
T Broadway,5,1,42
M Jackson,9,0,27
E Reed,3,0,18
D Scott,1,0,11
D Surgent,2,0,7
D Landor,1,0,2
T Figaro,9,0,40
M Washington,7,0,37
B Hebert,8,0,36
S Richmond,2,0,14
D Hilliard Jr,5,0,13
R Wilson,1,0,2
J Hill,11,2,117
T Magee,9,1,108
A Blue,10,0,56
A Jennings,1,0,17
K Hilliard,4,0,12
T Durham,18,0,36
A Meray,5,0,17
C Reardon,8,1,10
N Hill,9,1,83
J Langford,15,2,68
R Bullough,10,0,34
C Cook,2,0,25
R Shelton,1,0,18
T OConnor,4,0,18
B Fowler,1,0,17
N Tompkins,6,0,16
M Ruiz,11,1,36
A Stubbs,2,0,8
T Pace,3,0,5
K Hess,3,0,3
J Webb,1,0,-1
D Gardner,10,1,103
F Toussaint,19,1,71
D Green,1,0,3
J Chesson,1,0,2
J Chisholm,15,0,58
C Hundley,9,0,38
K Pohl,3,0,11
B Alexander,1,0,3
D Jones,1,0,2
D Cobb,13,2,82
M Leidner,17,0,64
R Williams Jr,10,2,56
P Nelson,6,0,16
J Baker,7,0,50
N Watson,13,0,26
T Norvell,10,0,-8
J Parker,14,1,55
R Whatley,7,0,20
W Pratcher,2,0,-1
L Kilgore,5,0,-14
B Hayes,15,0,81
M Warford,6,0,58
J Steib,9,0,30
S Craft,2,0,6
T Jones,1,0,4
P Lynch,13,0,1
K Reynolds,15,0,109
J Hendrick,8,1,51
C Swain,13,1,49
G Whiteside,3,2,30
D Staten,2,1,24
Q Ezell,4,0,23
Q Singleton,5,0,20
D Sanders,2,0,18
M Thomas,1,0,16
N Copeland,4,0,14
B Dudeck,1,0,13
D Brown,2,0,-12
A Pierce,18,0,83
J Laing,7,0,48
J Randolph,4,0,11
M Johnson,1,0,10
T Hurley,3,0,7
T Sasek,1,0,-2
A Abdullah,23,0,98
T Newby,5,0,22
I Cross,3,0,19
B Nickens,1,0,2
T Martinez,10,0,-13
J James,22,1,105
B Hundley,19,0,61
M Jones,4,0,24
P Perkins,5,1,22
S Manfro,2,0,10
S Covington,1,0,-12
G Morrison,8,0,48
K Davis III,5,0,31
B Betancourt,4,0,14
A McDonald,1,0,9
A Jones,22,1,97
D Laufasa,9,2,74
L Dowell,2,1,55
A Golden,5,0,28
J Showers,7,1,24
N Jeffery,9,0,15
J Bell,1,0,2
T Green,20,2,158
K Colter,15,1,106
M Trumpy,8,1,46
W Long,2,0,13
S Buckley,6,0,10
T Siemian,1,0,3
M Jones,1,0,1
T Jones,1,0,-2
B Fields,13,0,79
T VanTubbergen,5,0,33
D Chance,11,0,30
C Davis,1,0,2
D Duncan,1,0,-1
B Byrd,18,0,79
D Thompson,6,1,72
R Pegram,11,1,65
B Chancellor,1,0,10
D Prior,3,0,8
A McNulty,1,0,6
R Rollins,1,0,0
A Jimmerson,1,0,-4
H Banks,11,1,141
Z Fakes,1,0,14
K Wenning,2,0,7
T Williamson,6,0,1
B Blankenship,16,2,36
D Vick,4,0,31
R Boykin,11,0,12
T Tettleton,4,0,-17
K Grooms,15,1,35
R Cato,7,1,30
E Taliaferro,7,1,27
S Butler,5,0,24
R Finch,8,0,68
B Clay,15,1,49
K Ford,7,1,46
B Bell,10,0,24
T Millard,3,0,7
J Saunders,1,0,0
T Watts,14,1,60
J Douglas,8,1,20
C Green,4,0,6
Z Langer,4,0,6
C Hall,1,0,3
J Walsh,7,0,45
J Smith,10,3,40
C Chelf,3,1,23
D Roland,9,1,17
J Stewart,2,0,13
R Childs,5,0,11
C Muncrief,2,0,6
K Harrington,20,0,66
C Harmon,11,0,44
C Berry,5,0,16
K Kahler,1,0,-5
D Thomas,13,1,86
B Marshall,6,1,41
T Tyner,8,1,29
M Mariota,6,1,27
L Roseberry,3,0,16
J Lockie,1,0,8
K Bassett,2,0,5
A Forde,2,0,4
M Lane Jr,13,0,63
R Neal,12,0,42
A Hill,5,1,38
T Smith,5,0,25
D Summerhill,2,0,8
J Worley,1,0,2
J Conner,12,2,119
I Bennett,14,2,101
T Boyd,2,1,39
R Ibrahim,4,0,20
T Savage,2,0,4
C Gongbay,10,1,95
C Gautsche,10,2,50
J Magnant,1,0,28
K Carrier,7,0,22
T Gipson,2,0,12
C Wiggins,1,0,11
D Rogers,4,0,9
J Pressley,5,0,7
R Jones,1,0,0
D Anaya,1,0,-2
C Mitchem,9,0,-9
Z Zwinak,21,3,128
B Belton,5,0,36
A Lynch,5,0,32
C Hackenberg,4,0,-3
S Johnson,17,1,117
J Godfrey,3,0,50
W Stanback,9,0,36
R Hall,3,0,12
B Bortles,5,0,5
A Hunt,12,0,22
D Dawkins,3,0,8
B Knauf,2,0,6
R Henry,4,0,2
C McDaniel,16,1,56
G Atkinson III,5,0,27
A Carlisle,11,0,16
G Bryant,1,0,2
T Rees,2,0,-6
C Ross,27,1,157
D Jackson,3,0,19
D Dillard,1,0,8
D Moore,1,0,6
L Turner,2,0,5
T McHargue,8,0,-3
J Sims,19,0,109
D Miller,2,0,10
B Bourbon,1,0,6
T Pierson,1,0,3
J Heaps,11,1,-26
P James,21,3,192
G Nova,1,0,7
S Huggins,4,0,6
C Dodd,3,0,-20
B Hill,13,0,30
R Brumfield,7,0,21
D Jackson,11,0,15
D Reed,1,0,4
J Greene,1,0,-6
T Benz,7,0,-26
J Jones,11,1,49
B Bridge,6,0,42
R Metheny,8,1,22
C Dinham,6,0,22
T Fetner,3,1,6
K Houston,4,0,5
A Andrews,15,0,122
L Allen,8,0,40
K Simpson,2,0,7
B Doughty,2,0,-24
C Shaw,19,0,84
M Davis,17,1,77
B Wilds,10,0,36
D Thompson,3,1,23
W Tate,10,0,71
J Seymour,6,1,39
B Kimbrow,5,0,16
A Carta Samuels,12,1,-5
M Shaw,22,0,159
M Pierre,5,0,12
S Bench,10,0,10
B Eveld,3,0,-14
J Wallace,13,1,65
J Johnson,18,1,55
D Juste,3,0,7
J Warren,2,0,3
J Smith,14,2,61
G Morris II,9,0,56
P Gulley,7,0,33
A Ameen Moore,4,0,26
D McFarlane,7,1,23
T Hunt,3,0,22
G Tobias,2,0,16
B Estime,1,0,6
D Allen,1,0,-7
D Williams,17,0,34
R Greene,2,0,20
C Andrews,3,0,12
M McKinnon,2,0,3
M Misley,7,0,-16
K Harper,16,1,105
Z Williams,14,0,81
C Granger,9,1,37
C Reilly,4,1,20
J Gilmore,2,0,11
P Walker,4,0,-9
C Koonce,27,1,168
M Nebrich,17,0,29
B Biestek,1,0,3
J Gray,19,1,91
J Bergeron,8,0,22
C McCoy,5,0,14
M Brown,5,0,-3
J Scott,19,1,164
B Wallace,12,1,57
J Walton,8,1,37
I Mathers,4,0,14
B Brunetti,1,0,2
D Fluellen,21,2,143
C McDowell,10,0,89
D Jones Moore,6,1,29
K Hunt,5,0,27
L Woodside,5,0,15
B Reedy,3,0,15
T Owens,1,0,7
Q Forte,10,0,34
J Moore,5,0,15
V Adams,7,0,2
J Manziel,14,0,98
B Malena,11,1,42
T Carson,5,0,18
B Williams,2,0,6
T Yeldon,25,1,149
K Drake,7,1,50
J Fowler,4,0,37
T Cornett,22,1,94
S Murray Lawrence,4,0,21
A Smith,4,0,13
C Herring,7,0,0
N Sherry,2,0,-2
S Lavallii,19,2,65
T Davis,2,0,25
A Garland,3,0,25
M Walker,4,0,9
C Rush,4,0,-11
T Madden,16,1,102
J Davis,10,1,96
J Allen,8,0,45
T Isaac,3,0,18
M Wittek,2,1,2
C Kessler,3,0,-5
A Williams,17,0,38
T Rouse,3,1,38
C Rettig,3,0,19
M Willis,3,0,6
T Wilson,13,3,142
J Poole,25,1,117
L Radley,1,0,1
S Woods,12,0,34
T Ward,10,0,22
T Anderson,2,0,8
B Cooks,2,0,-2
S Mannion,1,0,-12
J DeMartino,8,3,105
J Hill,12,0,63
R Marshall,9,1,57
K Lee,4,0,26
C Keeton,5,0,25
K Williams,3,0,13
C Harrison,1,0,5
J Manning,3,0,1
P Clark,1,0,1
J Booker,15,0,45
A Chipoletti,9,0,28
J Clark,2,0,16
C Raymond,1,0,12
Z Smith,4,0,5
B Bolen,2,0,-2
J Harris,4,0,8
D Gibson,4,0,5
T Price,7,0,2
J Edwards,17,0,61
M Washington,1,0,22
K Browning,9,0,19
D McNeal,6,0,6
K Jackson,1,0,5
T Caldwell,6,0,26
J Laufasa,2,0,14
A Apodaca,3,0,8
M Mason,3,0,7
T West,1,0,1
C Halliday,2,0,-2
M Brown,9,0,32
R Martin,11,1,28
C Taele,7,0,10
