interception touchdowns, interception yards, interceptions, name
0,15,1,M Stewart
0,5,1,S Rashad
0,21,1,N Gerry
0,0,1,E May
0,0,1,J Allah
1,42,1,M Olootu
0,0,1,M Allen
0,0,1,P Logan
0,-4,1,J Wright
0,27,1,N Simon
0,0,1,K Thomas
1,94,2,M Harris
0,0,1,V Bell
0,0,1,G Conley
0,8,1,N Carpenter
0,5,1,I Wells
0,23,1,T Letman
0,10,1,C Nassib
0,4,1,R Gregory
0,0,1,A Brown
0,2,1,M Pippins
0,14,1,S Moore
0,3,1,C Westry
1,76,1,K Reed
0,0,1,H Richardson
0,10,1,B Martinez
1,41,1,D Simmons
0,5,1,P Bennett
0,0,1,C Winfield
1,50,1,D Johnson
0,7,1,M Downing
0,5,2,T Kelly
0,5,1,Z Sanchez
0,35,1,J Hall
0,21,1,D Haines
0,10,1,B Hager
1,40,1,D Harris
0,61,1,T Langham
0,34,1,K Keys
0,1,1,B Richmond
1,23,1,K Young
1,88,1,D Sanders
0,0,1,J Ganus
0,0,1,R Wilkerson
1,18,1,A Motuapuaka
0,0,1,A Alexander
0,5,1,K King
0,41,1,T McEvoy
0,4,2,L Musso
0,0,1,M Taylor
0,16,1,S Wiggins
0,0,1,J Burgess
0,7,1,J Johnson
0,0,1,C Tankersley
0,0,1,J Simone
0,0,1,L Brutus
0,0,1,J Moxey
0,13,1,D Scott
1,44,1,K Lain
0,8,1,C Stone
0,0,1,J Hart
0,28,1,T Elston
0,28,1,C Johnson
0,28,1,T Bridges
0,0,1,J Collins
0,0,1,D Dean
0,0,1,T Madison
0,45,2,B Jackson
0,17,1,J Timpf
0,0,1,C Denson
0,0,1,D Neal
0,0,1,D Flannigan Fowles
1,60,1,K Olugbode
0,12,1,K Crawley
0,24,1,D Edwards
0,0,1,A Saxton II
0,18,1,D Lowry
0,0,2,S Wiggins
0,10,1,J Young
1,39,1,B Ross
0,0,1,R Williamson
0,0,1,J Davis
0,0,1,N Gonzalez
0,0,1,A Wint
0,20,1,T Glass
0,33,1,D Sanders
0,19,1,D White
0,11,1,R Alexander
0,15,2,J Crawford
0,0,2,D King
0,23,1,T Webb
0,0,1,J Harmon
0,53,1,III
0,0,1,J Adams
0,33,2,S Davis
0,42,1,D Abraham
0,13,1,J Byrd
0,12,1,D Nichols
0,6,1,K Bailey Smith
0,1,1,K Brackett
0,0,1,S Marshall
0,9,1,R Williamson
0,47,1,C Elder
0,0,1,A Burns
0,0,1,D Bush
0,0,1,J Kalu
0,18,1,B Okafor
0,17,1,B Earnest
0,29,1,Z Edwards
0,30,1,C Stribling
0,0,1,J Clark
0,2,1,F Wilson
0,0,2,D Monday
0,50,1,A Sherrils
0,17,1,J Williams
0,0,1,T Letman
1,42,1,D Harris
0,36,2,J Cutrer
0,11,1,M Harges
0,32,1,T Goble
0,4,1,M Stewart
0,0,1,E Spence
1,41,1,J Nwangwa
0,0,1,K Fisher
0,0,1,D White
0,0,1,Z Espinosa
1,41,1,D Lee
0,8,1,E Apple
0,45,2,S Lurry
0,19,1,S Folliard
0,9,1,K Peterson
0,0,1,R Richards
1,42,2,T Robinson
0,41,1,C Saulo
0,0,1,R Ortiz
0,0,1,C Wallace
0,44,1,J Reid
0,0,1,G Haley
0,0,1,A Cioffi
0,0,1,S Huelskamp
0,-4,1,A Alexander
0,21,1,Z Franklin
0,0,1,A Coleman
0,19,1,H Richardson
0,57,1,L McNeil
0,22,1,J Jefferson
0,33,1,D Shy
0,12,1,D Monroe
0,0,1,B Peavy
0,0,1,D Wilson
0,10,1,J Sawyer
0,3,1,M Jack
0,21,2,H Langi
0,0,1,K Nacua
0,96,1,B Beaver
0,0,1,K King
0,0,1,D Centers
0,44,1,J Allison
0,19,1,M Epps
1,10,1,D Phillips
1,59,1,A Maulet
0,3,1,L Pegues
0,1,1,R Ball
0,2,1,C Noland Lewis
1,25,1,M Maston
1,21,1,J Taimatuia
0,19,1,D Thompson
0,1,1,D Deayon
0,16,1,G Smith
0,12,1,R Harrison
0,12,1,T Hunter
0,7,1,D Wilson
0,13,1,I Adams
0,19,1,W Redmond
0,0,1,K Orr
0,0,1,J Plattenburg
0,0,1,J Johnson
0,79,1,S Lurry
0,0,2,D Baber
1,28,1,T Norman
0,0,1,D Pearson
1,60,2,O Rose
0,30,1,S Neasman
0,27,2,C LeBlanc
0,22,1,J Young
0,0,2,J Bell
0,3,1,B Borders
0,8,1,A Gray
0,0,1,L Austin
0,9,1,J Williams
0,-2,1,G Stroman
0,0,1,J Beck
0,21,1,X Moss
0,-1,1,L McNeil
1,35,1,W Jackson III
0,5,1,H Wilson
0,0,1,D Clark
0,17,1,C Williams
0,3,1,J Ellison
1,88,1,B Bower
1,34,1,J Jewell
0,0,1,M Elliott
0,0,1,J Italiano
0,12,1,Z DeGrange
0,17,1,D Evans
0,0,1,D Scott
0,5,1,J Alexander
0,0,1,T Washington
0,0,1,C Williams
0,18,1,O Burks
0,18,1,J McIntosh
0,3,1,J Schoettmer
0,30,1,D Antoine
0,0,1,D Cromartie
0,-3,1,C Luke
0,12,1,T Dudley Giles
1,20,1,A Washington
0,4,2,D Phillips
0,0,1,L Gibbs
0,0,1,J Law
0,52,1,M Williams
0,0,1,D Hatfield
0,0,1,F Williams
0,0,1,A Valdez
0,1,1,K Lewis
0,26,1,C Arnick
0,0,1,G Allen
0,27,1,J Fernandez
0,4,1,G Pratt
0,8,2,T Holloman
1,27,1,J Pruitt
0,27,1,J Wyatt
0,0,1,J Montgomery
0,0,1,A Rhone
0,0,1,D Jones
1,41,1,H Hill
0,29,1,D Haines
0,0,1,S Jacobs
1,36,1,R Milligan
0,5,1,J Coleman
0,0,1,C Whittaker
0,2,1,J Rolland Jones
1,47,1,T Hawthorne
0,33,2,T Hough
0,0,1,J Myles
1,24,1,K Beverly
0,0,1,T Hughes
0,19,1,D Elliott
1,20,1,T Fields
0,41,1,D Gardenhire
0,21,1,D White
0,0,1,D Drew
0,0,1,D Farris
0,0,1,L Johnson
0,0,1,D Simmons
0,16,1,J Tyler
0,0,1,D Worley
0,0,1,T Chestnut
0,0,1,K Dillon
0,0,1,K Joseph
0,16,1,A Nixon
0,8,1,D Cox
0,0,1,M Byrd
0,37,1,R Jenkins
0,10,1,B Kaufusi
0,4,1,M Shelton
0,26,1,J Summers
0,0,1,J Williams
0,74,1,N Smith
0,0,1,R Ball
0,0,1,D Scott
0,16,1,Q Poling
0,2,1,C Brown
0,0,2,R Hayes
1,20,1,C Edwards
1,91,1,L Gibbs
0,8,1,M Epps
0,11,1,J Garrett
0,0,1,C Davis
0,0,1,T Holder
0,0,1,T Solomon
0,5,1,D Deayon
0,0,1,D Lee
0,0,1,D Thompson
0,0,1,J Sanford
0,0,1,D Drew
0,9,1,M Pippins
0,0,1,B Goodson
0,0,1,C Luke
0,0,1,T Hamilton
0,18,1,S Lurry
0,0,1,A Witherspoon
0,0,1,J Walker
0,36,1,III
1,50,1,E Jackson
0,29,1,R Harrison
0,0,1,M Humphrey
0,2,1,M Stewart
0,18,1,C Fejedelem
0,32,1,T Scales
0,83,1,M Roberts
0,13,1,G Allen
0,39,2,D Monday
0,8,1,E Refuge
0,0,1,J McRae
1,56,1,J Williams
0,3,1,M Dobson
0,0,1,D Jones
0,-3,1,A Glover
1,26,1,D Jones
0,0,1,J Adams
0,0,1,K Toliver II
0,13,1,L Maclean
1,50,1,B Abraham
0,0,1,A Roberson
0,0,1,Q Jefferson
0,9,1,J Lewis
0,9,1,D Morgan
0,3,1,J Clark
0,0,1,D Cox
0,22,1,W Brady
0,1,1,K Dennis
0,0,1,I Simon
0,0,1,K Gant
0,0,1,C Tindal
0,25,1,K Byard
0,0,1,A Dale
0,0,1,B Clements
0,0,1,D Baber
1,52,1,R McAleenan
0,15,1,C Jones
0,0,1,M Byrd
0,0,1,G Hogan
0,0,1,M Harris
0,61,2,J Thomas
0,33,1,A Thomas
0,7,1,K Joseph
0,0,1,M Hunter
0,0,1,W Davis
0,0,1,P Iworah
0,0,1,W Terry
0,0,1,C Armstrong
0,5,1,K Mitchell
0,-1,1,J Wyatt
0,31,1,R Marbley
0,10,1,R Teamer
0,5,1,T Shenall
0,0,1,L Hightower
0,3,1,J Lucas
0,10,2,K Jackson
0,0,1,R Buchanon
0,0,1,J Gaines
0,46,1,X Howard
0,0,1,T Blanchard
0,0,1,I Savaiinaea
0,0,1,L Moeakiola
1,55,1,M Egwuagu
0,32,1,T Baker
1,11,2,N Gaines
0,0,1,J Davis
0,9,1,T Webb
0,3,1,M Caprara
0,0,1,A Maddox
0,0,1,T Hunter
0,4,1,M Caputo
0,15,2,D King
0,7,1,I Marshall
0,4,1,S Jones
0,0,1,D Gardenhire
0,0,1,R Allen
0,0,1,K Reed
0,0,1,A Alexander
0,0,2,B Hicks
0,0,1,R Priester
0,20,1,E Jackson
0,18,1,S Ramirez
0,0,1,J Liddell
0,0,1,C McCarthy
0,6,1,A Fotu
0,30,1,K Orr
0,0,1,A Witherspoon
0,0,1,C Strachan
0,0,1,C Glenn
0,22,1,A Mack
0,2,1,K Brackett
0,0,1,F Warner
0,7,1,Y Bowden
0,19,1,O Melifonwu
0,19,1,J Summers
0,19,1,J Williams
0,10,1,C Tankersley
0,14,1,B Mitchell
0,3,1,N Januska
0,20,1,D Thompson
0,0,1,J Moxey
0,-2,1,Z Guiser
1,31,1,J McKinnon
0,19,1,B Carmen
0,0,1,J Painter
0,-5,1,D Centers
0,17,1,T Batiste
1,53,1,L Gibbs
0,20,1,J Whittaker
0,0,1,D Kazee
0,0,1,G Mabin
0,5,1,X Howard
0,2,2,E Lee
1,60,1,D Kindred
0,0,1,J Battle
1,37,1,J Lewis
0,0,1,M Hilton
0,-3,1,T Elston
0,7,1,T Hanks
0,40,1,J Tabor
0,0,1,M Maye
0,2,1,B Brown
0,2,1,E Moody
0,20,1,S Lurry
0,0,1,E Shumate
0,1,1,B Clements
0,25,1,T Powell
0,0,1,S Hubbard
0,43,1,J Johnson
0,25,1,Q Poling
0,20,1,L Provitt
0,0,1,I Wells
0,6,1,B Burris
0,3,1,S Luani
0,51,1,M Galambos
0,0,1,J Reid
0,0,1,D Ezechukwu
1,33,2,J Myrick
0,-3,1,D Campbell
0,0,1,K Hester
0,14,1,J Byrd
1,22,1,S Chandler
0,13,1,A Williams
0,0,1,J Ganus
0,0,1,M Linscott
0,0,1,R Milligan
0,13,2,J Gaines
0,0,1,T Madison
0,4,1,P Vea
0,54,1,M McKnight
0,5,1,J Pruitt
0,18,1,M Williams
0,8,2,D Hatfield
0,4,1,J Thomas
0,0,1,G Paul
0,0,1,D Downs
0,0,1,T Turner
0,37,1,T Baker
0,28,1,M Egwuagu
0,25,1,B Abraham
0,9,1,L Grogan
0,0,1,P Iworah
0,0,1,J Howard
0,38,1,A Brown
0,0,1,D Worley
0,0,1,T Chestnut
0,0,1,N Kwiatkoski
0,19,1,D Averette
0,60,1,X Woodson
1,37,1,J Clifton
0,0,1,C Brown
0,0,1,C Davis
0,17,0,F Scott
0,6,1,Z Whitfield
0,0,1,M Ward
1,31,1,A Holder
0,0,1,K Whitfield
0,11,1,R Goforth
0,0,1,K Brown
0,7,1,N Marley
1,90,1,M Evans
0,16,1,J Davis
0,9,1,T Green
0,-2,1,C Carnegie
0,0,1,B Williams
0,0,1,R Reid
0,0,1,J Bozeman
0,0,1,A Mack
0,28,1,J Simmons
0,18,1,S Daniels
0,0,1,S Armstead
0,0,1,K Frazier
1,17,1,A Dadeboe
0,9,1,J Summers
0,6,1,J Joseph
0,0,1,K Bronson
0,13,1,T Simmons
0,21,1,W Steelhammer
1,100,1,J Hawkins
0,0,1,D Williams
1,95,1,O Rose
0,11,1,R Allen
0,4,1,J Elliott
0,39,1,I Simon
0,36,1,A Glover
0,0,1,A Maddox
0,5,1,M Oliver
0,0,1,A Cioffi
0,0,1,I Wharton
0,0,1,A Smithson
0,27,1,J Johnson
1,38,2,Z Sanchez
0,24,1,J Thomas
0,16,2,E Boggs
0,0,1,J Colton
0,11,1,N Cuthbert
0,16,1,D Witty
0,12,1,A Maulet
0,2,1,M Hilton
0,11,2,A Burns
0,3,1,J Young
0,47,1,S Lurry
1,41,1,J Kalu
0,2,1,N Gerry
1,73,1,B Bryant
0,7,1,M Minter
0,40,1,R Leonard
0,12,1,B Watson
0,7,1,D Kemp
0,29,2,L Crosby
0,20,1,T Henry
0,4,1,D King
0,19,1,M Redfield
0,0,1,K Russell
0,0,1,C Bradshaw
0,1,1,T Winchester
0,11,1,S Moore
0,0,1,B Allen Williams
0,0,1,C Lammons
0,0,1,J McIntosh
0,14,2,B Okotcha
0,0,1,M Egwuagu
0,0,1,S Chandler
0,0,1,T Matakevich
0,81,1,S Griffin
0,39,1,C Whittaker
0,19,1,M Millan
0,0,1,R Siavii
1,119,2,E Jackson
2,88,2,M Fitzpatrick
0,17,1,C Butler
0,3,1,Q Sheppard
0,6,1,U Amadi
1,84,2,S Luani
0,30,1,B Arnold
0,23,1,R Mageo
0,66,1,L Clark
0,30,1,C Brown
0,0,1,M Hunter
0,16,1,S Brown
0,19,1,M Williams
0,0,1,A Gray
0,26,1,T Matakevich
0,8,1,M Smith
0,0,1,C Morley
0,17,1,R Ladipo
0,1,1,B Randolph
0,0,1,K Frost
0,0,1,D Cromartie
0,16,1,X Howard
0,-1,1,R Reid
0,-1,1,B Peavy
0,45,1,T Horn
0,43,1,D Williams
0,22,1,O Alozie
1,15,1,R Williamson
0,2,1,H Glass
0,3,1,J Preator
0,49,1,K Williams
0,0,1,W Jackson III
0,0,1,A McDonald
0,36,1,D Yancey
0,0,1,K Reed
0,-1,1,C Armstrong
0,0,1,T Gilbert
0,0,1,J McKinnon
0,0,1,J Golden
0,57,1,L Brutus
0,6,1,J Sweat
0,26,1,T Hunter
0,0,1,C Fejedelem
0,0,1,E Spence
0,0,1,M Caputo
0,28,1,E Hardy
0,8,1,A Mack
0,0,1,I Yiadom
0,0,1,J Simmons
0,7,1,J Adams
1,34,1,B Abraham
0,25,1,B Fitte
0,0,1,M Golden
0,0,1,G Haley
0,0,1,T Williams
0,48,1,R Jette
0,20,1,T Dudley Giles
0,0,1,J Colton
0,83,1,J Woodley
0,0,1,G Miller
1,36,1,C Tankersley
0,33,1,V Smith
0,9,1,J Johnson
0,-2,1,K Webster
0,10,1,A Watts
0,4,1,M Garrett
0,0,1,D Wilson
0,18,1,E McKelvey
0,12,1,C Thomas
0,-3,2,T Calhoun
0,0,1,C Westry
0,0,1,L Barbour
0,41,1,S Smiley
0,5,2,M Simmons
0,0,1,S Rashad
0,0,1,Q Blanding
1,72,1,N VanHoose
0,29,1,A Rufus
0,24,1,J Dobrich
0,0,1,E Mitchell
0,36,1,D Mulanga
0,0,1,J Johnson
0,33,1,E Striker
0,0,1,D Alexander
0,0,1,D Austin
0,0,1,F Shannon
0,45,1,J Nelson
0,18,1,D Averette
0,0,1,S Jacobs
0,0,1,C Awuzie
0,0,1,G Conley
0,0,1,D Hill
0,11,1,C Wallace
0,0,1,B Baker
0,17,1,L Pitts
0,2,1,M Galambos
0,0,1,D Haines
0,0,1,J Thompson
1,122,3,C Smith
0,0,1,S Cravens
0,27,1,N Needham
0,0,1,H Jones
0,0,1,K Orr
0,19,1,T Robinson
0,0,1,A Springs
0,25,1,A Brown
0,0,1,R Zamort
0,2,1,C Williams
0,0,1,A Glover
1,76,1,B Burris
0,4,1,T Howard
0,18,1,M Vann
0,0,1,O Melifonwu
0,0,2,J Summers
1,32,1,D Benton
0,36,1,S Wiggins
0,20,1,C Williams
0,5,1,J Washington
0,0,1,D Smith
0,0,1,J George
0,0,1,T Annese
0,13,1,N Wagner
1,25,1,C Sullivan
0,4,1,T Jones
1,30,1,R Blair
0,18,1,T Hayes
0,7,1,W Lloyd
0,28,1,B Ellis
0,14,1,R Gaines
0,0,1,K Frost
0,0,1,B Countess
0,1,1,T Bridges
0,3,1,B Ingle
0,0,1,R Jette
0,0,1,J Johnson
0,0,1,G Stroman
1,46,1,A Jackson
0,27,1,K Seymour
0,0,1,C Tindal
0,14,1,L Stephens
0,21,1,S Griffin
1,55,1,D Kazee
0,16,1,K Mathis
0,0,1,M Smith
0,25,1,J McDuffie
1,58,1,J Young
0,20,1,III
0,0,1,M Maye
0,0,1,K Neal
0,0,1,J Davis
0,22,1,R Ladipo
0,0,1,W Steelhammer
1,55,1,W Jackson III
0,25,1,S Taylor
0,13,1,A McDonald
0,88,1,D King
0,12,1,M Taylor
0,0,1,J Lomax
0,0,1,J Harris
0,0,1,K Henderson
0,26,1,D Kirkland Jr
0,5,1,B Boddy Calhoun
0,37,1,J Wright
0,0,1,T Hanks
0,6,1,M Millan
0,44,1,T Reeder
0,42,1,F Williams
0,4,3,A Brown
1,31,1,K Thomas
0,21,1,T Matakevich
0,0,1,P Martin Oguike
0,0,1,K Russell
1,69,2,D Wilson
0,3,1,D Allen
1,59,1,R Richards
0,8,1,M Hunter
1,96,1,I Adams
0,4,1,N Meadors
0,0,1,D Thompson
0,0,1,R Ford
0,16,1,R Rook Chungong
0,17,1,S Jones
0,8,1,J McIntosh
0,0,1,B Baker
0,0,1,P Henry
0,23,2,Q Meeks
0,0,1,T McEvoy
1,50,1,B Austin
0,0,1,K Lewis
0,0,1,T Mathis
0,15,1,B Mayes
0,0,1,B Mays
1,85,1,D Turner
0,10,1,B Harris
0,-3,1,R Hayes
0,22,1,T Glass
0,0,3,D Baber
0,0,1,T Burt
0,0,1,R Reid
1,69,1,D Monday
0,26,1,D Harris
0,0,1,K Coman
0,0,1,G Green
0,1,1,I Thomas
1,61,1,C Wallace
1,41,1,S Chandler
0,4,1,D Lee
0,0,1,J Simmons
0,6,1,J Burris
0,0,1,H Jones
0,0,1,J Jones
0,0,1,A Baker
0,71,1,T Thompson
0,1,1,J Reid
0,0,1,D Lloyd
1,58,1,N Gonzalez
0,-4,1,A Covington
0,0,1,R White
0,2,1,B Baker
0,0,1,S Brown
0,62,2,D Sanders
1,51,1,B Wilson
0,5,1,S Taylor
0,0,1,Z Edwards
0,0,1,B Jenkinson
0,0,1,D King
1,39,1,T Washington
0,27,1,T Young
0,18,1,C Hudson
0,11,1,K Brice
0,0,1,Z Whitfield
0,4,1,J Brooks
0,39,2,T McEvoy
0,0,1,T Dudley Giles
0,0,1,J Santos Knox
0,0,1,L Hope
0,0,1,D Scott
0,10,1,D Gonzales
0,0,1,J Johnson
0,8,1,D Latimore
0,7,1,B Burris
0,15,1,A Brown
0,0,1,J Wilson
0,0,1,T Barber
0,16,1,A Rowe
0,21,1,D Lawrence
0,12,1,D Green
0,12,1,J Rose
0,17,1,R Bullough
0,17,1,D Cox
0,44,1,D Centers
0,4,1,N VanHoose
0,0,1,J Cabinda
1,16,1,V Bell
0,38,1,D Austin
1,65,2,C Whitener
0,8,1,J Burton
0,0,1,T Flowers
0,0,1,K Oliver
0,0,1,G Piatt
0,0,1,D White
0,6,1,R Goforth
0,0,1,J Johnson
0,0,1,J Wadood
0,0,1,M Farley
0,8,1,J Little
0,-5,1,T Barton
0,0,1,M Reed
0,0,1,I Johnson
0,36,1,D Haines
0,5,2,D Elliott
0,2,1,D Monroe
1,67,1,J Summers
1,86,1,M Mudoh
0,14,1,D Williams
0,15,1,C Burkett
0,15,1,B Straubel
1,71,2,L Farmer
0,8,1,M Kitchens
0,10,1,J Garrett
0,5,1,B Countess
0,0,1,C Davis
0,0,2,J Nwangwa
0,0,1,T Hough
0,-3,1,J Rogers
0,22,1,J Plattenburg
0,16,1,T Baker
0,35,1,S Jones
0,27,1,G Paul
0,0,1,D Molton
0,22,1,K Orr
0,0,1,C LeBlanc
0,0,1,D Worley
0,0,1,J Nelson
0,0,1,B Fehoko
0,0,1,A Wingard
0,0,1,T Matthews
0,34,1,D Phillips
0,2,1,A Mack
0,0,1,W Steelhammer
0,17,1,B Jackson
0,25,1,J Allah
0,0,1,B Allen
0,0,1,J Thomas
0,0,1,M Parrish
0,26,1,K Brown
0,0,1,C Sam
0,0,1,M Ball
0,3,1,T Blanchard
0,17,1,Z Sanchez
0,0,1,A Thomas
0,0,1,B Weaver
0,25,1,M Byrd
0,7,1,R Langford
0,0,1,C Jones
0,0,1,G Ovgard
0,4,1,D Pearson
0,2,1,D Lucas
0,0,1,T Winchester
0,0,1,N Gaines
0,0,1,B Okotcha
0,20,1,J Brady
0,25,1,T Hough
0,0,1,J Whitehead
0,0,1,D Russell
0,45,1,S Neasman
0,17,1,J Howard
0,8,1,J Tocho
0,0,1,B Chubb
0,0,1,N Clark
0,51,1,E Ederaine
0,7,1,J Camilli
0,0,1,T Glass
0,7,1,E Roberts
0,19,1,C Day
0,0,1,J Crawford
0,5,1,J Sterns
0,33,1,C Humes
1,29,1,M Hunter
0,4,1,R Velgis
0,4,1,R Hayes
0,23,1,J Adams
0,0,1,D Dean
1,44,1,R Bullough
0,30,1,M Nicholson
0,7,1,A Colquhoun
0,38,0,S Davis
0,-5,2,A Nixon
1,31,1,M Taylor
0,-1,1,B Burris
0,1,1,D Scott
0,0,1,J Brown
0,29,1,M Hannemann
0,29,1,R Allen
0,0,1,M Bruno
0,0,1,B Bryant
0,29,1,M Humphrey
0,22,1,D Thomasson
0,11,1,D Pearson
0,60,1,J Schoettmer
0,0,1,T Henry
0,17,1,B Roberts
0,4,1,F Williams
1,28,1,A Trumbetti
0,22,2,F Misher
0,51,1,A Cioffi
0,10,1,K Wilkins
0,0,1,S Hampton
0,24,1,N Gerry
0,0,1,C Jones
0,3,1,T Gurley
0,-1,1,G Dixon
0,3,1,J Tabor
0,2,1,Q Wilson
0,10,1,M Smith
0,10,1,J Whittaker
0,18,1,D Nichols
0,0,1,R Hardrick
0,0,1,J Dowels
0,12,1,T Summers
0,22,1,A Smithson
0,0,1,C Davis
0,16,1,C Williams
0,7,1,J Dunning
0,24,1,D Riddle
0,0,1,M Tillman
0,0,2,S Johnson
0,1,1,A Allen
0,0,1,C Sullivan
0,32,1,J Johnson
0,0,1,J Wadood
1,30,2,O Burks
0,0,1,D Worley
0,0,1,N Kwiatkoski
0,0,1,D Davis
0,7,1,A Valdez
0,15,2,C Norrils
0,0,1,A Smalls
0,2,1,D Phillips
0,0,1,C Seargent
0,73,1,A Shaw
0,39,1,R Ford
0,0,1,C James
0,0,1,B Weaver
1,41,2,D Nichols
0,29,1,D Abraham
0,11,1,J Byrd
0,9,1,L Stephens
0,0,1,Z Edwards
0,0,1,B Cheek
0,0,1,Z Guiser
0,34,1,J Washington
0,0,1,K Richardson II
0,0,1,J Hicks
1,48,1,J Ford
0,29,1,J Jones
1,38,1,L Carrington
1,21,1,K Orr
1,21,1,C Denson
0,0,1,J Johnson
0,0,2,J Simmons
1,61,2,K Nacua
0,27,1,F Warner
0,5,1,C Tankersley
0,17,1,H Williams
0,6,1,B Watson
0,4,1,C Calhoun
0,1,1,A Adams
0,0,1,J Summers
1,92,1,W Terry
0,2,1,J Brown
0,0,1,J Tabor
0,0,1,S Neasman
0,37,1,L Brutus
0,5,1,T Batiste
0,0,1,A Chachere
0,15,1,M Glatczak
0,0,1,D Neal
1,32,1,T Chestnut
0,0,1,N Kyeremeh
0,0,1,R Douglas
1,20,1,M Edwards
0,0,1,C Johnson
0,0,1,R Bulter
0,11,1,B Albright
0,48,1,J Carter
0,0,1,C Elder
0,0,1,A Johnson
0,36,1,C Russell
0,22,1,Z Woods
0,0,1,C Sutton
0,27,1,K Byard
0,5,1,K McClain
1,20,1,D Roseboro
0,0,1,A Cordy
0,17,1,K Davis
0,3,1,K Pierre Louis
0,0,1,T Matthews
0,0,2,Z Sanchez
0,0,1,A Thomas
0,0,1,D Kindred
0,34,1,J Sterns
0,0,1,C Hawkins
0,55,1,J Miller
1,30,1,A Maddox
0,25,1,B Bell
0,0,1,N Mustafaa
0,52,1,F Misher
0,0,1,R Ball
0,28,1,P Baldwin
0,15,1,K Kelly
