kickoff return yards, kickoff returns, longest kickoff return, name
52,3,28,Davon Brown
18,1,18,Mekell Wesley
111,5,24,Max Suter
55,2,29,Ryan Howard
28,1,28,Mike Holmes
69,1,69,Chaz Powell
37,2,21,AJ Wallace
24,1,24,Derrick Williams
45,3,19,Ryan Christian
59,3,33,Jeremy Stewart
26,1,26,Tom McAndrew
27,1,27,Denarius Moore
113,6,21,Frantrell Forrest
65,3,25,Jeremy Williams
43,1,43,Dwayne Harris
20,2,10,John Williams
28,1,28,Jamar Wall
25,1,25,LaRon Moore
88,4,40,Jessie Henderson
34,2,19,Chris Butler
18,1,18,CJ Gable
32,2,20,Daniel Herron
14,1,14,Brandon Saine
54,2,39,DJ Moore
31,1,31,Sean Walker
2,1,2,Matt Bubis
32,2,21,JaCorey Shepherd
24,1,24,Chris Jammer
11,1,11,Kenny Lewis Jr
11,1,11,Davon Morgan
19,1,19,Tyler Melton
9,1,9,Jonathan Dwyer
101,5,17,Chris Polk
54,3,12,T Johnson
24,1,24,Manuel Johnson
20,1,20,Juaquin Iglesias
49,2,26,Devin Moore
12,1,12,Matt Barella
39,3,10,Johnny Patrick
119,7,23,Aubrey Quarles
69,3,28,Josh Smith
36,1,37,Mark Rodgers
54,1,54,Robbie Frey
47,2,29,Darius Butler
14,2,8,Steve Brouse
117,4,40,Jeremy Sanders
16,1,16,Jake Lamar
37,2,21,Reggie Rembert
11,1,11,Jereme Brooks
4,1,4,Junior Fonua
22,1,22,Brandon Thompkins
17,1,17,Kevin Jones
83,4,37,Desmond Gee
21,1,21,Phillip Tanner
142,6,41,Dennis Johnson
42,2,29,Elton Ford
19,1,19,Marquis Maze
15,2,12,Mike McCoy
110,5,26,Jameson Carter
14,1,14,Bryson Carl
2,1,2,Jeremy Bruce
40,3,22,Tristan Davis
11,1,11,Ben Tate
46,2,24,Keiland Williams
13,1,13,T Bob Hebert
10,1,10,Brandon LaFell
74,2,44,Ramarcus Brown
10,1,10,Shaun Chapas
56,1,56,Jeff Smith
175,7,43,Joe Burnett
28,1,28,ONeill Chambers
94,4,31,Devin Moore
20,1,20,Marcell Gipson
43,1,43,John Goebel
33,2,18,Marshwan Gilyard
128,7,22,Jamal Rogers
22,1,22,Jacoby Ford
64,3,25,Michael Myers
94,4,29,Patrick Edwards
57,3,32,Ty Hilton
16,1,16,Dontavia Bogan
33,2,22,Taiwan Easterling
17,1,17,Michael Ray Garvin
17,1,17,Alphonso Smith
10,1,10,Devin Brown
16,1,16,Jonathan Dwyer
8,1,8,Austin Barrick
89,3,47,Derek Pegues
16,1,16,Zach Smith
115,6,29,Marcus Thigpen
0,1,0,Brandon Walker Roby
38,1,38,Dante Love
20,1,20,Torieal Gibson
26,1,26,Marcus Herford
19,1,19,Darrell Stuckey
28,1,28,Orkeys Auriene
13,1,13,Matt Desormeaux
7,1,7,Dwight Bentley
105,5,24,Shawn Bayes
29,2,17,Sam Kirkland
120,5,27,Phillip Beck
16,1,16,Phillip Livas
0,1,0,Alex Anderson
126,4,57,Torrey Smith
15,1,15,Kenny Tate
82,3,31,Cory Welch
37,2,24,Dontayo Gage
10,1,10,Jason Williams
25,1,25,AJ Jimmerson
22,1,22,Javon Ringer
147,5,53,Armando Allen
26,1,26,Troy Stoudermire Jr
11,1,11,Jay Thomas
77,4,25,DiIvory Edgecomb
15,1,15,Wifred Rivera
12,1,12,Jeff Blanchard
202,6,98,Mike Wallace
56,2,38,Sean Walker
17,1,17,DJ Moore
33,2,18,Jeremy Maclin
12,1,12,Jerrel Jackson
10,1,10,Jon Gissinger
1,1,1,Jeff Gettys
146,3,97,Ernest Jackson
16,1,16,Ed Young
0,1,0,Bryan Kisabeth
120,4,57,John Angelo
99,4,32,Tiquan Underwood
24,1,24,Dennis Campbell
104,4,35,Brandon Tate
19,1,19,Hakeem Nicks
43,3,18,Kenny Lewis Jr
20,1,20,Davon Morgan
119,4,45,TJ Graham
23,1,23,Curtis Underwood
94,4,37,John Williams
21,1,21,Dwayne Harris
24,1,24,Meco Brown
27,1,27,Jeravin Matthews
18,1,18,Jeremy Ebert
49,3,20,Donte Harden
18,2,18,Chris Garrett
10,1,10,Rory Nicol
50,3,21,Maurice Greer
18,1,18,Jorrick Calvin
107,4,62,Patrick Chung
66,2,33,Andre Crenshaw
49,2,25,Ian Johnson
0,1,0,Austin Pettis
71,3,26,LaRod Stephens Howling
25,1,25,Aundre Wright
50,3,21,Derrell Johnson Koulianos
25,1,25,Jewel Hampton
16,1,16,Derrick Williams
16,1,16,AJ Wallace
149,3,74,Travis Shelton
72,3,33,Jamal Schulters
93,3,39,Desmond Tardy
28,1,28,Kory Sheets
42,2,22,Antonio Brown
15,1,15,Hannibal Beauford
7,1,7,David Blackburn
65,3,23,Chris Culliver
70,4,21,Tory Harrison
30,2,17,Freddie Parham
66,4,22,Chubb Small
142,6,41,Jessie Henderson
46,2,25,Aaron Brown
38,3,22,Jeremy Stewart
100,4,33,Brandon Rutley
30,1,30,AJ Moosa
4,1,4,Jeff Clark
81,3,34,Mike Holmes
10,1,10,Max Suter
165,6,43,Dennis Rogan
18,1,18,Brandon Warren
52,1,52,Brandon James
4,1,4,Tate Casey
70,3,30,Quan Cosby
73,4,21,JaCorey Shepherd
14,1,14,Chris Jammer
64,2,44,Jeremy Williams
33,1,33,Avery Williams
56,3,20,Ricky Williams
18,1,18,Luther Ambrose
11,1,11,Alvin Jordan Jr
40,2,22,Damaris Johnson
110,4,54,Frankie Solomon
19,1,19,Bryant Williams
16,1,16,Glover Quin
164,8,28,Greg Harris
191,5,73,AJ Jefferson
26,1,26,Chastin West
101,6,31,Chance Gray
41,1,41,Brandon Harris
24,1,24,Travis Benjamin
57,2,39,LaRon Moore
21,1,21,Daniel Charbonnet
25,1,25,Frantrell Forrest
25,1,25,Antoine Powers
20,1,20,Rashad Slaughter
96,5,27,Terrance Austin
11,1,11,Trevor Theriot
31,1,31,Keola Antolin
18,1,18,Mike Thomas
102,5,49,Micheal Johnson
54,2,33,RJ Sumrall
23,1,23,Allen Bell
60,2,38,Jeff Moturi
28,2,26,Clarence Ward
39,2,20,Chris Williams
21,1,21,Chase Harris
51,3,19,Dewey Hale
6,1,6,Breyon Williams
47,2,24,Chantz Staden
35,1,35,Christopher Ivory
137,3,92,Bobby Rainey
55,2,30,Aaron Winchester
44,2,30,James Rodgers
76,3,50,Ronald Johnson
13,1,13,CJ Gable
48,2,25,Jeremy Williams
35,2,20,Avery Williams
7,1,7,Travis Burks
102,5,27,Chris Butler
25,1,25,Jessie Henderson
39,2,18,Victor Anderson
15,1,14,Joe Tronzo
47,2,22,Darius Butler
17,2,7,Robbie Frey
59,3,25,Andre Jones
39,2,22,John Goebel
22,1,22,Marshwan Gilyard
41,2,22,Mario Fannin
64,3,27,Dennis Rogan
97,3,66,Torieal Gibson
61,3,29,Shawn Bayes
10,1,10,Sal Battles
0,2,2,Jonathan Simpson
46,1,46,Jahvid Best
24,1,24,Darian Hagan
59,4,20,Michael Myers
46,2,27,Jacoby Ford
41,2,25,CJ Spiller
92,4,31,Torrey Smith
72,2,43,Antonio Brown
17,1,17,Hannibal Beauford
70,2,38,Mario Henry
8,1,8,Brett Hamlin
7,1,7,Bryan Kisabeth
54,4,20,Jimmy Smith
11,2,11,Demetrius Sumler
8,1,8,Michael Sipili
0,1,0,Jalil Brown
119,2,94,Michael Ray Garvin
41,1,41,Bert Reed
39,1,39,Patrick Robinson
0,1,0,Greg Carr
53,2,35,Jabari Marshall
53,3,21,Kevin Ogletree
36,2,22,Chase Minnifield
5,1,5,Rashawn Jackson
104,6,25,Dwayne Harris
33,2,18,Tyron Carrier
68,3,27,Cory Welch
24,1,24,Dontayo Gage
17,1,17,Meco Brown
116,4,45,Brandon James
140,5,40,Mike Wallace
146,6,36,Ramarcus Brown
41,1,41,Richard Samuel
50,2,28,Javier Arenas
18,1,18,Terry Grant
48,3,19,Ryan Mouton
12,1,12,Malcolm Lane
67,3,26,Brandon Rutley
5,1,5,Vincent Abbott
60,3,23,Marcus Thigpen
48,2,25,Demetrius McCray
10,1,10,Brandon Walker Roby
24,2,24,Javon Ringer
20,1,20,AJ Jimmerson
6,1,6,Kyle Smith
3,1,3,Otis Wiley
40,2,22,Jewel Hampton
17,1,17,Derrell Johnson Koulianos
7,1,7,Amari Spievey
41,2,26,Jeravin Matthews
93,4,36,Deon Murphy
59,3,34,Aubrey Quarles
76,6,16,Jason Chery
127,2,100,Derrick Locke
149,4,74,Bobby Rainey
0,1,0,Tyrell Hayden
39,2,24,Keiland Williams
12,1,12,Quinn Johnson
5,1,5,Kelvin Sheppard
166,7,59,Derek Pegues
58,3,21,Michael Grandberry
-1,1,0,Earnest Williams
50,2,28,Kevin Jones
25,2,20,Brandon Thompkins
21,2,12,Gregory Hardy
16,1,16,Jermaine Robertson
21,1,21,Brandon Harris
15,1,15,Ryan Hill
5,1,5,Darryl Sharpton
67,3,29,Brandon Tate
61,3,24,Martavious Odoms
27,2,15,Brandon Harrison
21,1,21,Morgan Trent
77,2,55,David Gilreath
19,1,19,Bill Rentmeester
12,1,12,Tyler Holland
163,6,47,TJ Graham
55,2,34,Dontavia Bogan
19,1,19,Taurus Johnson
16,1,16,Theo Wilson
11,1,11,Benjamin Williams
121,6,28,Niles Paul
26,1,26,Curenski Gilleylen
60,2,41,Kenny Lewis Jr
18,1,18,Davon Morgan
16,1,16,Macho Harris
43,3,22,Chris Williams
32,2,20,Julius Fleming
16,1,16,Marcus Anderson
101,2,63,Glover Quin
26,1,26,Bryant Williams
105,4,36,Armando Allen
97,7,27,Kory Sheets
59,3,24,Brandon Saine
41,2,24,Troy Stoudermire Jr
165,3,97,LJ Flintall
5,1,5,Adam Olsheski
2,1,2,Chad Clemens
40,2,27,DeMarco Murray
11,1,11,Juaquin Iglesias
91,2,75,Aaron Brown
48,2,28,Ryan Christian
42,2,26,Stephen Hodge
50,2,29,Perrish Cox
33,1,33,Desmond Bryant
19,1,19,Beau Johnson
13,1,13,Kendall Hunter
191,7,41,Jorrick Calvin
10,1,10,John Patrick
133,3,94,Derrick Williams
31,2,20,AJ Wallace
51,2,27,AJ Jenkins
24,1,24,Arrelious Benn
21,1,21,London Davis
102,3,39,JaCorey Shepherd
21,1,21,Chris Jammer
143,6,30,DaWaylon Cook
79,5,30,John Shorter
24,1,24,Dennis Campbell
75,3,38,Chris Culliver
23,1,23,Captain Munnerlyn
40,2,23,Rashad Slaughter
28,1,28,Jim Mitchell
17,1,17,Antoine Powers
40,2,27,DeMarco Sampson
25,1,25,Davon Brown
119,7,23,Kama Bailey
5,1,5,Justin Morales
207,7,90,Mike Holmes
20,1,20,Max Suter
56,3,23,Aundre Wright
22,1,22,LaRod Stephens Howling
18,2,14,Richard Sheppard
13,2,9,Brandon West
49,2,32,Quan Cosby
-34,1,0,Chykie Brown
150,6,34,Dennis Johnson
159,5,46,Damaris Johnson
19,1,19,Tarrion Adams
128,5,33,Greg Harris
15,1,15,Morgan Williams
80,2,55,Ty Hilton
49,2,27,Julian Reams
47,2,24,Chance Gray
24,1,24,Bradley Stephens
59,3,24,Jameson Carter
11,1,11,Bryson Carl
205,6,73,Terrance Austin
59,2,31,Chastin West
15,1,15,Damion Owens
11,1,11,AJ Jefferson
169,7,35,Micheal Johnson
42,2,24,Brian Fludd
9,1,9,Dominic Green
47,2,29,David Reed
38,2,20,Josh Ferguson
13,1,13,Evan Davis
53,3,29,Darin Baldwin
47,2,20,Joe Burnett
27,1,27,Keith Williams
55,1,55,Devin Brown
47,2,31,CJ Washington
31,2,20,Corey James
8,1,12,John Angelo
60,4,20,Chris Polk
17,1,17,T Johnson
12,1,12,Quinton Richardson
114,4,38,Delano Howell
113,5,32,Chantz Staden
49,2,27,Christopher Ivory
62,1,62,Patrick Chung
0,1,0,Will Tukuafu
38,2,20,Mark Rodgers
203,4,75,Darius Marshall
20,1,20,Matt Parkhurst
16,1,16,Chubb Small
103,4,44,Devin Moore
36,2,19,Wynel Seldon
42,2,21,Tyrone Pronty
20,1,20,Kenny Lewis
