longest rush, name, rushes, rushing touchdowns, rushing yards
21,W Stanback,18,0,100
12,V Adams Jr,7,2,41
6,R Stone,1,0,6
10,M Irons,14,0,61
3,J Masoli,3,0,6
1,D Evans,1,0,1
5,T Williams,5,0,15
6,R Begelton,1,1,6
3,K Carey,3,1,6
14,K Carey,12,0,65
3,N Arbuckle,3,0,9
4,T Williams,2,0,8
3,R Begelton,1,0,3
6,J Wilder Jr,11,0,44
17,M Bethel Thompson,2,0,19
5,B Burks,4,0,9
2,D Walker,1,0,2
14,A Harris,14,0,63
24,C Streveler,5,1,35
22,J Augustine,3,0,30
10,M Nichols,1,0,10
5,L Whitehead,1,0,5
4,N Demski,1,0,4
19,J Crockett,15,0,88
11,W Arndt,2,0,13
2,J Jennings,1,0,2
17,W Stanback,13,0,47
18,V Adams Jr,7,0,44
18,J Johnson,6,0,39
2,R Stone,1,0,2
11,C Gable,8,0,33
9,T Harris,3,0,16
19,C Fajardo,8,1,53
9,W Powell,11,1,47
1,M Thigpen,1,0,1
14,B Rutley,13,0,73
16,M Reilly,5,1,31
8,J White IV,3,0,17
8,J Crockett,18,0,84
8,J Jennings,4,0,12
31,K Carey,9,0,70
10,T Williams,15,0,47
3,N Arbuckle,4,0,6
26,S Cooper,22,1,128
3,T Harris,4,1,7
4,A Taylor,2,0,5
21,B Burks,9,0,42
8,D Prukop,1,0,8
23,M Irons,9,0,45
22,J Masoli,2,1,23
7,D Evans,2,1,8
4,B Addison,1,0,4
6,A Coombs,3,0,2
27,A Harris,8,0,53
3,C Streveler,3,0,8
2,M Nichols,1,0,2
14,J White IV,9,0,29
8,B Rutley,3,0,15
42,W Powell,21,3,146
13,C Fajardo,7,0,46
9,M Thigpen,5,0,22
10,B Bennett,2,0,13
18,M Bethel Thompson,5,0,44
19,B Burks,5,0,37
9,C Rainey,3,0,10
5,S Green,1,0,5
1,D Prukop,1,0,1
56,A Harris,15,2,152
9,N Demski,3,0,16
13,L Whitehead,1,0,13
10,C Fajardo,9,1,56
14,W Powell,15,1,51
5,S Evans,1,0,5
3,M Thigpen,2,0,4
4,B Bennett,1,0,4
19,D Evans,4,0,35
10,A Coombs,9,0,21
11,B Addison,4,0,14
21,W Stanback,12,0,88
13,V Adams Jr,6,2,25
5,J Johnson,2,0,10
1,A Pipkin,1,0,1
10,J Crockett,16,0,71
4,D Davis,2,0,6
3,B Gillanders,1,0,3
9,R Morris,9,0,14
10,N Arbuckle,2,0,13
11,R Begelton,1,0,11
7,A Milanovic Litre,3,0,11
5,M Ambles,1,0,5
1,T Williams,1,0,1
7,C Gable,8,0,27
1,T Harris,1,0,1
17,A Harris,19,0,100
9,C Streveler,5,0,15
4,M Nichols,2,0,4
1,N Demski,1,0,1
14,T Williams,3,0,21
13,N Arbuckle,5,2,17
11,A Milanovic Litre,1,0,11
6,R Morris,3,0,7
8,J Johnson,10,0,38
10,M Shiltz,2,0,13
22,C Fajardo,6,0,48
10,K Moore,1,0,10
4,W Powell,4,0,7
5,M Thigpen,2,0,0
28,C Gable,18,2,116
2,T Harris,4,0,4
35,J Crockett,13,0,89
2,D Davis,4,0,6
2,R Araujo Lopes,1,0,2
10,A Harris,14,0,73
7,J Augustine,5,0,25
8,C Streveler,6,0,23
1,N Demski,1,0,1
1,M Nichols,2,1,1
17,J White IV,11,1,53
8,W Moore,2,0,12
2,M Reilly,2,0,2
19,C Rainey,8,0,58
29,B Burks,5,0,43
20,M Bethel Thompson,5,0,38
15,C Gable,15,0,76
3,T Harris,8,2,13
35,M Madu,9,0,55
10,D Davis,4,0,14
20,C Marshall,12,0,92
10,A Coombs,4,0,17
9,B Addison,5,0,16
4,D Watford,3,1,8
3,D Evans,1,0,3
25,D Jackson,13,0,77
16,T Williams,2,0,18
7,N Arbuckle,2,0,8
47,J Johnson,13,0,107
12,V Adams Jr,9,2,38
12,Q Bray,2,0,18
6,S Ryan,1,0,6
34,C Gable,12,0,53
27,T Harris,4,0,40
30,C Streveler,14,1,95
36,A Harris,13,1,89
5,N Demski,1,0,5
23,W Powell,11,2,70
14,C Fajardo,5,1,38
7,K Lafrance,2,0,9
5,M Thigpen,2,0,5
19,G Morris,7,0,28
7,J Jennings,4,0,17
12,J Crockett,4,0,9
2,W Arndt,1,0,2
30,J White IV,4,0,53
11,W Moore,9,0,36
3,M Reilly,5,0,13
3,B Burnham,1,0,3
25,C Marshall,13,0,66
12,A Coombs,4,0,18
4,D Evans,3,0,8
1,D Watford,1,1,1
7,C Rainey,9,0,46
13,B Burks,6,0,37
8,M Bethel Thompson,3,0,14
8,J Franklin,1,0,8
25,J Johnson,12,1,54
5,W Stanback,6,0,19
3,V Adams Jr,3,1,4
15,W Powell,8,0,59
7,C Fajardo,2,0,8
3,M Thigpen,1,0,3
55,J Augustine,12,0,98
18,C Streveler,11,1,65
12,L Whitehead,2,0,20
3,N Demski,1,0,3
25,J Bennett,12,1,77
16,D Evans,4,0,42
7,B Addison,5,0,23
2,B Banks,2,0,3
2,A Coombs,1,0,2
1,D Watford,1,0,1
8,J Wilder Jr,7,0,16
8,M Bethel Thompson,2,0,13
7,C Rainey,3,0,12
1,D Cross,1,0,1
20,K Carey,16,0,143
16,M Klukas,2,0,24
18,R Begelton,1,0,18
8,T Williams,4,0,12
3,W Langlais,1,0,3
1,N Arbuckle,1,1,1
7,C Gable,10,0,35
9,T Harris,3,0,16
4,R Collins Jr,1,0,4
21,W Stanback,15,0,78
11,J Johnson,2,0,15
5,V Adams Jr,6,2,14
12,B Rutley,15,0,71
12,M Reilly,7,0,22
11,R Lankford,1,0,11
8,W Moore,1,0,8
6,M Madu,6,0,21
6,J Jennings,3,0,14
11,J Smith,1,0,11
10,J Wilder Jr,8,1,42
15,C Rainey,5,0,17
13,R Pfeffer,1,0,13
2,M Bethel Thompson,1,0,2
1,J Franklin,1,0,1
1,D Walker,1,1,1
12,J Augustine,16,0,75
21,C Streveler,11,2,70
10,R Bailey,1,0,10
13,C Fajardo,5,1,46
6,B Bennett,1,0,6
6,W Powell,4,0,1
11,C Gable,12,0,60
2,L Kilgore,4,1,5
2,T Harris,1,0,2
7,K Carey,11,0,24
3,T Williams,1,0,3
2,N Arbuckle,1,0,2
17,B Rutley,20,0,111
27,M Reilly,4,2,31
13,J Jennings,8,0,37
12,M Madu,8,0,28
12,K Carey,9,0,42
11,T Williams,4,0,22
17,A Coombs,7,0,35
18,B Addison,3,0,34
7,B Banks,4,0,19
7,J Bennett,3,0,16
9,D Evans,3,0,9
19,W Powell,15,1,94
8,C Fajardo,6,1,29
2,S Evans,1,0,2
12,W Stanback,12,1,57
8,V Adams Jr,5,0,14
3,S Murray Lawrence,1,0,3
19,J Wilder Jr,4,0,40
8,J Franklin,3,0,15
11,C Rainey,1,0,11
24,T Williams,3,1,28
5,A Milanovic Litre,5,0,16
5,K Carey,2,0,9
3,N Arbuckle,1,0,3
12,C Gable,11,0,45
5,L Kilgore,6,1,15
11,B Addison,4,0,29
5,J Bennett,6,0,19
13,A Coombs,3,0,12
4,D Watford,3,0,10
5,D Evans,3,0,8
3,B Banks,1,0,3
12,V Adams Jr,6,1,38
4,W Stanback,5,0,2
38,C Streveler,9,3,84
19,A Harris,12,0,76
12,N Demski,2,0,14
15,M Madu,12,0,57
8,W Arndt,3,0,16
5,J Jennings,2,0,6
5,G Morris,1,0,5
1,S Logan,1,0,1
11,J White IV,17,1,80
36,J Lyles,3,0,62
2,D Carter,1,0,2
0,M Reilly,1,0,0
11,C Streveler,8,0,46
19,A Harris,10,0,37
9,J Augustine,1,0,9
6,N Demski,1,0,6
11,T Sutton,8,0,25
13,D Evans,3,0,16
7,B Banks,1,0,7
8,B Addison,3,0,6
1,D Watford,2,1,1
1,M Irons,1,0,1
19,T Sutton,11,0,88
14,J Bennett,4,0,37
14,D Evans,2,0,22
9,D Watford,3,1,16
12,B Addison,2,0,13
2,M Irons,1,0,2
11,C Gable,11,0,47
28,A Taylor,2,0,31
6,L Kilgore,2,0,9
11,W Stanback,14,0,61
12,J Johnson,3,0,23
6,V Adams Jr,3,1,8
9,D Jackson,12,1,58
12,T Williams,3,0,29
3,N Arbuckle,2,0,5
4,T Roberson,1,0,4
12,C Fajardo,9,0,47
10,W Powell,11,0,45
4,B Bennett,2,0,7
21,A Harris,11,0,67
8,C Streveler,12,0,48
1,N Demski,1,0,1
15,J White IV,20,0,121
9,J Lyles,7,0,21
4,D OBrien,10,2,20
10,M Reilly,2,0,10
13,J Wilder Jr,3,0,22
7,C Rainey,3,0,12
7,J Franklin,1,0,7
13,J Wilder Jr,15,0,82
8,M Bethel Thompson,1,0,8
2,J Franklin,4,1,4
2,C Rainey,2,0,4
16,G Morris,3,0,36
4,B Gillanders,5,0,15
3,W Arndt,3,0,5
3,R Araujo Lopes,1,0,3
16,A Milanovic Litre,8,0,43
7,D Jackson,7,0,25
2,N Arbuckle,1,0,2
2,T Williams,1,0,2
21,C Fajardo,10,0,67
12,W Powell,8,1,50
6,B Bennett,3,0,10
2,M Thigpen,1,0,2
21,A Harris,24,1,166
13,C Streveler,9,0,64
10,M Miller,1,0,10
14,J Johnson,13,0,72
4,V Adams Jr,2,0,6
1,J Williams,1,0,1
13,S Cooper,18,1,97
4,T Williams,9,0,18
14,L Kilgore,1,0,14
26,J White IV,11,0,84
7,B Rutley,3,0,13
3,D OBrien,2,0,5
14,W Stanback,11,0,49
28,V Adams Jr,7,0,44
12,J Johnson,9,0,43
13,J Wilder Jr,6,0,39
6,A Ouellette,4,0,20
2,M Bethel Thompson,4,1,6
8,J White IV,12,0,38
15,D OBrien,3,0,32
3,J Lyles,1,0,3
16,W Powell,15,1,111
7,C Fajardo,6,0,20
4,M Thigpen,2,0,6
4,B Bennett,1,0,4
13,T Sutton,13,0,85
10,B Addison,2,0,18
5,J Marshall,1,1,5
4,J Bennett,1,0,4
1,D Watford,1,1,1
29,B Gillanders,8,0,50
0,W Arndt,2,0,0
13,A Milanovic Litre,11,1,40
13,C Streveler,15,0,85
10,A Harris,11,0,55
18,N Demski,2,0,26
25,L Whitehead,1,1,25
15,A Harris,15,0,64
5,Z Collaros,3,0,10
5,S McGuire,3,0,9
3,N Demski,3,1,6
10,A Milanovic Litre,11,0,35
5,M Klukas,1,0,5
4,D Jackson,1,0,4
1,N Arbuckle,1,0,1
24,J Johnson,16,0,105
12,M Shiltz,4,0,26
3,C Amoah,2,0,3
9,M Irons,10,0,43
18,B Addison,1,1,18
4,T Sutton,3,0,5
36,A Ouellette,11,0,69
9,D Prukop,3,0,14
10,D Cross,1,0,10
11,G Morris,5,0,32
10,B Gillanders,9,0,26
4,W Arndt,2,0,7
2,J Jennings,1,0,2
16,S Cooper,13,0,65
5,A Taylor,2,0,9
6,C McCarty,3,2,8
18,M Thigpen,3,1,25
18,W Powell,9,0,18
14,K Moore,1,0,14
1,C Fajardo,1,0,1
18,J Crockett,10,0,51
2,D Davis,3,0,6
1,J Jennings,5,3,4
1,W Arndt,2,0,2
35,J Williams,14,1,69
12,W Stanback,7,0,45
10,M Shiltz,1,0,10
2,V Adams Jr,1,0,2
2,A Pipkin,1,0,2
9,W Powell,12,0,36
7,M Thigpen,3,1,14
10,B Bennett,5,0,13
3,I Harker,2,0,5
3,K Moore,1,0,3
23,S Cooper,12,0,65
4,T Williams,2,0,8
5,J Tuck,1,0,5
20,C Marshall,18,2,109
9,A Ouellette,8,0,25
11,J Wilder Jr,4,0,20
10,D Prukop,3,0,14
1,M OConnor,1,0,1
10,J White IV,17,0,44
36,B Rutley,2,0,40
4,B Bridge,1,0,4
1,D OBrien,3,1,3
12,D Jackson,8,0,34
5,T Williams,3,0,2
13,V Adams Jr,6,1,57
9,W Stanback,9,2,38
5,E Lewis,1,0,5
3,J Johnson,1,0,3
8,C Gable,14,2,54
5,S Cooper,2,0,8
1,T Harris,3,0,3
2,C McCarty,1,0,2
35,D Jackson,8,0,63
19,A Milanovic Litre,3,0,21
4,N Arbuckle,3,0,8
1,R Begelton,1,0,1
24,C Streveler,13,1,82
13,A Harris,14,0,57
33,N Demski,3,1,53
3,J Grant,1,0,3
8,C Marshall,9,0,31
16,B Banks,2,0,11
4,D Evans,1,0,4
2,D Watford,2,2,4
13,C Gable,15,0,55
9,T Harris,7,0,26
1,S Cooper,1,0,1
15,W Powell,8,0,48
21,C Fajardo,3,0,23
10,K Moore,1,0,10
7,B Bennett,2,0,9
12,A Harris,10,0,41
5,C Streveler,4,0,10
8,Z Collaros,1,0,8
6,M Miller,1,0,6
3,N Demski,1,0,3
26,A Harris,18,1,134
5,C Streveler,9,0,30
22,N Demski,1,0,22
22,T Sutton,11,0,86
14,B Addison,4,0,45
6,D Evans,4,0,12
1,D Watford,1,0,1
