average punt yards, longest punt, name, punts, punts inside the twenty
41.500,46,Chris Hanson,2,2
39.600,60,Brian Moorman,5,4
35.300,44,Michael Koenen,4,3
37.300,56,Glenn Pakulak,3,0
36.200,55,Brandon Fields,5,1
32.000,51,Jon Ryan,5,2
31.800,59,Chris Kluwe,5,4
35.000,42,Derrick Frost,7,2
32.000,36,Reggie Hodges,1,0
39.500,57,Donnie Jones,4,0
37.500,63,Shane Lechler,11,2
39.400,50,Jason Baker,9,4
36.700,43,Paul Ernster,3,2
35.800,52,Hunter Smith,6,1
45.300,50,Matt Turk,3,0
45.000,74,Sam Koch,4,3
44.300,54,Mike Scifres,3,2
41.000,48,Dustin Colquitt,6,4
32.600,62,Sav Rocca,5,2
43.300,51,Jeff Feagles,3,3
29.600,52,Dirk Johnson,5,2
40.000,63,Andy Lee,4,1
44.000,51,Chris Hanson,4,2
39.800,49,Reggie Hodges,5,0
31.000,34,Michael Koenen,2,1
39.300,52,Brett Kern,3,1
16.000,55,Hunter Smith,1,0
42.000,53,Matt Turk,2,0
39.500,51,Adam Podlesh,10,1
36.600,53,Craig Hentrich,8,2
24.400,57,Brandon Fields,5,1
46.700,58,Shane Lechler,6,4
39.300,49,Jeff Feagles,3,0
31.300,45,Sam Koch,3,1
36.000,50,Jason Baker,5,2
38.000,49,Nick Harris,3,1
32.200,44,Kyle Larson,11,4
31.100,53,Sav Rocca,10,0
31.500,40,Derrick Frost,2,1
39.300,46,Brad Maynard,6,2
33.300,38,Dustin Colquitt,4,2
39.000,49,Glenn Pakulak,2,0
37.000,37,Josh Bidwell,1,0
35.000,51,Chris Kluwe,2,0
45.300,58,Andy Lee,6,0
31.800,56,Donnie Jones,4,3
39.800,59,Jon Ryan,4,3
28.500,48,Dirk Johnson,2,0
30.800,42,Paul Ernster,4,1
43.500,50,Mike Scifres,2,2
35.500,52,Ryan Plackemeier,4,0
35.800,47,Sam Paulescu,4,0
36.000,40,Brian Moorman,3,2
39.200,65,Dave Zastudil,5,2
28.400,34,Paul Ernster,5,1
35.500,43,Kyle Larson,8,2
43.000,55,Dave Zastudil,2,0
33.000,51,Matt Turk,3,0
36.700,39,Dustin Colquitt,3,0
32.500,48,Brian Moorman,2,1
38.000,52,Brandon Fields,4,2
49.000,49,Chris Hanson,1,0
32.600,52,Craig Hentrich,5,0
50.000,50,Reggie Hodges,1,1
43.000,48,Michael Koenen,3,0
27.000,59,Jason Baker,6,0
39.000,60,Sam Koch,8,3
34.400,56,Sav Rocca,6,2
36.000,70,Sam Paulescu,4,1
28.500,54,Andy Lee,3,0
26.700,52,Nick Harris,7,0
42.500,59,Josh Bidwell,4,0
28.000,50,Adam Podlesh,3,0
32.700,54,Chris Kluwe,3,2
44.600,60,Donnie Jones,5,0
37.800,52,Brad Maynard,5,1
11.500,60,Brett Kern,2,0
45.000,59,Shane Lechler,3,1
35.000,50,Dirk Johnson,3,1
44.000,51,Jeff Feagles,4,1
43.300,59,Jon Ryan,4,2
28.300,38,Ryan Plackemeier,3,0
40.000,45,Mike Scifres,3,1
39.000,54,Hunter Smith,3,3
27.300,47,Glenn Pakulak,3,0
30.800,48,Derrick Frost,4,0
40.200,63,Nick Harris,9,3
48.000,59,Craig Hentrich,3,0
40.200,50,Sam Paulescu,5,2
42.300,60,Jon Ryan,7,2
42.700,58,Sav Rocca,3,2
33.500,51,Dirk Johnson,4,0
45.500,60,Dave Zastudil,4,2
38.000,44,Hunter Smith,2,0
41.400,55,Kyle Larson,11,3
42.000,56,Sam Koch,7,4
41.000,44,Reggie Hodges,4,2
41.400,52,Brett Kern,5,4
39.700,62,Donnie Jones,3,1
38.000,53,Brandon Fields,5,0
25.000,29,Brian Moorman,3,1
39.200,58,Andy Lee,6,3
32.300,48,Derrick Frost,4,0
42.300,51,Jason Baker,6,3
39.500,47,Josh Bidwell,6,3
33.000,70,Glenn Pakulak,5,0
34.200,54,Ryan Plackemeier,6,0
34.500,45,Jeff Feagles,4,0
35.500,50,Mike Scifres,4,1
47.000,55,Michael Koenen,2,1
31.000,55,Chris Hanson,4,2
38.300,39,Mitch Berger,3,0
37.800,57,Shane Lechler,4,1
36.400,62,Dustin Colquitt,5,1
37.600,62,Chris Kluwe,9,1
40.300,46,Brad Maynard,9,5
36.000,41,Matt Turk,3,3
31.000,46,Steve Weatherford,3,0
45.400,58,Mike Scifres,5,1
43.400,58,Shane Lechler,7,3
44.200,49,Brad Maynard,6,4
37.000,47,Steve Weatherford,7,1
34.500,49,Jeremy Kapinos,8,3
39.700,47,Matt Turk,3,1
37.300,51,Hunter Smith,3,0
31.800,49,Kyle Larson,4,1
29.800,44,Craig Hentrich,4,1
28.500,53,Dave Zastudil,6,1
40.300,49,Sam Koch,6,3
35.100,46,Ryan Plackemeier,7,3
56.000,66,Nick Harris,2,1
40.500,59,Chris Kluwe,2,0
40.300,61,Jeff Feagles,4,1
38.300,40,Sav Rocca,3,2
50.000,55,Glenn Pakulak,3,1
47.500,52,Michael Koenen,4,1
39.600,52,Brian Moorman,5,1
41.000,54,Brandon Fields,4,2
20.000,52,Brett Kern,1,0
37.700,56,Dustin Colquitt,3,1
41.000,56,Andy Lee,4,1
36.800,53,Reggie Hodges,6,1
32.300,44,Mitch Berger,6,2
31.300,51,Sam Paulescu,4,1
31.000,50,Ben Graham,3,2
36.500,56,Donnie Jones,2,0
35.400,54,Jon Ryan,5,3
40.300,53,Chris Hanson,3,1
48.000,51,Jason Baker,1,0
33.300,57,Josh Bidwell,3,1
42.600,56,Brad Maynard,5,2
37.800,54,Glenn Pakulak,5,2
41.000,56,Sam Koch,7,4
27.000,51,Mitch Berger,6,0
40.500,50,Jason Baker,4,3
39.800,57,Brett Kern,5,0
36.700,57,Matt Turk,6,3
39.000,50,Craig Hentrich,5,1
35.600,41,Dustin Colquitt,5,1
36.000,45,Mike Scifres,4,2
26.500,61,Reggie Hodges,4,0
48.700,63,Brian Moorman,3,2
34.800,52,Michael Koenen,5,2
39.600,60,Josh Bidwell,9,4
32.800,50,Kyle Larson,6,1
43.700,62,Ryan Plackemeier,6,2
41.300,54,Hunter Smith,3,3
35.800,54,Nick Harris,4,1
38.300,54,Steve Weatherford,4,0
43.500,48,Jeremy Kapinos,2,1
41.000,52,Brandon Fields,5,3
30.000,53,Andy Lee,5,0
45.600,68,Donnie Jones,5,1
41.800,61,Jon Ryan,4,2
27.200,59,Ben Graham,6,2
33.000,55,Chris Kluwe,4,0
37.200,66,Shane Lechler,6,1
33.000,43,Chris Hanson,3,1
37.800,46,Sam Paulescu,6,3
43.000,59,Jeff Feagles,7,3
41.500,47,Sav Rocca,2,1
39.000,60,Dave Zastudil,6,2
40.300,54,Steve Weatherford,3,1
42.000,42,Hunter Smith,2,2
31.500,47,Sam Paulescu,6,2
46.600,61,Sam Koch,5,2
45.400,58,Dave Zastudil,5,2
30.200,46,Kyle Larson,6,3
52.000,57,Brian Moorman,3,1
31.000,31,Dustin Colquitt,1,1
23.500,39,Brandon Fields,2,0
33.700,54,Craig Hentrich,7,2
39.400,50,Mitch Berger,5,2
34.100,50,Ryan Plackemeier,8,5
34.300,55,Sav Rocca,8,1
47.000,51,Chris Hanson,3,2
32.000,50,Ben Graham,8,1
35.000,46,Nick Harris,4,0
40.000,44,Chris Kluwe,1,0
37.700,50,Michael Koenen,6,2
37.000,48,Jeff Feagles,5,1
36.200,49,Jason Baker,5,3
40.900,66,Donnie Jones,7,0
47.200,62,Andy Lee,5,1
36.000,42,Jon Ryan,5,3
34.500,46,Reggie Hodges,6,3
36.000,58,Shane Lechler,4,2
16.800,44,Matt Turk,4,1
28.700,58,Josh Bidwell,3,1
30.500,56,Mike Scifres,4,1
41.300,65,Brad Maynard,6,2
27.800,44,Jeremy Kapinos,4,1
34.500,49,Mitch Berger,4,1
45.300,60,Dave Zastudil,6,1
38.000,42,Hunter Smith,2,2
36.000,57,Craig Hentrich,6,1
31.000,45,Brian Moorman,3,1
28.300,48,Chris Hanson,3,0
57.000,57,Matt Cassel,1,1
25.500,44,Sam Koch,4,1
41.500,57,Steve Weatherford,4,0
39.300,48,Kyle Larson,3,2
37.800,55,Dustin Colquitt,6,3
29.400,53,Reggie Hodges,4,1
35.600,65,Brandon Fields,5,2
29.200,50,Josh Bidwell,5,0
41.700,69,Shane Lechler,6,3
41.300,50,Sav Rocca,3,0
38.300,47,Sam Paulescu,6,1
39.800,55,Chris Kluwe,4,2
45.800,54,Jeff Feagles,4,1
36.500,45,Matt Turk,4,1
35.000,45,Brad Maynard,6,4
36.800,40,Michael Koenen,4,0
44.200,64,Donnie Jones,5,2
37.700,55,Jeremy Kapinos,3,2
37.600,58,Nick Harris,7,2
43.700,61,Glenn Pakulak,3,0
24.000,27,Jason Baker,2,1
43.000,43,Mike Scifres,1,0
34.000,46,Brett Kern,2,0
47.700,52,Andy Lee,3,1
33.000,51,Ryan Plackemeier,5,1
42.700,45,Ben Graham,3,2
40.000,49,Jon Ryan,4,0
34.700,49,Ben Graham,6,4
42.600,49,Michael Koenen,5,0
51.700,67,Mike Scifres,6,6
31.500,63,Hunter Smith,6,0
37.000,56,Brandon Fields,3,1
37.400,52,Sam Koch,5,2
31.600,60,Chris Kluwe,8,2
44.000,58,Sav Rocca,4,4
36.000,66,Craig Hentrich,4,0
39.300,51,Sam Koch,8,2
44.300,53,Jason Baker,4,0
36.300,53,Ben Graham,4,2
45.000,45,Jeff Feagles,2,1
40.000,56,Sav Rocca,4,1
42.000,51,Mitch Berger,4,0
25.000,25,Ben Roethlisberger,1,1
35.000,53,Mike Scifres,6,1
34.600,44,Ben Graham,5,3
48.000,58,Sav Rocca,1,1
28.400,51,Mitch Berger,7,0
37.100,52,Sam Koch,7,3
35.000,45,Ben Graham,5,3
35.000,49,Mitch Berger,3,1
