fumbles, fumbles lost, longest rush, name, rushes, rushing conversions, rushing touchdowns, rushing yards
,,4,Laveranues Coles,1,0,0,4
,,3,Chad Pennington,2,0,1,4
,,20,Travis Henry,17,0,1,83
,,5,Sammy Morris,1,0,0,5
,,1,Peerless Price,1,0,0,1
,,-1,Larry Centers,1,0,0,-1
,,24,Jerome Bettis,22,0,2,79
,,12,Kordell Stewart,11,0,0,40
,,39,Hines Ward,1,0,0,39
,,-2,Antwaan Randle El,1,0,0,-2
,,10,Corey Dillon,19,0,2,60
,,0,Lorenzo Neal,1,0,0,0
,,-6,Jon Kitna,1,0,0,-6
,,46,Shaun Alexander,23,0,2,145
,,19,Matt Hasselbeck,3,1,0,23
,,6,Koren Robinson,1,0,0,6
,,3,Mack Strong,2,0,0,5
,,1,Heath Evans,1,0,0,1
,,30,Priest Holmes,23,0,2,197
,,12,Johnnie Morton,1,0,0,12
,,7,Trent Green,1,1,0,7
,,1,Mike Cloud,1,0,0,1
,,19,Michael Pittman,13,0,0,50
,,7,Mike Alstott,9,0,0,30
,,5,Rob Johnson,2,0,0,8
,,5,Brad Johnson,1,0,0,5
,,10,Ahman Green,18,0,0,56
,,17,Brett Favre,1,0,0,17
,,16,Donald Driver,1,0,0,16
,,3,Tony Fisher,3,0,0,7
,,15,Jonathan Wells,24,0,1,68
,,20,David Carr,6,0,0,54
,,6,James Allen,5,0,0,1
,,70,Tiki Barber,20,0,1,147
,,8,Ron Dayne,5,0,0,21
,,0,Matt Allen,1,0,0,0
,,13,Stephen Davis,31,0,3,88
,,13,Kenny Watson,5,0,0,29
,,11,Danny Wuerffel,3,0,0,10
,,16,Lamar Gordon,13,0,0,40
,,22,Trung Canidate,1,0,0,22
,,18,Terrence Wilkins,1,0,0,18
,,4,Torry Holt,1,0,0,4
,,0,Kurt Warner,1,0,0,0
,,28,Garrison Hearst,10,0,0,65
,,16,Paul Smith,2,0,0,29
,,7,Jeff Garcia,3,0,0,13
,,1,Kevan Barlow,3,0,0,-3
,,11,Duce Staley,16,0,0,55
,,21,James Thrash,5,0,0,29
,,7,Dorsey Levens,4,0,0,15
,,4,Brian Westbrook,3,0,0,10
,,1,Koy Detmer,1,0,1,1
,,-1,AJ Feeley,2,0,0,-3
,,21,Emmitt Smith,23,0,0,144
,,16,Michael Wiley,2,0,0,31
,,10,Troy Hambrick,9,0,0,23
,,7,Chad Hutchinson,1,0,0,7
,,6,Joey Galloway,1,0,0,6
,,10,Stephen Davis,20,0,0,51
,,17,Danny Wuerffel,4,0,0,28
,,4,Kenny Watson,1,0,0,4
,,21,James Stewart,13,0,0,57
,,23,Eddie Drummond,1,0,0,23
,,2,Mike McMahon,1,0,0,2
,,10,Antowain Smith,25,0,1,80
,,17,Marc Edwards,4,0,0,31
,,7,Kevin Faulk,5,0,0,16
,,8,Tom Brady,4,0,0,12
,,13,Travis Henry,35,0,1,151
,,8,Larry Centers,1,0,0,8
,,2,Drew Bledsoe,1,0,1,2
,,55,Ricky Williams,27,0,2,228
,,23,Travis Minor,4,0,0,34
,,6,Ray Lucas,3,0,0,8
,,10,Corey Dillon,23,0,1,70
,,3,Rudi Johnson,4,0,0,10
,,9,Jon Kitna,1,0,0,9
,,-11,Peter Warrick,1,0,0,-11
,,29,Jamal Lewis,22,0,0,121
,,16,Jeff Blake,5,0,0,19
,,6,Chester Taylor,2,0,0,9
,,4,Alan Ricard,1,0,0,4
,,-5,Travis Taylor,1,0,0,-5
,,16,William Green,24,0,0,94
,,34,Dennis Northcutt,1,0,0,34
,,7,Jamel White,1,0,0,7
,,3,James Jackson,2,0,0,5
,,24,Dee Brown,27,0,0,122
,,9,Brad Hoover,4,0,0,20
,,7,Randy Fasani,4,0,0,6
,,-1,Rodney Peete,3,0,0,-3
,,16,Tony Fisher,17,0,1,91
,,29,Ahman Green,12,0,0,78
,,10,Brett Favre,2,0,0,9
,,3,Donald Driver,1,0,0,3
,,11,Leon Johnson,11,0,0,46
,,26,Anthony Thomas,4,0,0,26
,,2,Jim Miller,2,0,0,2
,,20,Edgerrin James,20,0,0,65
,,6,James Mungro,4,0,1,13
,,10,Ricky Williams,5,0,0,12
,,0,Peyton Manning,3,0,0,-2
,,14,James Allen,16,0,0,64
,,1,David Carr,1,0,0,1
,,3,Jonathan Wells,3,0,0,0
,,18,Fred Taylor,13,0,1,80
,,9,Stacey Mack,6,0,0,14
,,6,Mark Brunell,2,0,0,8
,,13,Jerome Bettis,20,0,0,86
,,28,Kordell Stewart,12,0,1,84
,,15,Hines Ward,2,0,0,19
,,16,Verron Haynes,1,0,0,16
,,7,Amos Zereoue,5,0,0,14
,,21,Priest Holmes,16,0,2,113
,,31,Eddie Kennison,1,0,0,31
,,6,Derrick Blaylock,7,0,0,23
,,5,Mike Cloud,9,0,0,20
,,15,Johnnie Morton,1,0,0,15
,,5,Tony Richardson,2,0,1,8
,,7,Todd Collins,1,0,0,7
,,-1,,1,0,0,-1
,,6,Marcel Shipp,14,0,0,26
,,0,Scott Player,1,0,0,0
,,28,Michael Bennett,18,0,1,86
,,20,Daunte Culpepper,7,0,1,35
,,11,Nick Davis,1,0,0,11
,,4,Jimmy Kleinsasser,1,0,0,4
,,3,Moe Williams,5,0,0,3
,,46,Michael Vick,10,0,2,173
,,18,TJ Duckett,11,0,0,37
,,7,Warrick Dunn,5,0,0,14
,,1,Bob Christian,3,0,1,3
,,11,Deuce McAllister,27,0,1,99
,,4,Aaron Brooks,2,0,0,5
,,-1,Jake Delhomme,2,0,0,-2
,,9,Mike Alstott,8,0,0,17
,,8,Michael Pittman,8,0,0,17
,,42,Tiki Barber,22,0,1,64
,,2,Ron Dayne,1,0,0,2
,,-2,Kerry Collins,2,0,0,-4
,,10,Eddie George,20,0,1,64
,,13,Steve McNair,4,1,0,38
,,14,Robert Holcombe,7,0,0,24
,,16,Justin McCareins,1,0,0,16
,,16,Dorsey Levens,12,0,0,64
,,11,Duce Staley,14,0,0,32
,,3,James Thrash,2,0,0,5
,,4,Brian Westbrook,1,0,0,4
,,4,AJ Feeley,2,0,0,3
,,10,Lamar Gordon,7,0,0,30
,,8,Marshall Faulk,9,0,0,29
,,8,Ernie Conwell,1,0,0,8
,,6,Isaac Bruce,1,0,0,6
,,2,Troy Edwards,1,0,0,2
,,1,Kurt Warner,1,0,0,1
,,76,LaDainian Tomlinson,37,0,3,220
,,0,Drew Brees,1,0,0,0
,,43,Clinton Portis,23,0,2,159
,,4,Mike Anderson,2,0,0,6
,,-4,Olandis Gary,1,0,0,-4
,,-5,Scottie Montgomery,1,0,0,-5
,,31,Garrison Hearst,31,0,3,124
,,7,Jeff Garcia,5,0,0,12
,,4,Terrell Owens,1,0,0,4
,,2,Fred Beasley,1,0,0,2
,,20,Shaun Alexander,16,0,0,74
,,6,Matt Hasselbeck,2,0,0,8
,,-2,Maurice Morris,1,0,0,-2
,,11,Charlie Garner,12,0,0,52
,,7,Rich Gannon,4,0,0,18
,,7,Tyrone Wheatley,6,0,0,15
,,9,Tim Brown,1,0,0,9
,,2,Zack Crockett,2,0,1,3
,,1,Jerry Rice,1,0,0,1
,,9,Curtis Martin,11,0,0,26
,,3,Richie Anderson,1,0,0,3
,,3,Chad Pennington,1,0,0,3
,,0,LaMont Jordan,1,0,0,0
,,16,Marcel Shipp,25,0,0,85
,,22,Joel Makovicka,2,0,0,27
,,11,Jake Plummer,3,0,0,12
,,9,Kevin Kasper,1,0,0,9
,,15,James Stewart,13,0,0,52
,,1,Rafael Cooper,1,0,0,1
,,-2,Eddie Drummond,1,0,0,-2
,,9,Jamal Lewis,17,0,1,48
,,31,Travis Taylor,2,0,0,44
,,11,Jeff Blake,2,0,0,13
,,5,Chester Taylor,2,1,0,8
,,1,Alan Ricard,1,0,0,1
,,30,Deuce McAllister,32,0,3,127
,,5,Terrelle Smith,4,0,0,12
,,10,Aaron Brooks,3,0,0,11
,,6,Jake Delhomme,2,0,0,0
,,12,Dee Brown,17,0,1,45
,,14,Nick Goings,4,1,0,23
,,7,Brad Hoover,5,0,0,12
,,3,Muhsin Muhammad,1,0,0,3
,,0,Rodney Peete,2,0,0,-1
,,17,Corey Dillon,18,0,0,55
,,12,Jon Kitna,5,0,1,20
,,5,Rudi Johnson,5,0,0,8
,,0,Lorenzo Neal,1,0,0,0
,,18,Emmitt Smith,19,0,2,66
,,18,Chad Hutchinson,1,0,0,18
,,10,Troy Hambrick,6,0,0,16
,,10,Michael Wiley,1,0,0,10
,,21,Jeff Garcia,7,0,1,50
,,8,Paul Smith,13,0,0,40
,,15,Garrison Hearst,9,0,0,35
,,19,Tony Fisher,25,0,1,96
,,17,Donald Driver,1,0,0,17
,,8,Brett Favre,1,0,0,8
,,3,Jay Graham,1,0,0,3
,,35,Michael Bennett,19,0,0,120
,,44,Moe Williams,2,0,0,45
,,13,Daunte Culpepper,4,0,1,26
,,44,Fred Taylor,23,0,1,145
,,5,Mark Brunell,4,0,0,6
,,4,Stacey Mack,4,0,0,6
,,15,William Green,26,0,1,119
,,19,Jamel White,4,0,0,22
,,12,Tim Couch,1,0,0,12
,,11,James Jackson,1,0,0,11
,,9,Andre Davis,1,0,0,9
,,17,Priest Holmes,24,0,2,132
,,9,Tony Richardson,4,0,0,27
,,8,Mike Cloud,4,0,1,15
,,4,Derrick Blaylock,3,0,0,9
,,0,Trent Green,1,0,0,0
,,-3,Johnnie Morton,1,0,0,-3
,,7,Lamar Gordon,5,0,0,14
,,6,Marshall Faulk,10,0,0,13
,,4,Terrence Wilkins,1,0,0,4
,,2,Jamie Martin,1,0,0,2
,,8,Antowain Smith,17,0,1,68
,,21,Troy Brown,1,0,0,21
,,5,Kevin Faulk,1,0,0,5
,,3,Marc Edwards,2,0,0,3
,,0,Tom Brady,5,0,0,-5
,,14,Travis Henry,15,0,0,60
,,10,Drew Bledsoe,2,0,0,11
,,7,Larry Centers,1,0,0,7
,,11,Curtis Martin,18,0,1,57
,,2,Chad Pennington,3,0,0,4
,,3,Laveranues Coles,1,0,0,3
,,10,Clinton Portis,24,0,0,103
,,3,Brian Griese,3,0,0,5
,,3,Mike Anderson,1,0,0,3
,,0,Olandis Gary,1,0,0,0
,,14,Amos Zereoue,11,0,0,69
,,8,Jerome Bettis,14,0,0,30
,,11,Antwaan Randle El,1,0,0,11
,,7,Hines Ward,2,0,0,7
,,5,Tommy Maddox,2,0,0,6
,,5,Dan Kreider,1,0,0,5
,,10,James Allen,13,0,0,19
,,7,Jonathan Wells,10,0,0,12
,,7,David Carr,3,0,0,6
,,15,LaDainian Tomlinson,18,0,1,57
,,8,Drew Brees,5,0,0,5
,,2,Tim Dwight,1,0,0,2
,,1,Jesse Chatman,1,0,0,1
,,7,Tyrone Wheatley,9,0,1,28
,,7,Charlie Garner,11,0,1,24
,,9,Rich Gannon,1,0,0,9
,,3,Zack Crockett,4,0,1,6
,,58,Shaun Alexander,17,0,0,123
,,15,Matt Hasselbeck,6,0,0,62
,,2,Heath Evans,1,0,0,2
,,-15,Jeff Feagles,1,0,0,-15
,,21,Duce Staley,21,0,1,100
,,8,Dorsey Levens,5,0,0,19
,,6,Brian Westbrook,2,0,0,7
,,1,AJ Feeley,3,0,0,0
,,32,Mike Alstott,13,0,0,95
,,20,Aaron Stecker,4,0,0,30
,,15,Michael Pittman,9,0,0,25
,,2,Shaun King,1,0,0,2
,,0,Karl Williams,2,0,0,-2
,,13,TJ Duckett,13,0,0,47
,,6,Michael Vick,6,0,0,9
,,2,Bob Christian,4,0,0,6
,,11,Eddie George,22,0,2,51
,,18,Steve McNair,5,0,0,49
,,6,Robert Holcombe,5,0,0,15
,,4,Mike Green,1,0,0,4
,,20,Edgerrin James,18,0,0,70
,,4,James Mungro,4,0,1,12
,,5,Peyton Manning,2,0,0,10
,,33,Stephen Davis,12,0,1,70
,,26,Danny Wuerffel,2,0,0,35
,,10,Kenny Watson,2,0,0,12
,,9,Darnerien McCants,1,0,0,9
,,5,Derrius Thompson,1,0,0,5
,,1,Rock Cartwright,1,0,0,1
,,0,Ladell Betts,1,0,0,0
,,43,Tiki Barber,20,0,1,96
,,4,Ron Dayne,8,0,0,11
,,4,Daryl Jones,1,0,0,4
,,63,Ricky Williams,31,0,2,216
,,8,Travis Minor,8,0,0,21
,,10,Jay Fiedler,1,0,0,10
,,10,James McKnight,1,0,0,10
,,-2,Sage Rosenfels,2,0,0,-9
,,17,Henry Burris,5,0,0,52
,,8,Leon Johnson,15,0,0,44
,,5,Adrian Peterson,3,0,0,11
,,0,Jim Miller,1,0,0,0
,,31,Warrick Dunn,20,0,0,101
,,12,Michael Vick,13,0,0,40
,,7,TJ Duckett,2,0,0,9
,,27,Shaun Alexander,28,0,2,127
,,6,Mack Strong,3,0,0,13
,,5,Heath Evans,3,0,0,10
,,10,Koren Robinson,1,0,0,10
,,6,Matt Hasselbeck,2,0,0,6
,,26,Travis Henry,22,0,2,144
,,7,Eric Moulds,1,0,0,7
,,4,Larry Centers,1,0,0,4
,,0,Drew Bledsoe,1,0,0,0
,,31,LaDainian Tomlinson,28,0,1,110
,,6,Doug Flutie,1,0,0,6
,,0,Tim Dwight,1,0,0,0
,,23,Leon Johnson,14,0,1,56
,,11,Adrian Peterson,7,0,1,39
,,5,Ahmad Merritt,1,0,0,5
,,5,Chris Chandler,3,0,0,3
,,2,Henry Burris,1,0,0,2
,,35,Curtis Martin,21,0,0,127
,,5,Laveranues Coles,1,0,0,5
,,2,Chad Morton,1,0,0,2
,,0,Chad Pennington,1,0,0,0
,,16,Corey Dillon,21,0,0,59
,,5,Jon Kitna,2,0,1,5
,,1,Brandon Bennett,1,0,0,1
,,12,Fred Taylor,18,1,0,71
,,8,Stacey Mack,9,0,1,31
,,6,Mark Brunell,3,0,0,7
,,9,William Green,22,0,1,69
,,9,Jamel White,3,0,0,19
,,5,Tim Couch,3,0,0,8
,,29,James Mungro,14,0,2,75
,,9,Edgerrin James,10,0,0,42
,,13,Peyton Manning,6,0,0,24
,,3,Ricky Williams,3,0,0,2
,,51,Clinton Portis,21,0,3,130
,,13,Mike Anderson,12,0,0,59
,,7,Brian Griese,2,0,0,8
,,56,Priest Holmes,18,0,0,161
,,9,Mike Cloud,5,0,1,15
,,5,Trent Green,2,0,0,9
,,0,Tony Richardson,1,0,0,0
,,40,Aveion Cason,10,0,0,62
,,18,Rafael Cooper,8,0,0,50
,,17,Cory Schlesinger,6,0,0,31
,,2,Mike McMahon,2,0,1,1
,,23,Mike Alstott,11,0,1,47
,,9,Michael Pittman,11,0,1,46
,,12,Aaron Stecker,4,0,0,28
,,3,Brad Johnson,2,0,0,2
,,16,Ricky Williams,27,0,0,101
,,6,Jay Fiedler,4,0,0,10
,,6,Travis Minor,2,0,1,10
,,11,Tyrone Wheatley,4,0,0,33
,,9,Charlie Garner,6,0,0,13
,,10,Rich Gannon,2,0,0,10
,,16,Deuce McAllister,18,0,0,69
,,4,Aaron Brooks,3,0,0,5
,,4,James Fenderson,1,0,0,4
,,19,Daunte Culpepper,7,1,2,73
,,19,Michael Bennett,15,0,0,46
,,25,Randy Moss,1,0,0,25
,,2,Moe Williams,1,0,0,2
,,0,Jimmy Kleinsasser,1,0,0,0
,,60,Tiki Barber,11,0,1,81
,,10,Ron Dayne,19,0,2,80
,,0,Kerry Collins,2,0,0,-1
,,-3,Jesse Palmer,1,0,0,-3
,,17,Troy Hambrick,10,0,0,42
,,9,Emmitt Smith,11,0,0,32
,,10,Chad Hutchinson,3,0,0,20
,,11,Michael Wiley,2,0,0,18
,,-8,Antonio Bryant,1,0,0,-8
,,30,Duce Staley,20,0,1,62
,,18,Dorsey Levens,8,0,0,43
,,6,AJ Feeley,2,0,0,5
,,11,Ladell Betts,16,0,0,49
,,15,Stephen Davis,2,0,0,24
,,10,Kenny Watson,4,0,0,9
,,3,Patrick Ramsey,2,0,0,3
,,1,Rod Gardner,1,0,0,1
,,9,Jerome Bettis,18,0,2,73
,,12,Amos Zereoue,14,0,0,40
,,5,Antwaan Randle El,2,0,0,10
,,3,Dan Kreider,2,0,0,4
,,2,Hines Ward,1,0,0,2
,,0,Tommy Maddox,1,0,0,0
,,20,Muhsin Muhammad,1,0,0,20
,,12,Dee Brown,8,0,1,19
,,4,Nick Goings,3,0,0,9
,,3,Brad Hoover,1,0,0,3
,,0,Rodney Peete,2,0,0,0
,,-1,Chris Weinke,1,0,0,-1
,,15,Garrison Hearst,12,0,0,51
,,13,Jeff Garcia,5,1,0,32
,,15,Kevan Barlow,6,0,0,24
,,13,Ahman Green,24,0,1,90
,,8,Tony Fisher,3,0,0,10
,,2,Donald Driver,1,0,0,2
,,3,Brett Favre,5,0,0,2
,,9,Marshall Faulk,9,0,0,39
,,18,Lamar Gordon,8,0,0,23
,,5,James Hodgins,1,0,0,5
,,-1,Marc Bulger,1,0,0,-1
,,10,Marcel Shipp,26,0,2,79
,,24,Jake Plummer,4,0,0,33
,,17,Joel Makovicka,1,0,0,17
,,9,Jonathan Wells,14,0,1,48
,,12,James Allen,8,0,0,46
,,1,David Carr,2,0,0,1
,,10,Jamal Lewis,20,0,0,49
,,15,Todd Heap,1,0,0,15
,,17,Jeff Blake,7,0,0,10
,,6,Alan Ricard,2,0,0,4
,,3,Chester Taylor,2,0,0,4
,,-12,Dave Zastudil,1,0,0,-12
,,15,Eddie George,31,0,0,101
,,39,Robert Holcombe,10,0,0,85
,,23,Steve McNair,6,0,2,49
,,3,Mike Green,1,0,0,3
,,23,Antowain Smith,6,0,0,31
,,6,Kevin Faulk,5,0,0,15
,,10,Tom Brady,2,0,1,10
,,40,Marcel Shipp,20,0,0,84
,,14,Jake Plummer,2,0,0,14
,,9,Kevin Kasper,2,0,0,10
,,9,Kevan Barlow,13,0,0,50
,,10,Garrison Hearst,11,0,1,38
,,4,Fred Beasley,4,0,0,13
,,7,Jeff Garcia,5,0,0,5
,,7,Emmitt Smith,8,0,0,30
,,10,Chad Hutchinson,4,0,0,28
,,6,Michael Wiley,1,0,0,6
,,7,Troy Hambrick,6,0,0,4
,,7,Duce Staley,19,0,1,56
,,18,Brian Westbrook,8,0,0,55
,,4,AJ Feeley,2,0,0,2
,,3,Dorsey Levens,2,0,0,2
,,-1,James Thrash,1,0,0,-1
,,38,Daunte Culpepper,10,0,0,67
,,14,Michael Bennett,18,0,0,54
,,3,Jimmy Kleinsasser,2,0,0,6
,,3,Moe Williams,2,0,1,2
,,17,Ricky Williams,15,0,0,67
,,3,Jay Fiedler,2,0,0,2
,,22,Warrick Dunn,30,0,1,132
,,20,Michael Vick,8,0,0,42
,,16,Bob Christian,2,0,0,18
,,5,George Layne,1,0,0,5
,,10,James Stewart,12,0,0,34
,,21,Mike McMahon,2,0,0,25
,,17,Aveion Cason,1,0,0,17
,,4,Cory Schlesinger,4,0,0,6
,,3,Rafael Cooper,2,0,0,5
,,25,Jamal Lewis,21,0,0,100
,,11,Travis Taylor,3,0,0,20
,,9,Jeff Blake,3,0,0,12
,,10,Chester Taylor,1,0,0,10
,,4,Alan Ricard,1,0,0,4
,,9,William Green,20,0,0,56
,,6,Jamel White,4,0,1,11
,,-1,Tim Couch,1,0,0,-1
,,-3,Andre Davis,1,0,0,-3
,,12,Dee Brown,23,0,2,55
,,5,Joe Montgomery,7,0,0,20
,,8,Nick Goings,6,0,0,17
,,-1,Rodney Peete,3,0,0,-4
,,6,Leon Johnson,16,0,0,29
,,15,Henry Burris,3,0,0,17
,,8,Adrian Peterson,2,0,0,9
,,0,Chris Chandler,1,0,0,0
,,26,Corey Dillon,18,0,0,126
,,10,Nicolas Luchey,12,0,2,59
,,29,Brandon Bennett,7,0,0,58
,,-1,Jon Kitna,2,0,0,-3
,,5,Deuce McAllister,15,0,0,26
,,4,Donte Stallworth,1,0,0,4
,,5,Aaron Brooks,4,0,0,3
,,28,Ahman Green,26,0,0,116
,,4,Tony Fisher,2,0,0,4
,,0,Brett Favre,2,0,0,-1
,,10,Travis Henry,20,0,0,46
,,2,Drew Bledsoe,1,0,0,2
,,2,Larry Centers,1,0,0,2
,,0,Sammy Morris,1,0,0,0
,,-7,Peerless Price,1,0,0,-7
,,9,James Mungro,8,0,0,21
,,16,Troy Walters,1,0,0,16
,,4,Edgerrin James,10,0,0,13
,,15,Tiki Barber,18,0,2,60
,,16,Ron Dayne,13,0,0,46
,,1,Kerry Collins,5,0,0,-3
,,12,Stacey Mack,9,0,0,28
,,10,David Garrard,5,0,0,26
,,6,Fred Taylor,3,0,0,17
,,4,Mark Brunell,1,0,0,4
,,17,Eddie George,21,0,2,89
,,26,Steve McNair,8,0,0,58
,,6,Robert Holcombe,4,0,0,15
,,7,Mike Green,5,0,0,13
,,1,John Simon,1,0,0,1
,,-1,NO Donnell,1,0,0,-1
,,16,Derrick Blaylock,2,0,0,19
,,6,Mike Cloud,16,0,0,19
,,6,Trent Green,4,0,0,13
,,1,Eddie Kennison,2,0,0,2
,,34,LaDainian Tomlinson,24,0,0,131
,,15,Drew Brees,2,0,0,17
,,7,Antowain Smith,14,0,0,46
,,15,Tom Brady,4,0,0,24
,,10,Kevin Faulk,2,0,0,13
,,5,Marc Edwards,2,0,0,7
,,7,David Patten,1,0,0,7
,,9,Curtis Martin,26,0,0,106
,,2,LaMont Jordan,2,0,0,2
,,2,Chad Pennington,3,0,0,0
,,20,Charlie Garner,7,0,0,61
,,17,Tyrone Wheatley,18,0,0,61
,,2,Zack Crockett,7,0,2,7
,,3,Rich Gannon,5,0,1,7
,,13,Clinton Portis,12,0,1,52
,,11,Mike Anderson,3,0,0,20
,,8,Steve Beuerlein,2,0,1,9
,,0,Olandis Gary,1,0,0,0
,,25,Shaun Alexander,26,0,2,79
,,5,Mack Strong,2,0,0,9
,,7,Matt Hasselbeck,3,0,0,8
,,3,Heath Evans,3,0,0,4
,,11,Marshall Faulk,9,0,0,13
,,3,Ernie Conwell,1,0,0,3
,,4,Trung Canidate,3,0,0,2
,,0,Jamie Martin,2,0,0,-1
,,23,Ladell Betts,20,0,1,116
,,14,Kenny Watson,20,0,0,110
,,20,Rock Cartwright,2,0,0,21
,,1,Derrius Thompson,1,0,0,1
,,1,Patrick Ramsey,3,0,0,-1
,,6,Jonathan Wells,15,0,0,33
,,11,David Carr,4,0,0,20
,,6,James Allen,4,0,0,10
,,4,Jarrod Baxter,1,0,0,4
,,18,Mike Alstott,5,0,0,28
,,15,Shaun King,3,0,0,23
,,10,Michael Pittman,4,0,0,20
,,5,Rob Johnson,1,0,0,5
,,-2,Aaron Stecker,1,0,0,-2
,,5,Jerome Bettis,26,0,0,66
,,14,Amos Zereoue,5,0,0,23
,,4,Antwaan Randle El,1,0,0,4
,,3,Dan Kreider,1,0,0,3
,,-1,Tommy Maddox,2,0,0,-2
,,39,Tiki Barber,32,0,0,203
,,8,Kerry Collins,6,0,0,8
,,2,Ron Dayne,1,0,0,2
,,9,Duce Staley,17,0,0,28
,,20,James Thrash,1,0,1,20
,,7,Dorsey Levens,4,0,0,18
,,-1,AJ Feeley,1,0,0,-1
,,14,Charlie Garner,29,0,1,135
,,33,Zack Crockett,11,0,1,72
,,10,Tyrone Wheatley,17,0,0,69
,,4,Rich Gannon,3,0,0,4
,,6,Mike Cloud,9,0,0,23
,,15,Derrick Blaylock,3,0,0,17
,,6,Trent Green,2,0,0,9
,,-5,Dante Hall,1,0,0,-5
,,10,Travis Henry,30,0,0,80
,,7,Drew Bledsoe,3,0,1,8
,,6,Joe Burns,4,0,0,7
,,4,Larry Centers,1,0,1,4
,,15,Corey Dillon,13,0,0,53
,,13,Rudi Johnson,3,0,0,25
,,6,Jon Kitna,1,0,1,6
,,0,Peter Warrick,1,0,0,0
,,14,Adrian Peterson,7,0,0,42
,,6,Leon Johnson,9,0,0,21
,,5,Henry Burris,4,0,0,14
,,7,Cory Sauter,2,0,0,8
,,16,Michael Pittman,21,0,0,90
,,14,Mike Alstott,12,0,0,42
,,21,Rob Johnson,3,0,0,29
,,64,William Green,27,0,2,178
,,5,Dennis Northcutt,2,0,0,10
,,2,Jamel White,1,0,0,2
,,0,Kelly Holcomb,4,0,0,-1
,,11,Warrick Dunn,20,0,0,67
,,11,Michael Vick,6,0,0,38
,,0,TJ Duckett,1,0,0,0
,,59,Clinton Portis,24,0,2,228
,,17,Mike Anderson,7,0,0,31
,,0,Steve Beuerlein,1,0,0,0
,,12,Marcel Shipp,17,0,0,58
,,20,Josh McCown,1,0,0,20
,,6,Jake Plummer,1,0,0,6
,,22,Mike McMahon,3,0,0,43
,,7,James Stewart,11,0,0,25
,,23,Eddie Drummond,2,0,0,17
,,3,Cory Schlesinger,2,0,0,4
,,3,Aveion Cason,1,0,0,3
,,1,Rafael Cooper,1,0,0,1
,,15,Michael Bennett,19,0,1,82
,,25,Moe Williams,6,0,0,35
,,16,Daunte Culpepper,8,0,1,34
,,3,Jimmy Kleinsasser,1,0,0,3
,,17,Edgerrin James,15,0,0,86
,,11,Peyton Manning,2,0,0,19
,,5,James Mungro,11,0,1,19
,,2,Marvin Harrison,1,0,0,2
,,12,Fred Taylor,15,0,1,73
,,16,David Garrard,11,0,0,44
,,9,Stacey Mack,6,0,0,35
,,2,Jimmy Smith,1,0,0,2
,,11,Antowain Smith,19,0,1,55
,,15,Kevin Faulk,8,0,0,53
,,4,Tom Brady,4,0,0,8
,,30,Ricky Williams,31,0,2,185
,,45,Chris Chambers,3,0,0,59
,,7,Jay Fiedler,2,0,0,9
,,3,Travis Minor,1,0,0,3
,,21,Deuce McAllister,28,0,0,117
,,8,Aaron Brooks,2,0,0,8
,,15,Nick Goings,18,0,0,70
,,4,Brad Hoover,5,0,0,12
,,2,Rod Smart,1,0,0,2
,,2,Rodney Peete,2,0,0,1
,,20,Curtis Martin,18,0,1,83
,,21,Laveranues Coles,1,0,0,21
,,14,Santana Moss,1,0,0,14
,,6,Chad Morton,1,0,0,6
,,6,Chad Pennington,2,0,0,3
,,3,LaMont Jordan,6,0,1,2
,,9,Ahman Green,14,0,0,67
,,10,William Henderson,6,0,0,26
,,7,Brett Favre,2,0,0,13
,,5,Eric Metcalf,2,0,0,7
,,3,Tony Fisher,1,0,0,3
,,-1,Donald Driver,1,0,0,-1
,,-1,Doug Pederson,1,0,0,-1
,,22,Amos Zereoue,26,0,2,104
,,17,Chris Fuamatu Maafala,8,0,0,49
,,21,Tommy Maddox,2,0,0,20
,,2,Antwaan Randle El,1,0,0,2
,,24,Jamal Lewis,14,0,0,86
,,5,Chester Taylor,5,0,0,17
,,6,Alan Ricard,3,0,1,10
,,1,Jeff Blake,1,0,0,1
,,21,LaDainian Tomlinson,17,0,0,67
,,10,Drew Brees,1,0,0,10
,,8,Tim Dwight,1,0,0,8
,,3,Reche Caldwell,1,0,0,3
,,14,Shaun Alexander,15,0,1,67
,,21,Matt Hasselbeck,7,0,1,42
,,8,Mack Strong,7,0,0,32
,,8,Heath Evans,5,0,0,22
,,6,James Allen,6,0,0,20
,,4,David Carr,3,0,0,7
,,7,Jonathan Wells,13,0,0,1
,,12,Eddie George,25,0,1,102
,,14,Robert Holcombe,7,0,0,35
,,5,Steve McNair,3,0,0,3
,,27,Ladell Betts,17,0,0,98
,,7,Kenny Watson,17,0,1,58
,,-1,Patrick Ramsey,3,0,0,-5
,,14,Darnay Scott,1,0,0,14
,,7,Emmitt Smith,18,0,0,13
,,6,Troy Hambrick,1,0,0,6
,,4,Chad Hutchinson,2,0,0,5
,,10,Marshall Faulk,11,0,0,43
,,0,James Hodgins,1,0,0,0
,,0,Jamie Martin,1,0,0,0
,,-8,Troy Edwards,1,0,0,-8
,,35,Kevan Barlow,10,0,0,87
,,12,Garrison Hearst,19,0,0,67
,,9,Paul Smith,3,0,0,21
,,9,Jeff Garcia,2,0,0,16
,,3,Fred Beasley,1,0,0,3
,,-1,Tim Rattay,1,0,0,-1
