name, receiving touchdowns, receiving yards, receptions
T Winston,0,76,7
B Freeman,1,69,4
T Crawley,0,67,6
T Tucker,0,63,2
S Smith,0,59,2
H Wilson,0,39,3
T Ervin,0,34,3
J Holmes,0,9,1
D Hancock,0,4,1
T Cottrell,0,2,1
D Breaux,1,92,4
T Veal,0,49,5
T Encalade,0,43,4
D Hilliard,0,37,5
C Jones,0,11,2
S Badie,0,10,3
T Scott,0,4,1
J Barnes,1,109,11
T Rahming,0,70,6
M McCaffrey,0,61,4
C Taylor,0,27,1
S Powell,1,20,3
S Wilson,0,18,2
B Deaver,0,14,1
E Schneider,0,5,1
September,7,2015,3
B Covey,0,58,5
D Booker,0,55,7
H Handley,0,25,2
B Poole,0,22,3
S Fakailoatonga,0,17,2
K Scott,0,15,2
T Smith,0,11,2
E Moeai,0,5,1
A Darboh,1,101,8
J Butt,1,93,8
G Perry,0,41,3
J Chesson,0,22,3
I Bunting,0,12,1
D Smith,0,6,1
T Isaac,0,3,1
A Williams,0,2,1
B Cole,0,-1,1
D Robinson,0,29,3
B Roberts,0,25,4
A Rodriguez,0,20,2
W Houston,0,19,2
D Mays,0,9,1
K Williams,0,5,1
T Fox,0,3,1
L Hunt,0,0,2
T Sherfield,1,63,4
K Kentera,0,48,2
R Webb,0,27,3
C Scott,0,23,1
D Woods,0,20,2
D Rivers,0,12,1
S Scheu,0,12,2
D Sims,0,10,2
L Rayford,0,2,1
T Higbee,1,102,4
T Taylor,0,40,3
A Grant,0,29,5
L Allen,0,19,4
N Norris,0,19,3
C Wade,1,70,4
C Lewis,1,64,3
C Serigne,1,60,3
K Brent,0,46,4
T Bell,0,42,3
T Hines,0,24,2
S Donatell,0,22,2
I Robinson,0,15,1
D Wortham,0,13,1
P Howard IV,0,11,3
A Bachman,0,8,1
T Harris,0,7,1
M Stamey,0,6,1
J Asberry,0,33,1
J Trainor,0,28,1
E Poe,1,27,1
X Moss,0,26,1
J Walker,1,14,2
T Campbell,0,5,1
H Huff,0,28,2
T Sperbeck,0,28,3
K Young,0,26,3
J McNichols,0,24,3
J Roh,0,23,3
S Williams Rhodes,0,16,2
C Anderson,0,7,1
D Washington,0,53,7
B Lenius,0,37,3
D Pettis,0,24,2
J Perkins,0,18,2
J Mickens,0,16,2
C McClatcher,0,3,3
M Gaskin,0,-1,1
R Davis,0,57,5
P Hart,1,53,1
A Sweeting,0,43,1
T Bateman,1,37,3
K Neal,0,32,3
T Boyd,0,26,3
G Smith,0,19,6
K Rucker,0,18,2
N Height,0,14,1
A Duke,1,95,7
T Ford,0,63,5
W Kofa,0,30,1
C Nesmith Jr,0,25,3
R Murphy,0,18,1
T Bostick,0,7,1
A Buie,0,6,1
September,9,2015,4
J Villamin,1,70,4
S Woods,0,25,2
V Bolden,1,6,3
C Brown,0,6,1
D Sands,0,3,1
K Clute,0,0,1
C Sutton,2,82,3
X Jones,0,38,4
D Joseph,0,13,1
P Line,0,11,1
X Castille,0,7,2
R Malone,0,6,1
M Kaufman,0,5,1
K Johnson,0,3,2
K Thomas,0,1,1
C Coleman,1,178,5
K Cannon,1,104,3
J Lee,3,70,3
C Platt,1,46,2
D Hall,0,9,1
L Hawthorne,0,6,1
I Zamora,0,5,1
D Chafin,0,5,1
E Phillips,2,41,2
S Ishmael,0,29,3
B Lewis,0,16,1
A Cornelius,0,11,1
B Estime,0,9,1
S Avant,0,5,1
C MacPherson,0,3,1
C Davis,1,154,10
D Braverman,0,109,13
J Mullinax,1,29,1
J Franklin,0,24,2
M Henry,0,23,2
J Bogan,0,9,2
C Thompson,0,7,1
L Bellamy,0,7,1
F Johnson,0,3,1
A Burbridge,0,117,4
J Price,1,49,3
D Arnett,1,36,2
M Kings Jr,0,27,2
A Troup,0,14,1
R Shelton,0,13,2
G Holmes,0,0,1
G Brown,0,58,2
A Ludowig,1,35,1
J Robinette,1,26,1
R Foster,1,50,4
K Drake,0,48,2
A Stewart,0,44,4
R Mullaney,0,38,2
O Howard,0,37,3
C Ridley,0,22,3
T Flournoy Smith,0,17,1
D Henry,0,12,2
D Harris,0,-4,1
A Erickson,1,73,6
D Ogunbowale,0,39,6
A Traylor,0,39,3
D Watt,0,22,5
C Clement,0,19,2
R Wheelwright,1,18,2
J Peavy,0,14,1
T Deal,0,4,1
S Meadors,1,64,4
S McElfresh,1,51,4
I Lewis,1,37,1
M Jones,0,28,2
T Upshaw,0,20,1
R Fergerson,0,19,1
J Boyd,0,16,1
B Burns,1,16,3
J Capel,0,14,1
J Barbour,0,11,1
N Cathey,0,6,1
D Hopkins,0,5,1
K Hatcher,2,106,6
J Cornelius,1,75,2
J Sprinkle,0,60,2
H Henry,0,42,2
D Morgan,1,26,1
R Williams III,0,-1,1
A Jones,0,83,6
D Laufasa,0,17,2
H Plinke,0,13,1
W Redix,0,9,1
A Golden,0,7,1
J Laufasa,0,6,1
J White,0,6,1
D Walker,0,5,1
R Louis,1,54,3
D Williams,0,40,3
M Ray,0,19,2
P Barber,0,15,1
J Smith,0,7,1
M Davis,0,2,1
D Peete,0,60,3
J Smith,0,34,3
J Quick,0,28,4
T Samuel,0,22,2
M Crum,0,19,2
C Standberry,0,6,1
J Savage,0,2,1
B Radcliff,0,-4,1
J Hilliman,0,33,3
B Wolford,0,31,3
S Alston,0,31,3
M Outlow,0,22,1
B Swigert,1,16,2
T Smith,0,16,1
D Dudeck,0,6,1
M Schreck,0,62,5
R Willoughby,0,60,3
C Lisa,0,56,3
J Martinez,1,35,4
M Weiser,0,21,4
J Johnson,0,11,1
M McGill,1,9,1
M Robinson,0,1,1
B Rivera,1,92,2
B Treggs,0,81,4
K Lawler,3,69,6
K Noa,0,48,4
M Harris,0,39,4
J Coprich,0,35,3
T Davis,0,32,1
P Worstell,0,25,3
D Lasco,0,20,1
C Hansen,0,11,2
D Powe,0,9,2
K Muhammad,0,7,1
S Anderson,0,3,1
J Holton,2,81,3
S Washington,0,69,7
A Chisum,1,55,4
M Morrison,0,48,3
C Moore,0,41,2
M McKay,0,28,2
N Cole,0,14,2
T Johnson,0,3,1
T Green,0,1,1
D Dowdy,0,0,1
R McCloud,0,80,8
A Scott,1,75,6
D Cain,0,36,3
H Renfrow,0,29,2
G Hopper,0,27,2
M Williams,1,20,2
C Peake,0,12,2
J Leggett,0,11,1
S Ryan,0,10,1
A Dunn,0,5,1
T Thompson,0,4,1
W Gallman,0,2,1
R Higgins,1,84,7
J Hansley,1,67,5
K Cartwright,1,56,3
X Williams,1,49,2
E Masters Jr,0,35,2
D Dawkins,0,27,1
D Gaines,0,25,1
J Oden,1,16,2
O Johnson,1,13,1
N Faapito,0,5,2
N Peralta,0,4,1
I Jones,0,77,6
B Williams,0,31,3
D Grayson,0,31,3
Q Johnson,0,30,4
J Williams,0,26,4
C Hairston,0,19,5
A Scott,0,12,2
D Barnes,0,7,1
B Bishop,0,2,1
D Jackson,0,67,5
K Strange,0,32,5
C Tuttle,0,25,2
D Creel,2,24,3
K Davis,0,21,3
E Daugherty,0,10,1
I Fuller,0,5,2
A Stone,0,4,1
J Duhart,0,56,3
N England,0,47,3
M Little,0,34,4
I Harper,0,20,2
B Roberts,0,19,2
D Washington,1,14,1
J Cox,0,-1,1
Z Pascal,0,-5,2
B Powell,1,50,2
C Lewis,2,44,2
A Bailey,0,43,2
K Taylor,0,41,2
D Goolsby,0,38,3
D Robinson,0,34,6
A Callaway,0,26,3
J Grady,0,25,1
V Showers,0,24,2
C Worton,1,23,3
J McGee,0,18,2
M Herndon,0,9,1
V Hargreaves,0,6,1
R Dixon,0,3,1
L Rose III,0,42,2
T Morgan,1,38,3
T Taylor,0,19,2
G Hogan,0,17,3
J Bowen,0,6,2
X Hall,0,6,2
J Harrison,1,77,2
J Wilson,1,53,3
T Rudolph,1,44,4
G Campbell,0,42,3
K Whitfield,0,35,1
M Pender,0,34,3
J Vickers,1,24,1
E Lane,0,23,2
R Izzo,1,21,2
D Cook,0,13,1
M Saunders,0,5,1
F Stevenson,0,2,1
D Phillips,0,-3,1
C Best,0,43,6
C Nutall,0,29,3
R Garrey,0,27,3
C French,1,14,2
L White,0,14,2
R Carden,0,12,3
G Schrade,0,11,1
D Mercer,0,9,1
J Rhoades,0,5,1
J Gamble,0,4,1
J Gaines,0,3,1
R Lowe,0,-1,1
S Mayberry,0,-2,1
S Michel,1,79,2
M Mitchell,1,52,3
T Godwin,0,31,3
Q Hicks,0,15,1
J Blazevich,1,15,1
R Ceaser,2,153,13
R Turner,0,17,1
T Perrier,0,10,2
A Holley,0,8,3
H Scioneaux,0,7,1
K Watson,0,6,2
D McNeal,0,5,1
D Ayers,0,121,10
K Postma,1,82,4
C Allen,0,56,3
T Gray,0,24,2
T McCloskey,0,19,2
L Bonner,0,18,2
K Farrow,0,15,2
R Jackson,0,10,1
I Johnson,0,10,1
R Jones,1,186,6
S Cobbs Jr,0,64,3
M Paige,0,32,4
J Howard,0,25,2
A Corsaro,0,19,1
M Cooper,0,10,1
N Westbrook,0,10,1
A Booker,0,3,1
J Canzeri,0,90,4
M VandeBerg,1,59,6
J Hillyer,0,38,2
T Smith,0,24,3
J Outsey,0,10,1
D Daley,1,70,4
Q Bundrage,0,53,5
A Lazard,1,43,4
M Warren,0,23,2
D Montgomery,0,20,3
T Brown,0,17,2
C Epps,0,7,1
T Parmalee,0,82,3
D Crawley,0,64,2
K Taylor,1,25,2
B Hartzog,0,24,3
D Neal,0,20,1
J Stanford,0,19,2
S Sims Jr,0,15,3
S Barbel,0,15,2
D Mann,0,15,4
B Johnson,0,12,3
D Heath,0,54,3
K Cook,0,41,2
D Burton,1,35,2
K Klein,0,17,2
G Johnson,1,85,5
D Baker,0,50,3
J Badet,1,37,1
R Timmons,0,36,1
B Bone,1,34,3
C Walker,0,12,1
J Kemp,0,3,2
G Fuselier,0,69,7
J Robinson,0,61,6
E McGuire,0,56,4
G Haynes,0,38,8
A Riles,0,8,1
P Turner,1,76,3
K Dixon,1,65,2
T Taylor,1,60,3
M Watts,1,41,4
D Oliver,0,37,1
M Gaines,1,31,2
J Dancy,0,30,1
K McKnight,0,20,1
G Childress,0,9,1
S Seay,0,6,1
C Smith,0,5,1
J Craft,0,0,1
M Culmer,1,37,1
L Jacobs,1,32,2
D Moore,0,23,2
A Etta Tawo,0,21,2
T Jacobs,0,12,1
A Edwards,0,12,2
D Hayward,0,4,1
W Brown,0,-3,1
M Frazier,2,89,6
R Proctor,0,51,3
G McKillion,0,22,2
P Mayhue,0,16,1
J Oglesby,1,13,2
D Hurd,0,6,1
A Miller,0,5,1
R Scott,1,100,6
S Dobard,1,20,2
M Lewis,0,17,1
T Gray,0,11,1
S Coley,0,11,2
H Waters,0,10,2
J Yearby,0,8,2
B Berrios,0,7,1
J Murphy,0,101,5
R Williams,1,51,2
C Hudson,1,48,2
K Young,0,18,2
S Martin,0,17,1
R Smith,0,15,1
F McRae IV,0,7,2
A Smith,0,4,2
C Core,1,80,2
M Pack,1,63,2
L Treadwell,0,44,4
D Stringfellow,0,36,2
Q Adeboyejo,1,33,3
R Nkemdiche,1,31,1
J Walton,0,12,1
D Lodge,1,12,1
T Zettergren,0,5,1
E Engram,0,5,1
C Moore,0,3,1
T Hunt,1,78,1
J Moore,1,74,3
N Brown,1,69,3
S Culkin,0,29,3
K Dilosa,0,25,3
D Blair,0,21,1
E Hall,0,9,1
I Witter,0,5,1
J Reese,0,5,1
T Richard,0,4,1
E Batties,2,123,8
R James,0,78,6
T Pettis,0,51,2
S Tucker,1,45,2
C Collis,0,42,3
D Frazier,0,12,2
R Ducksworth,0,6,1
J Parker,0,4,1
L Hamilton,1,2,1
J Tillman,0,67,3
M Dayes,0,65,5
J Ramos,1,45,3
B Cherry,0,28,2
D Grinnage,0,15,1
G Locklear,0,15,1
J Samuels,0,10,4
B Browne,1,8,2
N Hines,0,5,1
J Alston,0,5,2
R Nicholson,0,3,1
B Holmes,1,84,4
T Ruben,0,42,2
D Douglas,0,16,1
C Quisenberry,0,11,1
E Thompson,0,10,1
I Saleem,0,9,1
J Johnson,0,6,1
B Burks,0,2,1
J Chunn,0,2,1
A Flakes,0,2,1
J Westerkamp,1,107,7
B Reilly,0,70,5
A Moore,1,48,3
M Wilbon,0,28,2
J Turner,0,21,2
S Morgan Jr,0,19,2
L Hovey,0,17,2
T Foster,1,9,1
N Kurtz,0,123,5
M Mathews,2,69,3
T Houk,0,59,4
D Blackmon,0,43,5
M Juergens,0,30,4
C Pearson,0,28,3
M Laulu Pututau,0,10,1
A Brown,0,9,2
K Henderson,0,8,1
K Golladay,0,213,9
T Lewis,0,44,2
D Maxwell,1,42,4
C Beebe,0,38,3
S Wimann,1,16,1
J Brescacin,0,5,1
E Saffold,0,2,1
D Boyd,1,107,5
K Keys,0,62,6
A Criswell,1,61,3
A Williams,0,52,5
K Whitely,0,24,2
J Phillips,0,23,1
D Gamblin,0,45,3
R White,0,26,1
D Hart Johnson,0,25,2
R Jones,0,21,1
C Davis,0,19,2
C Wiggins,0,19,2
M Quarells,0,17,1
C Jones,0,52,5
M Shuler,0,33,2
J Jackson,0,12,2
G Dickerson,0,5,1
D Vitale,0,2,1
M McHugh,0,1,1
A Hooper,0,45,5
D Cajuste,0,39,4
C McCaffrey,0,23,5
R Stallworth,0,17,2
R Wright,0,10,1
M Rector,0,10,1
D Schultz,0,6,1
F Owusu,0,5,1
W Fuller,2,142,7
A Carlisle,0,55,3
C Brown,1,38,3
C Robinson,0,35,2
T Hunter Jr,0,31,2
C Prosise,0,6,1
D Smythe,0,6,1
J Burt,0,48,1
D Johnson,0,45,6
A Beck,0,10,1
J Mixon,1,115,3
S Shepard,0,68,3
D Neal,0,65,4
J Baxter,0,51,5
M Andrews,0,50,4
D Westbrook,1,40,3
J Mead,1,31,2
S Perine,0,9,2
D Brooks,0,6,1
D Flowers,0,4,1
J Lane,0,57,3
M Means Jr,0,13,1
N Williams,0,12,1
I Davis,0,6,1
D Stanford,0,90,3
B Marshall,1,69,4
B Addison,1,24,3
K Benoit,0,19,1
R Freeman,0,18,2
J Mundt,0,12,2
E Baylis,0,11,2
T Brooks James,0,3,2
S Orndoff,1,55,1
D Ford,0,42,1
E Zeise,0,11,2
C James,0,10,2
J Conner,0,7,1
D Hall,0,4,1
Q Ollison,0,3,1
Q Henderson,0,1,2
Z Wright,0,51,2
L Wright,0,38,5
S Stewart,1,35,1
J Mayden,0,18,2
C Decell,0,3,1
A Walter,0,-3,1
L Carroo,3,129,3
A Patton,0,47,3
M Flanagan,1,24,2
J Goodwin,0,15,1
S Bergen,0,12,1
R Martin,0,9,1
N Arcidiacono,0,6,1
J Grant,0,6,1
G Everett,1,75,4
X Johnson,1,56,1
D Vinson,0,22,4
J Magee,0,11,1
T Timmons,0,7,1
K Kutchera,0,7,1
C Garrett,0,6,1
D Ayoola,0,0,1
R Penny,0,39,2
E Judge,0,29,2
M Holder,0,24,2
D Gordon,0,18,1
D Pumphrey,0,14,2
D Wells,0,10,1
C Favreau,0,5,1
E Dillon,1,126,4
D Johnson,2,77,3
R Bronson,0,24,2
S Price,0,21,2
C Barr,0,14,3
A Legree,0,9,2
M Mack,0,6,2
D Tice,0,3,1
R Adams,0,1,1
K Robertson,0,81,6
D Thompson,0,58,5
J Washington,1,50,2
M Thomas,0,33,4
R Parks,0,32,2
D Davis,0,18,1
J Hayes,0,17,1
I Smith,0,11,2
C Martin,0,6,5
J Richard,0,4,1
C Mikell,0,1,1
F Ross,0,75,5
D Wilson,0,55,2
A Shumpert,0,26,4
G Walley,1,20,3
J Morrow,0,18,1
J Johnson,1,17,2
F Brown,0,14,2
G Myles,0,6,1
M Dear,0,4,1
D Hutcherson,0,2,1
V Bryant,0,41,2
K Patton,0,29,2
P Walker,0,25,1
R Anderson,0,20,5
R Deloatch,0,19,1
A Jennings,0,16,2
J Christopher,0,13,1
R Armstead,0,3,1
C Thompson,0,2,1
C Godwin,0,81,5
G Lewis,0,15,2
D Hamilton,0,5,1
A Lynch,0,2,2
B Polk,0,0,1
J Jennings,0,56,3
V Pearson,0,48,2
J Malone,0,40,3
E Wolf,2,35,3
J Johnson,0,27,2
A Kamara,0,-1,2
G Dieter,1,133,7
R Moore,0,95,5
R Burbrink,0,70,4
R Lewis,0,49,2
C Gallon,0,45,3
T Redding,0,12,2
H Folkertsma,1,11,1
F Coppet,0,8,1
D Lee,0,5,1
T Greene,0,3,2
D Wilson,0,2,1
K Lucas,2,193,10
K Garrett,0,163,5
Z Langer,0,34,1
C Floyd,0,20,3
D Brewer,0,7,1
M Dixon,0,7,1
J Stoshak,1,114,7
K Woods,1,42,5
T Cameron,0,42,2
H Bussey,0,38,5
K Solomon,0,20,3
N Terry,0,7,1
C Kirk,1,106,6
J Reynolds,0,78,4
R Seals Jones,0,29,6
S Noil,0,15,1
D Ratley,0,10,1
T Carson,1,9,1
E Jefferson,0,69,4
D Foster,0,48,6
D Richard,0,27,4
D Lucien,0,25,2
D Hayes,0,13,6
G Chambers,0,9,1
K Kohl,1,8,2
D Lauderdale,2,150,8
I Sadler,2,73,5
J Grant,0,71,6
J High,0,54,3
R Davis,0,33,2
C Batson,0,20,3
D Washington,0,14,2
J Giles,0,12,2
J Stockton,0,8,2
Q White,0,2,1
P Perkins,0,58,5
J Payton,0,54,3
T Duarte,1,51,3
D Fuller,1,44,6
N Iese,0,43,2
K Walker III,0,35,1
E Massington,0,30,2
L Sweet,0,21,2
D Andrews,0,6,1
M Johnson,0,5,2
K Clark,1,3,1
T Mizzell,1,100,8
C Severin,0,58,5
E Butts,0,42,2
A Levrone,0,16,2
C Hopkins,0,8,1
V Croce,0,6,1
A Reid,0,5,1
O Zaccheaus,0,3,1
J Smith,1,89,4
D Davis,0,53,2
I Whitney,0,38,2
D Hampton,0,35,2
S Mitchell,1,32,4
J Greene,0,25,2
D Rogers,0,24,2
T Madden,1,15,2
C Tober,0,6,1
T Petite,0,5,1
T McNamara,1,2,1
T Houston,0,54,2
D Griswold,0,46,2
J McKissic,0,36,5
D Paschal,0,15,3
B Mays,0,13,1
M Gordon,0,11,1
W Wand,0,10,1
J White,0,5,1
B Mack,0,3,1
D Williams,0,86,5
G Marks,1,76,6
J Thompson,0,33,3
R Cracraft,0,26,2
K Harrington,1,25,2
T Baker,0,20,3
K Priester,0,16,3
R Lewis,0,12,1
D Lilienthal,0,7,1
G Wicks,0,3,1
J Morrow,0,3,1
S Gibson,1,130,3
J Durante,1,121,3
D Shorts,0,55,3
J Thompson,0,30,3
W Smallwood,0,23,4
D Keaton,0,17,1
B Johnson,0,12,1
T Gentry,1,176,9
J Maulhardt,0,53,5
B Hill,0,35,3
J Hollister,0,21,1
T Mayfield,1,12,1
J Parker,0,4,1
D Allen,0,59,5
D McManus,0,44,3
E Byrd,0,35,4
R Yurachek,1,29,4
D Johnson,1,27,2
J Hunt,0,25,2
H Foster,0,15,3
D Yancey,0,78,5
A Mahoungou,0,59,4
D Knox,0,36,6
C Posey,0,26,3
T Hart,0,19,4
D Anthrop,1,18,5
D Young,0,16,2
C Herdman,0,11,1
G Phillips,0,7,1
S Rogers,1,66,3
I Ford,1,61,3
R Malleck,1,48,4
T Edmunds,0,8,1
T McMillian,0,5,2
C Phillips,0,4,2
B Miller,1,79,3
M Thomas,1,46,2
C Samuel,1,32,2
J Dixon,0,29,1
E Elliott,0,16,2
N Vannett,0,11,1
T Taylor,1,97,5
T Higbee,0,88,7
A Grant,0,73,4
N Norris,0,53,2
L Allen,0,53,1
J Dangerfield,0,44,4
D Ferby,0,16,3
N Fant,0,14,1
A Davis,0,3,1
T Taylor,1,119,9
P Turner,1,109,7
K Dixon,0,41,5
C Henderson,0,41,3
K McKnight,0,38,3
M Watts,0,9,1
K Woods,0,39,4
J Stoshak,0,35,3
G Howell,0,35,4
T Cameron,0,25,2
K Solomon,0,21,2
H Bussey,0,7,3
N Terry,1,4,1
H Waters,0,102,5
J Yearby,1,97,3
M Lewis,0,30,4
R Scott,0,22,3
M Walton,0,20,4
C Herndon IV,0,16,2
J Washington,0,13,1
B Covey,0,61,6
T Smith,0,19,2
K Scott,0,18,2
D Booker,0,13,2
B Poole,0,12,1
S Fakailoatonga,0,7,2
M Williams,0,2,2
D Robinson,0,119,6
Z Van Leeuwen,1,31,4
W Houston,0,26,3
T Fox,0,26,2
K Williams,0,20,1
L Hunt,1,11,3
B Roberts,0,9,1
D Raymond,0,9,1
A Rodriguez,0,5,1
J Robinette,0,12,1
R Reffitt,0,9,1
G Brown,0,3,1
H Wilson,0,31,3
T Winston,0,29,4
T Ervin,1,28,3
J Holmes,0,27,3
B Freeman,0,14,1
T Crawley,0,7,3
J Lawson,0,4,1
I Davis,0,27,3
T Goodman,0,27,3
R Cooper,0,9,1
T Boyd,0,95,11
J Holtz,1,42,3
D Hall,0,25,2
Z Challingsworth,0,11,1
G Aston,0,7,1
J McKissic,0,82,8
T Houston,2,23,3
T Trosin,0,19,1
W Wand,0,3,1
M Gordon,0,-3,1
N Brown,1,46,4
S Culkin,1,46,5
W Leftwich,1,32,1
J Moore,0,17,2
I Witter,0,10,3
R Wingo,0,-3,1
K Drake,1,91,5
O Howard,0,68,4
R Foster,1,49,4
C Ridley,0,37,4
T Flournoy Smith,0,31,1
A Stewart,0,21,6
D Harris,0,8,1
R Mullaney,0,7,1
R James,0,95,10
E Batties,0,28,4
R Ducksworth,1,22,2
C Collis,0,21,3
T Pettis,0,20,2
J Parker,0,2,1
T Barron,0,1,1
H Henry,0,117,8
K Hatcher,0,92,7
D Morgan,0,77,5
C Hollister,0,65,4
J Cornelius,0,41,4
A Collins,0,9,2
R Williams III,0,6,1
J Sprinkle,0,5,1
C Jones,1,61,8
A Russell,0,32,1
C Thompson,0,30,2
D Johnson,0,27,1
J Johnson,0,26,2
M Roberts,0,25,3
K Wilcher,0,25,1
M Remy,0,11,3
R Louis,0,76,10
R Thomas,1,73,2
M Ray,1,32,3
D Williams,0,22,2
M Davis,0,11,1
P Barber,0,9,1
K Johnson,0,7,1
C Cox,0,6,1
D Lucien,0,79,7
G Chambers,0,60,3
D Foster,1,58,6
K Kohl,1,40,3
T White,1,23,2
R Epps,0,15,1
F Gammage,0,8,1
C Coleman,4,182,6
J Lee,0,111,9
L Hawthorne,0,23,4
K Cannon,0,17,2
D Hall,0,16,2
C Platt,0,10,1
C Johnson,0,8,1
I Zamora,0,6,1
H Jackson,0,34,1
D Barksdale,0,20,3
T Rouse,0,17,1
D Dudeck,0,13,1
S Burke,1,10,1
T Sweeney,0,10,1
M Walker,0,9,1
E Robinson,0,9,1
R Wilson,1,7,1
J Burt,0,7,1
M Juergens,2,172,4
D Blackmon,0,105,6
M Mathews,0,32,5
A Hine,0,2,1
A Brown,0,-2,1
S Williams Rhodes,0,107,11
C Anderson,0,66,3
J McNichols,1,49,5
D Lucero,0,26,1
H Huff,0,17,1
J Roh,0,15,1
T Sperbeck,0,13,2
D Demas,0,4,1
T Davis,1,138,3
S Anderson,0,42,2
B Treggs,0,36,3
K Lawler,0,34,2
R Hudson,0,32,1
M Harris,1,24,2
D Powe,1,12,2
V Enwere,0,3,1
D Lasco,0,0,1
E Judge,0,53,2
D Brunskill,1,37,2
M Holder,0,27,3
D Pumphrey,0,23,2
D Gordon,0,19,2
C Favreau,0,11,1
R Penny,0,3,1
C Cumberlander,0,0,1
A Duke,1,166,9
T Bostick,1,37,2
U LeMay,0,25,2
J Bolus,0,14,1
R Tyler,0,12,1
T Ford,0,12,2
B Smith,1,9,1
K Phillips,0,4,1
C Montgomery,0,-3,1
M McKay,1,105,2
A Chisum,0,60,7
M Morrison,0,54,4
S Washington,1,53,6
C Moore,0,48,3
J Holton,0,36,2
T Green,0,31,3
N Cole,0,22,1
M Boone,0,11,1
H Williams,0,7,1
V Bryant,0,26,2
R Anderson,1,23,5
R Deloatch,0,17,2
J Thomas,0,17,2
M Felton,1,1,1
B Yancy,0,-3,1
C Peake,2,86,4
A Scott,1,73,6
J Leggett,0,29,3
G Hopper,0,23,1
T Thompson,0,17,2
H Renfrow,0,12,3
D Cain,0,8,1
R McCloud,0,4,1
T Upshaw,0,27,1
I Lewis,0,20,1
S Meadors,0,15,1
M Jones,0,14,1
S McElfresh,0,12,2
M Cox,0,6,1
B Burns,1,1,1
D Hopkins,0,0,1
B McCord,1,100,2
A Rice,0,69,5
M Chapman,0,61,6
C Willis,1,56,4
J Kroll,0,38,5
J Roberson,0,10,1
J Bacci,1,1,1
M Walker,0,-7,1
N Spruce,1,64,6
P Lindsay,0,48,2
S Fields,0,16,2
B Bobo,0,13,1
D Ross,0,12,1
S Irwin,0,8,1
M Adkins II,0,4,1
