completions, interceptions thrown, name, passes, passing touchdowns, passing yards
15,1,Jimmy Clausen,26,1,171
5,0,Dayne Crist,10,0,45
6,2,Ryan Lewis,18,0,64
6,2,John Shepherd,14,1,58
23,1,Larry Smith,41,0,268
18,1,Jordan La Secla,32,2,172
7,0,Andrew Luck,14,0,103
16,2,Jake Locker,31,1,191
21,0,Greg Paulus,28,2,270
6,1,Vaughn Charlton,17,1,95
26,4,Zach Maynard,41,1,281
17,1,Jonathan Crompton,34,2,222
30,1,Theo Scott,52,1,319
28,1,Colt McCoy,35,3,286
5,0,Garrett Gilbert,6,0,49
7,4,Trevor Vittatoe,21,0,38
1,0,James Thomas,2,0,5
1,0,Kyle Wright,3,0,1
10,2,Joe Kemp,13,2,222
12,0,GJ Kinne,15,4,264
1,0,Jacob Bower,2,0,8
1,0,Shavodrick Beaver,2,0,6
23,0,Jerrod Johnson,29,3,290
1,0,Tommy Dorman,1,0,10
1,0,Ryan Tannehill,1,0,8
8,0,Joe Webb,18,0,60
1,0,Bryan Ellis,4,0,14
0,0,David Isabelle,3,0,0
13,0,Matt Barkley,22,2,247
14,1,Jeff Tuel,22,0,130
2,0,Marshall Lobbestael,9,0,14
17,1,Terrance Cain,22,2,202
15,1,Justin Burke,33,1,181
15,0,Diondre Borel,21,3,316
1,0,Stanley Morrison,1,1,29
0,0,Jeff Fischer,0,0,0
4,0,Tyrod Taylor,9,1,98
9,1,Jacory Harris,25,0,150
19,0,Scott Tolzien,31,4,243
17,1,Kirk Cousins,34,2,201
7,2,Keith Nichol,12,2,195
34,1,Tim Hiller,43,2,338
24,0,Austyn Carta Samuels,37,3,234
1,0,Robert Benjamin,1,0,14
0,0,Austin McCoy,1,0,0
26,2,Omar Clayton,43,1,260
0,0,Mike Clausen,1,0,0
0,0,Micheal Johnson,1,0,0
13,0,Ross Jenkins,22,0,97
20,2,Greg Alexander,34,0,199
5,0,Bryant Moniz,11,0,109
6,0,Joe Webb,13,1,23
24,1,Austin Davis,32,2,234
1,0,Martevious Young,2,0,0
12,0,Jarrett Brown,19,2,148
27,3,Cody Hawkins,52,2,292
16,2,Max Hall,23,3,218
20,0,Diondre Borel,28,1,213
18,0,Adam Froman,30,0,166
1,0,Doug Beaumont,1,0,38
16,0,Bill Stull,23,3,242
17,1,Ryan Mallett,27,4,271
30,0,Jerrod Johnson,58,2,345
3,1,Trent Steelman,5,0,26
14,0,Joe Kemp,24,1,166
32,1,Danny Sullivan,58,1,338
18,1,Sean Canfield,30,2,216
25,1,Kelly Page,41,2,234
30,1,Aaron Opelt,38,5,422
20,0,Nick Florence,27,0,216
21,1,Spencer Keith,39,0,206
1,0,Leneric Muldrow,1,1,35
3,1,Giorgio Morgan,6,0,18
13,0,David Shinskie,22,2,211
29,0,Christian Ponder,42,0,340
22,1,Kellen Moore,31,3,285
28,0,Tyler Sheehan,52,2,390
0,0,Freddie Barnes,1,0,0
