completions, interceptions thrown, longest pass, name, passes, passing touchdowns, passing yards
26,1,38,R Ray,36,2,282
1,0,13,L Kilgore,2,0,13
27,0,39,J Masoli,37,3,318
25,1,63,D Willy,34,1,303
30,1,39,K Glenn,42,1,332
28,0,64,M Reilly,40,1,383
17,0,71,T Harris,19,3,292
23,1,22,H Burris,31,1,251
24,0,33,J Jennings,42,0,248
16,0,48,B Mitchell,27,1,233
26,1,28,K Glenn,42,1,259
2,0,13,R Cato,2,0,19
20,0,64,T Harris,26,3,395
31,0,48,D Durant,48,1,310
13,0,56,R Ray,22,2,186
26,2,26,J Masoli,39,0,248
16,0,60,J Jennings,27,1,228
24,0,41,B Mitchell,37,2,309
32,0,30,D Willy,44,2,358
1,0,3,M Nichols,1,0,3
29,2,34,J Masoli,39,2,367
32,0,40,D Willy,42,1,279
12,1,21,T Lulay,15,1,156
11,1,35,J Jennings,18,0,132
23,0,38,R Ray,33,1,283
39,1,52,T Harris,50,3,396
29,1,46,B Mitchell,43,2,368
27,1,68,M Reilly,37,4,378
27,0,32,D Durant,38,4,317
24,0,34,R Ray,32,1,249
1,0,16,L Kilgore,2,0,16
0,0,0,B Whitaker,1,0,0
28,0,77,T Harris,31,0,392
25,2,40,D Willy,38,1,299
32,1,74,M Reilly,45,2,465
18,0,39,R Cato,25,0,203
4,0,21,V Adams Jr,9,0,35
19,1,41,J Masoli,27,0,208
17,0,47,M Gale,30,1,247
7,0,31,D Durant,10,1,104
25,0,59,J Jennings,40,3,429
23,1,45,D Willy,33,0,234
9,0,18,M Nichols,15,1,88
29,1,33,B Mitchell,41,3,310
21,0,89,M Gale,36,1,354
20,0,65,B Jensen,30,2,271
2,0,20,T Harris,3,0,24
32,0,22,M Reilly,42,3,354
31,0,39,J Masoli,38,3,391
29,0,17,R Ray,34,3,235
1,1,15,L Kilgore,3,0,15
1,0,4,C Fajardo,1,1,4
24,1,61,K Glenn,28,1,285
1,0,9,R Cato,1,0,9
28,1,33,M Reilly,43,1,346
26,0,39,M Nichols,33,1,304
27,0,39,K Glenn,36,2,299
1,0,16,R Cato,1,1,16
23,1,22,M Gale,41,0,211
29,1,75,B Mitchell,44,3,364
26,2,46,J Jennings,41,3,374
1,0,19,R Leone,1,0,19
1,0,3,T Lulay,1,0,3
20,2,35,H Burris,34,1,218
0,1,0,D OBrien,1,0,0
25,2,41,L Kilgore,42,1,322
1,0,4,C Fajardo,1,0,4
23,0,32,M Nichols,31,2,246
27,3,44,J Masoli,46,0,335
18,0,47,K Glenn,27,1,231
2,0,9,R Cato,2,0,13
27,1,49,J Jennings,32,1,331
0,1,0,T Lulay,1,0,0
25,0,32,B Mitchell,37,1,312
17,0,48,D Durant,28,1,247
0,0,0,M Gale,2,0,0
26,1,43,H Burris,39,2,341
25,1,22,M Reilly,41,0,255
29,0,34,M Reilly,45,0,300
22,2,42,K Glenn,39,0,271
26,5,62,L Kilgore,44,1,303
3,0,34,C Fajardo,4,1,55
17,1,79,M Nichols,28,2,246
24,0,35,D Durant,37,0,267
18,1,64,B Mitchell,31,0,298
20,1,38,J Jennings,32,3,306
24,1,51,Z Collaros,40,2,331
21,1,58,H Burris,31,2,322
4,0,10,B Jensen,6,0,20
25,0,67,K Glenn,30,5,382
10,0,42,J Jennings,22,0,153
4,0,6,T Lulay,7,0,19
28,0,34,B Mitchell,38,2,340
1,0,2,R Maver,1,0,2
6,0,9,C Fajardo,12,0,44
7,2,10,L Kilgore,14,0,41
1,0,5,A McPherson,1,0,5
26,2,70,M Reilly,31,3,362
23,0,58,Z Collaros,30,5,381
3,0,31,J Masoli,5,1,40
18,4,39,D Durant,28,0,235
3,1,5,M Gale,5,0,13
23,0,53,T Harris,30,1,352
23,0,34,J Jennings,31,1,289
1,0,3,T Lulay,2,0,3
29,4,20,K Glenn,38,1,283
23,0,23,M Nichols,30,0,220
1,0,13,R Kohlert,1,0,13
21,1,46,M Reilly,26,2,253
27,0,38,D Durant,38,0,314
1,0,43,B Bridge,1,0,43
1,0,13,M Gale,1,0,13
27,0,76,B Mitchell,37,1,323
34,0,43,Z Collaros,53,3,439
24,1,31,R Ray,29,1,213
22,1,20,J Jennings,31,0,199
0,0,0,T Lulay,1,0,0
0,0,0,E Arceneaux,1,0,0
21,2,36,K Glenn,33,1,205
27,0,41,T Harris,40,1,282
36,2,54,D Durant,47,1,399
27,0,82,M Nichols,39,1,341
25,1,57,B Mitchell,32,2,380
23,2,36,M Reilly,36,1,219
28,1,39,Z Collaros,35,4,359
31,2,65,R Ray,41,3,386
24,0,46,J Jennings,33,1,341
21,0,40,R Cato,29,1,255
1,0,37,D Carter,1,0,37
21,0,50,M Nichols,31,0,247
23,0,58,D Durant,26,1,283
35,0,104,M Reilly,45,2,432
0,0,0,J Lynch,1,0,0
25,1,30,B Mitchell,38,3,338
27,2,45,D LeFevour,36,1,329
22,2,59,Z Collaros,39,1,243
25,2,42,Z Collaros,36,1,291
19,1,18,R Cato,27,0,168
24,0,26,M Nichols,33,1,232
22,2,49,D LeFevour,34,4,271
23,0,50,B Mitchell,35,2,353
17,1,63,T Harris,29,2,289
2,0,13,D OBrien,3,0,8
20,1,18,D Durant,29,0,174
19,1,72,M Reilly,36,1,306
25,0,34,T Harris,35,0,274
16,0,43,D Willy,24,1,153
13,1,14,D LeFevour,19,0,72
24,1,58,M Reilly,31,1,300
16,2,68,J Jennings,28,2,278
29,0,32,B Mitchell,43,2,361
27,1,40,M Nichols,44,2,287
23,0,53,D Durant,31,1,326
7,1,12,M Gale,9,0,52
26,1,36,Z Collaros,40,1,310
26,1,49,M Nichols,41,2,330
32,0,61,M Reilly,38,2,355
16,0,21,J Masoli,28,0,151
16,1,13,Z Collaros,22,0,120
21,2,59,B Mitchell,30,2,299
20,0,49,J Jennings,25,3,348
32,1,68,T Harris,45,2,485
18,0,48,R Cato,23,4,210
24,1,32,D Willy,35,0,226
2,0,11,L Kilgore,7,0,18
9,1,28,H Burris,16,2,138
12,1,23,T Harris,21,1,120
0,0,0,B Jensen,1,0,0
22,0,46,D Durant,38,2,328
22,0,19,M Nichols,32,2,233
1,0,0,R Kohlert,1,1,4
28,2,55,J Jennings,38,0,422
20,1,36,R Cato,31,1,268
25,1,59,M Reilly,34,2,346
26,0,25,D Willy,31,2,215
18,0,61,B Mitchell,27,3,281
4,0,17,D Tate,5,0,31
25,2,33,J Masoli,32,3,278
27,0,62,H Burris,39,1,393
22,3,62,J Jennings,29,2,327
0,1,0,J Johnson,1,0,0
27,2,30,M Nichols,38,1,301
11,1,23,D LeFevour,16,1,107
11,0,15,D Willy,23,0,87
15,0,54,D Durant,22,2,164
1,0,4,M Gale,2,0,4
0,0,0,B Bridge,1,0,0
26,0,25,B Mitchell,36,1,256
13,0,20,R Cato,29,0,124
31,2,35,H Burris,41,3,418
