at bats, average, batting order, doubles, hit by pitchers, hits, home runs, left on base, name, position, rbi, runs, sacrifice flies, strike outs, triples, walks
0,0,,0,[],0,0,0,Chris Demaria,RP,0,0,0,0,0,0
2,0,,0,[],1,0,0,Corey Hart,LF,0,0,0,0,0,0
4,0,1,0,[],1,0,0,Lew Ford,LF,0,3,0,0,0,1
4,0,2,0,[],2,0,1,Luis Castillo,2B,0,2,0,1,0,2
5,0,3,1,[],4,1,1,Joe Mauer,C,4,3,0,0,0,1
4,0,4,0,[],1,0,3,Torii Hunter,CF,1,2,0,0,0,2
4,0,5,0,[],2,0,2,Michael Cuddyer,RF,5,2,0,2,1,2
5,0,6,2,[],3,0,3,Justin Morneau,1B,3,3,0,0,0,1
5,0,7,0,[],1,0,4,Tony Batista,3B,0,1,0,1,0,1
4,0,8,0,[],1,0,4,Juan Castro,SS,2,0,1,1,1,1
3,0,9,0,[],0,0,2,Scott Baker,SP,0,0,0,3,0,0
1,0,,0,[],0,0,2,Luis Rodriguez,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Matt Guerrier,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,Willie Eyre,RP,0,0,0,1,0,0
1,0,,0,[],0,0,1,Rondell White,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Dennys Reyes,RP,0,0,0,0,0,0
3,232,1,0,['Josh Johnson'],0,0,1,Julio Lugo,SS,0,0,0,1,0,0
3,261,2,0,[],0,0,2,Carl Crawford,LF,0,0,0,0,0,1
4,283,3,0,[],1,0,2,Jonny Gomes,DH,0,1,0,1,0,0
4,164,4,0,[],2,0,0,Aubrey Huff,3B,0,1,0,0,0,0
4,243,5,0,[],0,0,3,Ty Wigginton,2B,0,0,0,1,0,0
4,205,6,1,[],2,0,1,Travis Lee,1B,1,1,0,1,0,0
2,286,7,0,[],0,0,2,Toby Hall,C,0,0,0,0,0,1
0,265,,0,[],0,0,0,Josh Paul,C,0,0,0,0,0,0
4,248,8,0,[],0,0,2,Damon Hollins,CF,0,0,0,0,0,0
2,204,9,0,[],1,0,0,Joey Gathright,CF,0,0,0,0,0,0
2,203,,0,[],1,1,1,Russell Branyan,RF,2,1,0,0,0,0
4,250,1,0,[],0,0,2,Alfredo Amezaga,2B,0,0,0,1,0,1
4,307,2,1,[],1,0,1,Dan Uggla,DH,0,1,0,1,0,1
4,327,3,0,[],0,0,3,Miguel Cabrera,3B,0,0,0,0,0,0
4,290,4,0,[],3,0,1,Josh Willingham,LF,1,0,0,1,0,0
4,203,5,0,[],0,0,3,Joe Borchard,RF,0,0,0,0,0,0
3,227,6,1,[],2,0,0,Mike Jacobs,1B,0,1,0,1,0,1
0,331,,0,[],0,0,0,Hanley Ramirez,PR,0,0,0,0,0,0
0,240,,0,[],0,0,0,Wes Helms,1B,0,0,0,0,0,0
2,244,7,0,['Doug Waechter'],0,0,2,Reggie Abercrombie,CF,0,1,0,2,0,1
3,243,8,1,[],1,0,2,Miguel Olivo,C,0,0,0,1,0,0
2,214,9,0,[],0,0,1,Robert Andino,SS,2,0,2,0,0,0
3,0,1,0,['Lance Cormier'],1,0,1,Craig Counsell,SS,1,1,0,0,0,1
5,0,2,1,[],3,1,1,Eric Byrnes,CF,3,2,0,0,0,0
4,0,3,1,[],2,1,3,Chad Tracy,3B,2,3,0,0,0,1
3,0,4,1,[],2,0,0,Luis Gonzalez,LF,1,2,1,1,0,1
5,0,5,1,[],2,0,4,Conor Jackson,1B,1,0,0,0,0,0
3,0,6,0,[],0,0,2,Shawn Green,RF,0,1,0,0,0,2
4,0,7,1,['Lance Cormier'],2,0,3,Johnny Estrada,C,1,2,0,0,0,0
4,0,8,0,[],2,0,2,Orlando Hudson,2B,1,2,0,0,0,1
4,0,9,1,[],1,0,5,Brandon Webb,SP,3,0,0,2,0,0
4,0,1,0,[],0,0,1,Pete Orr,2B,0,0,0,2,0,0
4,0,2,0,[],0,0,0,Wilson Betemit,SS,0,0,0,1,0,0
4,0,3,0,[],2,0,0,Chipper Jones,3B,0,0,0,1,0,0
3,0,4,0,[],0,0,1,Andruw Jones,CF,0,0,0,1,0,0
0,0,,0,[],0,0,0,Oscar Villarreal,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,Brian Jordan,PH,0,0,0,1,0,0
1,0,5,0,[],0,0,0,Brian McCann,C,0,0,0,0,0,0
2,0,,0,[],1,0,0,Todd Pratt,C,0,0,0,0,0,0
3,0,6,0,[],0,0,1,Jeff Francoeur,RF,0,0,0,0,0,0
3,0,7,0,[],1,0,1,Adam LaRoche,1B,0,0,0,0,0,0
2,0,8,0,[],0,0,2,Ryan Langerhans,CF,0,0,0,1,0,1
1,0,9,0,[],0,0,1,Travis Smith,SP,0,0,0,1,0,0
0,0,,0,[],0,0,0,Chad Paronto,RP,0,0,0,0,0,0
1,0,,0,[],0,0,0,Marcus Giles,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Lance Cormier,RP,0,0,0,0,0,0
1,0,,0,[],0,0,1,Matt Diaz,LF,0,0,0,0,0,0
5,249,1,0,[],3,0,0,Rafael Furcal,SS,1,0,0,1,0,0
5,274,2,0,[],1,0,4,Kenny Lofton,CF,0,1,0,1,0,0
4,357,3,1,[],2,0,1,Nomar Garciaparra,1B,0,1,0,0,0,0
4,243,4,0,[],1,0,1,Jeff Kent,2B,1,1,0,2,0,0
2,391,5,0,[],1,1,1,Willy Aybar,3B,3,2,0,1,0,2
4,311,6,0,[],1,0,1,Andre Ethier,LF,0,1,0,1,0,0
3,235,7,0,[],0,0,1,Jose Cruz,RF,0,0,0,2,0,1
4,295,8,0,[],0,0,2,Russell Martin,C,1,1,0,1,0,0
2,111,9,0,[],0,0,0,Brett Tomko,SP,0,0,0,1,0,0
0,0,,0,[],0,0,0,Joe Beimel,RP,0,0,0,0,0,0
1,301,,0,[],1,1,0,JD Drew,PH,1,1,0,0,0,0
0,0,,0,[],0,0,0,Danys Baez,RP,0,0,0,0,0,0
0,318,,0,[],0,0,0,Olmedo Saenz,PH,0,0,0,0,0,1
0,0,,0,[],0,0,0,Takashi Saito,RP,0,0,0,0,0,0
5,265,1,0,[],1,0,3,Chone Figgins,LF,1,0,0,1,0,0
4,271,2,2,[],2,0,2,Adam Kennedy,2B,0,1,0,1,0,0
4,313,3,0,[],0,0,2,Vladimir Guerrero,RF,0,0,0,1,0,0
4,228,4,1,[],1,0,1,Juan Rivera,LF,1,1,0,1,0,0
0,0,,0,[],0,0,0,Scot Shields,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Jason Bulger,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Esteban Yan,RP,0,0,0,0,0,0
4,259,5,0,[],1,1,1,Dallas McPherson,3B,2,1,0,0,0,0
4,286,6,0,[],2,0,0,Robb Quinlan,1B,0,1,0,0,0,0
4,333,7,0,[],2,0,0,Erick Aybar,SS,0,0,0,0,0,0
3,173,8,1,[],1,0,4,Jose Molina,C,0,0,0,1,0,0
1,344,,0,[],0,0,0,Mike Napoli,PH,0,0,0,1,0,0
3,0,9,0,[],0,0,5,Kevin Gregg,SP,0,0,0,2,0,0
1,269,,0,[],0,0,0,Tommy Murphy,CF,0,0,0,0,0,0
4,295,1,0,[],1,1,1,Grady Sizemore,CF,3,1,0,2,0,1
5,366,2,1,[],2,0,2,Casey Blake,RF,0,1,0,2,0,0
5,238,3,0,[],0,0,3,Jhonny Peralta,SS,0,0,0,3,0,0
3,316,4,0,[],0,0,1,Travis Hafner,DH,0,0,0,0,0,1
3,305,5,0,[],1,0,2,Victor Martinez,C,1,0,0,0,0,1
3,387,6,1,[],1,0,2,Ben Broussard,1B,0,2,0,1,0,1
4,265,7,0,[],1,0,2,Ronnie Belliard,2B,1,1,0,0,0,0
1,250,8,0,[],0,0,2,Todd Hollandsworth,LF,0,1,0,0,0,1
2,266,,0,[],1,0,0,Jason Michaels,LF,0,0,0,0,0,0
3,0,9,0,[],0,0,2,Lou Merloni,3B,1,0,0,0,0,0
4,231,1,0,[],1,1,2,Nate McLouth,CF,1,2,0,0,0,1
4,291,2,0,[],1,0,0,Jack Wilson,SS,1,1,1,0,0,0
4,348,3,0,[],2,0,0,Freddy Sanchez,3B,0,1,0,0,0,1
5,282,4,0,[],3,2,1,Jason Bay,LF,4,2,0,1,0,0
4,206,5,1,[],2,0,0,Jeromy Burnitz,RF,0,1,0,0,0,0
4,206,6,0,[],1,0,4,Ryan Doumit,DH,0,0,0,1,0,0
4,266,7,0,[],1,0,1,Craig Wilson,1B,0,0,0,0,0,0
4,287,8,1,[],1,0,1,Ronny Paulino,C,0,1,0,0,0,0
4,293,9,0,[],2,1,1,Jose Castillo,2B,2,1,0,0,0,0
4,0,1,0,[],1,0,1,Ichiro Suzuki,RF,0,0,0,1,0,0
4,0,2,0,[],2,0,2,Jose Lopez,2B,1,0,0,1,1,0
3,0,3,1,[],1,0,2,Raul Ibanez,LF,0,1,0,1,0,1
4,0,4,0,[],0,0,6,Richie Sexson,1B,0,0,0,0,0,0
4,0,5,0,[],1,0,0,Carl Everett,DH,0,1,0,0,0,0
4,0,6,0,[],0,0,1,Adrian Beltre,3B,1,0,0,0,0,0
3,0,7,0,[],1,1,0,Kenji Johjima,C,2,1,0,0,0,1
4,0,8,1,[],2,0,1,Jeremy Reed,CF,0,2,0,0,1,0
3,0,9,0,[],2,0,0,Yuniesky Betancourt,SS,2,1,0,0,0,0
4,0,1,0,[],1,0,0,Dave Roberts,LF,1,0,0,2,0,0
3,0,2,0,[],1,0,0,Mike Cameron,CF,1,0,0,1,0,1
4,0,3,0,[],1,0,2,Brian Giles,RF,0,0,0,0,0,0
4,0,4,0,[],1,0,2,Mike Piazza,DH,0,0,0,1,0,0
4,0,5,0,[],1,1,1,Khalil Greene,SS,1,1,0,2,0,0
4,0,6,0,[],1,0,0,Adrian Gonzalez,1B,0,0,0,1,0,0
4,0,7,0,[],0,0,1,Vinny Castilla,3B,0,0,0,1,0,0
3,0,8,0,[],1,0,0,Josh Barfield,2B,0,1,0,0,0,0
3,0,9,1,[],1,0,0,Josh Bard,C,0,1,0,1,0,0
5,250,1,0,[],0,0,1,Jose Reyes,SS,0,1,0,0,0,0
4,245,2,0,[],1,0,2,Kazuo Matsui,2B,0,0,0,1,0,1
5,252,3,1,[],1,0,2,Carlos Beltran,CF,1,1,0,1,0,0
5,284,4,0,[],1,1,3,Carlos Delgado,1B,1,1,0,1,0,0
4,314,5,1,[],1,0,0,David Wright,3B,1,0,0,3,0,1
5,200,6,0,[],1,1,3,Cliff Floyd,LF,1,1,0,1,0,0
5,276,7,0,[],0,0,0,Xavier Nady,RF,0,0,0,3,0,0
4,265,8,0,[],0,0,0,Ramon Castro,C,0,0,0,3,0,0
2,105,9,0,[],0,0,0,Pedro Martinez,SP,0,0,0,1,0,0
1,261,,1,[],1,0,0,Julio Franco,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Duaner Sanchez,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Billy Wagner,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Pedro Feliciano,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Chad Bradford,RP,0,0,0,0,0,0
1,255,,0,[],0,0,0,Jose Valentin,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Jorge Julio,RP,0,0,0,0,0,0
5,269,1,0,[],0,0,4,Johnny Damon,CF,1,0,0,0,0,1
5,344,2,0,[],1,0,3,Derek Jeter,SS,0,0,0,1,0,0
4,259,3,0,[],1,0,1,Jason Giambi,1B,0,1,0,1,0,1
0,0,,0,[],0,0,0,Mariano Rivera,RP,0,0,0,0,0,0
4,277,4,0,[],2,0,2,Alex Rodriguez,3B,0,1,0,1,0,1
5,313,5,0,[],1,0,2,Robinson Cano,2B,1,1,0,0,0,0
4,205,6,0,[],0,0,3,Miguel Cairo,LF,0,1,0,1,0,1
4,310,7,0,[],1,0,1,Melky Cabrera,RF,0,1,0,2,0,1
4,212,8,0,[],0,0,3,Kelly Stinnett,C,1,0,0,3,0,1
2,0,9,0,[],0,0,0,Mike Mussina,SP,0,0,0,1,0,0
1,250,,0,[],1,0,0,Kevin Reese,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Ron Villone,RP,0,0,0,0,0,0
0,240,,0,['Billy Wagner'],0,0,0,Bernie Williams,PH,1,0,0,0,0,0
0,0,,0,[],0,0,0,Scott Proctor,RP,0,0,0,0,0,0
1,191,,0,[],1,0,0,Andy Phillips,1B,1,0,0,0,0,0
3,277,1,0,[],1,1,0,Alfonso Soriano,LF,3,2,0,0,0,2
4,342,2,0,[],3,0,0,Jose Vidro,2B,1,0,1,0,0,0
4,293,3,0,[],0,0,4,Nick Johnson,1B,0,0,0,0,0,1
3,219,4,0,[],0,0,1,Daryle Ward,RF,0,0,0,0,0,0
1,237,,0,[],0,0,0,Marlon Byrd,RF,1,0,0,1,0,1
4,267,5,1,[],2,0,3,Ryan Zimmerman,3B,0,2,0,0,0,1
4,500,6,0,[],2,0,1,Alex Escobar,CF,0,1,0,0,0,0
1,237,7,0,[],0,0,0,Royce Clayton,SS,0,0,0,0,0,1
1,214,,0,[],1,0,0,Marlon Anderson,PH,1,1,0,0,0,0
0,0,,0,[],0,0,0,Gary Majewski,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Chad Cordero,RP,0,0,0,0,0,0
2,240,8,0,[],0,0,2,Wiki Gonzalez,C,1,1,1,0,0,1
1,62,9,0,[],0,0,1,Tony Armas,SP,0,0,0,1,0,0
1,333,,0,[],1,0,0,Robert Fick,PH,0,1,0,0,0,0
0,0,,0,[],0,0,0,Jon Rauch,RP,0,0,0,0,0,0
1,235,,0,['Julio Manon'],0,0,0,Damian Jackson,SS,0,0,0,0,0,0
4,254,1,0,[],0,0,2,Brandon Fahey,2B,0,1,0,2,0,1
4,297,2,0,['Chad Cordero'],1,0,3,Melvin Mora,3B,0,0,0,0,0,0
3,353,3,1,[],1,0,2,Miguel Tejada,SS,0,2,0,0,0,2
5,274,4,0,[],2,0,2,Jay Gibbons,RF,1,0,0,0,0,0
4,306,5,0,[],0,0,3,Ramon Hernandez,C,1,0,0,0,0,0
4,225,6,0,[],1,0,1,Kevin Millar,1B,1,0,0,0,0,0
4,280,7,0,[],3,0,0,Corey Patterson,CF,0,0,0,0,0,0
2,217,8,0,[],0,0,3,Nick Markakis,LF,0,0,0,1,0,2
2,0,9,0,[],0,0,2,Rodrigo Lopez,SP,0,0,0,2,0,0
0,0,,0,[],0,0,0,Julio Manon,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Kurt Birkins,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Chris Britton,RP,0,0,0,0,0,0
1,120,,0,[],0,0,0,Luis Matos,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Sendy Rleal,RP,0,0,0,0,0,0
4,240,1,0,[],1,0,1,Jimmy Rollins,SS,0,0,0,0,0,1
4,299,2,0,[],1,1,1,Chase Utley,2B,1,2,0,1,0,1
4,273,3,0,[],0,0,3,Bobby Abreu,RF,0,1,0,1,0,1
4,295,4,0,[],1,1,1,Ryan Howard,1B,3,1,0,1,0,0
4,273,5,0,[],1,0,0,Pat Burrell,LF,0,0,0,1,0,0
4,359,6,0,[],1,0,1,Shane Victorino,CF,0,0,0,0,0,0
4,277,7,0,[],2,0,1,David Bell,3B,0,0,0,1,0,0
3,160,8,0,[],1,0,1,Carlos Ruiz,C,0,0,0,0,0,0
1,229,,0,[],0,0,2,David Dellucci,PH,0,0,0,0,0,0
0,250,,0,[],0,0,0,Sal Fasano,C,0,0,0,0,0,0
2,50,9,0,[],0,0,0,Brett Myers,SP,0,0,0,1,0,0
0,400,,0,[],0,0,0,Ryan Madson,RP,0,0,0,0,0,0
1,184,,0,[],0,0,1,Abraham Nunez,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,Aaron Fultz,RP,0,0,0,0,0,0
1,111,,0,[],0,0,2,Alex S Gonzalez,PH,0,0,0,0,0,0
0,333,,0,[],0,0,0,Geoff Geary,RP,0,0,0,0,0,0
5,312,1,0,[],2,0,0,Kevin Youkilis,3B,0,2,0,0,1,0
4,292,2,0,[],1,0,0,Mark Loretta,2B,1,1,1,0,0,0
3,269,3,1,[],1,0,0,David Ortiz,1B,1,0,1,1,0,0
1,227,,0,[],1,0,0,JT Snow,1B,0,0,0,0,0,0
4,292,4,0,[],0,0,2,Manny Ramirez,LF,0,0,0,2,0,1
0,0,,0,[],0,0,0,Mike Timlin,RP,0,0,0,0,0,0
4,304,5,0,[],1,0,0,Trot Nixon,RF,2,0,0,1,0,0
4,241,6,0,[],1,0,0,Jason Varitek,C,0,0,0,0,0,0
4,316,7,0,[],2,0,3,Wily Mo Pena,CF,0,0,0,1,0,0
0,136,,0,[],0,0,0,Willie Harris,CF,0,1,0,0,0,0
4,202,8,0,[],1,1,1,Alex Gonzalez,SS,2,2,0,0,0,0
4,500,9,0,[],2,1,0,Josh Beckett,SP,2,2,0,0,0,0
0,0,,0,[],0,0,0,Julian Tavarez,RP,0,0,0,0,0,0
0,171,,0,[],0,0,0,Dustan Mohr,LF,0,0,0,0,0,0
5,0,1,0,[],0,0,3,Cory Sullivan,CF,0,0,0,0,0,0
4,0,2,0,[],1,1,0,Garrett Atkins,3B,1,2,0,1,0,1
3,0,3,1,[],1,0,1,Todd Helton,1B,0,1,0,0,0,1
2,0,4,0,['Ty Taubenheim'],2,0,0,Matt Holliday,LF,0,2,0,0,0,1
3,0,5,0,[],1,0,3,Brad Hawpe,RF,2,0,0,1,1,1
2,0,6,0,['Ty Taubenheim'],0,0,1,Clint Barmes,SS,1,0,1,1,0,0
4,0,7,2,[],2,0,4,Jamey Carroll,2B,1,0,0,1,0,0
4,0,8,0,[],0,0,3,Danny Ardoin,C,0,0,0,0,0,0
2,0,9,0,[],1,0,0,Jeff Francis,SP,0,0,0,0,0,1
0,0,,0,[],0,0,0,David Cortes,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Jose Mesa,RP,0,0,0,0,0,0
1,0,,0,[],0,0,0,Eli Marrero,PH,0,0,0,1,0,0
0,0,,0,[],0,0,0,Brian Fuentes,RP,0,0,0,0,0,0
4,0,1,0,[],0,0,1,Reed Johnson,LF,0,0,0,0,0,0
4,0,2,1,[],2,0,0,Alex Rios,RF,0,0,0,0,0,0
3,0,3,0,[],0,0,1,Vernon Wells,CF,0,0,0,1,0,1
2,0,4,0,[],0,0,1,Troy Glaus,3B,0,0,0,2,0,2
3,0,5,0,[],0,0,3,Shea Hillenbrand,1B,0,0,0,0,0,0
3,0,6,0,[],0,0,3,Bengie Molina,C,0,0,0,0,0,0
0,0,,0,[],0,0,0,Scott Downs,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Justin Speier,RP,0,0,0,0,0,0
0,0,,0,[],0,0,0,Scott Schoeneweis,RP,0,0,0,0,0,0
3,0,7,0,[],1,0,0,Aaron Hill,2B,0,1,0,0,0,0
2,0,8,0,[],1,0,0,John McDonald,SS,0,0,0,0,0,0
1,0,,0,[],0,0,0,Russ Adams,SS,0,0,0,0,0,0
1,0,9,0,[],0,0,0,Ty Taubenheim,SP,0,0,0,1,0,0
1,0,,1,[],1,0,0,Eric Hinske,PH,1,0,0,0,0,0
0,0,,0,[],0,0,0,Pete Walker,RP,0,0,0,0,0,0
1,0,,0,[],0,0,0,Gregg Zaun,C,0,0,0,0,0,0
3,309,1,0,[],0,0,0,Shane Costa,CF,0,0,0,0,0,0
1,407,,0,[],1,0,0,Esteban German,CF,0,1,0,0,0,0
4,306,2,0,[],1,0,0,Mark Grudzielanek,2B,1,0,0,0,0,0
4,264,3,0,[],2,0,2,Doug Mientkiewicz,1B,0,0,0,1,0,0
4,237,4,1,[],2,0,2,Reggie Sanders,RF,1,0,0,0,0,0
4,212,5,0,[],0,0,3,Matt Stairs,DH,0,0,0,1,0,0
2,224,6,0,[],1,0,0,Emil Brown,LF,0,0,0,0,0,2
4,244,7,0,[],0,0,4,Tony Graffanino,3B,0,0,0,0,0,0
3,253,8,0,[],0,0,1,John Buck,C,0,0,0,2,0,0
1,195,,0,[],0,0,0,Paul Bako,PH,0,0,0,1,0,0
3,333,9,0,[],1,0,0,Andres Blanco,SS,0,1,0,0,0,0
4,322,1,1,[],2,0,0,David Eckstein,SS,0,1,0,0,0,1
5,300,2,0,[],1,0,2,Scott Spiezio,DH,0,1,0,2,0,0
4,317,3,0,[],1,1,1,Albert Pujols,1B,3,1,0,0,0,0
3,310,4,0,['Denny M Bautista'],2,0,0,Scott Rolen,3B,0,1,0,0,0,0
4,252,5,0,[],1,0,3,Jim Edmonds,CF,0,0,0,1,0,0
3,235,6,1,[],2,0,1,Juan Encarnacion,RF,1,0,0,0,0,1
3,371,7,0,[],0,0,3,John Rodriguez,LF,0,0,0,1,0,0
1,237,,0,[],0,0,2,So Taguchi,LF,0,0,0,1,0,0
4,160,8,0,[],0,0,5,Yadier Molina,C,0,0,0,0,0,0
4,299,9,0,[],0,0,0,Aaron Miles,2B,0,0,0,1,0,0
5,299,1,1,[],1,0,3,Placido Polanco,2B,0,0,0,0,0,0
3,293,2,1,[],1,0,1,Marcus Thames,LF,0,1,0,1,0,0
2,257,,0,[],1,1,0,Curtis Granderson,CF,1,1,0,1,0,0
5,305,3,1,[],1,0,1,Ivan Rodriguez,C,0,1,0,0,0,0
4,316,4,0,[],3,1,0,Magglio Ordonez,RF,2,2,0,1,0,1
3,324,5,0,['David Weathers'],1,0,1,Carlos Guillen,SS,0,2,0,0,0,1
4,315,6,0,[],3,0,0,Chris Shelton,1B,2,0,0,1,0,1
4,179,7,0,[],0,0,7,Dmitri Young,DH,0,0,0,0,0,1
5,226,8,0,[],1,0,2,Craig Monroe,LF,1,0,0,1,0,0
4,227,9,0,[],0,0,3,Brandon Inge,3B,0,0,0,2,0,0
5,248,1,0,[],1,0,3,Ryan Freel,LF,0,0,0,1,0,0
4,307,2,0,[],1,0,1,Felipe Lopez,SS,0,1,0,1,0,1
5,243,3,0,[],1,1,2,Ken Griffey Jr,CF,4,1,0,1,0,0
4,279,4,0,[],0,0,0,Rich Aurilia,1B,0,0,0,1,0,1
5,288,5,0,[],0,0,2,Austin Kearns,RF,0,0,0,3,0,0
4,227,6,0,[],1,1,0,Adam Dunn,DH,1,1,0,0,0,1
4,264,7,0,[],0,0,1,Edwin Encarnacion,3B,0,0,0,1,0,0
4,293,8,0,[],3,1,0,Brandon Phillips,2B,1,2,0,0,0,0
2,286,9,0,[],1,0,0,David Ross,C,0,0,0,1,0,0
2,242,,0,[],1,0,0,Javier Valentin,C,0,1,0,0,0,0
3,290,1,0,[],1,0,2,Scott Podsednik,LF,0,2,0,0,0,1
3,314,2,0,[],3,2,0,Tadahito Iguchi,2B,6,2,0,0,0,1
3,294,3,0,[],1,0,1,Jim Thome,DH,0,0,0,1,0,1
4,312,4,0,[],0,0,4,Paul Konerko,1B,0,0,0,1,0,0
4,308,5,0,[],0,0,2,Jermaine Dye,RF,0,0,0,1,0,0
0,336,6,0,[],0,0,0,AJ Pierzynski,C,0,1,0,0,0,1
3,265,,0,[],0,0,0,Chris Widger,C,0,0,0,2,0,0
3,299,7,0,[],0,0,0,Joe Crede,3B,0,1,0,0,0,1
3,200,8,0,[],1,0,0,Juan Uribe,SS,0,1,0,1,0,1
0,170,9,0,[],0,0,0,Brian N Anderson,CF,1,0,1,0,0,0
1,240,,0,[],0,0,0,Rob Mackowiak,CF,0,0,0,0,0,1
4,230,1,0,[],1,0,0,Juan Pierre,CF,0,0,0,1,0,0
4,289,2,0,[],2,0,0,Ronny Cedeno,SS,0,0,0,0,0,0
4,295,3,0,[],2,0,0,Todd Walker,DH,0,0,0,1,0,0
1,286,4,0,[],0,0,2,Michael Barrett,C,0,0,0,0,0,0
3,195,,0,[],1,0,3,Neifi Perez,2B,0,0,0,0,0,0
4,274,5,0,[],1,0,1,Jacque Jones,RF,0,0,0,2,0,0
3,223,6,0,['Matt Thornton'],2,0,0,Aramis Ramirez,3B,0,0,0,0,0,0
1,208,7,0,[],0,0,0,John Mabry,1B,0,0,0,0,0,0
3,53,,0,[],0,0,5,Henry Blanco,C,0,0,0,0,0,0
3,265,8,0,[],0,0,2,Matt Murton,LF,0,0,0,1,0,0
3,243,9,0,[],0,0,0,Jerry Hairston Jr,1B,0,0,0,0,0,0
3,288,1,1,[],1,0,1,Craig Biggio,2B,0,1,0,0,0,1
4,325,2,0,[],0,0,3,Brad Ausmus,C,0,0,0,2,0,0
3,307,3,0,[],1,0,1,Lance Berkman,1B,0,1,0,1,0,1
2,284,4,0,[],1,1,2,Morgan Ensberg,3B,2,2,0,0,0,2
3,247,5,0,[],1,0,3,Preston Wilson,LF,1,0,0,1,0,1
4,209,6,0,[],1,1,3,Jason Lane,RF,2,1,0,1,0,0
4,281,7,0,[],1,0,1,Eric Bruntlett,CF,0,0,0,0,0,0
2,225,8,0,[],0,0,1,Adam Everett,SS,0,0,0,0,0,1
2,0,9,0,[],0,0,0,Taylor Buchholz,SP,0,0,0,1,0,0
4,318,1,0,[],0,0,0,Gary Matthews Jr,CF,0,0,0,1,0,0
4,328,2,0,[],1,0,0,Michael Young,SS,0,0,0,0,0,0
4,285,3,0,[],1,0,1,Mark Teixeira,1B,0,0,0,0,0,0
4,323,4,0,[],0,0,2,Hank Blalock,3B,0,0,0,1,0,0
3,311,5,0,[],2,0,1,Kevin Mench,RF,0,0,0,1,0,0
3,268,6,0,[],0,0,2,Brad Wilkerson,LF,0,0,0,1,0,0
3,232,7,0,[],1,0,2,Rod Barajas,C,0,0,0,1,0,0
3,329,8,0,[],0,0,1,Mark DeRosa,2B,0,0,0,0,0,0
2,0,9,0,[],0,0,1,John Koronka,SP,0,0,0,1,0,0
0,0,,0,[],0,0,0,Ron Mahay,RP,0,0,0,0,0,0
1,204,,0,[],0,0,0,DAngelo Jimenez,PH,0,0,0,0,0,0
0,0,,0,[],0,0,0,CJ Wilson,RP,0,0,0,0,0,0
3,259,1,0,[],0,0,0,Jason Kendall,C,0,0,0,1,0,1
3,287,2,0,[],0,0,0,Nick Swisher,LF,0,0,0,2,0,1
4,286,3,0,[],0,0,3,Mark Kotsay,CF,0,0,0,1,0,0
4,281,4,0,[],0,0,0,Eric Chavez,3B,0,0,0,0,0,0
2,275,5,0,[],0,0,0,Adam Melhuse,DH,0,0,0,1,0,1
3,236,6,0,[],0,0,1,Bobby Crosby,SS,0,0,0,0,0,0
3,259,7,1,[],1,0,1,Jay Payton,RF,0,0,0,0,0,0
3,191,8,0,[],0,0,1,Dan Johnson,1B,0,0,0,0,0,0
3,153,9,0,[],0,0,1,Marco Scutaro,2B,0,0,0,0,0,0
5,287,1,0,[],2,0,3,Randy Winn,RF,2,1,0,0,0,0
4,291,2,0,[],1,0,1,Omar Vizquel,SS,0,0,0,0,0,0
1,263,,0,[],0,0,2,Jason Ellison,LF,0,0,0,1,0,0
4,281,3,0,[],0,0,2,Steve Finley,CF,0,1,0,0,0,1
3,242,4,0,[],2,0,0,Barry Bonds,DH,0,1,0,0,0,1
1,250,,0,[],0,0,0,Dan Ortmeier,DH,0,0,0,1,0,0
4,230,5,0,[],1,0,4,Ray Durham,2B,1,0,0,0,0,1
4,269,6,0,[],0,0,5,Pedro Feliz,3B,0,1,0,3,0,1
4,253,7,1,[],1,0,0,Mark Sweeney,1B,2,1,0,1,0,0
3,254,8,0,[],1,0,1,Mike Matheny,C,0,0,0,1,0,1
4,193,9,0,[],2,0,1,Jose Vizcaino,SS,0,1,0,0,0,0
4,0,1,0,[],2,0,2,Brady Clark,CF,1,2,0,0,0,1
5,0,2,1,[],2,0,3,Jeff Cirillo,2B,0,1,0,1,0,0
