kickoff return yards, kickoff returns, longest kickoff return, name
92,5,30,K Ewaliko
53,3,22,P Harris
116,3,47,K Muhammad
9,1,9,J Austin
17,1,17,K Lewis
10,1,10,B Beard
35,2,25,T Martin
32,2,16,M Grayson
11,1,11,A Coleman
49,3,19,D Davis
22,1,22,S Harvey
14,1,14,G Wilson
7,1,7,K Goddard
52,3,22,A Newsome
18,1,18,D Scott
16,1,16,D Tarbox
59,3,31,A Jones
90,4,26,D Williams
11,1,11,R Fant
59,3,21,R Mwehla
65,3,33,J Gates
65,3,24,S Dawkins
96,6,23,C Montgomery
73,3,32,A Covington
20,1,20,N Mullen
84,3,56,J Myrick
12,1,12,C Beebe
41,2,22,P Lucas
14,1,14,V Bolden Jr
25,1,25,N Hines
108,4,53,J Christian
10,1,10,J Armstrong
26,2,15,T Gipson
13,1,13,S Jackson
41,1,41,E Berry
46,3,19,J Capel
58,2,30,T McTyer
55,2,40,D Woods Jr
28,2,16,Z Bingham
20,1,20,R Pringle
16,1,16,E Givens
29,1,29,L Hunt
9,1,9,K Williams
10,1,10,A Rodriguez
9,1,9,B Sherlin
9,1,9,E Wilkes
49,2,26,R Webb
30,1,30,S Claude
22,1,22,S Badie
111,3,54,K Towner
46,3,18,A Walter
33,2,22,S Stewart
10,1,10,C Cella
71,5,20,B Taylor
16,1,16,A Thompkins
16,1,16,C Jones
41,3,17,S Ryan
38,2,19,R Green
46,2,23,J Hawkins
59,3,28,D Alston
43,1,43,K Brown
21,1,21,E Mencer
26,1,26,P Lindsay
35,1,35,D Dawkins
91,2,69,B Banham
51,1,51,A Sanders
4,1,4,M Sexton
71,4,20,T Simms
31,2,18,B Chambers
25,1,25,O Anderson
12,1,12,C Crenshaw
128,5,38,G Smith
14,1,14,K Dorn
48,2,26,D Green
52,2,27,D Stewart Jr
18,1,18,R Shelton
25,1,25,A Annoor
16,1,16,A Muhammad
63,3,29,K Lewis
28,1,28,C McCaffrey
6,1,6,C Scarlett
5,1,5,M Rector
45,2,26,B Pringle
32,2,17,B Estime
125,6,24,A Daramy
31,2,22,D Hood
12,1,12,N Hairston
39,2,23,C Drake
43,2,24,T McVey
27,1,27,J Miller
80,3,38,V Edwards Jr
87,3,46,M Dermott
40,2,22,G Sanders
0,1,0,D Forlines
24,1,24,T Diggs
112,4,40,A Jackson
5,1,5,J Jones
42,2,25,D Reed
84,3,33,C Henderson
42,3,21,J Ford
16,1,16,A Scott
57,2,29,T White
27,1,27,K Ballage
20,1,20,E Marks
56,2,34,J Green
29,1,29,M Hadley
13,1,13,J Trinnaman
65,3,33,T Johnson
47,1,47,T Payton
103,5,27,B Ford
50,2,25,S Wilson
48,3,24,D Evans
47,3,20,L Smith
44,2,24,Q Johnson
62,3,42,D Newsome
52,2,28,T Hardy
25,1,25,K Whyte
21,2,11,N Ozdemir
15,1,15,T Cameron
145,6,32,D Davis
32,1,32,A Callaway
21,1,21,D Massey
27,2,15,J Allen
27,1,27,M Breida
11,1,11,C Frazier
7,1,7,N Bentley
54,3,36,B Wilson
64,3,25,J Mixon
8,1,8,C Day
33,2,20,M Golson
19,1,19,D Wade
16,1,16,M McGraw
70,2,48,D King
0,1,0,A Kelly
25,1,25,M Thomas
53,2,30,K Nwangwu
57,2,29,M Malloy
41,2,27,L Gonzalez
