deflections, interceptions, name, sacks, tackles
0,0,T Hawkins,0.000,1
0,0,B Dozier,0.000,1
0,0,T Underwood,0.000,1
0,0,D Termansen,0.000,1
0,0,C Cox,0.000,3
0,0,F Plesius,0.000,2
0,0,J Westerman,0.000,1
0,0,K Shologan,0.000,1
0,0,N Lewis,0.000,1
0,0,J Bowman,0.000,1
0,0,N Boulay,0.000,1
0,0,B Bede,0.000,1
0,0,G Henderson,0.000,5
0,1,J Mincy,0.000,5
0,0,K Hebert,1.000,5
0,0,T Hollins,0.000,6
0,0,G Knapton,0.000,4
0,0,D Wright,0.000,4
0,0,C Ackie,0.000,5
0,0,D Tovell,0.000,5
0,0,S Williams,0.000,4
0,0,G Love,0.000,3
0,0,H Muamba,0.000,6
0,0,E Dargan,0.000,4
0,0,E Steele,0.000,2
0,0,S Moore,0.000,2
0,0,K Rodgers,0.000,3
0,0,K Francis,0.000,3
0,0,D Tull,0.000,1
0,0,C Marshall,0.000,1
0,0,E Gainey,0.000,2
0,0,C Judge,0.000,1
0,0,M Edem,0.000,1
0,0,T Antigha,0.000,1
0,0,M Dubuisson,0.000,1
0,0,C Lyles,0.000,1
0,0,J Johnson,0.000,7
0,0,J Hecht,0.000,1
0,0,C Holley,0.000,1
0,0,W Jefferson,0.000,1
0,0,N Taylor,0.000,6
0,0,A Pruneau,0.000,7
0,0,A Jefferson,0.000,2
0,0,T Reed,0.000,8
0,0,J Ceresna,0.000,2
0,0,I Claibourne,0.000,6
0,0,J Rose,0.000,1
0,0,D West,0.000,0
0,0,S Miller,0.000,1
0,0,K Bass,0.000,1
0,0,J Bolduc,0.000,2
0,0,K Johnson,0.000,2
0,0,A Marshall,0.000,1
0,0,C Williams,0.000,2
0,0,J Criner,0.000,1
0,0,Z Evans,0.000,1
0,0,B Gillanders,0.000,1
0,0,J Harty,0.000,1
0,0,P Levels,0.000,5
0,0,R Jones,0.000,2
0,0,B Hall,0.000,1
0,0,J Thurman,0.000,4
0,0,S Richardson,0.000,2
0,0,A Singleton,0.000,9
0,0,M Johnson,0.000,2
0,0,C Power,0.000,1
0,0,D Wiggan,0.000,1
0,0,J Bush,0.000,2
0,0,A Thibault,0.000,2
0,1,J Wall,0.000,3
0,0,D Daniels,0.000,1
0,0,J Davis,0.000,1
0,0,J Burnett,0.000,2
0,0,P Caron,0.000,1
0,0,C Hughes,0.000,2
0,0,D Janke,0.000,1
0,0,C Evans,0.000,5
0,0,M Harris,0.000,3
0,0,J Bell,0.000,4
0,0,A Thompson,0.000,4
0,0,S Elimimian,0.000,5
0,0,L Purifoy,0.000,2
0,0,F Chagnon,0.000,1
0,0,C Roh,1.000,1
0,0,T Long,0.000,1
0,0,D Evans,0.000,1
0,0,D Menard,0.000,1
0,0,T Lulay,0.000,1
0,0,J Johnson,0.000,1
0,0,T Burnett,0.000,3
0,0,R Yell,0.000,3
0,0,B Turner Jr,0.000,3
0,0,T Lee III,0.000,3
0,0,A Gaitor,0.000,3
0,0,C Fenner,0.000,3
0,0,M Brooks,0.000,3
0,0,M Awe,0.000,2
0,0,J Herdman,0.000,1
0,0,R Lumbala,0.000,1
0,0,A Dupuis,0.000,1
0,0,J Hoover,0.000,1
0,0,B Smith,0.000,1
0,0,C Edwards,0.000,1
0,0,C Mulumba Tshimanga,0.000,4
0,0,N Adjei,0.000,1
0,0,E Cummings,0.000,3
0,0,D Bowers,1.000,3
0,0,O Willis,2.000,2
0,0,J Adams,0.000,3
0,0,B Thompson,0.000,2
0,0,A Colquhoun,0.000,2
0,0,N King,0.000,2
0,0,G Peters,0.000,2
0,0,A Sewell,1.000,4
0,0,K Ladler,0.000,6
0,0,K Jones,0.000,6
0,0,A Konar,1.000,9
0,0,L Noel,0.000,1
0,0,K Graves,0.000,1
0,0,K Bishop,0.000,1
0,0,V Butler,2.000,1
0,0,C Newton,0.000,2
0,0,J Tuggle,0.000,1
0,0,J Wilder Jr,0.000,1
0,0,C Laing,2.000,3
0,0,B Woods,0.000,3
0,0,R Woodson,0.000,4
0,0,J Gabriel,0.000,4
0,0,R Murray,0.000,2
0,0,A Owusu Ansah,0.000,2
0,1,C Vaughn,0.000,2
0,0,J Tuck,0.000,2
0,0,M Ball,0.000,7
0,0,J Sears Jr,1.000,5
0,0,L Dean,0.000,3
0,0,J Vaughn,0.000,3
0,0,J Chick,1.000,3
0,0,D Coleman,1.000,3
0,0,C McGough,0.000,1
0,0,J Capicciotti,1.000,1
0,0,J Langa,0.000,2
0,0,A Tracy,0.000,2
0,0,W Hill,0.000,8
0,0,J Rogers,0.000,8
0,0,C Davis,0.000,4
0,0,S Lawrence,0.000,4
0,0,C Stephen,0.000,4
0,0,D Washington,0.000,4
0,0,C Gable,0.000,1
0,0,M Daly,0.000,1
0,0,R Leonard,0.000,1
0,0,N Shortill,0.000,1
0,0,R Bomben,0.000,1
0,0,M Barnett,0.000,1
0,0,C Hughes,1.000,6
0,0,A Singleton,0.000,6
0,0,R Cote,0.000,1
0,0,W Langlais,0.000,1
0,0,C Power,0.000,1
0,0,D Wiggan,0.000,1
0,0,K Fraser,0.000,1
0,0,J Vaughters,0.000,1
0,0,J Bell,0.000,2
0,0,J Burnett,0.000,2
0,0,C Evans,0.000,2
0,0,A Thibault,0.000,2
0,0,T Adeleke,0.000,2
0,0,M Harris,0.000,3
0,0,J Wall,0.000,3
0,0,T Campbell,0.000,4
0,0,S Richardson,0.000,5
0,0,M Johnson,3.000,5
0,0,J Brescacin,0.000,1
0,0,A Pruneau,0.000,6
0,0,K Bass,0.000,6
0,0,E Lattanzio,0.000,3
0,0,J Rose,0.000,5
0,0,J Bolduc,0.000,1
0,0,D West,0.000,0
0,0,B Maher,0.000,1
0,0,A Marshall,0.000,1
0,0,Z Evans,0.000,1
0,0,S Bryant,0.000,1
0,0,J Gavins,0.000,2
0,0,I Claibourne,0.000,2
0,0,A Berger,0.000,1
0,0,J Ceresna,1.000,1
0,0,S Miller,1.000,2
0,0,C Tindal,0.000,2
0,0,N Taylor,0.000,2
0,0,T Reed,0.000,2
0,0,J Gabriel,0.000,3
0,0,S Lemon,0.000,2
0,1,R Murray,0.000,4
0,0,B Harris,0.000,3
0,0,V Butler,0.000,4
0,0,J Sears Jr,2.000,4
0,0,B Woods,0.000,8
0,0,M Ball,0.000,6
0,0,T Plummer,0.000,1
0,0,R Woodson,0.000,1
0,0,T Holmes,0.000,1
0,0,C Laing,0.000,1
0,0,J Fuller,0.000,1
0,0,C Van Zeyl,0.000,1
0,0,C Vaughn,0.000,2
0,0,K Bishop,2.000,2
0,0,J Shirley,0.000,1
0,0,D Menard,1.000,0
0,0,M Brooks,0.000,1
0,0,L Purifoy,0.000,1
0,0,C Husband,0.000,1
0,0,C Fenner,0.000,1
0,0,A Thompson,0.000,2
0,0,B Turner Jr,0.000,1
0,0,D Evans,1.000,2
0,0,T Burnett,0.000,2
0,0,T Lee III,0.000,4
0,0,C Roh,2.000,3
0,0,A Gaitor,0.000,6
0,1,R Yell,0.000,5
0,0,S Elimimian,0.000,9
0,0,C Mulumba Tshimanga,0.000,2
0,0,N King,0.000,3
0,0,G Peters,0.000,3
0,0,B Thompson,0.000,3
0,0,O Willis,0.000,3
0,0,A Sewell,0.000,4
0,1,K Ladler,0.000,4
0,0,K Jones,0.000,6
0,0,N Adjei,0.000,1
0,0,J Figueroa,0.000,1
0,0,A Konar,0.000,1
0,0,J Adams,0.000,1
0,0,T Bullitt,0.000,1
0,0,A Colquhoun,0.000,1
0,0,J Hoover,0.000,1
0,0,E Cummings,0.000,2
0,0,F Plesius,0.000,1
0,0,J Blanc,0.000,1
0,0,C Cox,0.000,5
0,0,D Wright,0.000,4
0,0,I McLennan,0.000,3
0,0,D Tovell,0.000,3
0,0,K Hebert,0.000,9
0,0,B Dozier,0.000,6
0,0,J Mincy,0.000,6
0,0,T Hollins,0.000,5
0,0,N Boulay,0.000,2
0,0,M Bedard,0.000,1
0,0,B Simmons,0.000,1
0,0,S Haidara,0.000,1
0,0,J Bowman,0.000,3
0,0,C Ackie,0.000,3
0,0,R Phillips,0.000,2
0,0,K Shologan,0.000,2
0,0,C Lyles,0.000,4
0,0,J Hecht,0.000,5
0,0,M Dubuisson,0.000,4
0,0,G Love,0.000,4
0,0,E Steele,1.000,6
0,0,S Williams,0.000,8
0,0,C Marshall,0.000,2
0,0,S Eguavoen,0.000,2
0,0,E Dargan,0.000,3
0,0,E Gainey,0.000,4
0,0,C Judge,0.000,2
0,0,W Jefferson,1.000,2
0,0,E Mrabure,1.000,2
0,0,K Rodgers,0.000,2
0,0,Z Minter,1.000,2
0,0,S Moore,0.000,1
0,0,K Francis,0.000,1
0,1,J Newsome,0.000,1
0,0,D Dennis,0.000,1
0,0,J Thomas,1.000,2
0,0,M Leggett,0.000,3
0,0,T Loffler,0.000,3
0,0,T Okpalaugo,0.000,3
0,0,T Miles,0.000,1
0,0,J Rush,0.000,1
0,1,T Heath,0.000,1
0,0,J Westerman,1.000,2
0,0,J Briggs,0.000,1
0,0,T Corney,0.000,1
0,0,J Feoli Gudino,0.000,1
0,0,M Miller,0.000,5
0,0,B Alexander,0.000,5
0,0,C Randle,0.000,8
0,0,R Carmichael,0.000,7
0,0,K Knox,0.000,4
0,0,D Nevis,1.000,3
0,1,S Hurl,0.000,4
0,0,I Wild,0.000,4
0,0,I McLennan,0.000,2
0,0,J Bowman,1.000,2
0,0,F Plesius,0.000,1
0,0,C Ackie,0.000,2
0,0,J Westerman,0.000,1
0,0,D Wright,0.000,1
0,0,D Townsend,0.000,1
0,0,T Underwood,0.000,1
0,0,G Knapton,0.000,1
0,0,D Termansen,0.000,1
0,0,J Rodgers,0.000,2
0,0,T Hollins,0.000,1
0,0,D Tovell,0.000,10
0,0,K Hebert,0.000,7
0,0,R Phillips,0.000,6
0,0,B Dozier,0.000,6
0,0,C Cox,0.000,5
0,0,D Unamba Jr,0.000,3
0,0,S Elimimian,0.000,15
0,0,T Burnett,0.000,2
0,0,L Purifoy,0.000,4
0,0,D Evans,0.000,4
0,1,A Gaitor,0.000,7
0,0,R Yell,0.000,3
0,0,J Herdman,0.000,2
0,0,M Awe,0.000,2
0,0,C Fenner,0.000,2
0,0,A Thompson,0.000,1
0,0,T Lee III,0.000,1
0,0,S Johnson,0.000,1
0,0,A Clarke,0.000,1
0,0,M Brooks,0.000,1
0,0,M Benson,0.000,1
0,0,J Westerman,0.000,1
0,0,I Wild,0.000,1
0,0,D Jones,0.000,1
0,0,J Thomas,0.000,1
0,0,C Johnson,0.000,1
0,0,R Lankford,0.000,1
0,0,D Walker Jr,0.000,1
0,0,M Miller,0.000,1
0,0,T Loffler,0.000,2
0,0,T Corney,0.000,2
0,0,J Briggs,0.000,4
0,0,R Carmichael,0.000,2
0,0,S Hurl,0.000,5
0,0,T Okpalaugo,1.000,4
0,0,D Nevis,0.000,5
0,0,C Randle,0.000,5
0,2,T Heath,0.000,6
0,1,M Leggett,0.000,6
0,0,J Wall,0.000,5
0,0,A Singleton,0.000,9
0,1,M Harris,1.000,4
0,0,O Odiase,0.000,5
0,0,W McManis,2.000,2
0,1,J Bell,0.000,0
0,0,T Adeleke,0.000,1
0,0,J Vaughters,0.000,1
0,0,A Whiteside,0.000,1
0,0,B Erdos,0.000,1
0,0,D Janke,0.000,1
0,0,K Jorden,0.000,1
0,0,J Messam,0.000,1
0,0,J Thurman,0.000,1
0,0,A Milanovic Litre,0.000,2
0,0,W Langlais,0.000,2
0,0,D Wiggan,0.000,2
0,0,T Campbell,0.000,3
0,0,C Evans,0.000,3
0,0,M Johnson,0.000,3
0,0,S Richardson,0.000,3
0,0,M Klassen,0.000,3
0,0,B Sinopoli,0.000,1
0,0,J Harty,0.000,1
0,0,J Gott,0.000,1
0,0,J Bolduc,0.000,1
0,0,I Claibourne,0.000,2
0,0,L Bourassa,0.000,1
0,0,A Gosselin,0.000,1
0,0,D West,0.000,1
0,0,A Jefferson,0.000,2
0,0,A Ellis,1.000,3
0,0,K Johnson,0.000,2
0,0,N Romick,0.000,2
0,0,A Pruneau,0.000,3
0,0,J Rose,0.000,3
0,0,T Reed,0.000,2
0,0,S Bryant,0.000,3
0,0,K Bass,0.000,5
0,0,N Taylor,0.000,8
0,0,Z Evans,1.000,3
0,0,J Gavins,0.000,3
0,0,M Webster,0.000,4
0,0,T Plummer,0.000,4
0,0,M Ball,0.000,4
0,0,J Finley,2.000,2
0,0,V Butler,3.000,8
0,0,B Woods,0.000,7
0,0,A Owusu Ansah,0.000,7
0,0,J Sears Jr,0.000,6
0,0,S Lemon,0.000,1
0,0,J Reinhart,0.000,1
0,0,R Woodson,0.000,1
0,0,C Laing,0.000,1
0,0,K Bishop,0.000,1
0,0,B Harris,0.000,2
0,0,C Vaughn,0.000,2
0,0,J Wilder Jr,0.000,2
0,1,J Gabriel,0.000,2
0,0,J Tuck,0.000,1
0,0,D Cross,0.000,2
0,0,L Noel,0.000,2
0,0,R Murray,0.000,2
0,0,J Hecht,0.000,1
0,0,E Steele,0.000,1
0,0,M Edem,0.000,1
0,0,D Radford,0.000,2
0,0,S Eguavoen,0.000,2
0,0,A Leonard,0.000,2
0,0,Z Minter,0.000,1
0,0,C Lyles,0.000,1
0,0,S Williams,0.000,1
0,0,G Love,0.000,1
0,0,S Moore,0.000,1
0,0,E Mrabure,0.000,1
0,0,K Rodgers,0.000,4
0,0,W Jefferson,1.000,4
0,0,E Gainey,0.000,3
0,0,H Muamba,0.000,3
0,0,G Morris,0.000,2
0,0,J Johnson,0.000,2
0,0,E Dargan,0.000,2
0,0,C Ontko,0.000,2
0,0,M Timmis,0.000,1
0,0,S Lawrence,0.000,1
0,0,J Capicciotti,0.000,2
0,0,F Faubert Lussier,0.000,1
0,0,M Atkinson,0.000,1
0,0,L Dean,0.000,0
0,0,J Langa,0.000,1
0,0,G Hughes,0.000,1
0,0,J Chick,0.000,3
0,0,W Hill,1.000,3
0,1,J Rogers,0.000,3
0,0,C Davis,0.000,3
0,0,A Tracy,0.000,2
0,0,C Stephen,0.000,2
0,0,K Wooten,0.000,3
0,0,N Shortill,0.000,3
0,0,D Coleman,0.000,6
0,0,E Davis,0.000,7
0,0,R Leonard,0.000,7
0,0,C Randle,0.000,4
0,0,K Knox,0.000,4
0,0,J Jeffcoat,0.000,4
0,1,T Heath,0.000,3
0,0,T Loffler,0.000,9
0,0,S Hurl,0.000,5
0,1,M Leggett,0.000,4
0,0,J Westerman,1.000,4
0,0,J Santos Knox,0.000,1
0,0,C Johnson,1.000,1
0,0,D Nevis,0.000,1
0,0,M Miller,0.000,1
0,0,J Rush,0.000,2
0,0,B Walker,0.000,2
0,0,F Renaud,0.000,1
0,0,B Alexander,0.000,2
0,0,D Jones,0.000,1
0,0,T Miles,0.000,1
0,0,M Ball,0.000,4
0,0,S Lemon,0.000,4
0,0,A Owusu Ansah,0.000,3
0,0,M Webster,0.000,2
0,0,J Sears Jr,0.000,2
0,0,J Finley,0.000,2
0,0,R Murray,0.000,2
0,0,A Coombs,0.000,2
0,0,B Woods,0.000,9
0,0,J Gabriel,0.000,6
0,0,B Harris,0.000,4
0,0,L Hajrullahu,0.000,1
0,0,D Cross,0.000,1
0,0,J Deane,0.000,0
0,0,T Holmes,0.000,0
0,0,J Tuggle,0.000,1
0,0,V Butler,0.000,1
0,0,D Wynn,0.000,1
0,0,L Noel,0.000,1
