kickoff return yards, kickoff returns, longest kickoff return, name
36,2,20,Malachi Freeman
33,2,23,Tyler Williams
29,2,16,Imani Davis
6,1,6,LT Smith
11,1,11,Jeremy Davis
10,1,10,Quincy McDuffie
0,1,0,Jeff Godfrey
100,4,33,Jamill Smith
39,2,20,Darius Scott
33,1,33,Dominique Sherrer
0,1,0,Joe Fleming
135,5,63,Teondray Caldwell
5,1,5,Rickey Galvin
64,4,21,Jerry Harris
17,1,17,Courtney Williams
57,3,24,Spencer Davis
12,1,12,Dylan Flannery
37,1,37,N Williams
97,5,24,J Broadnax
155,2,98,D Archer
80,3,33,D Joseph
15,1,15,T Smith
123,2,85,R Whatley
76,2,57,K Gilstrap
42,2,27,K Griswould
46,2,30,D Spencer
40,2,21,J Murray
71,4,24,A Mustafa
21,1,21,D Quiroga
22,1,22,D Carter
46,2,34,S Manfro
5,0,5,J Franklin
13,1,13,Tim Cornett
9,1,9,Bradley Randle
23,1,23,Devon Wright
18,1,18,KJ Maye
13,1,13,Zac Epping
5,1,5,Drew Goodger
58,5,16,Dominic Gunn
23,1,23,D Glover Wright
21,1,18,C Jacobs
58,3,25,C Morgan
20,1,20,J Smith
61,2,52,Andre Hal
23,1,23,Steven Clarke
37,2,35,Travis Jones
22,1,22,Otis Wright
85,4,29,Nick Hill
71,3,27,DJ Harper
87,3,43,Tobias Palmer
7,1,7,Brandon Barnes
45,2,35,Devrin Young
41,3,26,Matt Brown
14,2,7,Kevin Monangai
36,1,36,Anthony LaCoste
16,1,16,Dontae Strickland
23,1,23,Donovan Henley
19,1,19,Daniel McSurdy
177,8,33,Dennis Norfleet
96,4,42,Dennis Johnson
33,2,17,Gabriel Chambers
16,1,16,KaDeem Carey
54,1,54,Bernard Reedy
21,1,21,Q Bray
30,2,15,M Bryant
75,5,22,S Evans
10,1,10,J Sinkovec
0,1,0,S Divitto
69,3,27,D Johnson
37,1,37,P Dorsett
11,1,11,M Hagens
59,2,30,B Bigelow
27,2,14,J Wark
21,1,21,D Lasco
16,1,16,M Manuel
65,3,22,K Wooten
23,1,23,K Brock
50,2,25,T Burton
45,2,24,R Leonard
37,2,29,W Times
90,1,90,Lance Ray
44,2,27,Troy Washington
29,1,29,Doug Middleton
23,1,23,Tacoi Sumler
38,1,38,Andre Debose
11,2,11,Mike Gillislee
48,2,33,Jerry Gates
12,1,12,John Pettigrew
52,2,30,Karlos Williams
77,5,33,Patrick Robertson
35,2,18,Jordan Morrow
77,3,34,Isaiah Burse
117,5,27,Kris Parham
127,2,100,Todd Gurley
14,1,14,Merritt Hall
2,1,2,Kyle Karempelis
42,2,25,James Potts
58,2,35,R Jackson
15,1,15,J Lewis
52,3,22,J Gaines
26,1,26,I Battle
22,1,22,Timmy Keith
17,1,17,Donald Celiscar
12,1,12,Ricky Jones
55,2,31,Taje High
24,1,24,Tanner Riley
18,1,18,Jarvis West
80,2,60,Trey Watts
50,2,38,JaTerian Douglas
10,1,10,Jake Sizelove
119,4,44,T Tiefenthaler
24,1,24,J Forsythe
21,1,21,A Rollin
19,2,16,Laton Dowling
27,1,27,Caleb Schaffitzel
17,1,17,Sybhrian Berry
11,1,11,Vernon Scott
2,1,2,Ryan Heaston
41,1,41,Darryl Surgent
44,2,33,Mike Venson
12,1,12,Nashon Davis
26,1,26,Odell Beckham Jr
74,4,26,Brelan Chancellor
33,2,18,B Webb
52,3,26,Marcus Rucker
49,2,29,Jaylen Walton
36,1,0,Jesse Grandy
25,1,0,Zach Bush
56,1,56,Russell Hansbrough
93,4,30,Jarrett Johnson
26,2,26,Robert Alford
16,1,16,Jeff Smiley
11,1,11,LaTruan Weary
20,2,20,J Lewis
8,1,8,R Johnson
40,3,16,B Lee
32,2,20,T Singleton
117,5,29,Marcus Thomas
30,1,30,Ryan Williams Jenkins
17,1,17,Evan Palelei
13,1,13,George Atkinson III
9,1,9,Romar Morris
96,5,22,Andre Davis
58,3,20,Kierre Brown
3,1,3,Blake Rice
57,2,37,K Bell
30,1,30,T Marlowe
11,1,11,C McDermott
100,1,100,T Lampley
21,1,21,J Sims
62,3,28,Tommylee Lewis
42,2,22,Greg Garmon
11,1,11,Mark Weisman
98,1,98,Chase Clayton
60,3,23,Charles Hawkins
59,1,59,J Richardson
45,2,26,Armani Reeves
74,4,26,Dawan Scott
18,1,18,Trey Payne
61,1,61,Justin Gilbert
15,1,15,Cantrell Frazier
10,1,10,Brandon Jackson Bell
2,1,2,Pharaoh Brown
71,4,22,David Oku
26,1,26,Rocky Hayes
14,1,14,Andrew Tryon
90,3,38,Lafayette Pitts
40,2,20,Andre Stubbs
16,1,16,Desmond Hymes
45,2,24,Bill Belton
12,1,12,Gerald Hodges
8,1,8,Adrian Amos
30,2,16,Kyle Hammonds
14,1,14,Ryan Clark
36,1,36,R Mostert
21,1,21,A Hunt
78,3,32,J Williams
46,2,24,S Absanon
35,2,24,C Bailey
95,2,48,TJ Glover
48,2,27,Kenny Harrison
10,1,10,Nate Shaw
53,3,25,Kayvon Webster
15,1,15,Ron Moore
102,5,26,J Kobena
49,3,28,V Mark
32,1,32,Marquise Goodwin
21,1,21,Quandre Diggs
6,1,6,Ryan Roberson
38,3,16,Shaun Wick
6,1,6,Robert Herron
65,3,30,Rob Kelley
25,1,25,Dante Butler
55,1,55,Jeremy Deering
137,6,37,Phillip Harvey
53,3,20,J Nelson
19,1,19,J Williams
10,1,10,G Franklin
37,1,37,C Worthy
10,1,10,D White
100,1,100,M Lee
96,4,25,M Edwards
10,1,10,W Gregory
39,2,23,M Edwards
20,1,20,N Jeffery
7,1,7,X Williams
90,2,59,Khalek Shepherd
23,1,23,Darius Jennings
19,1,19,Dominique Terrell
37,2,20,Justin Grant
15,1,15,Wayne Pettus
22,1,22,Lovell Jackson
23,1,23,Kevin Fogg
47,3,19,Jaydon Mickens
91,3,51,Brandon Wright
19,1,19,Colin Lockett
42,2,23,J White
44,2,26,C Anderson
54,2,40,Antonio Andrews
