longest reception, name, receiving touchdowns, receiving yards, receptions
5,S Charbonneau Campeau,1,5,1
89,N Roosevelt,1,182,8
48,R Collins,0,70,2
10,R Lankford,0,38,6
35,R Bagg,0,35,1
14,N Demski,0,19,2
6,K Lawrence,0,10,2
65,B Sinopoli,2,156,5
20,E Jackson,0,49,5
17,P Lavoie,0,32,3
12,G Ellingson,0,21,3
14,C Williams,0,14,1
9,N Grigsby,0,13,4
10,J Harty,0,10,1
22,D Walker,1,140,12
21,A Bowman,1,111,9
15,C Watson,1,35,4
16,C Getzlaf,0,31,2
9,J White IV,0,26,4
11,N Adjei,0,11,1
39,L Tasker,0,146,11
23,A Fantuz,2,80,6
34,B Banks,0,64,3
14,C Owens,0,51,5
26,T Toliver,1,37,4
7,C Gable,0,7,1
6,S Watt,0,6,1
17,K Shaw,1,86,9
16,D Wylie,1,55,5
15,A Coombs,1,37,4
11,V Hazelton,0,28,3
13,P Bates,1,19,2
7,B Whitaker,0,16,4
7,A Durie,0,13,4
61,D Carter,1,124,6
20,N Lewis,0,81,8
12,B Cunningham,0,36,4
9,B Rutley,0,28,4
16,S Giguere,0,16,1
8,C Louks,0,8,1
1,S Logan,0,1,1
33,D Walker,1,148,11
19,J White IV,0,89,8
24,C Getzlaf,0,52,3
16,A Bowman,0,43,3
12,N Adjei,0,12,1
5,C Watson,0,2,2
34,D Adams,1,121,10
39,W Dressler,0,111,6
13,R Kohlert,0,40,4
16,J Feoli Gudino,0,16,1
5,Q McDuffie,0,12,3
4,J Davis,0,4,2
39,D Carter,1,115,8
16,N Lewis,0,67,8
38,B Rutley,1,65,4
16,J Beaulieu,0,30,2
16,C Louks,0,23,2
6,B Cunningham,1,12,3
3,S Giguere,0,3,1
20,S Chambers,0,72,6
22,N Roosevelt,0,67,7
16,R Lankford,0,47,5
10,M Dyer,0,13,2
8,R Bagg,0,7,2
5,R Collins,0,5,1
75,G Wilson,2,118,3
19,B Grant,1,69,7
23,A Parker,0,59,6
13,J Messam,0,44,6
20,L Durant,0,41,3
13,M McDaniel,0,20,2
9,S Charbonneau Campeau,0,13,2
46,B Burnham,1,139,9
40,E Arceneaux,0,128,6
31,S Gore,1,54,3
9,A Allen,0,25,5
12,G Boldewijn,1,24,2
19,K Parker,0,19,1
6,C Rainey,0,7,2
22,B Sinopoli,0,69,4
35,C Williams,0,55,6
28,E Jackson,1,55,5
18,G Ellingson,0,27,2
10,K Lafrance,0,13,2
41,K Shaw,1,107,6
15,D Wylie,0,52,5
19,B Whitaker,0,49,4
18,V Hazelton,0,37,4
13,W Miles,0,30,3
15,A Coombs,0,28,2
12,A Durie,0,23,2
25,T Mayo,1,84,7
15,C Denmark,1,69,7
32,K Adams,0,37,2
10,J Feoli Gudino,0,16,2
16,R Kohlert,0,16,1
14,J Davis,0,14,1
11,C Normand,0,11,1
44,T Toliver,0,120,7
12,A Fantuz,0,60,7
18,C Owens,0,45,4
24,C Gable,0,39,2
14,L Tasker,0,36,3
12,S Watt,0,24,3
11,B Banks,0,11,1
47,D Carter,0,115,7
16,B Cunningham,1,55,4
10,N Lewis,0,29,4
18,S Giguere,0,23,2
11,C Louks,0,11,1
9,B Rutley,0,9,1
2,S Logan,0,2,1
49,B Burnham,0,89,5
18,E Arceneaux,1,70,7
29,S Gore,0,58,6
32,J Johnson,0,40,2
25,M Iannuzzi,0,35,2
17,C Rainey,0,24,2
10,G Boldewijn,0,15,3
32,M McDaniel,0,110,8
30,B Grant,0,71,3
17,J Messam,0,36,5
17,L Durant,0,29,3
10,G Wilson,0,27,3
16,A Parker,1,25,2
14,R Cote,0,14,1
48,R Bagg,1,135,4
25,R Lankford,0,55,4
10,R Collins,0,21,3
11,N Roosevelt,0,18,2
9,N Demski,0,11,2
5,S Moore,0,5,1
2,K Lawrence,0,2,1
43,G Ellingson,0,121,6
27,C Williams,1,62,7
38,K Paden,0,53,2
20,E Jackson,1,50,3
11,B Sinopoli,0,37,5
7,N Grigsby,0,11,2
7,P Lavoie,0,7,1
20,A Bowman,0,96,10
22,C Getzlaf,0,61,4
10,D Walker,0,26,3
17,N Coehoorn,0,25,2
14,J White IV,0,24,3
8,C McCarty,0,12,2
11,C Watson,0,10,2
31,D Walker,0,132,10
34,A Bowman,0,107,9
11,C Watson,0,24,3
19,J White IV,0,17,4
9,C Getzlaf,0,13,2
7,N Coehoorn,0,7,1
42,B Cunningham,0,98,5
15,B Rutley,0,55,6
19,S Giguere,0,48,4
14,N Lewis,0,37,3
11,D Carter,0,28,3
5,C Louks,0,5,1
62,D Spencer,1,146,11
23,K Shaw,0,63,7
34,L Noel,1,51,2
10,D Wylie,0,30,3
13,A Durie,0,23,2
23,W Miles,0,23,1
14,B Whitaker,0,14,1
4,K Bradfield,0,4,1
4,A Coombs,0,4,1
79,C Denmark,2,195,7
8,T Mayo,0,17,3
7,R Kohlert,0,13,2
6,J Davis,0,9,3
8,A Harris,0,8,1
4,K Adams,0,4,1
16,N Roosevelt,0,79,8
35,R Collins,0,68,4
13,R Bagg,0,50,6
14,S Chambers,0,33,3
17,K Lawrence,0,24,2
13,J Stanford,0,13,1
25,M McDaniel,0,110,8
63,J Messam,0,86,3
64,S Charbonneau Campeau,0,64,1
8,L Durant,0,16,3
9,R Cote,0,14,2
8,B Grant,0,8,1
35,E Arceneaux,2,105,5
38,B Burnham,1,71,2
25,S Gore,0,63,6
15,G Boldewijn,0,32,3
15,M Iannuzzi,0,18,2
9,C Rainey,0,9,1
8,R Lumbala,0,8,1
51,C Owens,0,95,4
27,L Tasker,1,86,8
35,C Gable,0,68,5
31,T Toliver,1,58,3
8,A Fantuz,0,24,4
48,E Jackson,1,120,7
58,C Williams,1,97,5
39,K Paden,0,49,2
13,B Sinopoli,0,40,6
10,K Lafrance,0,21,3
8,B Gillanders,0,15,2
67,D Carter,2,126,5
23,N Lewis,1,102,8
27,B Cunningham,0,64,3
17,S Giguere,1,25,2
25,C Louks,0,25,1
15,B Rutley,1,24,3
6,J Beaulieu,0,11,2
5,J Mincy,0,5,1
38,S Gore,0,44,3
42,B Burnham,0,42,1
17,M Iannuzzi,0,35,3
26,E Arceneaux,0,27,2
13,G Boldewijn,0,13,1
5,J Johnson,0,8,2
9,C Rainey,0,3,2
33,A Parker,0,97,5
16,M McDaniel,0,80,10
34,D Daniels,0,66,4
21,B Grant,1,36,3
20,T Harrison,0,30,3
15,S Charbonneau Campeau,0,15,1
13,R Cote,1,13,1
3,J Messam,0,3,1
2,C Power,0,2,1
9,D Spencer,0,37,6
8,K Elliott,0,15,2
6,A Dupuis,0,14,2
9,B Whitaker,0,14,2
10,K Shaw,0,10,1
0,A Coombs,0,0,1
52,A Bowman,1,86,3
70,C Watson,0,84,5
17,C McCarty,0,53,5
30,N Coehoorn,1,42,3
19,D Walker,1,37,3
14,J White IV,0,34,4
9,C Getzlaf,0,26,3
47,T Toliver,1,139,5
37,A Fantuz,1,77,4
58,B Banks,1,67,3
24,C Owens,2,58,4
15,L Tasker,1,38,5
22,C Gable,0,35,4
7,S Watt,0,7,1
39,C Holley,0,80,5
26,N Roosevelt,0,61,4
15,R Bagg,0,28,3
12,M Ford,0,20,3
10,K Lawrence,0,19,2
11,S Chambers,0,16,2
13,S Moore,0,13,1
11,R Collins,0,11,1
44,G Ellingson,0,142,5
53,C Williams,0,116,5
30,E Jackson,1,41,3
13,T Van,0,28,6
13,B Sinopoli,0,20,2
16,K Paden,0,16,1
24,E Arceneaux,0,96,7
34,B Burnham,0,86,6
17,G Boldewijn,0,53,4
13,S Gore,0,31,3
6,A Allen,0,11,2
10,C Rainey,1,10,1
5,S Murray Lawrence,0,5,1
20,B Cunningham,0,80,8
16,T Sutton,0,65,7
14,N Lewis,0,58,6
17,S Giguere,0,32,3
11,D Carter,0,27,3
12,K Stafford,0,12,1
9,S Logan,1,9,1
16,T Mayo,0,69,7
23,A Harris,0,61,5
21,C Denmark,0,53,5
11,G Sheppard,0,32,5
11,Q McDuffie,0,18,2
46,A Bowman,0,81,4
18,C Watson,0,56,6
31,D Walker,1,50,3
15,S Bell,1,32,4
21,C Getzlaf,0,20,2
8,N Coehoorn,0,8,1
6,C McCarty,0,6,1
43,N Roosevelt,0,175,11
19,C Holley,0,65,7
19,M Ford,0,44,5
29,K Lawrence,0,43,3
25,S Chambers,0,37,2
6,S Moore,0,6,1
76,D Daniels,1,108,5
26,A Parker,0,46,3
13,B Grant,0,46,6
25,L Durant,0,45,4
15,J Messam,0,44,5
24,M McDaniel,0,33,2
2,C Power,0,2,1
35,T Toliver,2,183,9
20,L Tasker,1,100,10
43,C Owens,0,67,4
15,A Fantuz,0,53,6
14,M Coates,0,23,2
7,S Watt,0,7,1
5,C Gable,0,6,2
31,K Elliott,1,89,6
15,D Spencer,0,36,5
10,T Gurley,0,32,4
9,B Whitaker,0,20,5
14,A Dupuis,0,14,1
10,A Durie,0,10,1
7,A Coombs,0,7,1
5,K Shaw,0,5,1
20,E Arceneaux,0,61,8
17,B Burnham,0,54,4
19,M Iannuzzi,0,30,3
20,C Rainey,0,20,1
12,A Allen,0,14,3
8,C Taylor,0,8,1
7,R Lumbala,0,7,1
5,S Gore,0,5,1
26,N Lewis,1,92,10
36,K Stafford,0,36,1
26,B Cunningham,0,34,2
12,S Giguere,0,33,3
6,C Louks,0,9,2
3,T Sutton,0,3,1
1,J Beaulieu,0,1,1
41,E Jackson,1,109,5
14,C Williams,0,91,10
16,B Sinopoli,0,63,8
13,T Van,0,13,2
9,P Lavoie,0,9,1
44,C Holley,1,121,10
54,R Collins,0,97,5
22,N Roosevelt,0,97,8
15,R Bagg,0,36,6
8,K Lawrence,0,24,5
17,S Chambers,0,17,1
7,N Demski,0,7,1
82,Q McDuffie,1,153,7
24,W Dressler,0,77,7
15,G Sheppard,0,46,5
11,C Denmark,0,38,4
8,A Harris,0,17,3
10,R Kohlert,0,10,1
30,B Grant,1,95,6
57,A Parker,1,81,3
53,M McDaniel,0,67,4
19,D Daniels,0,57,4
19,J Messam,0,49,6
26,L Durant,0,26,1
5,J Brescacin,0,5,1
36,D Walker,1,73,5
10,A Bowman,0,52,7
14,C Watson,0,24,2
12,J White IV,0,23,4
13,N Coehoorn,0,21,2
13,K Doe,0,13,1
8,C Getzlaf,0,8,1
5,C McCarty,0,5,1
39,L Tasker,1,122,5
20,T Toliver,1,64,5
28,C Owens,1,63,6
25,A Fantuz,0,48,5
12,C Gable,0,28,3
14,B Banks,1,17,2
13,M Coates,0,13,1
4,C Prime,0,4,1
65,D Spencer,0,132,8
42,K Shaw,0,90,5
27,T Gurley,2,86,8
18,B Whitaker,1,39,6
21,A Coombs,0,20,2
14,A Dupuis,0,14,1
5,D Cross,0,5,1
46,B Burnham,0,138,6
25,E Arceneaux,1,68,5
24,S Gore,0,52,4
16,G Boldewijn,0,48,5
18,C Rainey,0,30,2
8,M Iannuzzi,0,8,1
37,B Cunningham,0,101,5
40,D Carter,0,76,5
26,N Lewis,0,71,5
16,T Sutton,0,35,3
7,J Beaulieu,0,8,2
3,K Stafford,0,1,2
50,W Dressler,0,135,7
38,J Feoli Gudino,0,42,2
12,Q McDuffie,0,29,5
8,G Sheppard,0,14,2
8,R Smith,0,14,2
6,A Harris,0,13,3
58,N Roosevelt,1,121,6
17,N Demski,0,41,2
17,C Holley,0,41,5
13,G Morris,0,26,3
17,S Chambers,0,20,2
11,R Collins,0,17,2
9,K Lawrence,0,9,1
6,R Bagg,0,8,2
104,D Walker,1,164,7
26,A Bowman,1,119,10
32,J White IV,0,49,3
13,C Getzlaf,0,41,4
8,N Coehoorn,0,25,4
9,C Watson,0,18,4
10,M Miller,0,17,2
30,D Daniels,2,113,6
27,B Grant,1,89,6
22,M McDaniel,0,44,3
16,A Parker,0,38,4
10,J Messam,0,28,4
20,R Finch,0,20,1
6,R Cote,0,6,1
24,K Elliott,0,91,6
45,T Gurley,1,67,3
19,K Shaw,0,66,6
20,D Spencer,0,61,6
17,A Coombs,0,22,2
10,B Whitaker,0,19,3
3,A Dupuis,0,3,1
59,T Toliver,1,111,5
25,C Owens,0,44,7
32,C Gable,0,33,2
11,L Tasker,0,24,3
16,B Banks,0,13,2
7,A Fantuz,0,13,2
5,M Coates,0,5,1
31,A Fantuz,0,65,4
25,S Watt,0,51,3
42,C Owens,0,48,2
18,L Tasker,1,44,6
25,R Scheuerman,0,40,5
16,T Toliver,0,30,3
11,B Banks,0,13,2
14,B Cunningham,0,63,7
14,T Sutton,0,44,5
18,D Carter,0,39,4
11,S Giguere,0,19,2
3,N Lewis,0,3,1
18,W Dressler,0,93,8
18,T Flanders,0,34,4
15,C Denmark,1,30,3
26,G Sheppard,0,26,1
9,Q McDuffie,0,23,4
10,J Feoli Gudino,0,21,3
5,R Kohlert,0,5,1
49,K Shaw,2,90,6
32,D Spencer,1,58,6
21,K Elliott,0,39,3
13,T Gurley,1,31,4
29,D Wylie,0,29,1
12,A Durie,0,12,1
12,B Whitaker,0,12,1
39,M McDaniel,1,102,5
50,B Grant,0,58,2
17,A Parker,0,46,4
32,J Messam,0,37,2
14,L Durant,0,35,3
25,J Brescacin,0,35,2
11,D Daniels,1,34,4
6,R Finch,0,6,1
41,E Jackson,1,93,4
39,J Criner,0,91,4
63,G Ellingson,1,82,4
13,P Lavoie,0,13,1
6,B Sinopoli,0,6,3
5,T Van,0,5,1
4,C Williams,0,4,1
3,K Lafrance,0,3,1
18,C Holley,0,60,4
18,A Edwards,0,60,6
16,C Steele,0,26,3
13,R Lankford,0,14,2
8,G Morris,0,8,1
8,N Demski,0,6,4
63,A Bowman,0,152,9
72,N Coehoorn,1,78,2
12,D Walker,0,44,5
17,C Watson,0,21,2
11,C Getzlaf,0,11,1
32,B Sinopoli,0,116,9
14,G Ellingson,0,60,6
34,C Williams,0,56,3
9,E Jackson,0,31,5
12,J Criner,0,12,1
43,T Gurley,0,57,3
11,B Whitaker,0,46,9
14,K Elliott,1,46,4
19,V Hazelton,0,37,3
9,D Spencer,0,26,7
10,A Coombs,0,13,3
58,A Bowman,1,121,6
17,D Walker,0,80,6
15,B Zylstra,0,48,4
16,C Getzlaf,0,32,3
9,S Bell,0,12,3
6,N Coehoorn,0,7,2
68,E Arceneaux,2,164,7
18,S Gore,0,35,3
15,J Johnson,0,29,2
15,M Iannuzzi,0,21,2
19,B Burnham,0,19,1
10,C Rainey,0,10,1
29,K Jorden,1,126,9
30,M McDaniel,0,87,5
32,L Durant,1,74,4
27,D Daniels,0,63,5
8,J Messam,0,12,3
4,T Harrison,0,4,1
3,R Cote,0,3,1
40,R Smith,0,95,6
14,C Denmark,1,84,9
18,T Flanders,0,48,6
25,W Dressler,0,31,3
15,J Feoli Gudino,1,20,2
9,R Kohlert,0,9,1
30,C Holley,0,110,8
34,R Bagg,0,96,8
46,A Edwards,1,88,7
53,N Demski,0,60,3
12,S Chambers,0,12,1
6,R Lankford,0,11,2
1,C Steele,0,1,1
26,A Fantuz,0,113,9
36,S Watt,0,53,4
14,J Chiles,0,41,4
28,A Woodson,0,38,2
11,J Collins,0,21,2
21,M Jones,0,21,1
16,B Banks,1,15,3
8,M Ford,0,8,1
49,W Dressler,1,79,4
36,C Denmark,1,64,4
33,T Flanders,0,63,5
20,J Feoli Gudino,0,52,5
17,R Kohlert,0,44,3
11,R Smith,0,28,5
0,C Normand,0,0,0
61,D Walker,1,120,8
19,A Bowman,1,97,8
30,J White IV,0,64,7
23,C Getzlaf,0,29,2
12,B Zylstra,0,29,4
7,N Coehoorn,0,16,3
21,A Fantuz,0,130,15
13,T Toliver,0,33,3
12,B Banks,0,31,3
9,J Chiles,0,25,5
6,S Watt,0,16,3
13,M Ford,0,13,1
9,J Collins,0,9,1
8,J Masoli,0,8,0
6,M Jones,0,6,1
59,D Daniels,2,123,5
37,K Jorden,0,69,6
18,J Messam,0,43,4
20,M McDaniel,0,34,3
13,L Durant,0,13,1
11,S Charbonneau Campeau,0,11,1
6,A Parker,0,6,1
43,S Gore,0,85,4
31,T Sinkfield,1,84,4
49,E Arceneaux,1,64,4
30,C Rainey,1,34,2
18,B Burnham,0,28,2
16,M Iannuzzi,0,28,2
19,S Adekolu,0,19,1
6,S Murray Lawrence,0,6,1
68,C Williams,1,155,5
47,E Jackson,0,122,6
24,B Sinopoli,1,73,8
30,G Ellingson,0,56,4
17,P Lavoie,0,43,4
11,M Madu,0,16,3
11,J Smith,0,11,1
9,J Criner,0,9,1
0,J Harty,0,0,0
48,K Stafford,2,60,3
31,D Carter,0,45,3
17,N Lewis,0,44,5
15,B Cunningham,1,38,3
15,S Giguere,1,15,1
8,S Logan,0,8,1
1,T Sutton,0,0,2
32,D Spencer,0,63,5
30,T Gurley,0,48,3
11,B Whitaker,0,37,6
10,A Coombs,0,29,4
19,A Durie,0,27,3
11,K Shaw,0,19,2
14,K Elliott,0,14,2
7,A Dupuis,0,7,1
20,G Ellingson,2,97,6
28,E Jackson,0,46,5
23,C Williams,1,40,3
13,M Madu,0,21,2
19,J Criner,0,19,1
9,B Sinopoli,0,19,3
16,J Smith,0,16,1
25,A Edwards,0,83,6
46,R Bagg,1,82,3
20,C Holley,0,36,2
29,J Fuller,0,34,2
10,N Demski,1,29,4
18,C Steele,0,26,3
25,J Craig,0,25,1
13,S Chambers,0,13,1
38,W Dressler,0,65,5
13,A Harris,1,50,5
13,R Smith,0,42,6
22,C Denmark,1,39,4
19,R Kohlert,0,37,2
4,M Nichols,1,4,1
55,B Burnham,0,208,9
35,E Arceneaux,0,150,10
22,M Iannuzzi,0,36,3
7,T Sinkfield,0,14,2
10,S Adekolu,0,10,1
5,A Allen,0,5,2
26,S Giguere,1,64,3
36,D Carter,0,61,3
26,N Lewis,0,49,4
20,B Cunningham,0,48,4
15,B Rutley,0,25,5
21,K Stafford,0,21,1
59,A Bowman,0,112,6
35,B Zylstra,1,104,6
42,D Walker,0,96,5
8,C Getzlaf,1,21,3
8,J White IV,0,13,5
18,K Shaw,1,70,6
17,B Jones,0,39,5
10,D Spencer,1,32,4
25,A Durie,0,25,1
8,B Whitaker,0,22,4
11,A Coombs,0,12,2
12,D Posey,0,12,1
6,B Malena,0,3,2
0,L Noel,0,0,1
61,D Daniels,1,126,5
41,K Jorden,1,117,8
8,R Cote,1,21,3
20,J Messam,0,20,1
9,M McDaniel,0,12,2
8,L Durant,0,8,1
4,S Charbonneau Campeau,0,8,2
33,T Toliver,1,96,6
11,A Fantuz,0,66,8
23,J Chiles,1,43,4
20,J Collins,1,39,3
15,B Banks,0,15,1
8,C Gable,0,13,2
6,D Washington,0,6,1
62,E Jackson,1,106,5
41,J Criner,0,85,3
36,B Sinopoli,0,63,6
26,G Ellingson,0,58,4
8,K Paden,0,43,3
15,M Madu,0,39,5
62,T Sinkfield,0,96,3
30,S Gore,1,61,3
29,M Iannuzzi,0,55,4
21,B Burnham,0,48,4
14,C Rainey,1,40,5
8,E Arceneaux,0,16,2
11,R Lumbala,0,11,1
17,A Harris,0,80,8
30,C Denmark,1,75,6
33,T Gurley,0,55,3
20,W Dressler,0,53,4
11,R Smith,0,32,4
3,R Kohlert,0,3,1
3,Q McDuffie,0,3,1
23,B Jones,0,57,4
22,B Whitaker,1,41,4
15,A Coombs,0,34,5
11,D Posey,0,18,3
10,D Spencer,0,14,3
13,A Durie,0,13,1
12,D Cross,0,12,1
5,K Shaw,0,5,1
54,R Collins,1,113,7
6,C Holley,1,16,3
12,N Demski,0,15,2
10,R Bagg,0,10,1
7,J Craig,0,7,1
4,B Bridge,0,4,1
3,J McKnight,0,3,1
18,M McDaniel,0,81,8
16,D Daniels,0,65,6
25,K Jorden,0,61,5
14,A Parker,1,29,3
9,R Cote,0,9,1
3,J Messam,0,6,2
5,T Harrison,0,5,1
20,N Lewis,0,65,5
11,B Cunningham,0,28,3
15,S Logan,0,15,1
8,B Rutley,0,15,3
1,K Matte,0,1,1
25,E Jackson,2,102,10
32,G Ellingson,0,75,5
28,K Paden,0,74,4
35,J Criner,1,53,2
20,B Sinopoli,0,48,4
15,M Madu,0,29,3
12,P Lavoie,0,23,2
14,S MacDonell,0,14,1
39,K Elliott,1,102,5
23,T Toliver,0,89,7
12,A Fantuz,0,67,8
45,J Collins,0,45,1
19,J Chiles,1,31,4
20,K Lawrence,0,20,1
5,C Gable,1,5,1
41,D Daniels,2,94,3
15,K Jorden,0,53,5
34,S Charbonneau Campeau,0,47,2
9,L Durant,0,24,5
21,A Parker,0,22,2
11,J Nixon,0,11,1
7,J Messam,0,7,1
0,T Harrison,0,0,1
29,K Shaw,0,112,8
41,D Spencer,0,64,5
28,D Posey,0,62,3
25,B Jones,0,31,2
10,B Whitaker,1,30,8
7,A Dupuis,0,12,2
14,J McKnight,0,81,9
12,N Demski,0,33,6
33,G Morris,0,33,1
14,C Holley,0,31,3
7,R Collins,0,27,4
6,S Chambers,0,6,1
35,N Lewis,0,74,3
27,B Cunningham,0,34,2
22,M Henry,1,22,1
8,T Underwood,0,21,3
18,S Logan,0,18,1
8,S Giguere,0,8,1
70,E Arceneaux,2,132,8
33,B Burnham,0,78,5
12,T Sinkfield,0,21,3
14,R Lumbala,0,14,1
8,J Johnson,0,12,2
10,M Iannuzzi,0,10,1
6,S Gore,0,6,1
21,A Bowman,1,89,7
14,B Zylstra,0,55,5
16,D Walker,0,46,5
19,J White IV,0,37,2
11,C Getzlaf,0,17,2
7,N Coehoorn,0,11,2
