average punt return, average punt return yards, longest punt return, name, punt return touchdowns, punt returns
10.000,,10,Chad Morton,0,1
26.000,,26,Santana Moss,0,1
0.000,,8,Antonio Brown,0,4
13.000,,16,Troy Brown,0,2
11.000,,11,Deion Branch,0,1
2.000,,2,Bethel Johnson,0,1
17.000,,36,Steve Smith,0,6
9.000,,14,Jermaine Lewis,0,4
1.000,,6,Peter Warrick,0,2
8.000,,12,DO Neal,0,3
2.000,,2,Dennis Northcutt,0,1
2.000,,2,Brad Pyatt,0,1
0.000,,0,Reggie Swinton,0,1
6.000,,15,Allen Rossum,0,5
25.000,,57,Eddie Drummond,1,3
6.000,,14,Anquan Boldin,0,3
6.000,,7,Antonio Chatman,0,2
0.000,,0,Keenan Howry,0,1
7.000,,12,Dante Hall,0,3
11.000,,16,Eric Parker,0,4
2.000,,4,Charlie Rogers,0,2
3.000,,11,JJ Moses,0,4
4.000,,4,Brian Mitchell,0,1
0.000,,0,Omar Stoutmire,0,1
11.000,,13,Arlen Harris,0,2
9.000,,9,Antwaan Randle El,0,1
5.000,,14,Lamont Brightful,0,4
8.000,,10,Bobby Engram,0,3
7.000,,9,Michael L Lewis,0,4
6.000,,18,Arland Bruce,0,4
5.000,,5,Jimmy Williams,0,1
4.000,,10,Bobby Wade,0,2
14.000,,33,Justin McCareins,0,5
0.000,,0,Phillip Buchanon,0,2
1.000,,1,Eric Johnson,0,1
3.000,,5,Lito Sheppard,0,4
7.000,,15,Karl Williams,0,4
7.000,,7,Anquan Boldin,0,1
0.000,,0,Bryant Johnson,0,0
16.000,,27,Bobby Engram,0,3
14.000,,26,Allen Rossum,0,5
6.000,,6,Woody Dantzler,0,1
5.000,,5,Chad Morton,0,1
10.000,,44,Lamont Brightful,0,5
0.000,,0,Ed Reed,0,0
9.000,,10,Dennis Northcutt,0,2
3.000,,6,Antonio Chatman,0,2
0.000,,0,Marcus Wilkins,0,1
4.000,,5,Eddie Drummond,0,2
13.000,,21,Brad Pyatt,0,3
6.000,,12,Justin McCareins,0,3
8.000,,8,Jermaine Lewis,0,1
6.000,,6,Rashean Mathis,0,1
12.000,,18,Antonio Brown,0,3
15.000,,45,Dante Hall,0,4
4.000,,7,Antwaan Randle El,0,2
18.000,,35,Keenan Howry,0,2
11.000,,11,RW McQuarters,0,1
3.000,,7,Michael L Lewis,0,4
6.000,,12,JJ Moses,0,5
4.000,,7,Santana Moss,0,3
0.000,,0,Charlie Rogers,0,0
7.000,,18,Brian Westbrook,0,4
9.000,,16,Troy Brown,0,5
16.000,,37,Phillip Buchanon,0,5
18.000,,27,Peter Warrick,0,3
14.000,,28,Eric Parker,0,3
5.000,,14,DO Neal,0,3
3.000,,9,Arlen Harris,0,4
5.000,,16,Jimmy Williams,0,3
4.000,,8,Karl Williams,0,4
22.000,,52,Steve Smith,0,3
9.000,,9,Brian Mitchell,0,1
11.000,,18,Zuriel Smith,0,4
6.000,,7,Anquan Boldin,0,2
0.000,,0,Bryant Johnson,0,0
15.000,,33,Antonio Chatman,0,4
33.000,,42,Allen Rossum,0,2
