assists, faceoffs lost, faceoffs won, goals, minutes, minutes even, minutes power play, minutes short handed, name, number, penalty minutes, plus minus, points, position, power play goals, shifts, short handed goals, shots on goal
0,,,0,15,15,0,0,Brian Gionta,12,2,0,0,RW,0,18,0,4
0,,,0,10,7,0,2,Torrey Mitchell,17,0,-1,0,C,0,12,0,0
0,0,4,0,15,14,0,0,Cody Hodgson,19,0,0,0,C,0,18,0,1
0,2,3,0,17,13,1,2,Drew Stafford,21,0,-1,0,RW,0,20,0,1
0,11,4,0,13,13,0,0,Sam Reinhart,23,0,0,0,C,0,17,0,0
0,,,0,14,13,1,0,Matt Moulson,26,0,-1,0,LW,0,17,0,3
0,7,8,1,15,13,0,1,Zemgus Girgensons,28,0,1,1,C,0,20,0,2
0,,,0,20,16,0,3,Andrej Meszaros,41,0,-1,0,D,0,26,0,0
0,,,0,6,6,0,0,Nicolas Deslauriers,44,0,-1,0,LW,0,8,0,0
0,,,0,16,14,1,0,Rasmus Ristolainen,55,2,0,0,D,0,18,0,0
0,,,0,24,19,1,3,Tyler Myers,57,2,0,0,D,0,27,0,1
0,,,0,20,17,0,2,Andre Benoit,61,0,-1,0,D,0,27,0,2
0,4,5,0,17,13,1,2,Tyler Ennis,63,0,-1,0,C,0,22,0,1
0,,,0,14,14,0,0,Chris Stewart,80,0,1,0,RW,0,19,0,5
1,0,1,0,17,15,0,1,Marcus Foligno,82,0,1,1,LW,0,21,0,2
0,,,0,0,0,0,0,Ray Emery,29,0,,0,G,0,,0,0
0,,,0,58,47,5,5,Steve Mason,35,0,,0,G,0,,0,0
0,,,0,17,16,0,0,Nicklas Grossmann,8,4,1,0,D,0,27,0,1
0,0,1,0,15,14,0,0,Brayden Schenn,10,0,0,0,C,0,19,0,3
0,,,0,10,8,0,1,Michael Raffl,12,0,-4,0,LW,0,16,0,0
0,6,10,0,19,16,0,2,Sean Couturier,14,0,0,0,C,0,23,0,3
0,,,0,18,16,1,0,Michael Del Zotto,15,0,-4,0,D,0,30,0,5
1,,,2,17,13,4,0,Wayne Simmonds,17,0,2,3,RW,1,22,0,4
0,,,0,12,12,0,0,RJ Umberger,18,0,-2,0,LW,0,16,0,1
0,,,0,16,13,0,2,Luke Schenn,22,0,-5,0,D,0,29,0,3
1,,,0,19,16,0,3,Matt Read,24,0,0,1,RW,0,24,0,1
1,9,12,1,19,14,4,0,Claude Giroux,28,0,-4,2,C,1,24,0,7
2,,,0,25,19,5,1,Mark Streit,32,0,-1,2,D,0,31,0,1
0,,,0,9,8,0,1,Zac Rinaldo,36,0,0,0,C,0,17,0,1
1,5,5,1,14,10,4,0,Vincent Lecavalier,40,0,-1,2,C,0,21,0,3
0,,,0,11,11,0,0,Jason Akeson,42,0,0,0,RW,0,16,0,0
1,,,0,22,18,0,3,Andrew MacDonald,47,0,1,1,D,0,27,0,1
0,,,0,14,13,0,1,Nick Schultz,55,0,0,0,D,0,18,0,1
0,4,4,0,11,9,0,1,Pierre Bellemare,78,2,0,0,LW,0,19,0,2
1,,,0,17,12,4,0,Jakub Voracek,93,0,-4,1,RW,0,22,0,2
0,,,0,0,0,0,0,Thomas Greiss,1,0,,0,G,0,,0,0
0,,,0,60,45,6,7,Marc Andre Fleury,29,0,,0,G,0,,0,0
3,,,0,15,15,0,0,Olli Maatta,3,0,2,3,D,0,23,0,1
0,,,0,18,13,0,4,Rob Scuderi,4,0,1,0,D,0,26,0,0
0,,,0,21,15,1,4,Paul Martin,7,0,2,0,D,0,30,0,3
3,,,1,16,11,2,3,Pascal Dupuis,9,0,3,4,RW,0,30,0,5
0,,,0,20,14,2,2,Christian Ehrhoff,10,0,1,0,D,0,26,0,2
0,4,9,0,12,10,0,1,Nick Spaling,13,2,-1,0,C,0,23,0,1
1,1,0,0,19,14,4,0,Chris Kunitz,14,2,2,1,LW,0,25,0,1
0,10,12,1,18,12,2,4,Brandon Sutter,16,0,3,1,C,0,31,1,1
0,,,1,11,11,0,0,Blake Comeau,17,2,0,1,LW,0,18,0,3
0,,,0,13,10,2,0,Steve Downie,23,0,0,0,RW,0,17,0,2
0,,,0,8,5,0,2,Craig Adams,27,0,0,0,RW,0,19,0,2
0,,,0,7,7,0,0,Zach Sill,38,5,0,0,C,0,14,0,0
0,,,0,15,15,0,0,Simon Despres,47,0,1,0,D,0,19,0,4
0,5,6,0,12,10,0,2,Marcel Goc,57,0,-1,0,C,0,21,0,2
0,,,0,23,15,5,2,Kris Letang,58,0,1,0,D,0,26,0,3
1,0,1,0,16,12,4,0,Evgeni Malkin,71,4,1,1,C,0,23,0,0
1,,,1,17,13,3,0,Patric Hornqvist,72,0,2,2,RW,0,24,0,4
1,14,10,2,20,15,4,0,Sidney Crosby,87,0,2,3,C,1,25,0,5
0,,,0,0,0,0,0,Justin Peters,35,0,,0,G,0,,0,0
0,,,0,65,51,6,6,Braden Holtby,70,0,,0,G,0,,0,0
0,,,0,26,22,2,2,Matt Niskanen,2,0,-1,0,D,0,30,0,2
0,,,0,22,17,4,0,Alexander Ovechkin,8,4,-1,0,RW,0,29,0,4
0,1,1,0,21,18,2,0,Eric Fehr,16,2,-1,0,RW,0,27,0,2
0,8,15,0,22,17,4,0,Nicklas Backstrom,19,2,-1,0,C,0,31,0,2
1,2,3,0,18,10,4,3,Troy Brouwer,20,0,1,1,RW,0,27,0,2
0,8,5,0,17,14,0,2,Brooks Laich,21,0,0,0,C,0,26,0,2
0,3,2,0,16,12,0,3,Jason Chimera,25,0,0,0,LW,0,25,0,2
0,,,0,22,21,0,1,Karl Alzner,27,0,-1,0,D,0,30,0,1
0,,,0,14,12,0,1,Jack Hillen,38,0,1,0,D,0,22,0,0
0,1,1,0,19,14,2,3,Joel Ward,42,0,0,0,RW,0,29,0,0
0,,,0,23,18,0,4,Brooks Orpik,44,2,0,0,D,0,36,0,0
0,11,3,1,15,13,2,0,Andre Burakovsky,65,0,1,1,LW,0,24,0,2
0,1,0,0,3,3,0,0,Chris Brown,67,0,0,0,C,0,7,0,1
0,,,0,23,14,4,4,John Carlson,74,2,0,0,D,0,35,0,4
0,,,0,60,47,5,6,Jimmy Howard,35,0,,0,G,0,,0,0
0,,,0,0,0,0,0,Jonas Gustavsson,50,0,,0,G,0,,0,0
0,,,0,21,20,0,1,Brendan Smith,2,2,0,0,D,0,28,0,1
0,,,0,13,13,0,0,Jakub Kindl,4,2,0,0,D,0,23,0,1
0,,,1,17,14,0,1,Justin Abdelkader,8,0,0,1,LW,0,24,0,3
0,1,0,1,12,10,2,0,Gustav Nyquist,14,0,0,1,RW,1,21,0,2
0,4,9,0,14,12,2,0,Riley Sheahan,15,0,0,0,C,0,20,0,1
0,2,2,0,12,9,0,2,Joakim Andersson,18,0,0,0,C,0,17,0,0
0,2,0,0,13,9,0,3,Drew Miller,20,0,0,0,LW,0,20,0,2
0,,,0,14,11,2,0,Tomas Tatar,21,2,0,0,LW,0,21,0,3
0,,,0,14,11,2,0,Tomas Jurco,26,0,0,0,RW,0,18,0,0
0,,,0,17,14,0,2,Kyle Quincey,27,0,0,0,D,0,25,0,2
0,7,10,0,19,15,3,0,Henrik Zetterberg,40,2,0,0,LW,0,25,0,3
0,7,4,0,14,10,0,4,Luke Glendening,41,0,0,0,C,0,21,0,1
1,2,6,0,12,10,2,0,Darren Helm,43,0,0,1,C,0,20,0,0
0,,,0,12,10,2,0,Andrej Nestrasil,49,0,0,0,C,0,19,0,1
0,,,0,20,15,0,4,Jonathan Ericsson,52,0,-1,0,D,0,34,0,0
0,,,0,21,15,2,3,Niklas Kronwall,55,0,1,0,D,0,34,0,0
1,,,0,20,15,2,1,Danny DeKeyser,65,0,0,1,D,0,29,0,2
2,,,0,16,13,3,0,Johan Franzen,93,2,0,2,RW,0,23,0,2
0,,,0,0,0,0,0,Evgeni Nabokov,20,0,,0,G,0,,0,0
1,,,0,61,45,11,4,Ben Bishop,30,0,,1,G,0,,0,0
0,,,0,17,16,0,1,Jason Garrison,5,0,-1,0,D,0,21,0,2
1,,,0,22,15,4,1,Anton Stralman,6,0,0,1,D,0,24,0,1
0,,,0,15,15,0,0,Radko Gudas,7,2,-1,0,D,0,21,0,0
0,2,5,1,17,11,4,1,Tyler Johnson,9,0,0,1,C,1,22,0,4
0,,,0,7,7,0,0,Brenden Morrow,10,0,0,0,LW,0,12,0,0
0,8,3,0,10,8,0,1,Brian Boyle,11,0,0,0,C,0,16,0,1
0,0,2,0,11,8,3,0,Brett Connolly,14,2,-1,0,RW,0,16,0,0
0,,,0,16,11,4,0,Alex Killorn,17,0,-1,0,C,0,19,0,1
0,,,0,19,13,5,1,Ondrej Palat,18,2,0,0,LW,0,23,0,3
0,,,0,12,10,0,1,JT Brown,23,0,0,0,RW,0,16,0,0
0,0,2,1,20,12,7,1,Ryan Callahan,24,0,-1,1,RW,1,22,0,3
0,,,0,16,15,0,1,Matt Carle,25,0,-1,0,D,0,19,0,0
2,9,6,0,21,12,7,1,Valtteri Filppula,51,0,-1,2,C,0,24,0,1
0,,,0,15,14,0,1,Andrej Sustr,62,0,-1,0,D,0,19,0,3
1,,,1,22,14,7,1,Victor Hedman,77,0,0,2,D,1,25,0,3
0,,,0,12,8,3,0,Nikita Kucherov,86,2,-1,0,RW,0,16,0,4
0,3,4,0,10,8,1,0,Vladislav Namestnikov,90,0,-1,0,C,0,14,0,3
0,9,14,0,23,15,7,0,Steven Stamkos,91,2,0,0,C,0,26,0,3
0,,,0,59,45,8,4,Brian Elliott,1,0,,0,G,0,,0,0
0,,,0,0,0,0,0,Jake Allen,34,0,,0,G,0,,0,0
0,,,0,14,12,0,2,Barret Jackman,5,0,-1,0,D,0,20,0,1
0,,,0,14,10,2,1,Steve Ott,9,2,0,0,C,0,23,0,1
0,1,0,0,10,8,1,0,Joakim Lindstrom,10,0,-1,0,C,0,17,0,2
0,1,10,0,16,12,2,0,Jori Lehtera,12,2,-1,0,C,0,26,0,1
1,1,0,1,17,14,1,1,Jaden Schwartz,17,0,0,2,LW,0,28,0,2
0,,,0,23,17,3,2,Jay Bouwmeester,19,0,0,0,D,0,35,0,0
0,1,1,0,18,11,4,1,Alexander Steen,20,0,0,0,LW,0,29,0,2
0,1,4,0,16,13,1,0,Patrik Berglund,21,0,-1,0,C,0,27,0,1
0,,,0,22,16,4,1,Kevin Shattenkirk,22,0,0,0,D,0,34,0,2
0,9,6,1,17,13,3,0,Paul Stastny,26,0,0,1,C,0,26,0,3
1,,,0,25,19,3,2,Alex Pietrangelo,27,0,-1,1,D,0,30,0,0
0,,,0,14,14,0,0,Ian Cole,28,2,1,0,D,0,21,0,2
0,,,0,15,14,0,0,Jordan Leopold,33,0,-1,0,D,0,19,0,0
0,6,1,0,7,5,0,1,Maxim Lapierre,40,0,0,0,C,0,17,0,0
1,5,9,0,17,13,3,1,David Backes,42,0,0,1,C,0,28,0,3
0,,,0,17,12,4,0,TJ Oshie,74,5,-1,0,RW,0,25,0,0
0,,,0,7,7,0,0,Ryan Reaves,75,2,0,0,RW,0,14,0,1
1,,,0,18,15,3,0,Vladimir Tarasenko,91,2,1,1,RW,0,25,0,4
0,,,0,0,0,0,0,Carter Hutton,30,0,,0,G,0,,0,0
0,,,0,60,44,5,9,Pekka Rinne,35,0,,0,G,0,,0,0
0,,,0,19,13,1,4,Seth Jones,3,0,0,0,D,0,24,0,1
1,,,0,15,13,1,0,Ryan Ellis,4,0,1,1,D,0,19,0,5
0,,,1,26,18,3,4,Shea Weber,6,2,1,1,D,0,32,0,4
2,,,0,15,12,2,0,Filip Forsberg,9,0,2,2,C,0,20,0,0
0,1,0,0,14,12,0,2,Olli Jokinen,13,0,0,0,C,0,21,0,6
0,,,0,14,12,0,1,Mattias Ekholm,14,0,0,0,D,0,19,0,0
0,,,1,13,11,2,0,Craig Smith,15,2,0,1,C,1,17,0,3
0,,,0,5,5,0,0,Richard Clune,16,0,0,0,LW,0,5,0,0
0,,,0,16,13,3,0,James Neal,18,2,-1,0,LW,0,21,0,7
0,2,3,0,13,11,0,1,Calle Jarnkrok,19,0,0,0,C,0,21,0,1
0,,,0,15,12,0,3,Anton Volchenkov,20,2,0,0,D,0,21,0,1
1,6,7,0,14,10,1,2,Derek Roy,21,0,0,1,C,0,22,0,1
0,,,1,11,7,0,3,Eric Nystrom,24,2,2,1,LW,0,14,0,1
2,3,14,0,14,8,0,5,Paul Gaustad,28,0,2,2,C,0,19,0,1
0,2,3,0,14,14,0,0,Colin Wilson,33,0,0,0,C,0,18,0,1
0,,,0,17,10,3,2,Gabriel Bourque,57,0,-1,0,LW,0,25,0,4
0,,,0,27,18,3,5,Roman Josi,59,0,0,0,D,0,32,0,0
0,14,9,0,18,14,3,0,Mike Ribeiro,63,0,-1,0,C,0,22,0,1
0,,,0,0,0,0,0,Anders Lindback,29,0,,0,G,0,,0,0
0,,,0,65,47,9,7,Kari Lehtonen,32,0,,0,G,0,,0,0
0,,,0,23,19,0,4,Brenden Dillon,4,4,1,0,D,0,35,0,2
0,,,1,24,15,5,3,Trevor Daley,6,0,-1,1,D,1,34,0,2
0,0,1,0,12,8,3,0,Shawn Horcoff,10,0,0,0,C,0,17,0,3
0,3,3,0,21,12,6,2,Jamie Benn,14,0,0,0,LW,0,27,0,2
1,0,1,0,16,13,0,2,Ryan Garbutt,16,0,1,1,LW,0,28,0,3
0,,,0,7,7,0,0,Patrick Eaves,18,0,-1,0,RW,0,13,0,2
0,9,14,1,18,12,3,3,Cody Eakin,20,0,1,1,C,0,28,0,4
1,1,0,0,18,14,0,3,Antoine Roussel,21,0,1,1,LW,0,30,0,1
0,,,0,13,9,3,0,Colton Sceviour,22,0,0,0,C,0,18,0,3
0,,,0,9,9,0,0,Kevin Connauton,23,0,0,0,D,0,15,0,0
0,,,0,23,17,2,3,Jordie Benn,24,4,1,0,D,0,35,0,1
0,,,0,26,18,3,4,Alex Goligoski,33,0,-1,0,D,0,37,0,1
0,,,0,17,16,0,1,Patrik Nemeth,37,2,0,0,D,0,25,0,0
0,6,3,0,15,11,0,3,Vernon Fiddler,38,2,0,0,C,0,21,0,2
0,,,0,10,10,0,0,Valeri Nichushkin,43,0,0,0,RW,0,15,0,1
1,,,0,15,10,5,0,Ales Hemsky,83,0,-1,1,RW,0,21,0,4
1,4,10,0,17,11,6,0,Jason Spezza,90,0,-1,1,C,0,20,0,2
0,7,4,0,18,11,7,0,Tyler Seguin,91,0,0,0,C,0,22,0,1
0,,,0,0,0,0,0,Niklas Backstrom,32,0,,0,G,0,,0,0
0,,,0,59,47,4,8,Darcy Kuemper,35,0,,0,G,0,,0,0
1,,,0,13,12,1,0,Charlie Coyle,3,0,2,1,C,0,20,0,0
0,,,0,17,15,0,1,Christian Folin,5,0,0,0,D,0,21,0,2
0,,,0,18,15,0,2,Marco Scandella,6,2,2,0,D,0,31,0,2
0,7,15,0,16,12,2,1,Mikko Koivu,9,0,0,0,C,0,26,0,1
2,,,1,15,12,1,0,Zach Parise,11,0,4,3,LW,0,20,0,9
0,,,0,12,9,0,2,Jason Zucker,16,2,0,0,LW,0,20,0,1
0,0,1,0,11,10,0,0,Ryan Carter,18,6,0,0,C,0,19,0,2
1,,,1,25,18,3,3,Ryan Suter,20,0,3,2,D,0,33,0,3
0,4,5,0,12,9,0,2,Kyle Brodziak,21,0,0,0,C,0,18,0,3
0,,,1,13,9,1,2,Nino Niederreiter,22,0,1,1,RW,0,21,0,7
0,,,0,13,10,0,3,Matt Cooke,24,0,0,0,LW,0,22,0,0
0,,,0,21,17,0,3,Jonas Brodin,25,0,3,0,D,0,30,0,5
0,1,0,0,15,12,2,0,Thomas Vanek,26,0,0,0,LW,0,19,0,2
1,0,1,1,15,14,1,0,Jason Pominville,29,0,2,2,RW,0,18,0,4
0,,,1,21,15,2,3,Jared Spurgeon,46,0,2,1,D,0,34,0,2
0,,,0,16,13,1,0,Mathew Dumba,55,2,0,0,D,0,22,0,1
0,4,4,0,13,11,0,2,Erik Haula,56,0,1,0,C,0,22,0,1
2,7,6,0,15,13,1,0,Mikael Granlund,64,0,4,2,C,0,20,0,3
0,,,0,59,52,3,2,Ben Scrivens,30,0,,0,G,0,,0,0
0,,,0,0,0,0,0,Viktor Fasth,35,0,,0,G,0,,0,0
0,,,0,17,16,0,1,Jeff Petry,2,0,0,0,D,0,26,0,2
0,1,0,1,19,16,2,0,Taylor Hall,4,0,-2,1,LW,1,28,0,4
0,,,0,18,17,0,0,Mark Fayne,5,0,-3,0,D,0,23,0,3
0,,,0,10,9,0,0,Jesse Joensuu,6,0,-1,0,LW,0,16,0,2
1,,,0,14,12,1,0,Nail Yakupov,10,0,-1,1,RW,0,20,0,2
0,,,0,18,16,2,0,Jordan Eberle,14,2,-2,0,RW,0,27,0,2
0,,,1,15,13,1,0,Teddy Purcell,16,0,0,1,RW,1,21,0,4
1,,,0,23,20,2,0,Justin Schultz,19,0,-2,1,D,0,30,0,3
0,,,0,17,16,0,1,Andrew Ference,21,0,-1,0,D,0,27,0,0
0,,,0,11,10,0,0,Matt Hendricks,23,0,-1,0,LW,0,17,0,1
0,3,12,0,14,14,0,0,Mark Arcobello,26,0,0,0,C,0,21,0,2
0,4,7,0,10,8,0,1,Boyd Gordon,27,0,-1,0,C,0,21,0,4
0,6,7,0,14,13,1,0,Leon Draisaitl,29,0,-1,0,C,0,21,0,1
1,1,0,0,16,14,1,0,David Perron,57,0,0,1,LW,0,22,0,3
0,,,0,20,18,1,0,Brad Hunt,59,0,-1,0,D,0,30,0,1
0,,,0,15,13,1,0,Benoit Pouliot,67,2,-1,0,LW,0,23,0,2
0,,,0,18,17,0,1,Nikita Nikitin,86,0,-1,0,D,0,23,0,2
1,12,13,0,20,17,2,0,Ryan Nugent Hopkins,93,0,-2,1,C,0,28,0,2
0,,,0,0,0,0,0,Devan Dubnyk,40,0,,0,G,0,,0,0
0,,,0,60,44,5,9,Mike Smith,41,0,,0,G,0,,0,0
0,,,0,25,19,5,0,Keith Yandle,3,0,-1,0,D,0,28,0,2
1,,,0,19,15,0,4,Zbynek Michalek,4,2,-1,1,D,0,28,0,2
0,,,0,12,10,0,2,Connor Murphy,5,0,-1,0,D,0,19,0,0
0,9,4,0,17,15,2,0,Sam Gagner,9,2,-1,0,C,0,20,0,3
1,,,0,11,9,2,0,Martin Erat,10,2,-4,1,RW,0,17,0,1
0,1,8,1,15,11,2,1,Martin Hanzal,11,0,-2,1,C,0,21,0,3
0,7,6,0,13,8,0,4,Joe Vitale,14,0,-1,0,C,0,18,0,0
0,,,0,9,8,0,0,David Moss,18,0,-2,0,RW,0,15,0,4
1,,,0,15,12,2,0,Shane Doan,19,5,0,1,RW,0,19,0,3
0,,,0,15,10,0,5,Chris Summers,20,0,-2,0,D,0,22,0,0
0,,,0,11,7,0,4,Brandon McMillan,22,0,0,0,C,0,16,0,0
1,,,0,25,15,5,4,Oliver Ekman Larsson,23,4,-2,1,D,0,28,0,2
0,,,0,21,17,0,2,Michael Stone,26,2,-1,0,D,0,31,0,1
0,,,0,16,14,0,2,Lauri Korpikoski,28,0,-1,0,LW,0,24,0,0
0,,,0,11,11,0,0,Rob Klinkhammer,36,0,1,0,C,0,14,0,4
0,,,0,9,8,0,0,BJ Crombeen,44,2,-2,0,RW,0,12,0,0
0,5,15,0,17,11,3,2,Antoine Vermette,50,2,0,0,C,0,25,0,0
0,,,1,16,11,3,0,Mikkel Boedker,89,0,0,1,LW,0,21,0,3
0,,,0,58,45,8,4,Cam Ward,30,0,,0,G,0,,0,0
0,,,0,0,0,0,0,Anton Khudobin,31,0,,0,G,0,,0,0
2,,,0,22,16,4,2,Andrej Sekera,4,0,0,2,D,0,28,0,2
0,,,0,17,14,0,2,Tim Gleason,6,2,0,0,D,0,23,0,0
0,10,15,1,21,15,4,1,Eric Staal,12,0,-1,1,C,1,28,0,3
0,,,1,14,9,3,1,Nathan Gerbe,14,0,-1,1,LW,1,23,0,2
1,1,3,0,16,12,4,0,Elias Lindholm,16,0,0,1,C,0,21,0,0
0,7,6,0,13,11,0,1,Jay McClement,18,0,-1,0,C,0,19,0,2
1,,,0,21,15,4,0,Jiri Tlusty,19,0,0,1,LW,0,26,0,1
1,4,2,0,14,11,1,1,Riley Nash,20,0,1,1,C,0,20,0,0
0,,,0,12,11,0,0,Brad Malone,24,2,-1,0,C,0,17,0,3
0,,,1,10,10,0,0,Chris Terry,25,0,1,1,LW,0,14,0,2
0,,,0,19,15,4,0,John Michael Liles,26,0,-1,0,D,0,23,0,1
1,,,0,21,16,3,1,Justin Faulk,27,0,0,1,D,0,28,0,1
0,,,0,18,13,4,0,Alexander Semin,28,0,-2,0,RW,0,24,0,2
