completions, interceptions thrown, name, passes, passing touchdowns, passing yards
30,1,Dalton Williams,50,2,245
1,0,Kyle Pohl,4,0,11
13,1,Blake Bortles,16,3,168
1,0,Tyler Gabbert,3,1,12
26,0,Keith Wenning,41,0,267
15,0,Alex Gillett,34,3,186
25,0,Riley Nelson,36,2,285
1,0,Tayson Hill,1,1,18
30,2,Jeff Tuel,45,0,229
14,1,Ryan Radcliff,23,1,171
10,0,Scott Lathrop,17,1,120
1,0,Blake Jackson,1,0,0
15,2,C Whitmer,25,0,219
1,0,J McEntee,2,0,6
9,1,M Wegzyn,22,0,56
1,0,A Doyle,2,0,4
10,1,L Bushnell,23,0,128
6,0,T Davis,8,0,41
13,1,K Padron,33,1,260
3,0,D Fisher,3,1,84
10,0,S Keith,19,0,82
26,2,G Enders,36,1,246
27,1,L Kilgore,41,2,240
10,0,C Stroud,17,1,139
2,0,T Bolfing,2,1,13
14,0,A Manley,22,3,367
23,1,G Safron,35,2,308
17,1,T McHargue,28,2,172
1,0,T Petersen,1,0,12
0,0,J Eddington,1,0,0
21,1,B Hundley,28,2,202
3,0,R Brehaut,4,0,101
16,3,Nick Sherry,35,1,116
17,1,MarQueis Gray,30,2,269
19,1,Jordan Wynn,27,2,200
2,0,Travis Wilson,2,0,21
10,0,Seth Lobato,24,0,74
1,1,Matt Baca,2,0,5
22,1,C Keeton,25,2,304
1,0,A Kennedy,1,0,0
12,1,B Sorensen,31,0,153
13,1,Jordan Rodgers,23,1,214
7,1,Connor Shaw,11,0,67
0,0,Seth Strickland,1,0,0
0,0,Dylan Thompson,3,0,0
10,0,Graham Wilbert,13,1,126
4,0,Steven Curtis,10,0,37
7,1,Nick Doscher,17,0,91
0,0,Kramer Berg,2,0,0
22,3,Andrew Maxwell,38,0,248
15,1,Joe Southwick,31,0,169
0,0,Kirby Moore,1,0,0
27,4,Mike Glennon,46,1,288
27,0,Tyler Bray,41,2,333
5,0,Chris Coyer,11,1,61
9,0,John Robertson,17,0,135
2,1,Chris Polony,7,0,18
8,0,Connor Dietz,11,0,142
41,1,Kevin Yost,52,2,355
1,0,CJ Reyes,1,0,10
11,0,AJ McCarron,21,2,199
11,2,Denard Robinson,26,1,200
0,1,Russell Bellomy,1,0,0
19,0,Tyler Wilson,27,3,367
4,0,Brandon Allen,7,0,33
14,0,Marques Ivory,28,2,160
4,0,Coty Blanchard,9,0,67
30,1,Matt Scott,46,2,387
11,0,Terrance Owens,22,1,134
10,0,Austin Dantin,25,0,63
11,1,K Frazier,27,1,194
24,1,T Boyd,34,1,208
32,1,C Rettig,51,2,441
28,1,S Morris,45,1,207
17,0,Z Maynard,30,2,245
2,0,A Bridgford,9,0,6
25,0,C Fajardo,32,0,230
21,1,S Renfree,30,2,290
1,0,B Connette,2,1,8
1,0,A Boone,2,0,3
27,0,J Medlock,45,2,348
28,1,Rio Johnson,43,2,242
23,1,Jamal Jackson,40,0,300
10,0,Jeff Driskel,16,1,114
3,0,Jacoby Brissett,5,0,31
24,1,Matt Schilz,49,0,204
1,0,Matt Johnson,3,0,22
16,1,EJ Manuel,22,1,188
8,0,Clint Trickett,11,0,117
1,0,Jacob Coker,2,0,16
19,1,Casey Brockman,36,0,117
0,0,KD Humphries,2,0,0
20,0,Derek Carr,25,2,298
0,0,Isaiah Burse,1,0,0
25,1,Mike Hoke,32,1,202
1,0,Jordan Adamczyk,1,0,5
15,0,Aaron Murray,26,3,258
0,0,Rantavious Wooten,1,0,0
14,0,Alex Zordich,24,1,148
17,1,D Piland,44,1,211
19,0,S Rutherford,25,1,196
11,1,Nathan Scheelhaase,18,1,126
2,0,Reilley OToole,3,0,7
26,3,Alex Carder,43,1,239
2,0,Tyler VanTubbergen,3,0,26
0,0,Jamie Wilson,1,0,0
26,0,Tre Roberson,36,1,280
20,1,Mike Perish,31,1,211
32,1,Steele Jantz,45,2,281
23,2,Cody Green,49,2,198
17,1,D Crist,36,1,169
14,4,A Sumner,31,1,175
4,0,E Kline,9,0,32
19,0,Collin Klein,28,2,169
22,1,Ashton Glaser,44,0,257
4,0,Kierra Harris,7,0,66
7,0,Blaine Gautier,18,2,142
6,0,Terrance Broadway,9,0,61
12,0,Ryan Mossakowski,19,0,81
6,1,Caleb Berry,10,0,75
19,1,Zach Mettenberger,26,1,192
8,1,Derek Thompson,21,2,143
16,3,P Hills,24,0,145
7,0,R Ortiz,16,0,100
3,1,B Caprio,7,0,25
12,0,Jacob Karam,28,1,157
19,2,Derek Carr,38,1,211
0,0,James Satterfield,1,0,0
20,1,Bo Wallace,24,2,264
5,0,Barry Brunetti,7,1,66
25,1,Wynrick Smothers,32,2,247
13,0,James Franklin,21,1,131
5,0,Corbin Berkstresser,5,1,60
21,1,Nathan Stanley,33,1,165
0,0,Brian Young,1,0,0
15,0,T Russell,24,2,185
1,0,D Prescott,4,0,8
14,2,D McDonald,27,1,136
5,0,C Moore,10,0,17
1,0,E Ingram,1,0,3
14,1,Trey Miller,19,1,192
0,0,Keenan Reynolds,1,0,0
12,1,Everett Golson,18,1,144
4,0,Andrew Hendrix,5,0,53
14,1,Bryn Renner,21,3,236
5,0,Marquise Williams,6,0,27
1,0,Erik Highsmith,1,0,18
13,2,Thomas Wilson,27,0,99
4,0,Mike Quinn,7,0,29
26,0,T Martinez,34,5,354
6,0,C Campbell,11,1,69
1,0,A Alford,5,0,6
0,0,R Lloyd,3,0,0
6,0,Jordan Lynch,16,0,54
21,0,James Vandenberg,33,0,129
6,0,BR Holbrook,8,1,57
1,0,Cole Gautsche,2,0,13
12,2,Dray Joseph,19,1,163
8,0,JP Douglas,15,1,79
14,0,Braxton Miller,24,2,207
5,0,Kenny Guiton,9,0,37
31,2,Zac Dysert,53,1,303
1,0,Austin Boucher,1,0,10
13,1,JW Walsh,21,2,149
11,0,Wes Lunt,11,0,129
2,0,Clint Chelf,5,1,9
12,2,Antonio Bostick,25,0,81
0,0,Victorian Hardison,2,0,0
18,0,Marcus Mariota,22,3,200
10,1,Bryan Bennett,17,1,108
29,1,Ryan Aplin,44,3,304
19,0,Tino Sunseri,30,1,239
13,0,Kurt Hess,23,2,154
1,0,Jamaine Cook,1,1,23
27,1,Matthew McGloin,48,2,260
31,0,Tyler Tettleton,41,2,324
30,1,R Marve,38,3,295
7,1,R Henry,9,1,77
8,2,J McClain,22,0,85
15,1,CJ Bennett,24,2,182
0,0,Ross Metheny,2,0,0
18,1,Eric Soza,30,3,215
17,1,BJ Daniels,26,3,225
3,0,Matt Floyd,7,0,19
9,0,Jacob Huesman,13,0,82
4,0,Terrell Robinson,5,0,20
44,1,R Nassib,65,4,482
14,0,K Colter,21,2,135
8,0,T Siemian,11,1,78
20,0,David Ash,27,1,156
0,0,Jaxon Shipley,1,0,0
16,2,Brett Smith,28,2,276
34,1,Ryan Griffin,48,1,254
11,1,Gary Nova,20,1,158
23,1,Seth Doege,34,1,199
10,0,Michael Brewer,13,2,122
10,0,Brad Henderson,19,0,70
1,0,Don Canyon,2,0,1
18,1,J Perry,33,2,317
1,0,A Brown,1,0,8
11,0,C Robinson,20,2,164
2,0,D Anthony,2,0,27
23,0,M Barkley,38,4,372
3,0,M Wittek,3,0,22
24,2,S Schroeder,39,1,208
6,0,N Lamaison,23,0,39
1,0,C Meger,3,0,9
21,0,L Jones,36,2,222
25,0,Michael Rocco,37,1,311
5,0,Phillip Sims,6,0,50
17,0,John Laub,35,1,178
7,0,Michael Strauss,8,1,60
16,1,Tanner Price,28,1,195
20,1,Brian Hudson,37,2,263
1,0,Josh Woodrum,3,0,9
25,0,Keith Price,35,1,222
10,1,Ryan Katz,19,1,128
19,0,D OBrien,23,2,219
18,0,S Kollmorgen,34,3,265
18,1,Kawaun Jakes,23,4,296
2,0,James Mauro,3,0,56
0,0,Brandon Doughty,1,0,0
2,1,Jake Ryan,10,0,11
0,0,Jacob Sexton,1,0,0
32,0,G Smith,36,4,323
2,1,P Millard,3,1,1
38,1,R Cato,54,2,413
0,0,B Frohnapfel,2,0,0
21,0,N Florence,30,4,341
3,0,B Petty,5,1,52
34,2,G Gilbert,59,2,286
3,0,C Preston,4,1,76
19,0,Teddy Bridgewater,21,0,232
3,0,Will Stein,5,0,15
35,0,Maxwell Smith,50,2,280
0,0,Gene McCaskill,1,0,0
21,0,Logan Thomas,38,2,230
10,1,Tevin Washington,15,1,96
0,0,BJ Bostic,1,0,0
14,0,Munchie Legaux,28,2,205
24,1,Tino Sunseri,37,1,278
22,0,C Keeton,32,2,216
12,0,J Hays,26,1,154
6,0,J Wynn,11,0,47
1,0,T Wilson,1,1,28
24,0,R Aplin,44,1,321
14,0,J Karam,24,2,154
14,0,AJ McCarron,19,4,219
1,0,Blake Sims,1,0,6
20,1,Kawaun Jakes,31,0,178
28,0,M Scott,41,2,320
37,3,W Lunt,60,4,436
18,0,T Kelly,23,1,249
5,0,M Eubank,6,2,69
10,1,R OToole,14,1,54
4,2,M Osei,10,0,47
16,0,Chase Rettig,32,3,219
0,0,Johnathan Coleman,1,0,0
20,2,Marcus Wasilewski,42,0,134
24,1,Matt Schilz,35,1,283
30,1,Dominique Blackman,37,1,352
0,0,Mike Scott,1,0,0
16,1,Alex Zordich,21,4,237
1,0,Joe Licata,2,1,28
12,0,Robert Council,16,2,161
1,0,Seth Higgins,2,0,4
18,1,Riley Nelson,29,1,244
7,0,James Lark,10,1,45
1,0,Tayson Hill,3,0,18
13,0,Mike Hoke,26,0,91
2,0,Jordan Adamczyk,2,0,48
17,1,Z Maynard,23,1,229
31,1,B Sorensen,45,4,292
19,0,Tajh Boyd,23,3,229
12,0,Cole Stoudt,18,1,123
2,0,Morgan Roberts,3,0,20
16,2,Keith Wenning,29,0,128
17,2,Ryan Radcliff,38,0,173
20,0,Andrew Maxwell,31,2,275
5,1,Connor Cook,6,0,47
12,0,Jordan Webb,24,1,160
1,0,Connor Wood,1,0,28
25,0,Garrett Safron,37,2,312
15,3,Chandler Whitmer,27,0,204
15,0,Mike Glennon,30,1,204
13,1,Garrett Grayson,24,1,171
17,0,Brock Jensen,28,1,178
11,3,Alex Gillett,25,1,145
14,1,Matt Brown,22,1,155
19,0,Jake Medlock,30,1,209
27,1,Dalton Williams,54,5,313
11,0,EJ Manuel,13,3,161
5,0,Clint Trickett,6,0,66
1,0,Jacob Coker,2,1,19
2,0,Antonio Bostick,15,0,9
7,0,T Washington,11,1,161
1,0,V Lee,3,1,82
11,1,T Garrick,28,0,83
2,0,K Griffin,6,0,15
0,0,C Sanders,1,0,0
53,0,David Piland,77,4,580
34,0,Colby Cameron,52,3,353
20,2,James Vandenberg,42,0,236
