field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
2,2,1,1,33,Jeff Reed
1,3,1,1,45,Rob Bironas
2,4,1,2,50,Jason Elam
0,0,1,1,0,Dan Carpenter
1,2,5,5,44,Steven Hauschka
1,1,3,3,53,Ryan Succop
1,1,1,1,22,John Kasay
1,2,5,5,49,David Akers
0,0,1,1,0,Shayne Graham
2,2,0,0,50,Matt Prater
2,2,2,2,37,Phil Dawson
2,2,4,4,37,Ryan Longwell
0,0,1,1,0,Kris Brown
1,1,3,3,24,Jay Feely
0,1,2,2,0,Adam Vinatieri
2,3,0,0,46,Josh Scobee
1,2,6,6,39,John Carney
2,2,3,3,47,Jason Hanson
0,2,3,3,0,Mike Nugent
2,2,4,4,51,Nick Folk
3,3,1,1,44,Neil Rackers
2,2,2,2,50,Joe Nedney
3,3,2,2,45,Lawrence Tynes
1,1,2,2,27,Shaun Suisham
0,0,4,4,0,Olindo Mare
0,1,0,0,0,Josh Brown
2,3,1,1,52,Mason Crosby
2,2,1,1,47,Robbie Gould
2,3,1,1,28,Stephen Gostkowski
1,1,3,3,40,Rian Lindell
2,2,2,2,37,Sebastian Janikowski
1,1,3,3,47,Nate Kaeding
0,0,4,4,0,Jason Elam
2,2,2,2,50,John Kasay
2,2,1,1,48,Jason Hanson
2,2,3,3,46,Ryan Longwell
1,2,3,3,45,Mason Crosby
1,1,4,4,40,Shayne Graham
1,2,2,2,30,Josh Scobee
1,2,4,4,45,Neil Rackers
1,1,1,1,23,Ryan Succop
2,2,1,1,54,Sebastian Janikowski
3,3,1,1,39,Jay Feely
3,3,0,0,45,Stephen Gostkowski
2,2,2,2,32,David Akers
2,2,6,6,25,John Carney
1,1,4,4,40,Rob Bironas
2,2,4,4,38,Kris Brown
3,3,0,0,28,Shaun Suisham
0,0,1,1,0,Josh Brown
3,3,2,2,42,Joe Nedney
1,1,1,1,36,Olindo Mare
4,4,3,3,43,Rian Lindell
0,0,2,2,0,Mike Nugent
1,1,2,2,44,Robbie Gould
0,2,2,2,0,Jeff Reed
2,4,3,3,38,Matt Prater
2,2,0,0,47,Phil Dawson
4,4,2,2,29,Nate Kaeding
1,1,4,4,33,Steven Hauschka
1,1,4,4,47,Nick Folk
4,5,3,3,37,Lawrence Tynes
3,4,2,2,45,Dan Carpenter
2,2,3,3,48,Adam Vinatieri
2,2,4,4,36,Steven Hauschka
1,1,0,0,29,Billy Cundiff
1,2,0,0,34,Shayne Graham
2,3,2,2,24,Jeff Reed
2,2,1,1,39,Jason Hanson
0,0,2,2,0,Shaun Suisham
1,1,3,3,27,Kris Brown
1,1,4,4,52,Josh Scobee
2,3,3,3,52,Ryan Longwell
1,1,3,3,37,Joe Nedney
4,4,2,2,33,Stephen Gostkowski
1,1,1,1,26,Jason Elam
2,2,4,4,38,David Akers
0,0,2,2,0,Ryan Succop
1,2,2,2,53,Josh Brown
3,3,3,4,48,Mason Crosby
1,2,3,3,26,Lawrence Tynes
0,0,1,1,0,Rian Lindell
2,2,3,3,35,John Carney
4,6,1,1,46,Olindo Mare
1,2,2,2,37,Robbie Gould
1,1,3,3,30,Jay Feely
1,1,2,2,38,Rob Bironas
1,1,0,0,48,Sebastian Janikowski
3,3,2,2,48,Matt Prater
3,4,2,2,26,Nate Kaeding
2,2,1,1,24,Dan Carpenter
1,1,1,1,38,Neil Rackers
1,2,4,4,26,Adam Vinatieri
2,3,1,1,24,Nick Folk
0,0,1,1,0,John Kasay
2,2,6,6,52,Robbie Gould
1,1,3,3,35,Jason Hanson
2,2,2,2,31,Billy Cundiff
1,2,2,3,31,Shayne Graham
2,3,3,3,34,Kris Brown
2,2,0,0,46,Sebastian Janikowski
2,2,4,4,37,Adam Vinatieri
1,1,2,2,38,Olindo Mare
3,4,4,4,50,Josh Scobee
1,1,0,0,29,Rob Bironas
1,1,1,1,34,Ryan Succop
2,3,3,3,40,Lawrence Tynes
2,2,3,3,33,Stephen Gostkowski
0,0,3,3,0,Steven Hauschka
1,1,1,2,42,Shaun Suisham
2,4,1,1,37,Mike Nugent
1,1,5,5,33,Dan Carpenter
1,2,1,1,35,Rian Lindell
1,1,3,3,34,John Carney
1,1,1,1,38,Jay Feely
1,1,2,2,28,Matt Prater
1,1,1,1,49,Nick Folk
0,1,5,5,0,Joe Nedney
0,1,0,0,0,Josh Brown
1,1,5,5,46,Jeff Reed
0,0,4,4,0,Nate Kaeding
0,0,4,4,0,Ryan Longwell
1,1,2,2,31,Mason Crosby
0,0,2,2,0,Steven Hauschka
1,2,2,2,32,Shayne Graham
1,1,0,0,36,Rian Lindell
2,2,0,0,24,Billy Cundiff
1,1,1,1,43,John Kasay
1,1,2,2,38,Shaun Suisham
2,3,2,2,46,Jason Hanson
0,0,4,4,0,Jeff Reed
2,3,2,2,47,Ryan Succop
2,3,2,2,28,Nick Folk
3,3,5,5,37,Lawrence Tynes
0,0,1,1,0,Sebastian Janikowski
1,1,4,4,44,David Akers
0,0,2,2,0,Shane Andrus
1,1,1,1,29,Josh Brown
1,1,5,5,47,Ryan Longwell
1,2,1,1,39,Joe Nedney
1,1,6,6,40,Jason Elam
0,0,4,4,0,Neil Rackers
0,1,3,3,0,Kris Brown
2,3,2,2,41,Matt Prater
1,2,2,2,53,Stephen Gostkowski
2,2,5,5,47,Olindo Mare
3,3,0,0,49,Rob Bironas
1,1,4,4,23,Adam Vinatieri
1,1,4,4,35,Dan Carpenter
2,2,3,3,43,Jay Feely
1,1,2,2,50,Shayne Graham
0,1,4,4,0,Kris Brown
4,4,2,2,46,Mason Crosby
1,2,2,2,36,Josh Scobee
2,2,2,2,52,Josh Brown
4,4,3,3,40,Ryan Longwell
1,2,4,4,29,Steven Hauschka
0,0,6,7,0,John Carney
2,2,3,3,49,Lawrence Tynes
2,2,3,3,39,Jeff Reed
0,0,2,2,0,Billy Cundiff
0,1,3,3,0,Shane Andrus
0,1,4,4,0,John Kasay
2,2,0,0,40,Shaun Suisham
4,4,0,0,46,Ryan Succop
2,2,1,1,46,Sebastian Janikowski
3,5,0,0,45,David Akers
1,1,0,0,28,Olindo Mare
2,2,3,3,31,Neil Rackers
1,2,8,8,33,Stephen Gostkowski
2,3,1,1,41,Jay Feely
3,4,1,1,47,Rian Lindell
0,0,3,3,0,Jason Elam
0,0,2,2,0,Robbie Gould
3,4,2,2,50,Nate Kaeding
2,3,4,4,34,Matt Prater
1,1,6,6,29,Shayne Graham
1,1,1,1,22,Robbie Gould
1,1,0,0,22,Billy Cundiff
1,2,4,4,18,Mason Crosby
2,2,3,3,39,Jeff Reed
1,1,2,2,18,Ryan Longwell
1,1,3,3,50,Kris Brown
0,0,3,3,0,Joe Nedney
0,1,1,1,0,Ryan Succop
3,4,4,4,39,Nate Kaeding
2,2,0,0,45,Josh Brown
0,0,6,6,0,Matt Stover
0,0,1,1,0,Shane Andrus
0,0,5,5,0,Stephen Gostkowski
0,2,1,1,0,John Kasay
2,2,2,2,29,Rian Lindell
1,2,5,5,39,Jay Feely
2,2,4,4,33,Dan Carpenter
2,3,4,5,46,John Carney
3,3,4,4,46,Nick Folk
0,0,3,3,0,Jason Elam
1,1,2,2,20,Lawrence Tynes
1,1,3,3,30,Neil Rackers
1,1,2,2,47,Shaun Suisham
2,2,3,3,47,David Akers
3,3,3,3,43,Steven Hauschka
0,0,1,1,0,Matt Prater
1,1,1,1,21,Rian Lindell
3,3,2,2,42,Kris Brown
3,3,3,3,37,Robbie Gould
0,0,0,1,0,Phil Dawson
1,2,5,5,40,Nick Folk
1,1,2,2,43,Olindo Mare
1,1,2,2,41,Josh Brown
2,3,2,2,37,Mason Crosby
1,1,5,5,41,Ryan Longwell
4,4,0,0,40,Matt Stover
0,0,2,2,0,Joe Nedney
2,2,1,1,55,Jay Feely
1,1,3,3,48,Dan Carpenter
3,3,3,3,48,Rob Bironas
0,0,1,2,0,Josh Scobee
1,1,3,3,28,Nate Kaeding
3,3,1,1,48,Sebastian Janikowski
0,0,3,3,0,Neil Rackers
2,2,4,4,35,John Kasay
2,2,4,5,35,David Akers
1,2,2,2,42,Lawrence Tynes
0,1,5,5,0,John Carney
2,4,3,3,40,Jason Elam
1,1,4,4,33,Jason Elam
1,1,2,2,48,Shaun Suisham
0,1,3,3,0,Robbie Gould
2,2,5,5,43,Neil Rackers
1,1,2,2,23,Shayne Graham
0,1,1,1,0,Steven Hauschka
2,2,2,2,37,Matt Stover
1,2,2,2,56,Kris Brown
1,2,3,3,27,Josh Scobee
2,3,1,1,45,Ryan Succop
4,4,1,1,40,Stephen Gostkowski
1,1,2,2,52,Dan Carpenter
1,2,3,3,38,Connor Barth
0,0,4,4,0,Mason Crosby
3,3,3,3,40,John Carney
2,2,2,2,32,John Kasay
4,4,2,2,37,Olindo Mare
2,3,2,2,50,Jason Hanson
2,2,2,2,38,Lawrence Tynes
0,0,3,3,0,Nate Kaeding
2,2,3,3,40,Joe Nedney
2,2,4,4,28,Rob Bironas
3,3,1,1,52,David Akers
2,2,2,2,33,Nick Folk
1,1,1,1,40,Matt Prater
0,0,4,4,0,Jeff Reed
1,2,1,1,21,Joe Nedney
2,2,0,0,50,Robbie Gould
0,1,4,4,0,John Kasay
2,3,1,1,35,Jason Elam
4,4,1,2,49,Dan Carpenter
3,3,2,2,54,Connor Barth
2,2,3,3,35,Ryan Longwell
1,2,1,1,38,Jason Hanson
3,3,1,1,40,Jay Feely
1,2,3,3,21,Josh Scobee
4,4,0,0,35,Jeff Reed
4,5,0,0,43,Shayne Graham
1,1,2,2,32,Josh Brown
0,0,4,4,0,John Carney
2,3,5,5,51,Rob Bironas
1,1,2,2,25,Rian Lindell
2,2,3,3,35,Shaun Suisham
1,1,2,2,24,Matt Prater
1,2,1,1,50,Sebastian Janikowski
3,4,1,1,50,Ryan Succop
1,1,4,4,27,Neil Rackers
2,2,2,2,32,Olindo Mare
1,2,2,2,48,Mason Crosby
0,1,1,1,0,Nick Folk
1,1,4,4,29,Nate Kaeding
3,3,2,2,25,David Akers
0,0,5,5,0,Matt Stover
2,2,4,4,36,Stephen Gostkowski
1,2,1,2,44,Steven Hauschka
3,3,0,0,48,John Kasay
1,1,3,3,37,Dan Carpenter
5,6,0,0,46,Billy Cundiff
1,1,2,2,25,Matt Stover
0,1,1,1,0,Nick Folk
2,4,0,0,45,Shaun Suisham
1,1,5,5,31,Jason Hanson
2,2,3,3,44,Phil Dawson
3,3,3,3,27,Mason Crosby
1,1,3,3,46,Joe Nedney
1,1,1,1,29,Josh Scobee
3,3,0,0,28,Rian Lindell
2,2,3,3,27,Ryan Succop
1,1,3,3,36,Jeff Reed
0,0,5,5,0,Ryan Longwell
1,1,0,0,40,Olindo Mare
2,3,4,4,39,Lawrence Tynes
1,2,4,4,25,Jason Elam
0,0,1,1,0,Connor Barth
1,1,5,5,38,John Carney
2,2,1,1,40,Josh Brown
0,0,3,3,0,Neil Rackers
1,1,0,0,23,Matt Prater
4,4,2,3,47,Nate Kaeding
1,2,4,4,26,Stephen Gostkowski
0,0,2,2,0,Jay Feely
2,3,2,2,52,Sebastian Janikowski
1,2,2,2,25,Shayne Graham
4,5,0,0,49,Robbie Gould
1,1,3,3,25,David Akers
1,3,2,2,26,Kris Brown
2,3,2,2,53,Rob Bironas
1,2,1,1,22,Jason Hanson
2,3,4,4,25,Mason Crosby
