field goals, field goals attempted, kicking extra points, kicking extra points attempted, longest field goal, name
1,2,3,3,36,Nick Folk
0,0,1,1,0,Sebastian Janikowski
4,4,2,2,47,Matt Prater
2,2,0,0,52,Lawrence Tynes
2,3,2,2,45,Jason Elam
1,2,2,2,39,Connor Barth
1,2,4,4,56,Rian Lindell
0,0,2,2,0,Dan Carpenter
3,3,1,1,53,Shayne Graham
0,0,1,1,0,Phil Dawson
2,2,3,3,35,Kris Brown
0,1,5,5,0,Matt Stover
3,3,3,3,52,Ryan Longwell
1,1,1,1,38,Robbie Gould
1,2,2,2,47,Jay Feely
2,2,0,0,40,John Kasay
4,4,1,1,41,David Akers
1,1,3,3,25,Shaun Suisham
1,2,2,2,55,Josh Brown
2,2,3,3,38,Olindo Mare
2,2,2,2,52,Rob Bironas
1,1,2,2,41,Neil Rackers
2,2,5,5,55,Nate Kaeding
0,0,2,2,0,Ryan Succop
2,2,2,2,46,Joe Nedney
1,3,0,0,32,Josh Scobee
2,3,2,2,29,Billy Cundiff
1,1,2,2,44,Jeff Reed
1,2,5,5,30,John Carney
1,2,2,2,36,Stephen Gostkowski
2,2,1,1,49,Rian Lindell
4,4,1,1,49,Jay Feely
0,0,1,1,0,Matt Bryant
2,3,4,4,33,David Akers
3,3,1,1,40,John Kasay
2,4,0,0,46,Connor Barth
1,1,2,2,27,Robbie Gould
3,3,0,0,50,Josh Brown
3,3,2,2,44,Shayne Graham
0,1,1,1,0,Jason Hanson
2,3,3,3,43,Matt Stover
1,1,2,2,20,Rob Bironas
3,3,2,2,51,Josh Scobee
1,1,1,1,32,Kris Brown
2,2,1,1,47,Ryan Succop
3,3,5,5,44,Matt Prater
1,2,3,3,33,Jeff Reed
2,2,3,3,48,Sebastian Janikowski
3,4,3,3,32,Shaun Suisham
4,5,3,3,34,Garrett Hartley
1,2,2,2,49,Phil Dawson
3,3,3,3,42,Nate Kaeding
3,3,3,3,31,Neil Rackers
1,1,2,2,25,Ryan Longwell
1,1,4,4,23,Lawrence Tynes
1,3,3,3,34,Nick Folk
2,2,2,2,30,Olindo Mare
1,1,2,2,34,Joe Nedney
3,3,1,1,41,Dan Carpenter
0,0,3,3,0,Stephen Gostkowski
2,3,3,3,32,Mason Crosby
0,0,2,2,0,Billy Cundiff
2,2,1,1,29,Phil Dawson
2,2,0,0,42,Jeff Reed
3,3,2,2,36,Matt Bryant
2,2,2,3,38,Garrett Hartley
2,2,6,6,38,Billy Cundiff
1,2,0,0,22,Jason Hanson
0,0,2,2,0,Robbie Gould
2,3,1,1,33,Mason Crosby
2,4,4,4,31,Kris Brown
0,0,1,1,0,Olindo Mare
0,0,4,4,0,Matt Stover
1,2,1,1,28,Matt Prater
1,1,1,1,25,Josh Scobee
0,1,2,2,0,Dan Carpenter
1,1,1,1,21,Ryan Succop
3,4,1,1,41,Rian Lindell
3,3,3,3,44,Ryan Longwell
1,1,1,1,22,Shayne Graham
2,2,2,2,48,Stephen Gostkowski
1,2,1,1,36,John Kasay
1,1,0,0,43,Connor Barth
4,5,2,2,49,Jay Feely
4,4,5,5,50,Rob Bironas
0,0,1,1,0,Josh Brown
2,3,1,1,54,Sebastian Janikowski
2,2,4,4,46,Graham Gano
1,2,2,2,31,Nick Folk
2,2,2,2,34,Nate Kaeding
1,1,5,5,26,Lawrence Tynes
1,1,4,5,20,David Akers
1,2,3,3,37,Joe Nedney
1,1,0,1,48,Neil Rackers
1,2,4,4,50,Josh Scobee
0,0,5,5,0,Matt Stover
1,1,2,2,34,Garrett Hartley
1,2,3,3,44,Nick Folk
1,2,4,4,40,Billy Cundiff
0,0,1,1,0,Robbie Gould
1,2,1,1,25,Rian Lindell
1,1,2,2,30,Stephen Gostkowski
1,2,3,3,37,Jason Hanson
1,1,4,4,48,Mike Nugent
2,2,4,4,30,Ryan Succop
2,3,5,5,47,Phil Dawson
0,2,1,1,0,Jay Feely
1,2,1,1,24,Matt Bryant
2,2,3,3,26,David Akers
2,2,1,1,51,Joe Nedney
3,3,4,4,43,Jeff Reed
0,1,4,4,0,Mason Crosby
2,2,1,1,52,Josh Brown
3,4,1,1,28,Kris Brown
2,2,3,3,46,Rob Bironas
3,3,1,1,45,Dan Carpenter
4,4,1,1,51,Matt Prater
2,2,2,2,54,Sebastian Janikowski
2,2,3,3,52,Nate Kaeding
3,3,1,1,34,Shayne Graham
0,0,1,1,0,Olindo Mare
3,4,1,1,45,Connor Barth
0,0,2,3,0,John Kasay
0,1,1,1,0,Ryan Longwell
0,0,0,1,0,Graham Gano
1,1,6,6,38,Lawrence Tynes
1,1,2,2,46,Rob Bironas
0,0,6,6,0,Nate Kaeding
1,2,4,4,51,Matt Bryant
1,1,0,0,42,Rian Lindell
1,1,2,2,29,Shayne Graham
1,1,1,1,30,Ryan Succop
3,3,2,2,42,Phil Dawson
3,3,0,0,61,Sebastian Janikowski
2,2,6,6,52,Mason Crosby
1,1,1,1,28,Olindo Mare
2,3,2,2,38,Dan Carpenter
2,2,3,3,49,Kris Brown
1,1,0,0,40,Lawrence Tynes
2,2,5,5,38,John Kasay
0,0,5,5,0,Stephen Gostkowski
0,0,1,1,0,Josh Scobee
1,2,2,2,28,Garrett Hartley
2,2,2,2,47,Connor Barth
3,3,3,3,45,David Akers
2,2,3,3,46,Matt Prater
3,3,2,2,39,Jeff Reed
2,2,2,2,35,Billy Cundiff
1,1,4,4,19,Mike Nugent
1,1,1,1,33,Josh Brown
2,3,2,2,39,Ricky Schmitt
2,2,0,0,38,Jason Hanson
1,1,0,1,22,Adam Vinatieri
2,2,1,1,43,Jay Feely
1,1,2,2,23,Shaun Suisham
3,4,3,3,42,Robbie Gould
1,1,3,4,41,Ryan Longwell
3,3,3,3,36,Rian Lindell
0,0,1,1,0,Matt Stover
3,3,2,2,41,John Kasay
1,1,1,1,35,Garrett Hartley
3,3,2,2,33,Phil Dawson
1,2,2,2,47,Josh Scobee
1,2,3,3,44,Shaun Suisham
0,1,0,0,0,David Akers
3,3,2,2,48,Jason Hanson
3,3,4,4,44,Robbie Gould
0,2,4,5,0,Kris Brown
2,2,3,3,51,Stephen Gostkowski
1,1,3,3,25,Dan Carpenter
3,3,3,3,33,Jeff Reed
3,3,5,5,36,Ryan Longwell
0,0,1,1,0,Lawrence Tynes
3,3,4,4,40,Jay Feely
2,3,0,0,54,Josh Brown
0,0,4,4,0,Shane Andrus
1,1,1,1,48,Connor Barth
2,3,2,2,36,Matt Bryant
0,0,1,1,0,Neil Rackers
1,1,4,4,26,Mason Crosby
1,1,3,3,25,Matt Prater
3,3,5,5,47,Ryan Succop
2,2,1,1,39,Sebastian Janikowski
0,2,3,3,0,Billy Cundiff
3,3,2,2,47,Nate Kaeding
2,2,2,2,25,Graham Gano
2,2,1,1,35,Olindo Mare
1,2,2,2,47,Rob Bironas
0,2,2,2,0,Shayne Graham
1,1,3,3,20,Jay Feely
2,2,4,4,48,Shaun Suisham
0,0,2,2,0,David Akers
0,1,2,2,0,Stephen Gostkowski
2,2,3,3,27,Billy Cundiff
1,2,6,6,23,Neil Rackers
1,2,6,6,20,Mason Crosby
1,1,6,6,43,Garrett Hartley
0,1,2,2,0,Neil Rackers
2,2,2,2,44,Matt Stover
1,1,0,0,25,Billy Cundiff
0,3,2,2,0,Nate Kaeding
1,1,2,2,46,Jay Feely
2,2,4,4,28,Ryan Longwell
1,3,0,0,33,Shaun Suisham
1,1,4,4,40,Garrett Hartley
0,0,4,4,0,Ryan Longwell
3,3,3,3,25,Matt Stover
1,3,2,2,48,Jay Feely
1,2,2,2,38,Matt Stover
3,3,2,2,47,Garrett Hartley
