assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, position, rebounds, steals, three pointers attempted, three pointers made, turnovers
3,0,7,17,9,2,5,4,28.933,Jayson Tatum,2,6,23,F,9,1,5,1,1
0,0,3,12,4,1,2,1,24.617,Gordon Hayward,2,10,10,F,5,4,3,1,0
2,5,4,7,4,1,1,1,29.950,Al Horford,0,9,9,C,4,0,1,0,3
2,0,2,13,5,4,2,1,28.383,Jaylen Brown,3,11,12,G,5,0,3,1,2
7,0,4,14,2,1,2,2,29.000,Kyrie Irving,0,9,7,G,4,0,8,1,3
1,1,8,10,5,0,0,0,26.517,Terry Rozier,0,22,11,,8,0,2,1,1
0,0,8,12,7,5,0,0,20.500,Marcus Morris,2,3,16,,10,2,7,2,1
3,0,3,4,2,2,2,1,25.017,Marcus Smart,0,3,7,,3,0,4,2,2
3,0,1,7,3,3,0,0,19.233,Aron Baynes,3,8,8,,4,0,4,2,1
0,0,1,0,0,1,0,0,4.133,Daniel Theis,0,3,0,,1,0,0,0,0
0,0,0,0,0,0,0,0,1.450,Guerschon Yabusele,0,2,0,,0,0,0,0,0
0,0,1,0,0,0,0,0,1.450,Semi Ojeleye,0,2,0,,1,0,0,0,0
0,0,1,1,1,0,0,0,0.817,Brad Wanamaker,0,2,2,,1,0,0,0,0
1,0,6,8,3,5,0,0,22.917,Dario Saric,0,-4,6,F,6,0,4,0,3
0,1,5,10,3,1,0,0,34.200,Robert Covington,1,-11,8,F,6,2,7,2,2
2,2,8,21,9,3,5,4,36.817,Joel Embiid,2,-8,23,C,10,1,4,1,5
2,0,3,7,2,1,2,1,24.333,Markelle Fultz,0,-16,5,G,3,1,0,0,3
8,2,12,14,7,5,11,5,42.750,Ben Simmons,3,-8,19,G,15,4,0,0,3
1,0,3,1,1,1,4,3,11.183,Amir Johnson,0,-10,5,,3,0,0,0,0
1,0,2,17,7,1,0,0,29.767,JJ Redick,0,-10,16,,2,0,8,2,0
3,0,1,5,2,3,0,0,22.433,TJ McConnell,0,-11,4,,1,0,1,0,0
0,0,1,4,0,0,2,1,12.700,Landry Shamet,0,-8,1,,1,0,2,0,0
0,0,0,0,0,0,0,0,1.450,Furkan Korkmaz,0,-2,0,,0,0,0,0,0
0,0,0,0,0,0,0,0,1.450,Jonah Bolden,0,-2,0,,0,0,0,0,0
6,1,7,21,9,4,10,9,37.717,Kevin Durant,1,14,27,F,8,1,5,0,3
5,0,12,6,1,3,0,0,32.750,Draymond Green,1,2,2,F,13,3,1,0,6
2,3,1,7,6,4,0,0,26.550,Damian Jones,2,-1,12,C,3,0,0,0,2
0,0,3,20,5,3,3,3,34.983,Klay Thompson,1,2,14,G,4,0,8,1,2
9,0,8,20,11,4,5,5,36.617,Stephen Curry,0,15,32,G,8,1,9,5,3
2,2,2,11,5,4,0,0,18.067,Kevon Looney,8,23,10,,10,1,0,0,1
2,0,2,2,1,0,0,0,10.383,Andre Iguodala,0,2,2,,2,0,1,0,0
1,0,1,2,1,2,0,0,13.200,Quinn Cook,0,-7,3,,1,0,1,1,1
1,0,1,5,3,2,0,0,14.567,Shaun Livingston,2,-3,6,,3,1,0,0,1
0,1,1,0,0,1,0,0,6.650,Jordan Bell,1,-6,0,,2,0,0,0,0
0,0,0,1,0,0,0,0,2.350,Alfonzo McKinnie,0,-1,0,,0,0,1,0,0
0,0,3,0,0,2,0,0,6.167,Jonas Jerebko,0,0,0,,3,0,0,0,1
5,0,2,23,9,3,8,5,37.400,Paul George,0,-16,27,F,2,4,12,4,5
0,1,2,9,2,0,3,2,18.883,Patrick Patterson,3,3,7,F,5,1,4,1,1
4,0,7,12,6,3,8,5,35.600,Steven Adams,4,-6,17,C,11,2,0,0,2
1,0,2,2,0,3,0,0,26.517,Terrance Ferguson,2,0,0,G,4,0,2,0,1
0,0,2,8,3,2,0,0,23.467,Alex Abrines,0,-5,8,,2,0,6,2,0
2,3,0,7,2,1,4,2,29.117,Jerami Grant,2,-11,7,,2,0,4,1,0
1,0,3,5,1,0,5,4,13.917,Raymond Felton,0,-1,6,,3,0,3,0,2
1,1,4,2,1,3,2,1,12.400,Nerlens Noel,3,-2,3,,7,1,0,0,0
1,0,1,4,2,2,1,0,8.617,Hamidou Diallo,0,5,4,,1,1,0,0,0
1,3,9,13,6,4,6,5,40.517,Tobias Harris,1,-5,19,F,10,0,6,2,2
1,0,6,13,5,6,2,2,33.883,Danilo Gallinari,2,9,16,F,8,0,7,4,1
2,0,6,5,3,3,0,0,18.167,Marcin Gortat,0,-5,6,C,6,0,0,0,0
0,2,0,10,4,2,0,0,27.933,Avery Bradley,2,-9,8,G,2,1,2,0,2
6,1,4,8,0,5,0,0,19.517,Patrick Beverley,0,-9,0,G,4,0,5,0,1
1,2,4,8,2,3,2,2,16.317,Montrezl Harrell,1,-11,6,,5,0,0,0,0
4,1,2,6,5,1,1,1,28.200,Shai Gilgeous Alexander,0,0,11,,2,1,0,0,3
5,0,1,10,4,4,5,4,24.417,Lou Williams,0,-4,14,,1,0,6,2,1
1,0,0,5,0,1,2,0,9.217,Luc Mbah A Moute,1,-12,0,,1,1,2,0,0
0,0,0,1,0,0,0,0,3.983,Mike Scott,0,-6,0,,0,0,0,0,0
0,0,6,8,6,3,6,6,17.850,Boban Marjanovic,2,7,18,,8,0,0,0,2
2,2,5,12,6,2,4,4,34.767,Will Barton,0,10,19,F,5,0,5,3,2
0,1,13,7,1,2,12,9,30.317,Paul Millsap,3,20,11,F,16,1,1,0,2
5,1,6,13,6,4,10,8,33.533,Nikola Jokic,2,8,21,C,8,1,4,1,2
2,0,0,16,6,3,8,8,34.417,Gary Harris,3,15,20,G,3,0,3,0,0
3,0,3,12,3,2,0,0,31.633,Jamal Murray,2,18,7,G,5,1,4,1,1
0,0,7,6,3,2,6,4,18.783,Trey Lyles,0,-10,10,,7,1,1,0,1
4,0,1,9,3,0,0,0,16.383,Monte Morris,1,-9,7,,2,1,2,1,0
2,3,2,3,1,5,2,0,13.367,Mason Plumlee,1,0,2,,3,0,0,0,1
1,1,4,3,2,1,0,0,15.050,Juancho Hernangomez,2,-8,5,,6,1,1,1,0
1,0,1,6,2,1,0,0,11.750,Malik Beasley,0,1,5,,1,0,3,1,1
0,0,0,0,0,0,0,0,0.000,Thomas Welsh,0,0,0,,0,0,0,0,0
3,2,6,8,2,1,0,0,31.817,Nicolas Batum,1,-4,5,F,7,2,4,1,2
1,4,8,7,2,2,2,0,25.850,Marvin Williams,1,-4,5,F,9,0,6,1,1
1,0,3,1,1,3,2,2,21.100,Cody Zeller,0,-11,5,C,3,1,1,1,0
