name, receiving touchdowns, receiving yards, receptions
R Davis,0,32,2
K Crosby,0,31,4
D Williams,0,16,1
J August,0,5,2
I Jones,0,190,22
Q Johnson,0,59,7
D Farrier,0,58,3
J Williams,0,44,2
D Anderson,1,33,5
S Baggett,0,18,2
A Scott,0,4,2
J Summers,0,-6,1
T Hartley,0,81,4
Z Zigler,1,46,1
B Freeman,0,37,2
J Holmes,0,37,2
T Crawley,0,36,5
D Cooper,0,13,3
J Oliver,1,1,1
R Johnson,0,0,2
M Roberson,0,-2,1
T Patrick,1,121,6
C Butler Byrd,0,66,5
E Moeai,0,19,3
R Singleton,0,19,1
T McCormick,0,18,3
S Wilson,0,8,1
K Fulks,0,6,1
D Simpkins,0,-2,1
A Staggers,1,98,6
T Holmes,0,56,4
D Thompson,0,40,3
I Jones,0,30,4
I Smith,0,17,3
J Allen,0,13,2
G Payne,0,9,1
K Robertson,0,0,1
E Thompson,1,53,5
D Douglas,1,34,1
H Velez,0,12,1
A Flakes,1,11,1
D Walker,0,7,1
J Chunn,0,6,1
C Sutton,0,62,3
J Proche,0,49,6
X Castille,0,49,6
J Gaines,0,28,2
M Gailliard,0,18,1
M Kaufman,0,3,1
B Farrow,0,69,6
A Gandy Golden,0,47,1
D King,0,18,2
Z Parker,0,12,1
D Shells,1,10,3
K Couamin,0,8,1
T Macon,0,7,1
C Mosley,0,6,1
C Smith,0,5,1
F Hickson,0,1,1
C McCaffrey,1,73,4
D Schultz,0,20,2
T Irwin,0,15,1
M Rector,0,3,1
F Owusu,0,-2,1
T Petite,0,73,3
S Mitchell,0,55,5
D Burnett,0,41,3
J Smith Schuster,0,34,3
D Rogers,0,26,4
J Davis,0,10,4
D Hampton,0,-3,1
A Etta Tawo,0,123,8
E Phillips,1,95,10
B Estime,1,80,6
S Ishmael,0,30,3
D Strickland,0,17,3
C MacPherson,0,4,1
M Neal,0,1,1
R Adams,1,67,4
D Johnson,0,37,2
M Valdes Scantling,0,35,2
T McCants,0,32,2
E Dillon,0,25,2
R Bronson,0,11,1
M Mack,0,8,1
J Diarse,0,97,7
E Porter,0,48,3
K Hicks,1,39,3
C Hunt,0,16,1
D Walsh,0,16,2
T Williams,0,13,2
J Stewart,0,9,1
K Turpin,0,8,2
J Austin,0,6,1
T Ryen,0,58,6
D Jones,0,44,2
D Lee Campbell,0,34,1
J Chandler,0,26,2
M Warren,0,24,3
D Daley,0,16,2
A Lazard,0,8,1
M Harger,0,7,2
J Malone,2,69,5
J Croom,0,54,3
P Williams,0,25,3
J Jennings,0,24,3
T Byrd,0,15,2
A Kamara,0,9,2
E Wolf,0,7,1
S Smith,0,156,9
J Reid,1,29,4
B Cope,0,20,4
T Mangen,0,13,2
P White,0,6,2
K Belack,0,5,1
M Morgan,0,1,1
D Hilliard,0,16,2
D Breaux,0,5,1
J Tillman,0,47,3
C Scott,0,7,1
S White,0,5,1
K Lucas,3,119,4
J Hobbs,0,114,7
J Atkinson,0,52,5
N Carter,0,40,4
B Louie,0,12,2
A Gragg,0,10,1
R Riederer,1,9,1
B Umblance,0,2,1
E Bell,1,101,5
M Wilson,1,75,1
L Hill,0,35,4
K Gardin,0,19,2
D Keyes,0,16,2
D McFadden,0,4,1
A Williams,0,-7,2
C Thompson,1,102,4
Z Yousey,1,62,1
M Roberts,2,48,3
D Phillips,0,31,1
C Jones,0,30,4
J Johnson,1,18,1
D Montgomery,0,14,1
A Thompkins,0,-4,1
J Jordan,1,85,1
K Johnson,1,51,4
A Peck,0,46,3
C Olsen,0,16,1
D ONeal,0,5,4
J Giles,3,186,6
D Cantrell,1,81,6
I Sadler,0,53,2
D Willies,0,38,3
J Stockton,0,30,3
D Lauderdale,0,27,1
C Batson,1,25,2
Q White,0,12,1
K Coutee,0,9,1
R Davis,0,9,1
T Taylor,2,166,7
C Henderson,1,130,9
B Scott,0,9,1
A Smith,0,4,2
J Craft,0,2,1
T Batson,0,61,2
W Dawn,0,31,1
E Sinegal,0,23,3
C Freytag,0,22,1
D Laufasa,0,11,1
A Jones,0,10,2
W Redix,0,5,1
H Plinke,1,3,1
J Walker,1,39,1
T Campbell,0,33,1
K Walker,0,28,1
Q Parker,0,24,1
E St Hilaire,0,19,1
C Poe,0,17,1
J Ejekam,0,14,1
I Ford,2,91,4
C Phillips,0,53,2
B Hodges,0,48,4
C Carroll,0,39,2
T McMillian,1,11,2
C Cunningham,1,7,1
S Rogers,1,4,1
T Sweeney,0,30,2
C Garrison,0,14,2
T Smith,0,14,2
M Walker,0,13,1
C Callinan,0,5,1
D Jones,0,4,1
T Hines,0,40,3
C Serigne,0,34,1
M Colburn,0,27,2
C Lewis,0,24,2
A Bachman,1,17,3
C Wade,0,14,2
S Washington,0,10,1
D Cherry,1,22,3
A Verboys,0,13,1
V Papale,0,5,1
T Gallen,0,-2,1
C McClatcher,2,69,4
D Daniels,1,35,2
A Fuller,0,34,3
W Dissly,1,27,1
D Sample,0,11,1
J Ross,0,10,1
D Ajamu,0,4,1
M Gaskin,1,4,1
M Espitia,0,75,4
J Kraght,0,34,2
P Penn,0,22,3
C Seisay,0,10,1
C Taumoepeau,0,7,1
K Sweet,1,77,4
G Marks,1,59,7
R Cracraft,0,42,4
R Lewis,1,32,2
T Martin Jr,0,20,3
D Patmon,0,19,2
J Williams,0,15,3
C Dimry,0,13,1
J Morrow,0,4,1
D Watson,0,62,5
C Hightower,0,37,5
T Cowan,0,27,2
A Onunwor,0,18,3
R Mwehla,0,17,2
J Sannon,0,7,1
D Ungerer,0,7,1
I Saunders,0,4,1
J Peavy,0,67,3
K Penniston,1,35,3
R Wheelwright,0,35,4
G Rushing,0,26,2
A Taylor,0,14,1
A Ingold,0,13,2
D Ogunbowale,0,12,2
T Fumagalli,0,11,1
G Smith,0,131,5
R Davis,1,93,8
K Rucker,0,38,6
K Dorn,0,7,1
C Johnson,1,67,3
J Maulhardt,1,49,2
T Gentry,1,33,2
J Hollister,0,17,1
J Parker,0,14,1
N Evans,0,13,1
B Hill,0,5,1
K Doss,1,104,7
N Winston,0,24,1
L Williams,1,17,2
C Collins,0,14,2
C Martin,0,9,2
R Vargas,0,8,2
J Harrell,0,8,1
E Hicks,0,0,1
M Luuga,0,-3,1
B Stewart,0,26,1
R Jeune,0,6,1
M Marshall,0,0,1
C Lynch,0,-3,1
R McCloud,0,101,8
M Williams,1,61,6
C Powell,0,44,5
J Leggett,1,31,4
T Thompson,0,25,1
W Gallman,0,22,3
A Scott,0,14,3
A Choice,0,5,1
D Cain,0,1,1
N Kilby,0,84,4
S Bailey,0,66,5
M Sexton,0,40,1
J Niupalau,1,34,3
I Holder,0,28,3
E Daugherty,0,9,1
T Gentry,0,127,12
J Maulhardt,0,83,4
C Johnson,0,16,1
T Mayfield,0,11,1
J Price,0,6,1
J Parker,0,-9,0
C Sutton,0,113,5
J Proche,0,66,5
K Freemon,0,31,4
X Castille,0,16,3
K Thomas,0,15,1
M Gailliard,0,3,1
J Diarse,1,139,6
T Williams,0,94,5
K Hicks,0,53,5
D White,0,49,6
T Hights,0,42,1
J Austin,1,24,2
D Thomas,0,21,2
D Walsh,0,18,1
I Graham,0,6,1
J Stewart,0,5,1
D Anderson,0,1,1
T James,0,0,1
T Patrick,1,100,6
C Butler Byrd,0,49,4
R Singleton,1,42,3
H Handley,0,28,1
E Moeai,0,20,2
S Wilson,0,9,1
D Simpkins,0,9,1
T McCormick,0,7,1
Z Moss,0,4,1
A Shyne,0,2,1
J Smith Schuster,0,98,8
D Rogers,0,58,5
S Mitchell,0,45,2
T Petite,0,22,1
T McNamara,0,21,1
A Ware,0,6,1
Z Banner,0,3,0
J Lane,1,134,9
J Natson,1,87,10
A Wolf,0,62,7
A Coney,1,40,3
M Traylor Bennett,0,25,1
A Lauro,0,5,1
S Meadors,0,51,4
T Watkins,0,41,4
Z Letman,1,37,1
L Duffield,1,36,1
D Hopkins,1,30,4
J Barbour,0,28,2
D Evans,0,23,1
J Moore,0,17,3
B Absher,0,17,2
B Mack,0,142,8
C Echols Luper,1,121,3
W Wand,1,67,3
K Sanders,1,49,2
D Paschal,0,17,1
C Murray,0,12,1
O Bayless,0,8,1
S Stowers,0,8,2
J Wilson,0,130,7
D Smith,0,63,5
R Gordon,0,38,2
B Cox,1,23,2
C Dauksch,0,14,1
J McMillian,0,2,1
O Howard,1,60,3
C Sims,0,54,4
J Jacobs,0,23,2
T Diggs,0,23,3
B Emmons,0,17,1
D Kief,0,17,3
G Dieter,0,10,1
B Scarbrough,0,6,1
C Ridley,0,5,1
M Wilson,1,1,1
H Hentges,0,1,1
D Gore,0,0,1
W Mathews,0,43,2
N Holley,0,25,1
K Price,0,7,1
J Rankin,0,3,1
M Washington,0,3,1
R James,0,3,1
S Brown,0,102,6
S Poindexter,0,29,3
T Griffey,0,6,1
N Phillips,0,5,2
T Wood,0,4,1
S Grant,0,4,1
Z Green,0,3,1
J Kern,1,3,1
T Johnson,0,1,1
J Taylor,0,-2,1
C McClatcher,0,72,2
D Pettis,1,39,3
J Ross,1,28,4
D Daniels,0,12,2
L Coleman,0,7,2
M Gaskin,0,2,1
K Johnson,0,68,4
T Stevens,0,58,4
D Slayton,0,36,1
R Davis,0,31,5
K Davis,0,24,2
M Davis,0,17,3
T Dural,0,47,4
C Jeter,0,32,1
M Dupre,0,21,4
D Chark,0,11,3
L Fournette,0,4,2
F Moreau,1,3,1
T White,0,86,6
J Harvey,0,83,5
C Smith,0,38,2
J Wilson,1,30,1
K Ballage,0,29,4
E Jefferson,0,12,1
N Harry,0,7,1
K Kohl,0,5,1
C Hansen,1,110,10
D Robertson,2,103,4
T Watson,1,83,2
M Stovall,0,74,5
P Worstell,0,32,3
B Rivera,0,29,3
B Singleton,1,25,2
R Hudson,0,21,2
V Enwere,0,1,1
I Zamora,2,175,8
C Platt,2,114,3
J Feurbacher,0,50,2
T Williams,0,23,1
K Cannon,0,18,3
B Lynch,0,7,1
J Washington,0,89,6
J McCleskey,0,77,5
C Lacy,0,32,3
Z Veatch,0,26,3
R Childs,0,21,2
J Seales,0,20,2
B Jarwin,0,14,1
B Sanders,0,0,2
D Stoner,0,0,3
M Walker,1,72,4
J Smith,1,58,1
C Cardinal,0,28,2
T Sweeney,0,14,1
T Smith,0,10,2
C Garrison,0,6,1
D Jones,0,2,1
K Foster,0,23,4
A Yevchinecz,0,12,1
R Owens,0,9,1
B Peoples,0,6,2
W Dale,0,6,1
L DePofi,0,4,1
J Bost,0,3,1
C Scepaniak,0,1,1
D Knight,0,-2,1
M McGill,0,63,2
M Schreck,0,58,5
K Holsey,1,18,3
J Hawkins,0,14,2
J Eiland,0,13,4
M Robinson,0,12,2
J Johnson,0,0,2
C Poe,0,23,1
A Bradshaw,0,12,1
J Ejekam,0,11,1
K Walker,0,2,1
N Kurtz,0,78,6
C Pearson,0,55,4
M Juergens,1,50,5
A Hifo,0,26,4
M Laulu Pututau,1,21,2
J Williams,0,11,2
S Gibson,0,144,4
K White,0,39,4
J Crawford,0,36,3
J Durante,0,32,6
R Shell,0,22,4
D Shorts Jr,1,22,5
D Mathis,0,13,1
K McKoy,0,11,2
G Jennings,0,9,1
E Wellman,0,4,1
K Lewis,0,88,6
D Gray,0,67,5
M Boone,0,34,4
T Cogswell,0,29,1
T Green,0,18,4
G Coleman,0,16,1
B Beard,0,10,1
N Cole,0,10,2
J Deguara,0,4,1
J Gardner,1,79,6
R Smith,0,62,3
J Murphy,1,58,1
L Mayock,0,22,1
A Smith,0,17,1
S Shisso,0,12,1
K Young,0,2,0
N Thomas,0,111,14
T Davis,1,51,4
H Mayala,0,43,2
T Myers,0,24,2
A Bloom,0,23,2
A Newsome,0,16,2
R Johnson,0,13,2
A Etta Tawo,2,270,12
E Phillips,0,55,6
S Ishmael,0,40,4
D Strickland,0,29,2
B Estime,0,13,2
K Woods,1,108,4
N Terry,0,70,3
T Harrison,0,33,2
K Solomon,0,30,6
G Howell,0,23,2
J Raine,0,18,1
H Bryant,0,16,1
T Cameron,0,15,1
D Singletary,0,5,2
K Whyte,0,4,1
H Bussey,0,2,2
C Lacanaria,1,62,5
K Mabon,0,56,6
J Hogue,0,49,6
S Brunner,1,29,2
D Hazelton Jr,0,29,2
D Green,0,27,2
R Neal,0,10,1
T Owens,0,42,2
T Gaiter IV,0,18,1
S Thomas,1,17,1
A Gardner,0,14,3
J Smith,0,13,2
A Jones,0,4,1
A Maloney,0,1,1
A Killins,0,69,2
J Akins,1,45,3
T Oldham,0,37,1
D Wilson,0,29,1
T Smith,0,28,2
C Stewart,0,11,1
H Jones,0,4,1
J Bargnare,0,2,1
J Jordan,1,108,6
K Johnson,0,80,7
A Peck,0,68,6
C Olsen,0,20,2
J Atkinson,1,107,10
K Lucas,2,103,6
J Hobbs,1,64,5
D Brewer,0,-1,1
R Jones,0,208,8
N Westbrook,2,129,6
M Paige,0,64,7
D Hale,1,49,1
D Redding,0,24,3
L Timian,0,8,1
D Friend,0,7,1
M Majette,0,7,1
C Wade,1,59,6
T Hines,0,52,3
M Colburn,0,28,3
A Bachman,0,14,1
C Lewis,0,12,1
C Serigne,0,7,1
T Bell,0,0,1
D Jones,2,78,3
M Warren,0,68,3
D Daley,1,48,3
A Lazard,1,47,4
T Ryen,1,31,3
C Epps,0,28,3
C Fernandez,0,12,1
O Salters,0,3,1
J Chandler,0,1,1
J Holmes,0,48,3
T Crawley,1,40,3
T Hartley,0,31,2
J Oliver,0,19,1
B Gaither,0,13,1
B Freeman,0,4,1
Z Zigler,0,2,1
D Cooper,0,-2,1
B Pringle,1,30,2
D Burton,0,20,1
W Dimel,0,19,2
C Jones,0,16,1
D Heath,1,9,1
C Sutton,0,6,1
D Warmack,0,3,1
D Valentine,0,2,1
P Johnson,0,9,1
D Holliman,0,8,1
Z Hoover,0,7,1
J Badet,0,39,2
G Johnson,0,38,4
R Timmons,0,30,2
T Richardson,0,19,1
C Conrad,0,8,1
K Ross,0,1,1
H Hurst,0,84,7
J August,0,29,1
B Edwards,0,16,2
C Dawkins,0,13,1
A Turner,0,13,2
D Williams,0,12,1
T Googer,0,10,1
A Breneman,0,79,6
J Williams,2,64,3
M Young,0,44,5
B Davis,1,35,3
A Isabella,0,32,6
S Palmer,1,19,1
F Ross,2,126,8
D Gray,0,79,8
F Green,1,38,3
M Dear,0,35,3
D Thomas,0,23,2
B Holloway,0,1,0
K Mixon,0,-3,1
D Corley,0,84,4
J Price,0,58,5
M Madaris,0,49,5
R Shelton,0,23,3
D Stewart Jr,0,16,1
M Sokol,0,10,1
J Lyles,0,10,1
J Peavy,0,96,4
T Fumagalli,0,42,4
R Wheelwright,0,34,3
G Rushing,0,24,2
E Steffes,1,2,2
C Clement,0,-3,1
A Miller,1,77,3
P Mayhue,1,72,3
T Pollard,1,57,4
S Craft,1,48,2
D Montiel,1,34,3
R Proctor,1,31,1
D Henderson,0,27,2
K Jones,0,19,1
J Williams,0,15,1
D Hurd,0,9,1
J Oglesby,0,6,1
D Dorceus,0,0,1
M Zimmerman,0,75,4
S Miller,0,40,7
R Moore,0,37,6
D Phouthavong,0,27,2
H Folkertsma,0,11,1
T Redding,0,7,1
J Pough,0,6,2
T Stephens Jr,0,0,1
A Darboh,0,44,7
J Butt,0,42,4
G Perry,0,22,2
J Chesson,0,18,1
D Smith,0,16,3
H Poggi,0,15,1
K Hill,0,15,1
C Evans,0,14,1
D Asiasi,1,3,1
S Barkley,0,77,5
M Gesicki,0,23,5
D Hamilton,0,11,1
C Godwin,1,8,1
M Sanders,0,3,1
D Thompkins,0,-1,3
D Wolitarsky,0,74,5
B Smith,0,23,2
N Wozniak,0,22,2
R Smith,0,15,1
E Carter,0,13,1
C Beebe,0,10,2
K McCrary,0,9,1
T Johnson,0,8,2
M Gallup,1,53,6
R Ruiz,0,48,2
D Nwosu,0,40,3
D Dawkins,0,36,2
B Scott,0,29,1
O Johnson,0,7,1
M Kinsey,0,-2,1
E Engram,1,95,6
D Lodge,1,72,2
A Brown,0,46,4
D Stringfellow,0,43,2
Q Adeboyejo,0,38,3
V Jefferson,0,20,2
D Pennamon,0,11,1
E Brazley,1,5,1
S Michel,0,34,2
T Godwin,0,25,4
E Holyfield,0,19,1
I Nauta,0,16,1
B Herrien,0,14,2
I McKenzie,0,13,3
R Davis,0,13,1
M Chigbu,0,12,1
J Wims,0,10,1
J Blazevich,0,10,1
E Hall,1,122,7
D Mason,0,120,8
J Moore,4,114,8
C Black,0,29,2
J Johnson,0,22,1
A Sherrils,0,11,1
T Hanneke,0,10,1
E Laurent,1,2,1
A Scott,0,32,2
F Sua Godinet,0,29,2
M Waters,0,11,2
M Rutherford,0,10,1
B Alleyne,0,7,2
I Williams,0,4,2
J Hannah,0,3,1
R Yurachek,1,16,1
K Davis,1,12,2
R Elzy,0,12,1
M Clark,0,11,1
J Knight,0,6,2
E Byrd,0,4,1
D Green,0,-2,1
J Quick,1,98,4
J Staples,0,94,5
C Hikutini,2,85,4
J Smith,1,56,2
J Smith,0,33,3
T Samuel,0,22,2
R Bonnafon,1,17,2
B Radcliff,0,12,2
R James,0,81,5
I Mathers,1,74,5
D Andrews,0,67,4
P Smith,0,62,7
T Lee,1,53,3
C Windham,0,10,1
R Blair,0,7,1
D Anderson,0,2,1
T Taylor,2,210,17
R Bonnette,0,94,8
C Henderson,1,87,2
J Craft,0,45,2
C Smith,0,23,1
K McKnight,0,22,2
M Watts,0,11,1
A Smith,0,6,1
M Gaines,0,4,1
B Scott,0,2,1
R Switzer,1,208,16
A Proehl,1,99,7
B Howard,2,66,6
M Hollins,1,39,1
T Logan,0,21,2
T Jackson,0,11,2
E Hood,0,9,1
J Conner,0,64,4
J Parrish,0,22,1
T Tripton,0,18,2
J Weah,0,14,1
Q Henderson,0,13,3
R Araujo Lopes,0,7,1
G Aston,0,2,2
K Golladay,1,113,5
A Turner,0,59,7
C Blake,0,42,3
S Wimann,1,15,2
E Saffold,0,15,4
D Crawford,0,7,1
J Bouagnon,0,2,1
J Huff,0,-2,2
J Borsellino,0,148,9
L Lenoir Jr,0,83,5
S McShane,0,43,3
T Harper,0,26,1
A Conrady,0,10,1
I Lesure,1,5,2
A Carr,1,109,8
F Nagel,0,48,5
J Jackson,0,18,3
S Vault,0,17,2
G Dickerson,0,14,1
M Wilson,0,11,1
J Moten IV,0,9,1
A Scanlan,0,8,1
B Skowronek,0,8,1
C Fessler,0,7,1
M Micucci,0,2,1
A Moore,0,72,3
B Reilly,0,35,1
S Morgan Jr,0,33,4
C Carter,1,31,2
D Pierson El,0,31,3
T Newby,0,14,2
J Westerkamp,0,13,1
S Cotton,0,11,1
M Wilbon,0,6,1
E St Brown,1,116,6
T Hunter Jr,0,75,6
K Stepherson,1,72,3
C Sanders,0,61,3
M Boykin,0,20,1
J Adams,0,19,2
D Smythe,0,18,1
A Nash,2,123,6
T Rahming,0,87,8
Q Chambers,1,55,5
J Lloyd,0,16,3
E Schneider,0,7,1
D Helm,0,2,1
J Duhart,2,86,6
T Fulgham,0,55,5
Z Pascal,0,42,5
R Lawry,0,12,1
E Hayes,0,10,1
J Cox,0,4,1
K Strong,0,3,1
M Vaughn,0,-5,1
J Stewart,0,80,4
B Jones,0,51,3
J Rhodes,0,34,2
K Thomas Jr,0,24,3
A Taylor,0,12,1
K Johnson,1,8,1
S Williams,0,2,1
D Stanford,0,95,6
C Nelson,0,85,5
D Carrington,2,68,5
T Griffin,0,23,2
K Benoit,0,14,2
E Baylis,0,8,2
D Ross,1,153,7
B Bobo,1,72,5
S Fields,1,35,5
P Lindsay,0,31,3
J MacIntyre,0,21,2
K Evans,0,21,1
S Collins,0,106,9
V Bolden Jr,0,43,6
R Ortiz,0,16,1
J Villamin,0,12,3
R Nall,0,10,2
A Pierce,0,4,1
T Sperbeck,0,104,6
C Anderson,0,45,4
A Dhaenens,0,32,2
C Wilson,0,21,2
J McNichols,1,20,4
J Knight,0,10,1
A Butler,0,6,1
B Marshall,1,82,5
D Yancey,0,78,7
B Hopkins,1,51,1
D Young,0,22,3
C Herdman,0,20,1
B Lankford Johnson,0,16,1
C Posey,0,16,2
M Jones,0,15,1
J Butler,1,44,6
W Demps,0,41,5
H Henderson,1,35,4
J Richardson,0,35,4
A Celis,0,21,3
J Gipson,0,9,1
Z Wright,0,120,10
L Wright,1,55,3
P Smith,0,21,3
J Davis,0,12,2
R Wells III,0,8,1
C Cella,0,8,2
N German,0,7,1
D Pollard,0,5,2
K Buyers,0,102,4
T Thompson,0,36,3
W Robinson,0,35,1
O Rutherford,0,32,1
W Ivery,1,15,4
J Wilson,0,6,2
T Goree,0,4,1
A Tucker,0,-6,1
J Grant,0,98,5
A Patton,1,33,3
J Harris,0,21,3
R Martin,0,19,1
J Tsimis,0,19,1
G Kittle,1,56,2
A Wadley,0,38,2
J Smith,0,36,2
M VandeBerg,0,17,4
L Daniels Jr,0,9,1
B Ross,0,6,1
K Kutchera,0,86,4
T Williams,1,64,6
G Everett,0,48,3
M Francis,0,26,1
J McCray,0,25,2
X Johnson,0,24,3
D Ayoola,0,15,2
Q Lane,0,6,1
D Moore,0,4,1
S Harris,0,4,1
C Bates,0,30,3
D Jeanpiere,1,26,2
J Singleton,0,12,2
S Guarisco,0,2,1
D Taylor,0,0,1
J Rogers,0,-1,1
R Adams,1,84,1
M Wilcox,0,52,1
D Johnson,0,13,2
D Tice,0,11,1
D Cook,0,62,4
A Tate,0,39,1
J Wilson,1,34,2
T Rudolph,0,14,1
M Saunders,0,12,1
K Whitfield,0,8,2
B Yancy,1,70,4
A Jennings,1,51,1
J Thomas,0,49,3
K Kirkwood,0,45,2
R Deloatch,0,40,3
K Yeboah,0,15,1
F Johnson,0,14,1
R Armstead,0,13,2
T Ford II,0,92,5
A Duke,0,26,4
U LeMay,0,19,1
J Foggie,0,15,1
K Hoffman,0,12,1
K Phillips,0,12,1
J Bolus,0,10,1
W Kofa,1,8,1
M Quattlebaum,0,3,1
B LeMay,0,1,1
J Jennings,1,111,3
J Malone,1,91,4
T Byrd,0,40,3
J Hurd,1,25,2
E Wolf,1,20,1
J Croom,0,15,1
A Kamara,0,12,1
J Smith,0,5,1
A Callaway,0,134,4
T Cleveland,0,36,1
F Swain,1,27,2
J Cronkrite,1,26,5
D Goolsby,1,26,5
C Worton,0,22,1
B Powell,0,9,1
J Hammond,0,8,1
C Lewis,0,7,2
J Scarlett,0,1,1
T Encalade,3,103,7
D Mooney,1,51,3
D Breaux,0,16,1
D Hilliard,0,12,1
J Rounds,0,-1,1
A Riles,0,70,6
K Barnes,1,56,4
E McGuire,1,48,4
J Bradley,0,39,1
M Barnes,0,17,2
T McCollum,0,7,1
D Hoggins,0,3,1
D Douglas,0,101,6
E Thompson,1,77,8
T McCormick,0,25,2
S Davis,1,17,1
J Chunn,0,12,1
B Smith,0,12,1
J Wyatt,0,10,2
J Frye,0,10,1
J Johnson,0,7,1
D Walker,0,7,1
H Velez,0,6,2
J Anderson,0,1,1
T Taylor,0,157,7
I Lottie,1,71,5
O Clark,0,52,5
X Hall,0,45,3
C Granch,0,37,1
J Boone,0,28,1
J Huntley,0,24,3
G Hogan,0,13,1
L Rose III,0,13,1
J Scott,0,10,1
C Cramer,0,-5,1
J Reynolds,1,141,4
R Seals Jones,0,47,1
C Kirk,1,25,3
F Iheanacho,0,7,1
T Williams,0,5,3
J Cornelius,1,126,7
D Morgan,0,86,9
K Hatcher,1,77,3
J Sprinkle,0,46,4
C Hollister,0,39,3
K Jackson,0,1,1
R Williams III,0,-4,1
E King,0,31,3
P Anderson,0,28,3
L Williams,0,23,3
T Watts,0,13,4
S Mayberry,0,11,3
J Worrell,0,9,1
F Nixon,0,2,1
T Tutt,0,-2,1
E Luna,0,-6,1
S Dunbar,1,79,5
D King,1,61,4
C Allen,0,52,4
L Bonner,1,52,6
T McCloskey,0,29,2
M Car,0,18,1
I Johnson,0,14,1
C Johnson,0,9,1
A Leslie,0,6,1
N Iese,1,89,5
K Walker III,0,38,2
D Andrews,0,33,2
C Wilson,0,29,1
I Adams,0,24,2
J Lasley,0,16,2
E Massington,0,8,2
A Roberts,0,7,1
S Jamabo,0,4,1
T Irwin,0,81,7
J Arcega Whiteside,1,29,3
F Owusu,0,17,1
C McCaffrey,0,13,2
M Rector,0,3,1
D Woods Jr,0,66,4
D Boyd,0,64,6
M Philippi,1,16,2
T Kanteman,0,15,1
A Price,0,14,1
C Hightower,1,67,4
J Sannon,0,47,2
D Watson,0,42,4
A Onunwor,0,36,3
R Mwehla,0,33,1
T Cowan,0,24,3
C Freytag,0,33,1
E Sinegal,0,24,3
T Nelson,0,14,1
T Juniel,0,11,2
J White,0,10,1
H Plinke,0,8,1
K Johnson,0,5,2
W Redix,0,4,1
S Napier,0,4,1
K Taylor,0,0,1
D Thompson,1,48,4
K Robertson,0,33,3
I Smith,1,33,4
A Staggers,1,26,2
T Holmes,0,18,1
J Allen,0,15,1
J Harris,0,3,1
R Tarver,0,143,9
A Rodriguez,0,64,7
R Lewis,1,52,3
T Lindsey,0,40,4
B Roberts,0,32,2
Z Van Leeuwen,0,13,2
K Williams,0,12,1
J Thompson,0,12,1
W Houston,0,4,1
J Robinette,0,48,2
R Cleveland,0,47,1
R Reffitt,1,12,1
T McVey,0,6,1
O Zaccheaus,2,141,8
D Dowling,0,98,5
T Mizzell,1,89,6
K Johnson,1,59,4
J Reed,0,18,1
A Reid,1,10,2
R Santoro,0,6,1
C Willis,2,145,6
T Conklin,0,97,6
B Childress,0,52,3
J Bacci,0,41,3
E Cooper,0,30,3
D Spalding,0,22,2
J Kroll,0,9,1
A Stewart,0,6,1
I Ford,1,117,4
C Phillips,1,55,1
B Hodges,0,47,2
J Bradshaw,0,25,3
C Cunningham,0,13,1
T McMillian,1,13,1
S Rogers,0,12,1
D Deablo,0,8,1
D Wilson,0,5,1
J Williams,2,179,3
I Jones,0,115,10
Q Johnson,0,44,2
B Bishop,0,14,1
A Scott,0,10,1
T Taylor,0,112,9
N Fant,1,95,5
N Norris,0,45,4
S Johnson,1,19,3
A Wales,0,16,2
S Donatell,0,4,1
C Duncan,0,66,5
C Scott,0,66,1
K Lipscomb,0,56,3
J Pinkney,0,41,3
T Sherfield,0,38,2
N Marcus,1,5,1
R Webb,0,4,2
S Dobbs,0,3,1
M Henry,2,125,8
C Davis,1,78,6
C Thompson,1,37,2
J Bogan,0,24,1
J Franklin,0,6,1
M Crockett,1,53,2
M Campbell,1,47,2
W Fields,1,38,2
B Johnson,0,30,3
L Bonner,1,159,12
S Dunbar,1,97,5
C Allen,0,85,7
D King,0,32,7
C Lark,0,18,2
I Johnson,0,18,2
T Mark,0,8,3
M Car,0,6,1
T McCloskey,1,3,1
N Thomas,1,135,6
H Mayala,0,92,6
T Davis,0,18,2
A McLean,0,16,1
A Bloom,0,12,1
J Giles,2,219,12
C Batson,1,88,8
K Coutee,2,73,3
D Cantrell,1,70,5
I Sadler,0,35,3
D Lauderdale,1,24,4
T Brown,0,19,1
D Felton,0,13,2
Q White,0,9,1
D Willies,1,6,1
J Stockton,0,-8,2
B Johnson,0,86,5
S Sims Jr,1,59,6
L Gonzalez,0,51,5
C Harrell,1,24,2
J Booker,0,14,3
S Barbel,0,9,1
B Hartzog,0,5,1
K Kinner,0,3,1
K Herbert,0,-1,1
J Trinnaman,1,75,1
T Balderree,0,62,3
C Pearson,0,41,2
A Brown,0,37,2
B El Bakri,0,19,1
A Hifo,0,14,2
J Johnson,3,182,9
C Thompson,1,161,5
C Jones,1,56,6
K Hunt,0,49,4
M Roberts,0,36,4
T Swanson,0,11,1
D Richards,0,10,1
J Ross,1,82,4
D Pettis,1,60,4
C McClatcher,0,44,4
Q Pounds,0,12,1
A Baccellia,0,9,1
A Fuller,1,3,1
T Irwin,0,67,3
C McCaffrey,0,30,5
D Schultz,0,24,3
