completions, interceptions thrown, name, passes, passing touchdowns, passing yards
17,1,Rudy Carpenter,24,2,261
10,0,Joey Lynch,20,1,122
7,0,Nate Davis,8,3,108
11,0,Tyler Jones,16,1,146
7,1,Andy Schmitt,12,0,63
11,0,Jared Zabransky,20,2,181
4,0,Taylor Tharp,4,0,31
13,0,Drew Willy,24,0,188
19,1,Adam DiMichele,24,0,103
1,0,Vaughn Charlton,1,0,0
22,1,Dan LeFevour,37,1,221
2,0,Duane Brooks,5,0,22
32,0,Matt Ryan,48,3,323
8,0,DJ Hernandez,13,2,149
17,0,Bret Meyer,25,2,234
0,0,Austin Flynn,1,0,0
39,1,Clint Cochran,49,3,367
7,3,Julian Edelman,13,0,150
8,0,Bryan Cupito,13,1,146
0,1,Tony Mortensen,2,0,0
8,2,Kinsmon Lancaster,17,1,100
3,0,Chance Payne,3,0,31
16,0,Mike Kokal,26,0,175
13,0,Mike Kafka,17,1,106
6,2,Tray Rutland,15,0,63
2,0,Mike Henig,8,0,19
12,1,Blake Mitchell,22,0,91
1,0,Syvelle Newton,1,1,54
2,0,Chris Smelley,4,0,48
10,1,Clint Marks,17,0,79
1,0,Joe Craddock,1,0,4
21,0,Josh Padrick,38,0,132
1,0,Paul McCall,1,0,18
29,0,Chase Holbrook,40,2,381
11,1,Sean Canfield,15,2,177
7,0,Matt Moore,14,2,88
1,0,Ryan Gunderson,1,0,9
12,1,Darren Mougey,16,0,178
12,1,Kevin OConnell,14,0,97
19,4,Jordan Palmer,28,3,205
16,0,Paul Smith,20,3,229
3,0,David Johnson,7,1,80
1,0,Drew Westling,1,0,37
16,0,Tom Brandstater,24,1,124
18,0,Jeff Rowe,34,2,183
7,0,Travis Hewitt,11,0,75
4,0,Corey Leonard,5,0,22
12,2,David Pevoto,23,0,95
16,0,John Parker Wilson,29,1,253
30,1,Colton Brennan,44,2,350
12,2,Robert Johnson,25,0,110
4,1,Mitch Mustain,6,0,47
0,0,Cedric Washington,1,0,0
24,0,John David Booty,35,3,261
1,0,Mark Sanchez,2,0,19
19,1,Willie Tuitama,39,1,186
28,0,John Beck,37,1,289
11,0,Brandon Cox,18,1,191
0,0,Carl Stewart,1,0,0
6,0,Gary Rogers,9,1,83
11,1,Alex Brink,24,1,67
12,0,Freddie Barnes,19,0,82
9,1,John Stocco,15,1,124
15,0,Steven Moffett,20,3,199
0,0,Kyle Israel,0,0,0
9,0,Dustin Grutza,15,1,161
10,0,Nick Davila,19,1,121
13,1,Will Proctor,20,3,166
1,0,Cullen Harper,3,0,7
11,1,Sean Clayton,22,0,112
9,0,Rusty Smith,21,0,104
8,0,James Cox,22,0,110
15,1,Caleb Hanie,22,0,212
15,0,Thaddeus Lewis,24,0,148
2,0,Marcus Jones,6,0,11
21,1,Chris Leak,30,3,248
13,3,Jeremy Young,27,1,129
4,0,Stephen Reaves,10,0,47
7,0,Joe Tereshinski III,17,1,90
3,0,Matthew Stafford,5,1,40
2,1,Joe Cox,3,0,29
12,0,Reggie Ball,24,1,140
23,0,Brady Quinn,38,0,246
13,0,Tim Brasic,17,0,149
2,0,Juice Williams,4,0,25
16,1,Blake Powers,28,1,192
4,0,Graeme McFarland,7,1,60
16,2,Ryan Cubit,22,0,166
9,0,Thomas Peregrin,12,1,51
15,0,Drew Tate,28,3,223
3,0,Jake Christensen,3,0,19
2,0,Jason Manson,4,0,8
8,1,Kerry Meier,18,2,110
2,0,Adam Barmann,2,0,7
15,2,Dylan Meier,26,0,163
13,0,JaMarcus Russell,17,3,253
3,0,Matt Flynn,5,0,36
1,0,Ryan Perrilloux,1,0,10
7,2,Jerry Babb,17,0,63
9,0,Sam Hollenbach,15,0,153
0,1,Jordan Steffy,5,0,0
16,0,Drew Stanton,25,1,225
17,1,Steven Wichman,31,1,155
10,0,Chad Henne,22,2,135
11,0,Chris Nickson,25,0,99
1,0,Earl Bennett,1,1,30
23,0,Chase Daniel,32,5,320
1,1,Brandon Coleman,3,0,13
2,0,Brian Hampton,6,0,6
24,0,James Pinkney,35,2,283
24,2,Joe Dailey,36,1,234
14,0,Mike Teel,20,0,145
7,1,Marcus Stone,13,1,36
22,1,Zac Taylor,33,3,287
2,0,Joe Ganz,3,1,45
12,1,Zac Champion,27,1,231
1,0,Michael Mosley,5,0,7
21,1,Kole McKamey,36,0,274
18,0,Troy Smith,25,3,297
2,0,Justin Zwick,2,0,18
15,1,Phil Horvath,26,1,185
1,0,Dan Nicholson,4,0,7
8,0,Austen Everson,17,0,49
3,1,Brad Bower,5,0,33
14,2,Paul Thompson,24,2,227
9,0,Sam Hunt,15,1,149
2,0,Chris Williams,2,0,20
8,0,Robert Reid,17,4,165
4,0,Zac Robinson,7,0,48
21,0,Dennis Dixon,30,1,236
20,0,Trent Edwards,34,1,224
0,0,Nick Frank,0,0,0
17,1,Tyler Palko,22,3,283
17,1,Christian Olsen,34,0,133
2,1,Kevin McCabe,3,0,26
0,0,Jameel Sewell,1,0,0
16,0,Anthony Morelli,32,3,206
22,2,Luke Getsy,42,1,160
1,0,Dennis Kennedy,1,0,32
16,0,Curtis Painter,30,2,261
4,0,Joey Elliott,5,1,50
12,1,Chase Clement,26,2,152
22,0,Kevin Kolb,35,3,233
9,0,Matt Grothe,13,2,171
5,1,Pat Julmiste,8,0,38
11,1,Erik Ainge,18,4,291
2,0,Jonathan Crompton,2,0,7
9,1,Joe Ayoob,22,1,187
11,1,Nate Longshore,20,0,85
12,0,Colt McCoy,19,3,178
3,1,Jevan Snead,7,0,20
5,0,Woody Wilson,6,1,65
4,0,Matt Phillips,13,0,22
20,1,Omar Haugabook,32,4,171
3,0,Julian Foster,4,1,21
16,0,Stephen McGee,24,1,200
34,1,Graham Harrell,49,5,342
4,0,Chris Todd,5,0,21
9,0,Justin Willis,16,0,69
1,0,Corey Slater,3,0,2
25,0,Ben Olson,33,3,318
0,0,Patrick Cowan,1,0,0
13,1,Brett Ratliff,31,1,162
1,1,Tommy Grady,2,0,13
0,0,Eric Weddle,1,0,0
24,0,Rocky Hinds,42,1,322
2,0,Shane Steichen,4,0,10
15,1,Sean Glennon,18,3,222
6,0,Ike Whitaker,9,0,49
14,1,Benjamin Mauk,21,1,105
1,0,Riley Skinner,1,0,13
0,0,Nate Morton,1,0,0
6,0,Perry Patterson,19,1,45
16,1,Isaiah Stanback,25,1,168
28,0,Adam Tafralis,35,3,323
10,0,Patrick White,14,2,168
1,0,Jarrett Brown,1,0,5
12,1,Bernard Morris,22,1,168
17,1,Jacob Doss,26,3,209
1,0,Karsten Sween,1,0,30
10,1,Leon Jackson III,22,0,74
31,1,Shawn Bell,47,1,286
11,0,Marcus Jackson,13,2,148
7,1,Jeff Ballard,14,0,85
19,0,Brian Brohm,31,1,254
1,0,Hunter Cantwell,1,0,14
9,0,Andre Woodson,24,3,231
1,0,Curtis Pulley,2,0,7
7,0,Brent Schaeffer,16,0,97
21,0,Martin Hankins,27,2,211
1,0,Dave Thomas,1,1,8
1,0,Will Hudgens,3,0,6
18,1,Kyle Wright,27,0,132
16,1,Drew Weatherford,32,0,175
8,0,Jared Zabransky,13,1,105
0,0,Bush Hamdan,1,0,0
12,1,Matt Moore,17,1,115
7,0,Sean Canfield,11,0,63
1,0,Kyle Loomis,1,0,27
21,2,Dustin Grutza,35,1,189
4,0,Nick Davila,5,0,32
11,0,Tyler Palko,21,3,267
4,1,Travis Hewitt,13,0,47
3,0,Corey Leonard,6,0,31
11,3,Robert Reid,18,2,167
18,1,John Parker Wilson,29,1,207
15,3,Chris Nickson,23,1,140
1,0,Earl Bennett,1,0,15
9,0,Mitch Mustain,17,1,119
2,0,Casey Dick,5,0,59
11,0,Leon Jackson III,28,0,114
14,2,David Pevoto,28,0,104
9,1,Julian Edelman,22,1,92
0,0,Darren Rogers,1,0,0
17,1,Rudy Carpenter,26,5,333
2,0,Danny Sullivan,4,0,14
17,2,Jeff Rowe,29,1,163
1,1,Travis Moore,2,1,7
15,1,Joey Lynch,24,3,246
6,0,Nate Davis,9,0,43
15,0,Kellen Lewis,28,1,228
0,0,Nick Polk,1,0,0
25,1,Shawn Bell,41,4,288
2,0,Blake Szymanski,3,1,42
0,0,Terrance Parks,1,0,0
22,0,Matt Ryan,38,1,212
25,0,Will Proctor,40,2,343
16,1,Anthony Turner,23,3,204
2,0,Freddie Barnes,3,0,10
21,0,Drew Willy,32,0,138
16,0,John Beck,21,3,240
0,0,Jason Beck,1,0,0
0,0,Curtis Brown,1,0,0
19,1,Paul Smith,32,1,182
2,0,David Johnson,3,0,39
22,0,Nate Longshore,31,4,300
21,2,Bryan Cupito,33,0,243
20,0,Caleb Hanie,23,1,233
8,0,Bernard Jackson,13,0,70
1,0,James Cox,2,0,1
19,1,Chris Leak,29,4,352
6,1,Tim Tebow,9,0,81
14,0,Steven Moffett,32,0,100
3,0,Kyle Israel,4,0,32
30,1,Drew Weatherford,43,2,336
29,3,Omar Haugabook,46,1,219
2,0,Gary Banks,2,0,52
16,2,Tom Brandstater,33,1,150
23,0,Dennis Dixon,36,0,240
10,1,Reggie Ball,16,2,83
7,0,Taylor Bennett,13,0,47
2,0,Kyle Manley,2,0,8
0,0,Jonathan Garner,1,0,0
24,1,Kevin Kolb,41,3,350
3,0,Blake Joseph,3,0,27
14,1,Lester Ricard,25,1,156
2,0,Scott Elliott,4,0,13
14,1,Bret Meyer,21,0,203
19,1,Shane Steichen,27,1,180
5,0,Rocky Hinds,8,0,38
16,2,Kerry Meier,27,2,185
1,0,Marcus Herford,1,0,5
24,0,Kinsmon Lancaster,41,2,377
10,0,Dylan Meier,20,2,125
0,1,Josh Freeman,4,0,0
8,0,Sean Clayton,14,0,95
4,1,Rusty Smith,11,0,46
13,1,Andre Woodson,20,3,197
5,0,Curtis Pulley,6,0,50
13,1,JaMarcus Russell,20,2,196
3,0,Matt Flynn,3,0,34
8,1,Adam Austin,19,0,67
8,2,Willie Tuitama,17,0,50
11,0,Sam Hollenbach,16,0,139
22,1,Clint Marks,41,0,216
24,1,Drew Stanton,32,3,254
1,0,Matt Trannon,1,1,35
4,0,Brian Hoyer,4,1,33
12,0,Andy Schmitt,19,1,130
6,0,Tyler Jones,11,0,61
1,0,Dontayo Gage,1,1,39
19,1,Martin Hankins,30,1,294
1,0,Mario Pratcher,1,1,26
1,0,Will Hudgens,1,0,8
13,0,Kyle Wright,18,1,166
6,1,Kirby Freeman,9,1,55
1,0,Matt Perrelli,1,0,3
11,0,Chad Henne,19,0,113
2,0,Jason Forcier,2,0,21
17,1,Dan LeFevour,36,2,153
1,0,Duane Brooks,2,0,35
24,0,Chase Daniel,40,1,243
1,0,Brad Ekwerekwu,1,0,10
13,3,Brent Schaeffer,29,1,90
20,0,Bernard Morris,27,2,153
5,0,Jimmy Skinner,6,1,53
12,1,Tray Rutland,25,0,82
18,0,Brandon Cox,27,2,249
4,0,Blake Field,4,0,28
1,0,Kaipo Noa Kaheaku Enhada,4,0,21
0,1,Brian Hampton,3,0,0
9,2,Cam Sexton,21,1,124
10,2,Joe Dailey,17,0,55
10,0,Sean Glennon,17,0,66
1,0,Ike Whitaker,1,1,41
16,1,Marcus Stone,31,2,209
12,0,Luke Getsy,31,0,243
1,0,Dennis Kennedy,1,0,24
19,0,Zac Taylor,23,4,202
2,0,Joe Ganz,3,0,35
19,0,Phil Horvath,41,1,261
0,0,Britt Davis,1,0,0
23,0,Austen Everson,31,3,322
2,0,Brad Bower,3,0,10
37,1,Chase Holbrook,56,4,472
11,0,Chris Nelson,26,3,283
1,0,Donovan Porterie,1,1,34
0,0,Kole McKamey,1,0,0
19,1,Mike Kafka,32,0,173
25,0,Brady Quinn,36,3,287
21,1,Anthony Morelli,33,1,189
3,0,Daryll Clark,8,0,36
8,0,Woody Wilson,10,0,103
4,0,Matt Phillips,6,0,42
0,0,Zach Muzzy,1,0,0
15,1,Justin Willis,19,1,112
5,1,Corey Slater,10,0,47
21,1,Paul Thompson,33,2,272
9,0,Isaiah Stanback,22,0,139
5,0,Carl Bonnell,7,1,41
0,0,Louis Rankin,1,0,0
18,3,Curtis Painter,32,1,220
29,2,Mike Kokal,43,4,355
2,0,Daniel Raudabaugh,2,0,31
0,0,Ryne Robinson,1,0,0
14,1,Mike Teel,24,1,145
0,0,Ray Rice,1,0,0
5,2,Tim Brasic,11,0,46
2,0,Juice Williams,10,0,14
16,0,Blake Mitchell,22,0,156
7,0,Chris Smelley,11,0,64
8,3,Matthew Stafford,19,0,171
2,0,Joe Tereshinski III,3,0,18
15,2,Matt Grothe,28,1,174
20,1,Josh Padrick,33,1,238
14,1,Adam Tafralis,16,1,110
1,0,Sean Flynn,1,0,5
18,1,Trent Edwards,28,4,233
5,0,Jeremy Young,7,1,106
6,0,Stephen Reaves,9,0,86
21,0,Perry Patterson,38,1,210
16,4,Jason Manson,32,1,202
18,0,Jeff Ballard,23,2,190
9,1,Adam DiMichele,17,0,165
5,0,Vaughn Charlton,12,0,49
16,1,Brian Brohm,29,1,307
5,0,Hunter Cantwell,6,0,52
24,1,Erik Ainge,29,3,333
7,0,Shaun Carney,9,0,127
19,1,Colt McCoy,32,1,154
17,0,Troy Smith,26,2,269
20,0,Stephen McGee,27,1,200
3,0,Ty Branyon,4,1,71
0,0,TJ Sanders,0,0,0
1,0,Jerry Babb,8,0,10
1,0,Michael Desormeaux,4,0,7
12,0,Chris Williams,16,2,144
5,0,Sam Hunt,7,0,55
20,1,James Pinkney,38,1,280
13,1,Ben Olson,19,2,124
0,0,Joe Cowan,1,0,0
6,0,John Shepherd,10,0,66
7,0,Joel Armstrong,11,1,65
17,0,Brett Ratliff,27,3,299
34,2,Jordan Palmer,51,3,334
1,0,Lorne Sam,1,1,41
40,1,Graham Harrell,52,2,376
12,1,Christian Olsen,21,0,89
8,0,Kevin McCabe,13,1,85
23,1,Jacob Doss,32,1,145
22,0,Riley Skinner,29,1,235
21,0,Thaddeus Lewis,32,1,305
12,0,Alex Brink,15,3,231
6,0,Gary Rogers,9,1,62
11,1,Steven Wichman,31,0,170
3,0,Brian Nooy,5,0,50
15,0,John Stocco,25,1,227
0,1,Tyler Donovan,3,0,0
11,0,Thomas Peregrin,15,2,98
18,2,Clint Cochran,30,0,218
0,1,Brandon Summers,1,0,0
11,0,Jarrett Brown,15,1,129
4,0,Patrick White,4,0,48
3,0,Markell Harrison,3,0,20
0,0,Nate Sowers,1,0,0
10,1,Clint Marks,20,2,106
2,0,Joe Craddock,3,0,21
0,0,Patrick Jackson,1,0,0
6,0,Patrick White,9,1,43
24,2,Sam Hollenbach,45,2,211
15,0,Clint Cochran,47,1,136
23,4,Kerry Meier,41,2,243
13,0,John Parker Wilson,21,2,210
2,0,Marc Guillon,2,0,15
10,1,Kinsmon Lancaster,20,0,73
0,0,Chance Payne,1,0,0
11,1,Adam Austin,16,0,83
6,0,Willie Tuitama,9,1,61
11,1,Brandon Cox,20,0,110
20,0,JaMarcus Russell,35,0,269
29,2,Matt Ryan,48,2,356
38,2,John Beck,59,1,436
0,0,Jared McLaughlin,1,0,0
15,1,Nate Longshore,23,2,225
7,0,Steve Levy,10,0,66
2,0,Joe Ayoob,4,0,18
19,2,Steven Moffett,44,1,219
21,1,Matt Grothe,31,3,302
1,0,Amarri Jackson,1,0,31
16,1,Dan LeFevour,23,1,162
25,3,Luke Getsy,46,3,375
8,1,Bernard Jackson,18,0,86
21,2,Rudy Carpenter,37,2,248
19,2,DJ Hernandez,32,1,197
7,0,Riley Skinner,16,0,110
18,2,James Pinkney,26,1,236
0,0,Aundrae Allison,1,0,0
24,5,Martin Hankins,45,3,265
1,0,Ryan Scott,1,0,31
14,3,Josh Padrick,23,0,145
12,1,Anthony Turner,22,1,185
6,1,Freddie Barnes,12,1,57
11,0,Drew Weatherford,19,0,102
0,0,Xavier Lee,1,0,0
16,0,Will Proctor,30,1,194
10,0,Matthew Stafford,17,0,107
1,0,Joe Cox,2,0,18
7,0,Sam Hunt,11,0,48
5,0,Chris Williams,10,0,46
13,2,Reggie Ball,29,2,164
2,0,Taylor Bennett,3,0,16
18,2,Omar Haugabook,32,1,182
0,0,Gary Banks,1,0,0
24,2,Colton Brennan,35,2,296
8,0,Tyler Graunke,9,0,65
1,0,Inoke Funaki,1,0,8
13,1,Rocky Hinds,37,0,166
5,0,Shane Steichen,10,1,66
27,0,Kevin Kolb,31,2,297
3,1,Blake Joseph,5,0,29
19,1,Steven Wichman,29,0,266
9,0,Juice Williams,16,2,227
8,1,Tim Brasic,16,0,61
0,0,DaJuan Warren,1,0,0
9,1,Perry Patterson,18,2,167
20,1,Kellen Lewis,40,1,238
26,1,Drew Tate,38,3,274
15,0,Bret Meyer,31,1,152
19,1,Dylan Meier,35,1,256
16,2,Bernard Morris,28,0,92
21,0,Andre Woodson,34,3,290
13,1,Brent Schaeffer,26,2,190
10,0,Brian Brohm,14,1,181
3,0,Hunter Cantwell,4,1,113
20,0,Kyle Wright,34,0,278
13,0,Zac Champion,22,2,203
20,1,Mike Kokal,35,0,167
14,1,Julian Edelman,22,1,244
0,0,Marcus Hill,0,0,0
8,0,Bryan Cupito,10,4,148
1,0,Mike Maciejowski,2,0,18
0,1,Tony Mortensen,5,0,0
13,1,Vaughn Charlton,23,0,70
4,1,Adam DiMichele,7,0,26
15,1,Omarr Conner,25,0,241
2,0,Tray Rutland,6,0,6
1,0,Blake McAdams,1,0,5
16,0,Lester Ricard,23,4,298
0,0,Matt Forte,1,0,0
14,1,Cam Sexton,20,2,265
19,1,Jeff Rowe,22,2,210
14,2,Caleb Hanie,25,0,113
0,0,Damon Morton,1,0,0
12,1,Phil Horvath,19,1,156
25,0,Drew Willy,41,1,250
27,1,Chase Holbrook,42,3,347
5,0,Alex Gibson,7,0,57
16,1,Chris Nelson,31,1,168
25,1,Chase Daniel,36,1,199
10,1,Mike Kafka,18,0,76
6,0,Andrew Brewer,8,0,34
6,2,Tyler Jones,16,0,37
3,0,Andy Schmitt,9,0,10
24,3,Brady Quinn,48,3,234
1,0,Evan Sharpley,1,0,7
13,1,Chad Henne,22,3,220
21,0,Troy Smith,30,2,203
2,0,Justin Zwick,3,0,63
1,0,Todd Boeckman,1,0,7
1,0,Rob Schoenhoft,1,0,5
18,2,Dustin Grutza,22,1,202
2,0,Nick Davila,2,0,14
0,1,Bill Poland,1,0,0
9,0,Robert Reid,16,1,186
0,0,Zac Robinson,3,0,0
10,1,Rusty Smith,15,0,107
5,1,Sean Clayton,12,0,43
1,0,Frantz Simeon,1,0,16
26,2,Dennis Dixon,41,2,341
1,0,Brady Leaf,1,0,2
13,0,Paul Thompson,23,1,174
28,2,Tyler Palko,47,2,277
16,1,Drew Stanton,25,2,198
11,0,Anthony Morelli,27,0,154
3,0,Daryll Clark,4,0,25
30,2,Curtis Painter,39,3,416
17,1,Joey Lynch,26,1,193
7,0,Nate Davis,11,1,98
18,0,Joel Armstrong,29,1,180
7,0,Colt McCoy,8,2,124
3,0,Jevan Snead,3,0,39
6,3,Mike Teel,16,0,83
11,1,Austen Everson,21,1,77
3,1,Brad Bower,8,0,48
12,1,Syvelle Newton,18,0,196
0,0,Ryan Succop,1,0,0
0,0,Cade Thompson,1,0,0
13,0,Jeremy Young,19,0,181
10,2,Marcus Stone,24,1,100
8,1,Daniel Evans,11,1,97
18,0,Justin Willis,19,5,248
0,0,Corey Slater,2,0,0
23,1,Trent Edwards,35,0,226
3,0,TC Ostrander,6,0,44
8,0,Brian Hampton,11,0,74
1,0,Kaipo Noa Kaheaku Enhada,1,0,4
13,0,Jeff Ballard,23,0,101
23,0,Graham Harrell,47,0,204
17,2,Erik Ainge,32,0,183
1,0,Lucas Taylor,1,1,48
15,1,Chris Leak,25,3,199
21,2,Paul Smith,33,2,266
2,0,David Johnson,2,0,9
4,1,Woody Wilson,5,0,37
2,1,Daniel Meager,6,0,25
7,0,Stephen McGee,11,1,102
17,3,David Pevoto,32,0,136
25,0,John David Booty,36,3,257
0,0,Patrick Turner,1,0,0
8,0,Zac Taylor,16,0,115
1,0,Dan Titchner,1,0,28
4,2,Leon Jackson III,15,0,39
2,0,Bryan Black,3,0,25
0,0,Mike Affleck,2,0,0
18,0,Brett Ratliff,26,3,182
2,0,Tommy Grady,4,1,58
12,0,Chris Nickson,26,1,124
13,1,Mitch Mustain,20,3,224
13,2,Kevin McCabe,16,0,111
7,0,Jameel Sewell,10,0,51
4,0,Christian Olsen,6,0,27
7,0,Thomas Peregrin,11,0,40
15,1,Sean Glennon,25,2,301
1,0,Ike Whitaker,1,0,15
6,0,Marcus Jones,8,0,71
2,0,Thaddeus Lewis,6,0,10
15,0,Isaiah Stanback,26,2,151
11,1,Tom Brandstater,21,1,140
21,1,Alex Brink,32,0,251
3,1,Gary Rogers,5,1,30
1,0,Dwight Tardy,1,1,4
31,2,Shawn Bell,48,1,256
0,0,Terrance Parks,1,0,0
12,0,John Stocco,23,1,85
15,0,Darren Mougey,27,0,102
14,2,Jacob Doss,30,0,178
12,0,Jared Zabransky,20,0,116
0,0,Brett Denton,1,0,0
10,0,Reggie Ball,19,2,205
1,0,Mike Cox,1,0,17
1,0,Taylor Bennett,1,0,8
15,2,Jameel Sewell,31,1,115
17,1,Jeff Rowe,22,2,197
0,0,Travis Moore,1,0,0
0,0,Caleb Spencer,1,0,0
9,3,Mike Kafka,21,0,122
14,0,Luke Getsy,20,3,173
15,2,Woody Wilson,29,1,117
7,3,Mitch Mustain,22,1,97
16,0,John Parker Wilson,20,3,243
14,1,Willie Tuitama,23,0,170
0,0,Adam Austin,2,0,0
24,1,John David Booty,39,1,179
6,1,Brandon Cox,10,0,134
4,0,Blake Field,4,0,19
12,0,Drew Willy,21,1,111
