assists, blocks, defensive rebounds, field goals attempted, field goals made, fouls, free throws attempted, free throws made, minutes, name, offensive rebounds, plus minus, points, position, rebounds, steals, three pointers attempted, three pointers made, turnovers
3,1,7,17,10,4,15,13,33.583,Carmelo Anthony,1,15,37,F,8,2,7,4,5
2,2,6,11,8,2,4,3,34.700,Amare Stoudemire,0,-3,21,F-C,6,2,2,2,1
2,6,1,2,1,2,8,5,36.800,Tyson Chandler,2,-5,7,C,3,0,0,0,0
4,0,2,19,8,4,2,1,35.067,Toney Douglas,0,12,19,G,2,3,6,2,2
3,0,1,7,3,3,0,0,33.867,Landry Fields,1,-11,7,G,2,2,3,1,2
0,1,0,3,1,2,0,0,12.500,Jared Jeffries,1,3,2,,1,0,0,0,0
1,0,3,13,3,2,5,5,22.033,Iman Shumpert,1,-10,11,,4,0,1,0,2
0,0,0,1,0,4,0,0,14.717,Bill Walker,0,-5,0,,0,0,1,0,3
1,1,2,0,0,0,0,0,9.050,Josh Harrellson,0,9,0,,2,0,0,0,1
1,0,1,1,1,2,0,0,7.683,Renaldo Balkman,2,5,2,,3,0,0,0,0
,,,,,,,,0,Mike Bibby,,,,,,,,,
,,,,,,,,0,Jerome Jordan,,,,,,,,,
,,,,,,,,0,Steve Novak,,,,,,,,,
3,1,7,13,6,5,6,3,37.050,Kevin Garnett,1,-4,15,F,8,0,0,0,3
1,0,1,0,0,4,0,0,15.117,Aleksandar Pavlovic,0,-4,0,G-F,1,0,0,0,0
0,2,2,5,2,5,3,2,17.183,Jermaine ONeal,0,5,6,C-F,2,0,0,0,1
3,0,1,12,7,1,4,4,37.700,Ray Allen,3,6,20,G,4,0,3,2,4
13,0,4,19,11,2,12,9,41.267,Rajon Rondo,1,3,31,G,5,5,1,0,5
5,1,5,8,2,5,0,0,29.800,Marquis Daniels,1,-2,4,,6,1,1,0,0
0,0,6,13,9,3,2,2,27.600,Brandon Bass,5,-1,20,,11,1,0,0,1
0,1,1,3,2,1,0,0,14.050,Chris Wilcox,2,-4,4,,3,0,0,0,1
3,0,1,1,0,2,4,4,11.383,Keyon Dooling,0,-4,4,,1,0,0,0,2
0,0,0,2,0,0,0,0,8.800,Avery Bradley,0,-5,0,,0,0,0,0,1
0,0,0,0,0,0,0,0,0.067,Etwaun Moore,0,0,0,,0,0,0,0,0
,,,,,,,,0,Jajuan Johnson,,,,,,,,,
,,,,,,,,0,Greg Stiemsma,,,,,,,,,
2,0,1,5,4,1,0,0,23.167,Devin Ebanks,0,6,8,F,1,0,0,0,0
2,2,5,6,3,3,2,0,35.333,Josh McRoberts,3,-5,6,F,8,0,0,0,2
3,3,6,14,6,4,6,2,37.617,Pau Gasol,2,5,14,F-C,8,0,2,0,1
6,0,7,23,11,3,7,6,35.400,Kobe Bryant,0,-7,28,G,7,2,1,0,8
3,2,3,5,1,3,0,0,23.383,Derek Fisher,0,6,2,G,3,2,2,0,3
3,0,2,6,2,0,0,0,24.833,Metta World Peace,0,-7,4,,2,2,1,0,0
1,1,3,5,3,4,2,1,22.717,Troy Murphy,5,0,7,,8,0,1,0,1
2,0,2,9,4,2,3,2,24.950,Steve Blake,1,-9,12,,3,0,6,2,1
0,0,1,3,2,0,0,0,12.600,Andrew Goudelock,1,6,6,,2,0,3,2,1
,,,,,,,,0,Matt Barnes,,,,,,,,,
,,,,,,,,0,Andrew Bynum,,,,,,,,,
,,,,,,,,0,Jason Kapono,,,,,,,,,
,,,,,,,,0,Luke Walton,,,,,,,,,
3,1,4,19,7,2,6,6,38.217,Luol Deng,3,13,21,F,7,4,4,1,0
2,1,5,13,7,3,4,1,32.533,Carlos Boozer,1,2,15,F,6,1,0,0,2
2,0,4,12,3,5,0,0,28.450,Joakim Noah,5,4,6,C,9,3,0,0,2
3,0,1,8,3,5,0,0,23.100,Richard Hamilton,1,0,6,G,2,2,0,0,0
5,1,1,13,9,1,0,0,35.317,Derrick Rose,0,7,22,G,1,0,6,4,5
2,0,3,6,3,3,1,0,24.900,Ronnie Brewer,0,1,6,,3,1,0,0,2
0,0,4,5,1,0,1,1,19.550,Omer Asik,4,-3,3,,8,1,0,0,2
2,0,1,6,2,1,0,0,12.683,CJ Watson,0,-6,6,,1,2,3,2,1
2,1,1,4,1,1,2,1,15.467,Taj Gibson,2,-1,3,,3,0,0,0,0
0,0,1,3,0,0,0,0,9.783,Kyle Korver,0,-12,0,,1,0,2,0,0
,,,,,,,,0,Jimmy Butler,,,,,,,,,
,,,,,,,,0,John Iii Lucas,,,,,,,,,
,,,,,,,,0,Brian Scalabrine,,,,,,,,,
3,0,4,10,6,3,0,0,29.300,Shawn Marion,2,-31,12,F,6,0,0,0,3
3,0,4,15,6,4,10,9,29.217,Dirk Nowitzki,1,-28,21,F,5,0,0,0,2
0,0,1,2,0,4,0,0,13.633,Brendan Haywood,2,-6,0,C,3,0,0,0,2
3,0,2,6,2,3,2,0,20.683,Vince Carter,0,0,5,F-G,2,0,3,1,2
3,0,0,5,2,2,3,3,27.583,Jason Kidd,0,-26,9,G,0,2,5,2,2
1,0,3,6,1,4,3,1,13.050,Lamar Odom,1,-11,4,,4,1,2,1,2
3,0,1,18,9,2,2,1,28.817,Jason Terry,0,-1,23,,1,2,10,4,0
0,0,3,3,1,4,1,0,15.133,Ian Mahinmi,1,6,2,,4,0,0,0,0
3,0,0,7,3,0,3,3,24.633,Delonte West,0,-4,10,,0,3,3,1,3
1,0,2,2,0,2,4,4,14.450,Brian Cardinal,0,16,4,,2,1,2,0,1
0,0,1,1,0,0,0,0,10.850,Brandan Wright,0,9,0,,1,1,0,0,0
3,0,2,4,0,1,0,0,8.433,Rodrigue Beaubois,1,12,0,,3,0,2,0,0
0,0,0,3,1,0,2,2,4.217,Dominique Jones,0,9,4,,0,0,1,0,0
6,2,7,19,11,3,19,15,36.267,Lebron James,3,27,37,F,10,2,0,0,3
1,1,6,9,2,5,0,0,23.983,Chris Bosh,1,16,4,F,7,1,0,0,2
0,1,1,3,2,1,3,2,25.633,Joel Anthony,1,23,6,C,2,0,0,0,0
6,1,7,21,11,4,6,4,34.650,Dwyane Wade,1,10,26,G,8,1,0,0,5
4,0,1,1,1,3,1,1,24.350,Mario Chalmers,0,25,3,G,1,4,0,0,2
0,0,2,8,3,3,1,0,23.650,Norris Cole,0,-14,7,,2,1,1,1,4
1,1,8,6,3,5,5,3,32.267,Udonis Haslem,6,-4,9,,14,0,0,0,3
0,0,0,3,2,0,0,0,7.917,Juwan Howard,2,2,4,,2,0,0,0,0
0,0,0,1,0,0,0,0,4.050,Shane Battier,0,6,0,,0,0,1,0,0
0,0,2,6,3,2,1,0,18.433,James Jones,0,-15,9,,2,0,5,3,2
0,0,1,0,0,0,0,0,2.933,Terrel Harris,1,-7,0,,2,0,0,0,1
0,0,1,1,0,0,0,0,2.933,Dexter Pittman,0,-7,0,,1,0,0,0,0
0,0,0,0,0,2,0,0,2.933,Mickell Gladness,0,-7,0,,0,0,0,0,0
6,0,4,19,11,1,11,6,37.033,Kevin Durant,1,2,30,F,5,2,4,2,4
0,2,4,1,0,3,0,0,23.117,Serge Ibaka,2,-10,0,F-C,6,1,0,0,1
1,1,3,2,2,4,2,2,29.867,Kendrick Perkins,1,-1,6,C,4,0,0,0,1
0,0,3,5,3,1,0,0,20.900,Thabo Sefolosha,0,-3,8,G,3,0,2,2,0
6,0,6,17,6,5,1,1,34.067,Russell Westbrook,1,-5,14,G,7,3,2,1,7
3,0,6,11,4,3,12,10,32.017,James Harden,0,8,19,,6,0,4,1,0
1,0,2,3,2,2,0,0,21.817,Nick Collison,0,18,4,,2,1,0,0,2
3,0,2,5,3,1,0,0,13.933,Eric Maynor,0,13,8,,2,0,3,2,1
0,2,5,4,1,2,0,0,16.283,Nazr Mohammed,2,12,2,,7,0,0,0,0
1,0,1,5,2,0,0,0,10.967,Daequan Cook,0,6,6,,1,1,4,2,0
,,,,,,,,0,Cole Aldrich,,,,,,,,,
,,,,,,,,0,Royal Ivey,,,,,,,,,
,,,,,,,,0,Reggie Jackson,,,,,,,,,
4,0,1,10,3,3,0,0,29.350,Hidayet Turkoglu,2,-2,8,F,3,2,5,2,2
1,0,6,17,9,4,1,1,33.583,Ryan J Anderson,4,-7,25,F,10,2,12,6,2
0,2,11,12,4,4,8,3,38.450,Dwight Howard,4,-4,11,C,15,1,1,0,3
2,0,3,10,1,2,0,0,28.900,Jason Richardson,0,-8,2,G,3,0,4,0,3
6,0,0,13,7,4,4,4,30.617,Jameer Nelson,1,9,18,G,1,0,2,0,4
0,1,5,9,3,4,0,0,19.050,Glen Davis,0,-8,6,,5,1,1,0,2
1,0,3,3,0,1,8,8,22.717,JJ Redick,0,-7,8,,3,0,2,0,0
4,0,1,2,0,2,0,0,17.383,Chris Duhon,1,-17,0,,2,1,1,0,1
0,1,1,3,1,0,0,0,6.083,Earl Clark,2,-10,2,,3,0,0,0,1
0,0,0,0,0,1,0,0,4.683,Quentin Richardson,0,3,0,,0,0,0,0,0
0,0,0,2,2,0,5,5,9.183,Von Wafer,0,11,9,,0,0,0,0,0
,,,,,,,,0,Justin Harper,,,,,,,,,
,,,,,,,,0,Larry Hughes,,,,,,,,,
1,0,5,6,1,1,5,5,30.833,Dorell Wright,4,-2,8,F-G,9,0,6,1,0
2,1,8,19,10,6,2,1,35.200,David Lee,4,-18,21,F-C,12,0,0,0,4
0,3,6,5,5,4,0,0,20.450,Andris Biedrins,2,-1,10,F-C,8,0,0,0,0
8,0,2,19,6,4,6,3,42.700,Monta Ellis,2,-22,15,G,4,1,5,0,4
4,2,3,12,2,4,1,0,33.467,Stephen Curry,2,-5,4,G,5,2,4,0,5
1,0,2,8,2,3,2,2,19.000,Klay Thompson,1,-10,7,,3,0,3,1,2
0,0,2,2,0,1,2,1,12.950,Ekpe Udoh,1,-2,1,,3,0,0,0,0
0,2,3,6,3,4,4,4,28.383,Brandon Rush,0,-21,12,,3,1,2,2,1
0,0,0,4,3,2,0,0,5.367,Ish Smith,0,0,7,,0,0,1,1,0
0,0,0,0,0,0,0,0,3.483,Dominic McGuire,0,-5,0,,0,0,0,0,0
0,0,0,1,0,3,2,1,6.817,Kwame Brown,1,-7,1,,1,0,0,0,0
1,0,0,0,0,0,0,0,0.967,Charles Jenkins,0,-2,0,,0,0,0,0,0
0,0,0,0,0,0,0,0,0.367,Jeremy Tyler,0,0,0,,0,0,0,0,0
4,0,10,10,4,0,3,2,36.017,Caron Butler,0,17,11,F,10,3,3,1,0
1,0,2,18,9,4,8,4,34.733,Blake Griffin,5,17,22,F,7,2,0,0,3
0,8,2,2,1,2,12,4,30.517,Deandre Jordan,3,15,6,C,5,0,0,0,2
4,0,5,19,6,2,6,6,38.300,Chauncey Billups,0,18,21,G,5,0,10,3,1
9,0,1,12,7,4,6,5,36.650,Chris Paul,1,19,20,G,2,2,3,1,2
3,0,3,8,4,1,0,0,22.200,Maurice Williams,0,1,8,,3,2,1,0,1
0,0,4,7,2,5,2,2,15.750,Brian Cook,2,-6,8,,6,0,4,2,0
0,0,3,4,3,1,1,0,14.433,Ryan Gomes,1,12,6,,4,0,1,0,0
1,0,0,1,1,0,0,0,11.383,Randy Foye,1,2,3,,1,0,1,1,1
,,,,,,,,0,Eric Bledsoe,,,,,,,,,
,,,,,,,,0,Reggie Evans,,,,,,,,,
,,,,,,,,0,Travis Leslie,,,,,,,,,
