longest punt return, name, punt return yards, punt returns
11,S Washington,11,1
21,C Jones,21,1
14,C Jones,14,1
0,T Jones,0,1
9,N Phillips,14,2
3,R Turner,3,1
7,A Hepp,15,3
22,S Alston,16,2
11,N Agholor,15,5
0,S Lavallii,0,1
12,B Estime,12,1
0,R Desir,-2,1
11,N Spruce,11,1
5,D Randall,5,1
14,S Williams Rhodes,14,3
3,D Hart,4,2
45,R Smith,45,1
4,J Crowder,7,2
35,L Whitehead,39,1
32,H Bussey,32,1
1,R Thompson,1,1
11,R Leonard,11,1
2,R Jones,2,1
0,T Boyd,-5,1
17,D Robinson,19,2
19,L Williams,19,1
0,S Brown,-4,1
86,D Pierson El,150,5
0,D Santos,-10,1
11,T Butler,11,1
18,S Harding,76,7
4,D Miller,9,3
0,D Braverman,-14,2
26,T White,31,4
6,R Ceaser,6,2
69,W Likely,69,1
17,J Thompson,19,3
18,J Harper,18,1
0,P Dorsett,0,1
0,B Berrios,-1,1
6,D Norfleet,6,1
3,A Darboh,3,1
8,D Frazier,8,1
9,M Pack,17,2
3,E McGuire,3,1
7,J Worton,7,1
22,T Shuler,40,4
8,K Towner,8,1
0,W McNeal,-3,1
0,C Riggs,-5,1
17,F Williams,17,1
7,D Anthrop,7,1
51,J Marshall,66,2
22,D Wilson,44,4
10,J Greene,10,1
0,S Parker,0,1
0,S Shepard,-1,1
3,C Sutton,3,1
8,T Hill,12,4
31,K Harrison,36,5
46,A Vaughan,70,2
1,J Beck,1,1
0,C Nelson,-2,1
0,J Della Valle,0,1
7,T Glover,7,1
11,J Graham,13,2
0,P Cooper,0,1
4,C Dunkley,4,1
6,B Cherry,3,2
11,T Montgomery,11,2
5,J Jenkins,2,2
46,C Echols Luper,41,4
2,M Jones,2,1
45,I Adams,62,3
0,D Scott,-7,4
8,B Holmes,8,1
7,T Chapa,12,2
8,C Mager,8,1
4,P Gaines,4,1
1,D Sanders,1,1
0,J Collins,0,1
17,L Farmer,17,1
10,J Nelson,10,1
77,R Anderson,92,2
6,D Payne,6,1
1,G Hogan,1,1
16,J Natson,16,2
0,J Crump,0,1
11,S Weatherly,26,1
16,T Ellis,24,2
0,T Dudley Giles,0,1
11,K Shepherd,32,5
22,J Quick,37,3
23,G Stroman,40,5
0,J Hardy,-2,1
26,D Pettis,48,4
44,R Galvin,70,6
6,K Closs,6,1
30,T Lockett,71,3
4,H Childs,7,3
0,D Foxx,-2,1
1,I Davis,1,1
0,H Foster,-1,1
9,B Taylor,11,3
0,J Natson,0,1
17,C Jones,17,2
0,D Dean,0,2
0,C Beebe,0,1
24,T Davis,18,2
7,C Harper,4,2
7,S Alston,6,2
11,M Wright,11,1
12,S Williams Rhodes,12,1
26,E McGuire,33,2
27,M McGill,31,2
10,J Martinez,10,1
0,T Fiano,-3,1
25,D Blackmon,25,1
7,K Shepherd,8,2
21,J Worton,52,4
11,D Frazier,11,1
7,N Spruce,6,2
15,S Harding,25,3
24,J Crowder,23,2
0,R Smith,0,1
7,T Veal,8,2
6,R Switzer,6,1
2,C Taylor,3,2
24,J Quick,61,7
3,E Rogers,3,1
28,R Greene,28,1
0,A Humphries,0,1
23,L Williams,43,3
3,B Measom,3,1
52,I McKenzie,53,2
51,R Davis,51,1
0,B Holmes,0,1
0,K Whitely,-1,1
40,V Bentley,40,1
0,D Mosley,0,1
30,N Harwell,46,2
8,A Coleman,6,3
21,J Graham,35,2
0,T Taylor,-8,1
0,E Eagan,-1,1
43,M Kings Jr,54,2
2,J Canty,2,2
0,T Allen,-2,1
18,K Malone,42,6
0,E Batties,0,1
9,D Norfleet,3,2
66,K Clay,83,2
0,M Jones,0,1
20,M Murphy,27,2
0,P Gaines,0,1
45,T Gleeson,45,1
5,B Hines,9,3
11,D Pierson El,11,2
3,T Morgan,3,1
13,M Byrd,19,2
25,K Watkins II,25,1
13,H Scott,19,4
75,D Kidsy,132,3
20,S Ellis,20,1
9,C Harris,9,1
27,D Patterson,27,1
2,D Ungerer,2,1
0,T Ward,0,1
15,L Mills,22,2
8,R McCarron,8,1
7,J Della Valle,7,1
0,G Garrity,0,1
1,B Davis,1,1
0,F Williams,0,1
28,A Vaughan,28,2
0,T Glover,0,1
4,T Butler,4,1
12,C Martin,21,3
8,B Beathard,8,1
28,L Gonzalez,32,2
14,N Harvey,14,1
22,B Estime,47,4
84,K Herbin,98,2
21,S Benjamin,21,1
15,A Foster,15,0
35,C Jones,66,2
0,T Ellis,0,1
1,P Cooper,1,1
9,G Stroman,17,4
0,J Jenkins,-1,1
35,D Pettis,98,4
15,J Mickens,15,1
11,R Galvin,10,3
7,C Nelson,12,2
40,K Doe,98,7
0,D Braverman,-1,1
3,J Davis,4,2
5,J Thompson,5,1
5,S Shepard,5,1
7,J Claiborne,9,2
65,L Whitehead,91,3
2,C LeBlanc,2,1
16,T Butler,16,1
4,T Hill,2,3
1,J Grant,1,1
0,C Batson,-1,2
1,C Davis,1,1
3,D Smith,3,1
2,A Vaughan,2,1
76,K Byard,76,1
5,E Batties,9,2
37,S Williams Rhodes,52,3
76,Q Bray,98,2
19,M Davis,31,2
9,D Hart,17,2
0,J Martinez,0,1
0,F McRae,0,1
2,N Spruce,2,1
23,A Humphries,22,3
23,R Switzer,22,4
9,D Foxx,9,1
4,K Herbin,4,3
4,L Whitehead,4,2
29,I McKenzie,40,3
1,R Davis,1,2
4,C Sutton,4,1
22,D Ungerer,22,1
0,J McCain,0,1
7,T Glover,7,1
0,S Wynn,-1,1
6,W Likely,11,2
7,C Spangler,7,3
0,I Johnson,3,1
2,N Harwell,2,1
41,J Shipley,41,2
58,T Lockett,143,5
7,W Hiebert,7,0
0,K Ford,3,1
2,D Payne,-3,2
5,D Robinson,5,3
0,R Ceaser,-5,1
5,E Rogers,5,1
6,J Quick,5,2
12,J Crump,17,2
12,T White,17,2
7,T Quinn,7,1
5,T Morgan,7,2
0,A Kenney,0,1
7,R Burbrink,4,2
0,M Kings Jr,0,1
1,J Claiborne,1,1
7,S Coley,14,4
7,J Crowder,8,3
0,D Norfleet,-3,1
32,C James,66,4
2,M Pack,-5,3
3,K Malone,6,2
0,P Gaines,0,1
9,W McNeal,24,3
6,B Hines,6,1
20,R Greene,18,2
9,D Pierson El,12,3
2,D Wilson,2,1
4,G Cunningham,4,1
0,T Boyd,-7,2
2,I Davis,2,2
41,J Della Valle,43,2
42,M Shuler,42,1
18,F Williams,34,2
10,T Veal,11,2
24,P Cooper,33,2
23,M Murphy,46,3
48,T Hough,48,1
48,J Mitchell,48,1
6,T Ervin,5,2
24,C Martin,39,3
20,M Hull,20,1
8,B Callahan,8,1
47,C Echols Luper,65,3
16,C Riggs,16,1
5,C Floyd,4,2
0,J Flanders,0,1
6,B McDowell,6,2
0,C Jones,-3,2
0,S Noil,-1,1
7,D Dean,7,1
19,J Nelson,41,5
2,R Leonard,2,1
9,N Agholor,12,2
5,S Nelson,5,2
58,K Clay,66,2
14,R Galvin,18,3
15,K Shepherd,21,2
0,J Brooks,0,1
19,G Stroman,58,5
3,D Braverman,3,1
3,D Pettis,6,3
2,T Montgomery,2,1
24,K Doe,24,1
23,C Dunkley,23,1
5,D Randall,5,1
0,R Ries,0,1
1,September,2014,27
4,J Jenkins,4,1
8,C Taylor,9,1
5,R Leonard,5,1
21,L Whitehead,21,1
10,G Ward Jr,20,5
12,J Worton,13,3
4,D Blackmon,9,3
4,L Williams,4,2
0,L Mills,-3,3
27,P Gulley,31,3
11,J Quick,21,3
0,J Robinette,-2,1
1,D Sanders,1,1
0,C Mizell,0,1
50,J Canty,51,2
14,B Cox,23,2
13,B Taylor,21,5
0,B Beathard,0,1
0,T Glover,0,1
0,J Jenkins,0,1
13,Q Bray,15,3
10,T White,10,1
0,S Washington,0,1
18,A Humphries,40,4
7,B Hines,7,1
3,S Lavallii,1,2
5,R Dockery,7,2
4,T Ward,4,1
0,S Nelson,-4,1
11,D Hart,20,4
19,B Louie,26,2
9,C Floyd,11,2
20,J Hardy,20,2
11,D Stewart,21,2
16,R Greene,32,2
10,J Crump,10,1
0,I McKenzie,-6,1
6,T Ellis,6,1
4,S Coley,4,1
5,V Bentley,2,2
1,D Anthrop,1,1
7,S Wynn,14,2
13,D Kidsy,13,2
11,D Robinson,11,1
0,P Cooper,-4,1
9,E McGuire,7,2
21,T Taylor,62,5
32,D Wilson,42,3
19,M Kings Jr,19,4
62,D Pierson El,95,2
3,D Frazier,3,1
9,M Pack,9,1
3,C Jones,3,1
15,J Graham,15,2
22,S Noil,22,1
0,E Batties,-1,1
8,R Switzer,7,6
5,K Fuller,5,1
0,G Stroman,-10,1
9,R Turner,18,2
16,S Williams Rhodes,16,1
4,S Lurry,3,2
14,T Butler,33,3
19,K Doe,21,2
8,C Riggs,10,3
26,T Hill,46,5
1,J West,1,1
16,R Huskey,16,1
13,T Shuler,13,1
9,H Foster,9,1
0,B Callahan,-1,1
20,S Harding,21,2
6,D Norfleet,6,1
17,C Echols Luper,23,2
0,S Shepard,0,1
4,C Sutton,6,3
0,A Debose,0,1
12,J Shipley,19,3
10,L Norwood,6,2
43,C Mager,50,2
3,J McCain,3,1
1,I Adams,1,1
12,K Clay,22,2
53,N Agholor,58,3
0,D Randall,-7,1
4,K Harrison,4,1
3,C Davis,3,2
1,K Shepherd,1,3
45,T Boyd,45,2
14,R Galvin,14,1
18,C Harper,22,3
5,J Nelson,5,1
41,C Jones,33,4
2,J Thompson,-3,5
76,N Harwell,84,2
32,J Worton,77,5
17,K Nelson,22,2
7,D Blackmon,7,1
0,C Davis,-1,1
9,L Mills,14,2
2,Jr,2,1
46,T Montgomery,63,3
12,R Cracraft,12,1
11,J Mitchell,6,3
14,L Williams,20,4
2,I Davis,2,2
11,D Frazier,18,2
0,D Kelly,-5,1
6,C Jones,7,2
0,M Smith,0,1
0,C Jones,-3,1
5,J Jenkins,5,1
43,D Neal,43,1
26,N Agholor,26,2
3,D Braverman,4,2
0,L Norwood,0,1
18,C Echols Luper,28,2
0,T Davis,-3,1
7,D Pettis,9,3
72,A Humphries,107,8
17,J Quick,24,4
0,J Canty,-6,1
10,J Martinez,9,2
62,A Debose,115,2
21,T Butler,21,1
7,B Thomas,7,1
10,J Crowder,10,1
4,S Harding,4,1
3,R McCarron,2,3
13,S Wynn,8,2
0,D Nealy,-2,2
0,C Jones,-4,1
4,D Neal,-1,2
12,T Hill,19,2
17,J Brooks,28,2
0,T Dudley Giles,0,1
21,D Robinson,65,5
13,R Timmons,13,1
0,R Ceaser,0,1
23,K Malone,34,3
0,S Aikens,0,1
1,H Waters,1,1
0,S Washington,-1,1
4,G Haley,4,1
3,C James,5,3
0,M Shuler,0,1
9,M Murphy,9,1
13,I McKenzie,43,5
4,T Shuler,4,1
13,E Batties,20,2
0,J Graham,-1,2
0,D Forlines,0,1
0,B Cherry,-1,1
36,S Alston,45,2
23,R Turner,39,2
24,J Hansley,31,3
0,J Buys,9,1
0,S Lavallii,-2,1
0,M Chapman,-4,2
0,R Switzer,-13,3
18,D Patterson,27,3
12,S Shepard,23,3
31,J Shipley,45,2
1,F Williams,1,1
15,M Kings Jr,16,3
23,H Childs,23,2
9,C Dunkley,9,1
6,J Hardy,10,2
4,R Greene,4,1
0,J Wilson,0,1
42,C Sutton,42,1
2,J Carter,2,1
6,C Board,5,3
15,T Ruben,15,1
0,B Holmes,0,1
7,T Morgan,7,1
1,G Hogan,1,1
15,S Noil,19,2
0,C Batson,-1,1
3,R Shell,3,1
17,J Nelson,38,3
3,D Kidsy,3,1
1,C Nelson,1,1
19,D Payne,19,2
0,A Vaughan,-4,1
10,A Grubb,19,2
9,K Harrison,6,2
0,J Chavez,-4,1
18,J Natson,18,1
0,J Onyechi,15,1
4,G Brown,4,2
3,D Herring,3,0
0,R White,0,1
37,L Mathis,37,1
10,D Hammond,10,2
15,K Doe,29,2
30,V Bentley,39,2
11,D Mosely,11,1
7,C Mager,7,1
12,E McGuire,22,2
1,R Dockery,0,2
10,K Clay,10,2
8,T Boyd,8,2
38,G Stroman,47,3
0,K Jarrett,-4,1
6,S Williams Rhodes,7,3
12,L Williams,12,1
6,J Christopher,4,2
13,G Brown,18,2
47,C Jones,53,3
18,N Harvey,18,2
8,K Middlebrooks,11,2
0,S Alston,0,1
13,A Humphries,10,3
0,R Burbrink,0,1
6,D Braverman,6,1
1,K Nelson,1,1
20,R Turner,20,1
13,A Coleman,13,1
11,J Hansley,11,1
7,J Natson,11,5
0,J Crowder,0,1
5,K Shepherd,8,2
0,L Whitehead,-2,1
22,K Towner,22,1
34,T Shuler,47,3
3,A Debose,6,4
82,M Murphy,101,4
17,R Greene,17,1
5,C Riggs,5,1
14,D Ungerer,21,4
6,G Hogan,6,1
14,S Wynn,14,1
0,M Kings Jr,-1,1
0,J Brooks,-1,1
47,E Rogers,51,2
0,B Cherry,0,1
67,T White,114,4
1,D Robinson,1,1
0,T Taylor,-1,3
12,K Harrison,13,2
5,C Adams III,4,2
2,W Likely,3,2
11,R McCarron,13,2
0,D King,0,1
1,T Dudley Giles,1,1
19,C James,19,1
4,R Mostert,4,1
0,E Brazley,-1,1
0,M Pack,-2,1
11,C Sutton,21,4
0,J Carter,0,2
10,E Batties,10,2
10,L Farmer,13,3
3,J Nelson,3,1
0,D Brown,-2,1
15,C Beebe,27,3
15,D Pierson El,26,3
7,D Kidsy,7,1
27,C Martin,36,2
16,J Marshall,45,4
15,D Patterson,30,4
6,I Davis,10,2
1,C Nelson,1,1
4,D Pettis,4,1
48,J Jones,48,1
3,T Glover,3,1
1,D Harden,1,1
10,N Jones,18,2
5,P Cooper,9,2
0,Jr,0,1
4,S Harding,4,1
0,D Stewart,0,2
13,S Washington,15,2
9,C Echols Luper,13,3
3,T Hill,3,1
15,J Shipley,15,2
27,A Wimberly,42,3
2,D Nealy,2,1
0,J West,-1,1
16,B Louie,16,1
7,C Floyd,7,1
9,T Ruben,9,1
8,C Batson,-3,4
6,D Neal,11,2
15,D Rogers,15,1
14,N Agholor,14,1
10,S Fields,19,2
32,J Crump,47,2
7,P Gulley,6,2
2,J Thompson,2,1
0,D Worley,-1,1
1,L Norwood,2,2
27,J Claiborne,43,2
0,T Ervin,-3,1
4,B Taylor,-1,4
8,J Hardy,11,3
3,G Stroman,5,2
10,S Coley,8,3
10,S Williams Rhodes,19,2
7,K Nelson,12,2
1,M Juergens,1,1
1,B Treggs,1,1
58,C Nelson,58,1
46,S Washington,46,2
1,H Childs,1,1
9,J Jones,9,2
8,D Dean,9,2
0,D Wilson,-6,1
35,J Nelson,39,2
28,Q Bray,28,1
7,P Cooper,7,1
0,T Williamson,24,1
1,I Davis,1,2
0,A Coleman,0,1
10,J Worton,10,2
6,S Benjamin,32,1
3,A Humphries,3,2
5,S Fields,5,2
11,I Adams,18,2
0,J Hansley,-1,1
22,D Creel,23,2
9,C Beebe,14,2
9,S Harding,17,2
1,R Turner,1,1
10,V Bentley,17,3
6,C James,6,1
16,T Lockett,22,2
9,D Robinson,-5,2
2,J Graham,3,3
4,T Caldwell,4,1
0,R Ceaser,-1,1
5,C Mager,5,1
3,T White,0,2
1,M Pack,1,1
7,M Kings Jr,2,3
0,D Norfleet,0,2
3,D Frazier,-2,3
14,J Brooks,15,3
13,M Murphy,18,2
1,T Ellis,1,1
9,T Shuler,15,2
5,C LeBlanc,5,1
19,D Sanders,19,1
0,T Ervin,-1,1
20,D Pierson El,36,4
4,T Hill,5,3
0,K Myers,-1,2
6,T Boyd,6,1
0,J Golden,0,1
6,J Della Valle,5,2
5,J Marshall,-4,3
20,B Callahan,22,2
7,D Kidsy,6,3
1,C Martin,1,1
22,T Taylor,22,1
16,J Craig,16,1
12,K Malone,12,1
50,T Montgomery,58,2
10,C McCaffrey,10,1
20,R Dockery,25,2
0,R Ortiz,7,1
4,C Saulo,4,0
0,C Echols Luper,0,1
0,C Sutton,-4,1
0,C Jones,-13,1
51,K Clay,51,1
2,A Jackson,2,1
4,K Harrison,9,2
4,C Hubble,4,0
16,D Payne,17,3
9,J Natson,9,3
7,J Mitchell,2,3
6,K Shepherd,6,1
27,R Switzer,42,4
5,J Crump,5,1
5,S Alston,5,1
7,D Pettis,7,1
19,R Galvin,19,1
81,D Neal,80,2
15,K Doe,33,3
0,W Likely,0,1
0,D Braverman,-1,1
0,D Patterson,-1,1
0,T Butler,-2,3
0,J Quick,0,1
7,R Greene,11,2
14,K Malone,16,2
0,T Veal,0,1
0,S Washington,0,1
0,B Beathard,0,1
35,D Harden,35,1
0,X Moss,-1,1
8,K Middlebrooks,8,1
22,K Clay,22,1
7,L Norwood,9,3
6,N Spruce,6,2
87,D Pettis,96,3
0,D Foxx,0,1
0,A Houston,21,1
0,A Coleman,0,1
0,K Solomon,13,1
7,L Whitehead,6,4
33,J Nelson,50,4
0,B Callahan,-2,1
52,D Smith,52,1
13,I McKenzie,13,2
38,A Debose,38,2
1,J Golden,1,2
1,K Shepherd,-4,3
3,H Weichers,3,1
24,D Ungerer,24,1
0,Jr,-3,1
8,B Taylor,11,2
1,B Niemann,17,1
0,R McCarron,-10,2
0,M Shuler,0,1
12,T Lockett,26,4
0,T Hill,-2,1
19,E McGuire,23,2
20,T Taylor,26,3
0,S Coley,-2,1
31,R Switzer,24,2
5,C Smith,5,1
0,D Braverman,0,1
22,S Wynn,26,2
10,M Pack,20,3
6,Q Bray,10,2
26,M Murphy,36,3
16,D Robinson,24,2
0,J Graham,-20,1
7,J Cornelius,11,2
6,E Batties,6,1
16,K Nelson,16,1
0,C Riggs,0,2
42,D Pierson El,45,3
0,K Williams,12,1
28,D Anthrop,28,1
53,L Mills,55,3
3,G Hogan,3,1
10,T Franks,29,1
28,J Marshall,28,1
0,V Bentley,0,1
2,C Nelson,2,1
0,C Harper,-2,2
3,J Crowder,3,1
6,J Della Valle,8,3
15,W Likely,8,5
3,J Grant,3,1
24,A Jordan,24,1
0,H Childs,-2,1
5,D Ayers,6,2
7,T Ervin,7,1
17,J Hansley,17,1
0,B Henrie,-6,1
15,R Desir,35,4
11,B Hines,-18,2
4,J Christopher,4,1
3,J Hardy,0,3
39,S Noil,61,4
8,R Ceaser,8,1
18,C Batson,30,3
17,J Shipley,18,3
16,I Adams,20,4
0,K Whitely,1,2
0,J Mitchell,0,1
13,C Davis,13,1
6,D Payne,5,2
13,C Martin,11,4
35,K Jarrett,35,1
3,G Stroman,0,2
18,S Alston,22,4
65,N Agholor,71,2
0,C Echols Luper,-6,2
8,I Davis,9,3
0,R Burbrink,0,1
0,C Jones,-3,1
2,A Hepp,2,1
8,C Beebe,19,4
6,D Patterson,6,1
16,J Martinez,16,2
6,J Crump,6,2
0,A Humphries,-3,1
21,N Smith,21,1
0,J Christopher,-1,1
8,K Malone,8,2
2,M Frazier,2,1
0,B Ross,-5,1
8,J Claiborne,10,2
80,J Natson,80,1
11,B Taylor,28,4
0,B Beathard,-15,1
29,R Ceaser,44,3
0,X Moss,0,2
1,D Neal,1,1
28,N Spruce,28,1
9,Q Bray,9,1
2,S Noil,2,2
3,G Bryant,3,2
13,E Rogers,19,3
10,S Thomas,10,1
0,R Greene,-2,1
7,K Shepherd,7,1
16,D Ayers,16,1
1,T Veal,1,1
0,J Harris II,-6,1
1,S Wynn,-9,2
24,J Della Valle,24,1
0,J West,-2,1
59,I McKenzie,59,1
18,T White,28,3
2,R Williamson,2,1
26,J Marshall,26,1
0,J Greene,0,1
11,C James,11,1
23,C Moore,23,1
30,M Pack,18,3
14,K Webster,14,0
0,F Ross,-3,1
5,W Tanner,6,2
17,J Golden,17,3
13,D Gamblin,23,2
37,K Correa,37,1
9,A Darboh,9,1
6,D Kidsy,5,2
0,J Jones,0,1
