longest reception, name, receiving touchdowns, receiving yards, receptions
26,K Stafford,0,33,2
11,K Lawrence,1,25,4
13,C Simpson,0,13,1
9,C Watson,1,9,1
15,B Sinopoli,0,53,5
14,C Walker,0,36,5
10,C Williams,0,31,5
11,M Price,0,25,4
12,G Ellingson,0,23,3
16,J Sanders,0,22,3
6,E Jackson,0,6,1
41,C Denmark,0,73,2
22,N Moore,0,71,7
14,R Kohlert,0,53,6
18,P Cotton,0,33,3
16,M Pontbriand,0,16,1
5,J Feoli Gudino,0,5,1
51,S Green,0,180,6
15,F Stamps,0,33,3
12,N Lewis,0,27,3
9,A Charette,0,23,3
7,S Logan,0,20,3
17,S Giguere,0,17,1
11,C Hoffman,0,11,1
7,T Sutton,0,6,2
46,A Collie,1,84,6
24,A Harris,0,74,6
36,C Morrah,0,64,4
20,B Burnham,0,63,5
29,S Gore,0,63,5
15,E Arceneaux,1,49,7
7,R Lumbala,1,7,1
45,W Dressler,2,122,9
46,J Richardson,0,77,2
10,J Messam,0,20,3
8,T Smith,0,18,4
10,S Moore,0,16,2
12,C Getzlaf,0,12,1
9,K Williams,0,9,1
43,E Rogers,1,114,6
50,A Parker,0,67,3
15,M McDaniel,0,55,7
15,J Fuller,1,34,4
14,J Cornish,0,26,4
7,J West,0,7,1
34,V Hazelton,0,98,6
44,T Gurley,1,54,3
13,K Elliott,1,33,4
14,C Owens,0,22,3
11,B Whitaker,0,19,2
35,F Stamps,0,119,7
20,S Green,1,56,5
19,N Lewis,0,53,5
12,A Charette,0,22,3
12,T Sutton,0,14,3
44,T Toliver,0,106,7
34,B Grant,0,68,5
23,A Fantuz,0,48,5
18,T Underwood,0,36,4
10,R Holley,1,35,5
5,B Banks,0,5,1
5,T Sinkfield,0,5,1
29,C Williams,0,90,7
20,B Sinopoli,0,53,5
22,C Walker,0,41,7
9,E Jackson,0,31,5
8,G Ellingson,0,23,3
8,M Price,0,14,2
63,K Lawrence,1,92,4
21,K Stafford,0,47,3
33,A Bowman,0,46,3
16,C Watson,0,29,3
9,N Coehoorn,0,18,3
5,S Bell,0,10,2
30,W Dressler,0,125,6
17,J Messam,0,75,7
49,J Richardson,0,62,3
27,T Smith,0,32,2
17,C Getzlaf,1,31,2
15,R Bagg,0,15,1
9,K Williams,0,14,2
6,S Haidara,0,6,1
48,E Arceneaux,0,51,2
14,A Leonard,2,26,4
17,A Harris,0,24,3
10,A Collie,0,10,1
9,S Murray Lawrence,0,9,1
7,C Taylor,0,7,1
21,E Rogers,1,71,4
20,J Fuller,0,23,2
16,J West,0,22,2
19,L Durant,0,19,1
14,M McDaniel,0,18,2
12,M Walter,0,12,1
79,D Adams,1,121,5
75,C Denmark,1,101,5
10,N Moore,0,45,8
12,A Richards,0,12,1
6,P Cotton,0,11,2
84,C Williams,1,162,7
24,E Jackson,1,81,7
35,G Ellingson,1,54,4
27,B Sinopoli,0,35,2
11,M Price,0,19,2
10,P Lavoie,0,17,2
9,J Johnson,0,17,3
4,J Sanders,0,4,1
33,E Rogers,1,124,6
22,M McDaniel,0,60,6
26,R Cote,0,44,3
27,A Parker,0,41,3
12,J West,0,33,4
16,J Fuller,0,16,1
25,A Harris,1,57,6
23,A Leonard,0,40,3
20,C Taylor,0,35,4
7,A Collie,0,20,3
13,E Arceneaux,0,13,1
0,S Murray Lawrence,0,0,1
54,K Elliott,1,81,6
32,T Gurley,0,71,5
21,C Owens,0,54,5
32,B Whitaker,0,46,4
15,V Hazelton,0,37,4
14,A Coombs,0,34,4
12,A Dupuis,0,12,1
5,N Adjei,1,5,1
37,K Stafford,1,79,6
19,W Miles,0,47,5
25,A Bowman,2,43,3
22,S Bell,0,33,2
26,C McCarty,0,26,1
22,K Lawrence,0,22,1
9,N Coehoorn,0,12,2
11,C Watson,0,11,1
6,D Bailey,0,6,1
29,R Kohlert,0,41,2
19,D Adams,0,32,3
13,J Feoli Gudino,0,29,4
19,N Moore,0,19,1
5,C Denmark,0,15,4
10,P Cotton,0,10,1
6,C Marshall,0,6,1
26,W Dressler,0,74,6
16,C Getzlaf,0,40,4
17,J Messam,0,34,4
16,R Smith,0,32,3
19,R Bagg,1,30,3
18,J Richardson,0,29,2
15,N Demski,0,28,2
42,J Collins,1,73,3
22,A Fantuz,0,68,4
37,T Toliver,0,54,2
28,B Grant,0,52,5
13,C Gable,0,29,3
8,Q McDuffie,0,8,2
56,D Adams,1,127,4
25,J Veltung,1,58,5
18,J Feoli Gudino,0,28,2
14,R Kohlert,0,21,2
16,P Cotton,0,16,1
11,C Marshall,0,11,1
4,C Denmark,0,8,2
6,T Sherman,0,6,1
22,C Taylor,1,59,4
18,S Gore,0,57,5
22,A Harris,0,50,4
16,A Collie,0,34,4
15,A Leonard,0,34,3
23,E Arceneaux,0,23,1
23,A Bowman,0,111,9
27,K Stafford,1,53,4
31,S Bell,0,49,5
26,W Miles,0,41,3
12,N Coehoorn,0,25,4
9,K Lawrence,1,20,3
12,D Bailey,0,12,1
21,J Messam,0,58,6
18,C Getzlaf,0,53,4
17,R Smith,0,32,3
12,R Bagg,0,22,2
9,J Richardson,0,16,2
7,W Dressler,0,13,2
1,N Demski,0,1,1
42,M McDaniel,2,126,7
34,E Rogers,1,63,4
23,J Fuller,0,60,5
36,G Wilson,0,36,1
10,E Harrison,0,23,4
8,A Parker,0,13,2
9,R Cote,0,9,1
51,S Green,1,132,7
41,D Collins,0,51,3
24,N Lewis,0,41,3
14,B Rutley,0,31,3
13,A Charette,0,12,2
8,J Beaulieu,0,8,1
3,S Giguere,0,3,1
15,L Tasker,0,73,7
39,T Toliver,1,65,3
28,B Grant,2,47,3
17,A Fantuz,0,39,4
8,J Collins,0,8,1
3,C Gable,0,6,2
0,B Banks,0,0,1
41,V Hazelton,1,134,10
24,K Elliott,0,61,5
15,D Stala,0,45,4
29,B Gillanders,0,44,2
16,T Gurley,1,30,4
10,A Coombs,0,27,3
9,C Owens,0,21,3
15,N Adjei,0,15,1
11,B Whitaker,0,12,2
46,E Arceneaux,1,75,2
31,A Harris,1,57,4
16,C Taylor,0,22,2
9,A Collie,0,18,3
13,S Gore,0,16,4
7,S Murray Lawrence,0,7,1
25,K Stafford,1,71,8
49,C Simpson,1,56,4
20,D Bailey,0,52,3
7,W Miles,0,22,5
22,K Lawrence,0,22,1
10,C McCarty,0,20,3
11,A Bowman,0,19,2
38,G Ellingson,0,110,8
20,B Sinopoli,0,67,5
13,E Jackson,1,45,5
14,C Walker,0,37,6
8,M Price,0,26,4
16,K Paden,0,16,1
11,P Lavoie,1,12,2
10,J Sanders,0,10,1
20,B Rutley,0,71,4
33,S Green,0,66,5
54,F Stamps,0,54,1
37,J Beaulieu,0,37,1
20,A Charette,0,26,2
8,N Lewis,0,23,3
9,S Giguere,1,18,2
11,M Davidson,0,11,1
52,D Spencer,1,94,5
46,T Gurley,0,74,4
27,V Hazelton,1,51,4
20,K Elliott,0,37,2
10,D Stala,0,30,3
20,N Adjei,0,23,2
8,B Whitaker,0,4,2
3,W Smith,0,3,1
62,K Williams,0,81,3
55,C Getzlaf,2,80,5
18,R Smith,0,57,5
14,J Messam,0,21,2
14,R Bagg,0,16,2
10,D Wilson,0,15,2
11,S Miller,0,14,2
8,N Demski,0,8,1
6,M Rea,0,6,1
58,T Toliver,1,78,4
33,B Grant,1,77,4
22,R Holley,0,38,3
17,L Tasker,0,35,3
15,J Collins,0,29,2
9,B Banks,0,13,2
8,R Bomben,1,8,1
2,A Woodson,0,2,1
25,R Kohlert,0,58,4
20,J Veltung,1,57,5
12,D Adams,0,40,4
15,C Denmark,0,30,2
19,J Feoli Gudino,0,26,3
15,K Bastien,0,20,2
5,T Stoudermire,0,7,2
53,A Charette,0,53,1
39,S Green,0,50,2
15,N Lewis,0,43,4
9,T Sutton,0,24,5
9,S Giguere,0,8,2
31,D Walker,0,125,10
27,K Stafford,1,61,4
22,D Bailey,0,34,2
12,W Miles,0,21,3
9,K Lawrence,0,16,2
13,C Watson,0,13,1
5,S Bell,0,10,2
56,C Marshall,1,84,3
12,N Moore,0,44,5
15,J Feoli Gudino,0,25,2
12,R Kohlert,0,21,2
10,C Denmark,0,16,2
5,J Gordon,0,8,2
5,D Scott,0,5,1
0,T Stoudermire,0,0,1
27,V Hazelton,0,63,4
31,D Spencer,1,49,5
12,D Stala,0,20,2
16,C Kackert,0,16,1
10,N Adjei,0,10,1
5,A Coombs,0,10,2
5,T Gurley,1,5,1
43,L Tasker,2,100,6
58,T Underwood,1,70,3
44,B Banks,1,49,3
24,R Holley,0,43,4
25,T Toliver,0,40,3
11,T Sinkfield,0,30,3
50,E Arceneaux,0,84,4
26,C Taylor,0,58,6
22,A Collie,2,29,2
8,A Harris,0,21,4
12,A Leonard,0,19,2
18,M Iannuzzi,0,18,1
5,S Murray Lawrence,0,5,1
26,E Rogers,1,92,5
37,J West,1,54,2
16,M McDaniel,0,47,4
17,J Fuller,0,27,3
26,A Parker,0,26,1
13,T Harrison,0,19,3
10,R Cote,0,10,1
0,M Walter,0,0,1
26,B Sinopoli,0,50,3
33,G Ellingson,0,46,3
14,J Johnson,0,31,3
11,E Jackson,0,24,3
12,C Walker,0,11,2
7,M Price,0,10,2
7,S MacDonell,0,7,1
22,A Leonard,0,68,5
24,E Arceneaux,1,51,3
21,A Harris,0,31,3
18,A Collie,0,24,2
17,C Taylor,0,22,2
14,S Gore,0,20,3
21,N Lewis,1,52,4
21,T Sutton,0,43,4
12,F Stamps,0,26,4
12,S Green,0,19,3
9,B Rutley,0,10,2
5,A Charette,0,10,2
35,D Walker,0,183,14
17,A Bowman,0,86,8
17,C Watson,1,64,6
18,K Stafford,0,28,2
13,D Bailey,1,22,2
6,C McCarty,0,9,2
40,L Tasker,0,129,5
63,T Sinkfield,2,118,6
16,T Toliver,1,37,3
7,R Holley,0,10,2
6,T Underwood,0,6,1
72,N Demski,0,72,1
10,W Dressler,1,34,6
24,D Wilson,1,24,1
15,A Carroll,1,15,1
15,J Messam,0,15,1
11,R Bagg,0,11,2
7,S Miller,0,7,1
46,E Rogers,1,105,7
21,M McDaniel,0,67,5
32,T Harrison,2,38,2
25,L Durant,0,25,1
19,J Fuller,0,25,2
7,J West,0,19,3
12,R Cote,0,12,1
7,A Parker,0,7,1
5,M Walter,0,5,1
29,V Hazelton,1,55,4
23,A Coombs,0,51,3
24,D Spencer,0,51,4
17,T Gurley,1,44,4
25,B Whitaker,0,35,2
15,K Elliott,1,23,2
4,C Kackert,0,7,2
55,E Jackson,0,114,6
48,G Ellingson,0,110,4
25,B Sinopoli,0,85,7
24,C Williams,0,58,5
15,J Johnson,0,31,6
14,M Price,0,28,4
47,T Underwood,0,93,3
22,L Tasker,1,69,5
24,T Toliver,0,62,5
22,T Sinkfield,0,48,4
14,B Banks,0,14,1
8,N Grigsby,0,7,2
35,S Green,0,82,5
65,B Rutley,1,65,1
14,S Giguere,0,23,2
7,F Stamps,0,17,3
9,N Lewis,0,14,2
7,A Charette,0,13,2
62,D Walker,1,164,7
16,K Lawrence,0,52,7
14,A Bowman,0,33,5
17,S Bell,0,33,3
11,C Watson,0,21,3
15,D Bailey,0,18,2
9,K Stafford,0,14,2
19,A Coombs,0,50,6
29,D Spencer,0,45,3
28,K Elliott,0,32,3
17,V Hazelton,1,27,4
13,T Gurley,0,27,3
12,H Josey,0,20,2
15,C Denmark,0,50,6
9,N Moore,0,35,5
9,J Thomas,0,9,1
7,J Gordon,0,7,1
38,E Rogers,0,152,7
24,J Fuller,1,56,4
33,L Durant,0,44,2
12,G Wilson,0,35,4
20,A Parker,0,20,1
12,M McDaniel,0,12,1
7,T Harrison,1,7,1
5,R Cote,0,5,1
29,E Jackson,0,77,5
37,M Price,1,51,2
33,B Sinopoli,0,43,4
14,J Johnson,0,25,3
11,C Williams,0,22,2
19,G Ellingson,0,19,1
19,S MacDonell,0,19,1
13,P Lavoie,0,13,1
46,W Dressler,0,86,3
17,N Roosevelt,1,46,4
20,A Carroll,0,33,3
18,R Smith,0,33,3
10,R Bagg,0,16,3
14,S Miller,0,14,1
5,N Demski,0,5,1
17,N Lewis,0,33,5
17,F Stamps,0,22,3
8,A Charette,0,18,4
10,T Sutton,0,16,2
11,S Green,0,11,1
3,S Giguere,0,3,1
12,B Burnham,0,37,4
11,A Collie,1,27,3
9,S Gore,0,18,2
10,L Hawkins,1,18,2
8,E Arceneaux,0,15,2
13,A Harris,0,13,2
3,R Lumbala,0,3,1
17,R Bagg,0,57,5
27,R Smith,1,53,2
15,W Dressler,0,43,6
18,J Messam,0,34,4
17,N Roosevelt,0,17,1
7,A Allen,0,7,1
15,N Moore,0,57,6
18,D Adams,0,49,5
18,C Marshall,0,23,2
13,J Feoli Gudino,0,20,3
10,M Willie,0,15,2
11,R Kohlert,0,11,1
5,C Walker,0,5,1
4,C Denmark,0,4,1
48,T Sinkfield,2,110,5
26,L Tasker,0,105,7
26,T Toliver,1,90,6
23,T Underwood,1,36,3
19,R Holley,0,31,3
19,B Banks,0,19,1
9,N Grigsby,0,9,1
39,T Gurley,0,62,5
11,K Elliott,1,42,4
13,C Owens,0,32,4
12,V Hazelton,0,27,4
11,A Coombs,0,22,4
9,B Whitaker,0,21,3
9,A Dupuis,0,9,1
25,M McDaniel,0,74,7
19,E Rogers,0,73,7
46,J Fuller,0,58,3
11,G Wilson,1,26,3
6,M Walter,0,11,2
7,T Harrison,0,9,2
37,A Bowman,0,93,5
11,D Walker,0,46,5
7,K Lawrence,0,21,3
8,D Bailey,0,16,2
6,C Watson,0,12,2
7,K Stafford,0,7,1
42,T Gurley,1,107,7
16,A Coombs,1,40,3
18,C Kackert,0,35,3
22,K Elliott,0,30,3
16,B Gillanders,0,16,1
11,B Whitaker,0,11,1
10,V Hazelton,0,10,1
8,C Owens,0,8,1
27,T Sinkfield,0,91,7
22,L Tasker,1,89,8
21,T Toliver,0,28,2
11,R Holley,0,18,2
14,T Underwood,0,14,1
12,M Coates,1,12,1
2,B Banks,0,2,1
64,N Moore,0,103,3
25,D Adams,0,52,4
37,J Feoli Gudino,1,52,4
15,R Kohlert,0,37,3
8,C Denmark,0,20,4
11,C Marshall,0,14,2
5,C Walker,0,5,1
15,R Smith,0,30,3
15,R Bagg,1,26,2
12,W Dressler,0,22,2
7,N Demski,0,20,3
14,J Messam,0,11,2
5,N Roosevelt,0,5,1
47,K Stafford,1,109,3
50,A Bowman,2,104,6
41,S Bell,0,73,4
15,D Walker,0,37,4
13,N Coehoorn,0,30,3
2,C Watson,0,2,1
25,J Fuller,0,76,6
15,E Rogers,0,44,5
19,M McDaniel,0,35,3
17,G Wilson,0,28,2
20,A Parker,1,23,2
8,M Walter,0,21,4
15,T Harrison,0,19,2
29,B Burnham,0,52,4
28,L Hawkins,0,43,3
17,A Harris,0,30,3
14,A Collie,1,27,3
9,E Arceneaux,0,23,4
19,S Gore,0,23,2
9,C Rainey,0,9,1
33,B Sinopoli,0,102,6
33,E Jackson,0,96,5
16,J Johnson,0,41,5
22,C Williams,0,36,3
14,M Price,0,22,3
12,G Ellingson,0,17,2
10,T Van,0,10,1
1,K Lafrance,0,1,2
29,E Rogers,0,115,6
15,M McDaniel,0,43,5
38,J Fuller,1,41,2
20,A Parker,0,20,1
8,G Wilson,0,15,3
11,J Cornish,0,11,1
8,R Cote,0,8,1
8,T Harrison,1,8,1
7,L Durant,0,7,1
58,L Hawkins,0,106,6
22,E Arceneaux,0,95,7
33,B Burnham,0,71,4
14,M Iannuzzi,0,26,2
12,S Gore,0,17,2
11,A Harris,0,14,2
4,C Rainey,0,4,1
33,T Sinkfield,0,92,7
21,L Tasker,0,67,6
19,T Toliver,1,56,5
22,T Underwood,0,41,3
27,R Holley,0,30,2
13,B Banks,0,13,1
7,M Coates,0,7,1
14,S Bell,0,18,2
8,C Watson,0,13,2
8,K Stafford,0,8,1
7,D Bailey,0,7,1
3,D Walker,0,3,1
71,N Roosevelt,1,95,3
26,R Bagg,1,79,4
14,R Smith,0,32,4
9,W Dressler,0,12,4
9,J Messam,0,9,1
38,C Williams,1,137,8
53,E Jackson,0,101,6
25,M Price,0,91,7
17,G Ellingson,1,45,4
14,J Johnson,0,40,6
26,P Lavoie,0,36,2
16,B Sinopoli,0,27,2
41,S Giguere,1,66,4
43,B Cunningham,0,48,2
18,S Green,1,44,4
9,N Lewis,0,11,2
7,F Stamps,0,7,1
5,S Logan,0,5,1
18,J Veltung,0,57,6
16,D Adams,0,42,4
18,J Feoli Gudino,0,41,3
19,K Bastien,0,19,1
14,C Marshall,0,17,2
10,C Walker,0,16,3
7,T Stoudermire,0,7,1
10,C Denmark,0,4,3
1,M Pontbriand,0,1,1
22,N Moore,0,97,7
42,D Adams,1,63,4
19,R Kohlert,1,38,4
14,C Denmark,0,23,2
13,K Bastien,0,13,1
33,M McDaniel,0,159,9
47,E Rogers,0,80,3
13,J Fuller,0,37,4
10,J West,0,17,3
9,L Durant,1,16,2
13,T Harrison,0,13,1
7,A Parker,0,7,1
7,J Cornish,0,3,3
1,K Jorden,0,1,1
43,D Walker,1,121,8
13,C Simpson,0,46,7
10,A Bowman,0,30,4
10,K Stafford,1,10,1
9,N Coehoorn,0,9,1
5,K Lawrence,0,2,2
1,C Watson,0,1,1
24,E Arceneaux,0,94,6
28,L Hawkins,1,80,3
32,M Iannuzzi,1,47,2
14,B Burnham,0,26,2
14,S Gore,0,26,2
6,A Harris,0,6,1
6,S Murray Lawrence,0,2,2
36,C Williams,0,101,6
33,B Sinopoli,0,69,6
18,E Jackson,0,51,4
22,G Ellingson,2,48,4
12,J Johnson,0,33,6
11,M Price,0,11,1
38,T Gurley,0,73,4
20,D Spencer,0,62,4
15,K Elliott,2,39,4
13,B Whitaker,0,35,5
21,C Owens,0,33,2
11,A Coombs,0,19,3
16,A Dupuis,0,16,1
5,B Gillanders,0,5,1
49,N Roosevelt,0,68,3
38,R Bagg,1,63,3
15,W Dressler,0,38,3
19,R Smith,0,26,2
10,N Demski,0,14,2
3,S Moore,0,3,1
19,N Lewis,0,86,7
31,S Green,0,78,4
18,B Rutley,0,45,3
15,B Cunningham,0,23,4
8,F Stamps,1,22,3
13,S Giguere,0,13,1
27,B Sinopoli,1,107,7
21,M Price,0,104,9
18,C Williams,1,98,9
29,G Ellingson,0,83,5
14,E Jackson,0,59,6
13,P Lavoie,0,31,4
11,J Johnson,0,28,6
16,N Lewis,0,64,6
14,S Giguere,1,54,5
26,F Stamps,1,33,3
12,S Green,0,31,4
5,T Sutton,0,20,5
20,B Cunningham,0,20,1
58,M Ford,0,67,4
13,L Tasker,0,34,3
12,B Banks,0,23,2
8,T Sinkfield,0,14,4
11,B Grant,0,11,1
6,T Toliver,0,6,1
17,J Cornish,0,64,7
20,E Rogers,0,60,5
14,M McDaniel,1,49,6
19,A Parker,0,33,4
15,R Cote,0,15,1
5,J West,0,9,2
50,C Denmark,0,95,3
41,N Moore,1,86,6
26,D Adams,0,66,5
22,C Marshall,0,37,3
14,R Kohlert,0,24,2
9,M Pontbriand,0,9,1
2,C Walker,0,3,2
21,D Walker,0,98,10
20,A Bowman,0,74,7
55,K Stafford,1,55,1
18,N Coehoorn,0,49,5
7,C Watson,0,15,6
7,C Simpson,0,7,1
82,E Arceneaux,2,137,4
51,L Hawkins,0,93,5
33,B Burnham,1,57,4
33,C Rainey,0,57,2
21,J Jennings,1,21,1
10,S Gore,1,15,2
6,A Harris,0,5,2
50,R Smith,0,80,4
47,N Roosevelt,1,68,2
27,J Messam,0,66,6
10,W Dressler,0,22,3
10,N Demski,0,17,2
16,R Bagg,0,16,1
7,A Allen,0,7,1
3,S Moore,0,3,1
55,K Elliott,1,80,3
22,C Owens,1,74,6
38,A Coombs,0,73,4
9,B Whitaker,1,62,11
43,T Gurley,1,58,2
20,V Hazelton,1,51,5
19,W Powell,0,56,7
33,G Ellingson,1,54,3
38,E Jackson,1,51,3
14,B Sinopoli,0,35,5
23,C Williams,0,35,3
11,J Johnson,0,16,3
5,M Price,0,5,1
87,T Sinkfield,1,163,4
35,T Underwood,1,108,5
21,L Tasker,1,50,5
19,B Grant,0,47,4
9,M Ford,0,11,3
6,B Banks,0,6,1
6,E Harris,0,6,1
79,W Dressler,1,104,5
68,R Smith,1,95,5
29,R Bagg,0,50,4
14,C Getzlaf,0,32,3
12,J Messam,0,13,2
8,N Roosevelt,0,8,1
4,A Allen,0,4,1
4,S Haidara,0,4,1
31,M McDaniel,0,92,8
30,E Rogers,1,77,4
23,J West,0,31,2
10,J Fuller,0,18,2
12,J Cornish,0,12,1
19,A Bowman,0,66,5
17,D Walker,0,63,6
17,C Watson,0,48,6
33,K Stafford,1,33,1
9,N Coehoorn,0,27,4
9,S Bell,0,16,3
7,S Chambers,0,7,1
3,M Miller,0,3,1
6,K Lawrence,0,1,2
38,E Arceneaux,2,151,8
79,L Hawkins,0,101,5
21,S Gore,0,46,3
19,A Collie,1,34,3
13,B Burnham,0,30,4
10,A Harris,0,10,1
16,C Denmark,1,60,6
26,K Bastien,0,36,3
14,R Kohlert,0,20,2
11,T Stoudermire,0,18,2
10,D Adams,0,17,2
6,N Moore,0,12,2
8,C Marshall,0,8,1
8,D Scott,0,8,1
30,S Green,0,81,5
11,N Lewis,0,51,7
24,S Giguere,0,35,4
10,T Sutton,0,28,3
18,S Logan,0,18,1
10,B Cunningham,1,15,2
8,F Stamps,0,8,1
6,B Rutley,0,6,1
36,T Gurley,1,73,3
19,V Hazelton,0,49,4
20,C Owens,0,31,3
20,D Spencer,1,20,1
5,B Whitaker,0,6,3
9,A Coombs,0,6,2
2,K Elliott,0,2,1
39,C Williams,0,125,10
30,G Ellingson,0,101,6
17,W Powell,1,47,4
25,M Price,0,45,3
16,E Jackson,0,29,6
7,B Sinopoli,0,23,5
15,D Adams,1,66,9
14,C Marshall,0,65,7
33,R Kohlert,0,42,2
17,N Moore,1,32,4
14,C Denmark,1,25,3
9,D Scott,0,9,1
2,T Stoudermire,0,2,1
19,V Hazelton,0,77,6
13,C Owens,0,53,8
23,D Spencer,0,39,2
13,T Gurley,1,37,5
18,B Whitaker,0,32,2
10,A Coombs,0,16,2
6,J Yurichuk,0,6,1
49,E Rogers,0,91,4
28,M McDaniel,1,74,7
15,J West,0,37,4
22,T Harrison,1,36,2
16,A Parker,0,25,2
6,M Walter,0,3,2
69,A Bowman,1,198,11
46,D Walker,0,89,6
10,S Bell,0,17,2
11,N Coehoorn,0,14,2
6,S Chambers,0,6,2
5,C Watson,0,5,1
3,K Stafford,0,3,1
17,E Arceneaux,1,67,7
29,S Gore,0,51,3
17,L Hawkins,0,44,4
15,A Collie,0,39,4
7,B Burnham,0,12,2
8,A Harris,0,8,1
8,C Rainey,0,8,1
22,T Sutton,0,79,6
14,N Lewis,0,60,8
16,F Stamps,1,34,3
10,S Green,0,23,3
8,S Giguere,0,17,4
10,B Cunningham,0,10,1
3,S Logan,0,3,1
43,L Tasker,0,107,8
33,T Sinkfield,1,90,8
20,A Woodson,0,20,1
10,A Fantuz,0,16,2
5,M Ford,0,8,2
20,S Gore,1,59,5
18,L Hawkins,0,52,5
47,B Burnham,0,51,2
10,E Arceneaux,1,40,6
25,C Rainey,1,27,2
11,A Collie,0,19,2
64,L Tasker,1,93,5
31,T Sinkfield,0,52,3
17,A Fantuz,1,51,5
12,J Collins,0,32,4
12,C Gable,0,25,3
9,T Underwood,0,17,2
22,A Coombs,0,46,5
15,V Hazelton,0,44,5
19,B Gillanders,0,39,3
19,K Elliott,0,39,5
13,B Whitaker,0,19,2
10,C Owens,0,10,1
10,N Adjei,0,10,1
2,T Gurley,0,2,1
18,S Green,0,69,7
43,B Cunningham,0,67,5
20,B Rutley,1,58,6
23,F Stamps,1,38,3
13,T Sutton,1,19,2
10,N Lewis,0,17,2
14,S Logan,0,14,1
12,J Beaulieu,0,12,1
43,D Adams,1,91,3
50,C Marshall,0,70,3
17,N Moore,1,69,6
16,C Denmark,0,47,4
11,D Scott,0,11,1
6,T Stoudermire,0,6,1
41,B Sinopoli,0,120,8
51,C Williams,1,96,7
37,G Ellingson,0,87,4
22,E Jackson,0,67,5
20,W Powell,0,39,4
4,M Price,0,4,1
40,N Roosevelt,1,101,5
65,R Smith,1,75,3
22,R Bagg,0,38,4
13,C Getzlaf,0,36,3
14,W Dressler,0,22,2
3,A Allen,0,3,1
50,A Bowman,1,208,12
12,D Walker,1,54,7
18,C Watson,1,43,3
30,K Stafford,0,30,1
15,K Lawrence,0,15,1
6,N Coehoorn,0,14,3
8,C McCarty,0,8,1
5,S Bell,0,5,1
35,K Elliott,0,52,3
22,C Owens,0,45,4
14,A Coombs,0,35,5
18,B Whitaker,0,34,7
