deflections, interceptions, name, sacks, tackles
0,0,R Fontaine,0.000,0
0,0,B Crawford,0.000,0
0,0,J Mays,0.000,0
0,0,L Mitchell,0.000,0
0,0,J Johnson,0.000,0
0,0,J Williams,0.000,0
0,0,B Levingston,0.000,0
0,0,M OShea,0.000,5
0,0,R Johnson,2.000,6
0,0,K Eiben,0.000,5
1,0,K Wheaton,0.000,5
0,0,B Parker,0.000,3
0,0,M Fletcher,0.000,3
1,0,J Younger,0.000,2
0,1,O Steinauer,0.000,2
0,0,C Winters,0.000,1
0,0,J Brown,0.000,2
0,0,K Carter,0.000,1
1,0,A Belli,0.000,1
0,0,T Crawford,0.000,0
0,0,R Foley,0.000,0
0,0,J Johnson,0.000,0
0,0,T Craiggs,0.000,0
0,0,S Clovis,0.000,0
0,0,L Green,0.000,0
0,0,B Anderson,0.000,0
0,0,J Pottinger,0.000,0
0,0,D Wake,3.000,7
1,0,K Banks,0.000,7
0,0,T Williams,1.000,5
0,0,D Marsh,0.000,5
0,0,J Glatt,0.000,5
0,0,B Johnson,2.000,3
0,0,M Washington,0.000,3
0,0,L Glover,0.000,3
1,0,O Floyd,0.000,3
0,0,B Miles,0.000,2
0,0,A Hunt,0.000,1
0,0,R Murphy,0.000,1
0,0,I Smart,0.000,1
0,0,S Samuels,0.000,6
0,0,S Shabazz,0.000,9
0,0,R Warner,0.000,2
0,0,S Garrett,0.000,4
0,0,J Buhl,0.000,5
0,0,R Perryman,1.000,4
0,0,M Bertrand,0.000,1
0,0,K Onatula,0.000,2
1,0,O Morgan,0.000,2
1,0,A Larose,0.000,2
0,0,R Ray,0.000,1
0,0,R Brown,0.000,1
1,0,R Abdullah,0.000,1
0,0,J Goss,0.000,1
0,0,S Baggs,0.000,1
0,0,W Loftus,0.000,1
0,0,A Dalton,0.000,1
0,0,B Simpson,0.000,7
0,0,A Malbrough,0.000,6
0,0,G Walls,1.000,7
1,1,K Hebert,0.000,4
0,0,C Hall,0.000,4
0,0,C Jenkins,0.000,5
0,0,R Bean,0.000,5
0,0,K Malveaux,0.000,3
0,0,D Brown,1.000,1
0,0,I Logan,0.000,4
0,0,T Canada,0.000,3
0,0,T Westwood,0.000,0
0,0,N McKinlay,0.000,1
0,0,A Baird,0.000,0
0,0,C Cvetkovic,0.000,0
0,0,B Guebert,0.000,0
0,0,N Davis,0.000,1
0,0,G Bearman,0.000,0
0,0,D Lowry,0.000,0
0,0,P Fleming,0.000,0
1,0,E Boulay,0.000,4
1,0,C Cox,0.000,3
0,0,K Ellis,0.000,3
1,0,R Drew,1.000,4
1,0,A Stewart,0.000,4
0,0,T Hill,0.000,1
0,0,C Davis,0.000,1
1,0,D Sanchez,0.000,1
0,0,D Romero,0.000,2
0,0,R Truluck,0.000,2
1,0,D Claybrooks,1.000,3
1,0,T Strickland,0.000,3
0,0,B Cahoon,0.000,1
0,0,J Hendrix,0.000,1
